ï»¿Organisation,CatÃ©gorie_de_specialite,Domaine,Secteur,Specialite,Professionnel-Interne-Standard,Professionnel-Interne-Expert,Professionnel-Interne-Expert_CE,Professionnel-Interne-Emerite,Professionnel-Interne-Emerite_CE,Professionnel-Poste_vacant-Standard,Professionnel-Poste_vacant-Expert,Professionnel-Poste_vacant-Expert_CE,Professionnel-Poste_vacant-Emerite,Professionnel-Poste_vacant-Emerite_CE,Professionnel-Externe,Technicien-Interne-Classe_nominale,Technicien-Interne-Classe_principale,Technicien-Interne-Classe_principale_CE,Technicien-Poste_vacant-Classe_nominale,Technicien-Poste_vacant-Classe_principale,Technicien-Poste_vacant-Classe_principale_CE,Technicien-Externe,Personnel_de_bureau-Interne,Personnel_de_bureau-Poste_vacant,Personnel_de_bureau-Externe
CCAFE,TI,Technologie_de_l'information,Informatique,Architecture_d'integration_d'application,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCAFE,TI,Technologie_de_l'information,Informatique,Architecture_integration_technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCAFE,TI,Technologie_de_l'information,Informatique,Architecture_fonctionnelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCAFE,TI,Technologie_de_l'information,Informatique,Architecture_organique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCAFE,TI,Technologie_de_l'information,Informatique,Coordination_dâincidents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCAFE,TI,Technologie_de_l'information,Informatique,Formation_TI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCAFE,TI,Technologie_de_l'information,Informatique,Gestion_de_projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCAFE,TI,Technologie_de_l'information,Informatique,Infrastructure_technologique-gÃ©nÃ©rale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCAFE,TI,Technologie_de_l'information,Informatique,Intelligence_dâaffaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCAFE,TI,Technologie_de_l'information,Informatique,Pilotage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCAFE,TI,Technologie_de_l'information,Informatique,Programmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCAFE,TI,Technologie_de_l'information,Informatique,SÃ©curitÃ©_de_lâinformation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCAFE,TI,Technologie_de_l'information,Informatique,Soutien_aux_utilisateurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCAFE,TI,Technologie_de_l'information,Informatique,Soutien_de_projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCAFE,TI,Technologie_de_l'information,Informatique,Conseil_stratÃ©gique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCAFE,TI,Technologie_de_l'information,Informatique,TÃ©lÃ©communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,Soutien_TI,Admin_aff_compt_fin,Admin,Administration_general,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,Soutien_TI,Admin_aff_compt_fin,Admin,Gestion_de_projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,Soutien_TI,Admin_aff_compt_fin,Admin,Information_de_gestion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,Soutien_TI,Admin_aff_compt_fin,Secretariat,Secretariat_general,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,Soutien_TI,Arts_culture_lettres_comm,Communications,Web_et_medias_sociaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Batiment_travaux_publics_amenagement_transport,Arpentage_geomatique,Geomatique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Science_genie,Genie,Informatique-logiciels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Analyse_d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Administration_de_donnees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Analyse_en_developpement_de_systeme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Architecture_d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Architecture_d'entreprise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Architecture_de_donnees_et_d'information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Architecture_de_processus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Architecture_de_reseaux-telecommunications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Architecture_de_securite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Architecture_d'infrastructure_technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Architecture_d'integration_d'application,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Architecture_integration_technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Architecture_fonctionnelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Architecture_organique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Coordination_dâincidents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Formation_TI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Gestion_de_projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Infrastructure_technologique-gÃ©nÃ©rale,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Intelligence_dâaffaires,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Pilotage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Programmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,SÃ©curitÃ©_de_lâinformation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Soutien_aux_utilisateurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Soutien_de_projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,Conseil_stratÃ©gique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEC,TI,Technologie_de_l'information,Informatique,TÃ©lÃ©communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEP,Soutien_TI,Admin_aff_compt_fin,Admin,Administration_general,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCEP,Soutien_TI,Admin_aff_compt_fin,Admin,Gestion_de_projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
