VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour mai 2020,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"ANGELY, MARION",1413769,2020-05-26,GESTION MANON CLEROUX INC.,,"1 574,81 $",Service - Formation en développement interpersonnel/relationnel
,1410941,2020-05-05,GESTION P3P,,"787,41 $",Service - Formation en développement interpersonnel/relationnel
"BAUDIN, CYRIL",1412031,2020-05-13,ADDISON ELECTRONIQUE MONTREAL,,"267,31 $",Ordinateur et accessoire
,1411962,2020-05-13,GENFIR INC,,"692,81 $",Tuyauterie et raccord
,1413876,2020-05-26,LA MAISON DU PEINTRE,,"427,97 $","Teinture, vernis, laque et accessoires"
,1412917,2020-05-20,LOCATION GAMMA INC.,,"524,94 $",Gaz naturel
,1414305,2020-05-28,PEINTURES ENNIS CANADA ULC,,"1 085,22 $",Accessoires et fournitures de peinture
,1413840,2020-05-26,TENAQUIP LIMITED,,"151,91 $",Équipement d'entretien manuel
"BEAUCHEMIN, SONIA",1401632,2020-05-04,ATEDRA INC.,,"1 784,79 $",Service - Placement média publicitaire
,1400523,2020-05-01,CNW-TELBEC INC,,"1 049,87 $",Service - Diffusion
,1400636,2020-05-26,DISTRIBUTIONS LG INC.,,"6 299,25 $",Service - Distribution
,1411561,2020-05-11,DUOSON MULTIMEDIA INC,,"5 249,37 $",Service - Production multimédia
,1414346,2020-05-28,GIVESCO INC.,,"446,19 $",Fournitures de classement et de rangement
,1397886,2020-05-26,MARGARET SANKEY,,"2 099,75 $",Traducteur
,1403762,2020-05-11,TABASKO COMMUNICATIONS INC.,,"1 049,87 $","Service - Infographie, graphisme"
,1410665,2020-05-04,ULINE CANADA CORP,,"468,06 $",Accessoires et fournitures de mobilier de bureau
"BEDARD, LUCIE",1410816,2020-05-05,EMONDAGE ST-GERMAIN & FRERES LTEE,,"2 099,75 $","Service - Abattage, émondage, élagage"
"BOUTIN, PIERRE",1411219,2020-05-07,AXOR EXPERTS-CONSEILS INC.,,"7 874,06 $",Ingénieur civil - Circulation et transport
,1409690,2020-05-14,JEAN-GUY LAVALLEE,,"18 141,84 $","Service - Balayage, nettoyage de voies publiques"
"CARRIER, RAYMOND",1414276,2020-05-28,ENTREPRISES D'EXTERMINATION MAHEU LTEE,,"215,22 $",Produits d'extermination et de fumigation
,1414292,2020-05-28,LES COUVRE-PLANCHERS SOLATHEQUE INC.,,"4 698,19 $",Entrepreneur en bâtiments de tout genre
,1412264,2020-05-14,LES DISTRIBUTIONS PIERRE LAROCHELLE INC.,,"1 632,77 $",Meuble
,1412265,2020-05-14,SPI SANTE SECURITE INC.,,"140,83 $",Produits d'entretien ménager
,1411250,2020-05-07,ULINE CANADA CORP,,"335,98 $",Fournitures d'expédition et étiquette
,1413851,2020-05-26,,,"252,65 $",Articles de papeterie
,1393820,2020-05-14,VIDEOTRON LTEE,,"21,00 $","Service - Accès internet, ligne téléinformatique"
,1402006,2020-05-14,,,"21,00 $","Service - Accès internet, ligne téléinformatique"
"DESJARDINS, STEVE",1412818,2020-05-19,CAPREA EXPERTS IMMOBILIERS INC.,1347295,"1 023,63 $",Évaluateur agréé
,1412820,2020-05-19,,1347295,"1 023,63 $",Évaluateur agréé
,1410587,2020-05-01,ECOLE NATIONALE D'ADMINISTRATION PUBLIQUE,,"1 100,00 $",Service - Formation en développement organisationnel et technique
,1412815,2020-05-19,SB/S CONSEIL,,"1 837,28 $",Entrepreneur en structures de maçonnerie
"GAUDREAULT, GUYLAINE",1394034,2020-05-14,GROUPE LE CORRE ET ASSOCIES INC.,,"262,47 $",Service - Formation en développement interpersonnel/relationnel
,1412811,2020-05-19,LES SERVICES EXP INC.,,"7 349,12 $",Ingénieur électrique
,1382595,2020-05-15,SITE INTEGRATION PLUS INC.,,"1 021,79 $",Logiciel et progiciel
,1412408,2020-05-15,,,"1 884,53 $",Logiciel et progiciel
,1398615,2020-05-01,TOTALMED SOLUTIONS SANTE INC.,,"3 149,62 $",Médecin
"GAUDREAULT, SONIA",1392404,2020-05-29,CIMCO REFRIGERATION,,"1 888,93 $",Réparation/Entretien - Équipement de sport et terrain de jeux
,1323168,2020-05-12,COMMISSION SCOLAIRE DE MONTREAL (CSDM),,"1 176,12 $","Service - Agence de sécurité, gardiennage"
,1410329,2020-05-02,C.P.U. DESIGN INC.,1164102,"1 077,18 $",Ordinateur et accessoire
,1413801,2020-05-26,PRODUITS SANY,,"2 259,33 $",Produits d'hygiène corporelle
,,2020-05-26,,,"16 640,52 $",Distributeur de produit nettoyant
,1411095,2020-05-06,SPORTS MONTREAL INC.,,"3 090,39 $",Accessoires vestimentaires
,1410575,2020-05-01,TELUS MOBILITE,,"8 399,00 $",Appareil de communication
"HOOPER, CHANTAL",1413863,2020-05-26,ATELIER D'USINAGE INNOVA PRECISION 2014,,"472,44 $",Service - Inspection de véhicules
,1411188,2020-05-07,INOLEC,,"523,70 $",Tuyauterie et raccord
,1411062,2020-05-06,LES EQUIPEMENTS MARSHALL LTEE,,"460,90 $",Produits de branchement
,1413333,2020-05-22,STELEM (CANADA) INC.,,"529,14 $",Accessoires et fourniture de plomberie
