VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour avril 2020,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"ANGELY, MARION",1410078,2020-04-28,TAXI DIAMOND,,"524,94",Service - Transport automobile
"BAUDIN, CYRIL",1409504,2020-04-22,CONSTRUCTION DJL INC,1338038,"7349,12","Asphalte, bitume"
,1409526,2020-04-22,,1338038,"7349,12","Asphalte, bitume"
,1409528,2020-04-22,,1338038,"7349,12","Asphalte, bitume"
,1407850,2020-04-07,ENGLOBE CORP.,1399594,"8294,01",Service - Traitement/valorisation de matériaux de construction
,1407542,2020-04-02,ENTREPRISES FORLINI-DIVISION EQUIPEMENT DE SECURITE UNIVERSEL INC.,,"941,73",Fournitures et matériel médical
,1407917,2020-04-07,,,"2099,75",Équipement sécurité
,1408445,2020-04-14,ENVIROSERVICES INC,1405728,"5249,37",Service - Analyse et essai en laboratoire
,1409160,2020-04-20,JEAN-GUY LAVALLEE,,"2267,73",Service - Véhicule et appareil avec opérateur
,1407855,2020-04-07,LOISELLE INC.,1399671,"2842,01",Service - Traitement/valorisation de matériaux de construction
,1396778,2020-04-21,REGARD SECURITE,1255847,"54,00",Accessoires vestimentaires
"BEAUCHEMIN, SONIA",1408146,2020-04-09,COMMUNICATIONS CASACOM INC.,,"3149,62",Conseiller en communications
,1407349,2020-04-01,SERVICES LINGUISTIQUES VERSACOM INC,,"1049,87",Traducteur
,1407636,2020-04-03,SOCIETE DE DEVELOPPEMENT COMMERCIAL EXPERIENCE COTE-DES-NEIGES,,"2099,75","Service - Agence de publicité, promotion"
"BOUTIN, PIERRE",1409691,2020-04-23,9208-1546 QUEBEC INC (BALAI-TECH PLUS),,"18141,84","Service - Balayage, nettoyage de voies publiques"
,1409685,2020-04-23,TRANSPORT GILBERT HAMELIN INC.,,"18066,25","Service - Balayage, nettoyage de voies publiques"
"CARRIER, RAYMOND",1407833,2020-04-07,ASSOCIATION DES BIBLIOTHEQUES PUBLIQUES DU QUEBEC,,"2867,79","Frais - Permis, frais gouvernemantal"
,1407834,2020-04-07,LES PAYSAGISTES DAMY & PAT INC.,,"1181,11","Service - Déblaiement, chargement, transport de la neige et épandage d'abrasif (Contrat)"
,1410297,2020-04-29,ULINE CANADA CORP,,"2427,77",Table de travail et table de conférence
"DESJARDINS, STEVE",1368377,2020-04-08,ARBO-DESIGN INC.,,"3149,62","Service - Abattage, émondage, élagage"
,1408016,2020-04-08,CAPREA EXPERTS IMMOBILIERS INC.,1347295,"1023,63",Évaluateur agréé
,1409157,2020-04-20,,1347295,"1023,63",Évaluateur agréé
,1409158,2020-04-20,,1347295,"1023,63",Évaluateur agréé
"GAUDREAULT, GUYLAINE",1339925,2020-04-20,ABB INDUSTRIAL SOLUTIONS (CANADA) INC.,,"15,75",Entrepreneur en électricité
,1369276,2020-04-21,ROSE-MARIE GOULET,,"696,07",Service - Artiste visuel
"HOOPER, CHANTAL",1394726,2020-04-14,LABRADOR SOURCE,,"1515,46",Eau potable - Mesure d'urgence
,1409473,2020-04-22,ST-GERMAIN EGOUTS ET AQUEDUCS INC.,1191511,"7536,09","Puisard, chambre de vanne, trou d'homme et regard"
,1409481,2020-04-22,,1191511,"5516,63","Puisard, chambre de vanne, trou d'homme et regard"
"LEGER, APRIL",1403978,2020-04-02,LES INSTALLATIONS SPORTIVES AGORA INC.,,"566,93",Réparation/Entretien - Équipement de sport et terrain de jeux
"LIMPERIS, APOSTOLOS MARIO",1409043,2020-04-17,2620-4271 QUEBEC INC.,,"3648,32",Équipement et fourniture pour terrain de jeux
,1409041,2020-04-17,E-LITE INC.,,"3771,03",Appareil de communication
,1409243,2020-04-20,LE GROUPE BELLON PRESTIGE INC.,,"2233,08",Service - Entretien d'immeuble
,1410294,2020-04-29,LE GROUPE DISSAN INC.,,"192,13",Produits d'entretien ménager
,1404104,2020-04-14,PRODUITS SANY,,"16,46",Réparation/Entretien - Appareil d'entretien
,1405065,2020-04-09,,,"191,96",Produits d'entretien ménager
,1402422,2020-04-15,TENAQUIP LIMITED,,"480,29",Équipement contre les incendies
"PLANTE, STÉPHANE",1408162,2020-04-09,BOO! DESIGN INC.,,"3664,06",Service - Impression
,,2020-04-28,,,"7349,12",Service - Impression
,,2020-04-09,,,"2451,46",Service - Impression
,1409336,2020-04-21,DISTRIBUTION GOMMA INC.,,"37464,26",Couvre-plancher
,1410099,2020-04-28,"GAUDREAULT, GUYLAINE",,"2116,12",Frais - Dépenses de fonction
,1286499,2020-04-17,GHD CONSULTANTS LTEE,1186544,"3202,12",Ingénieur - Contrôle qualité
,1408912,2020-04-16,SERVICES D'ARBRES PRIMEAU INC.,,"13648,37","Service - Abattage, émondage, élagage"
"POLISENO, MARTIN",1409537,2020-04-22,LA MAISON DU PEINTRE,,"16,74","Décapant, dissolvant"
,1407626,2020-04-03,PRODUITS SANY,1048199,"821,53",Sac à ordures et recyclage
,1407618,2020-04-03,VORTEX STRUCTURES AQUATIQUES INTERNATIONALES INC,,"1818,59",Réparation/Entretien - Équipement de sport et terrain de jeux
"REEVES, GENEVIEVE",1409104,2020-04-17,COMCOMTECH INC.,,"849,35","Service - Rédaction, révision"
,1409106,2020-04-17,LES TRADUCTIONS TERRY KNOWLES INC.,,"2099,75","Service - Rédaction, révision"
,1397541,2020-04-21,MEDIAS TRANSCONTINENTAL S.E.N.C,,"1049,87",Service - Placement média d'appel d'offres
,1409211,2020-04-20,SOCIETE CANADIENNE DES POSTES,,"4199,50","Service - Postal, messagerie"
,1397489,2020-04-17,WOLTERS KLUWER CANADA LTEE,,"1730,19","Guide, brochure et affiche"
TOTAL ,,,,,"208386,64",
