VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour octobre 2020,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"BAUDIN, CYRIL",1433587,2020-10-05,CHOQUETTE ET FILS INC.,,"2204,74$",Mobilier pour protection et sécurité
,1434089,2020-10-07,GIVESCO INC.,,"107,61$","Support, renfort et équerre"
,1433610,2020-10-05,GUAY INC.,,"2855,66$","Location - Véhicule lourd, machinerie lourde et camion avec équipement spécialisé"
,1433739,2020-10-06,JEAN GUGLIA & FILS ENR,,"255,92$",Accessoires et pièces de remplacement pour machinerie et équipement industriel
,1434112,2020-10-07,,,"555,33$",Accessoires et pièces de remplacement pour outil
,1431398,2020-10-19,LE PRO DU CB INC,,"20,95$",Appareil de communication
,1407855,2020-10-23,LOISELLE INC.,1399671,"8526,03$",Service - Traitement/valorisation de matériaux de construction
,1434226,2020-10-07,MATERIAUX DE PLOMBERIE RAY-JEAN INC,,"62,99$",Accessoires de plomberie
,1432480,2020-10-09,MULTI-PRESSIONS L.C. INC,,"6,51$",Équipement d'entretien manuel
,1433335,2020-10-01,NMP GOLF CONSTRUCTION INC,,"1574,81$",Entrepreneur en routes et canalisation
,1433834,2020-10-06,NOVAFOR EQUIPEMENT INC.,,"1699,90$",Outils manuels
,1433934,2020-10-06,,,"974,71$",Outils manuels
,1436122,2020-10-20,PRODUITS SANY,1048199,"517,30$",Équipement d'entretien manuel
,1434364,2020-10-08,SHARP ELECTRONIQUE DU CANADA LTEE,,"2019,96$",Photocopieur
,1434080,2020-10-07,TENAQUIP LIMITED,,"468,24$",Accessoires vestimentaires
,1434233,2020-10-07,,,"115,34$",Outils manuels
,1434295,2020-10-08,,,"492,60$",Équipement de protection
,1434135,2020-10-07,TESSIER RECREO-PARC INC.,,"4794,79$",Réparation/Entretien - Équipement de sport et terrain de jeux
,1433581,2020-10-05,ULINE CANADA CORP,,"236,76$",Équipement sécurité
"BEAUCHEMIN, SONIA",1437089,2020-10-23,DISTRIBUTIONS LG INC.,,"2099,74$",Service - Distribution
,1435910,2020-10-19,DUOSON MULTIMEDIA INC,,"5249,37$",Service - Production multimédia
,1434645,2020-10-09,IMPRIMERIE G.G. INC.,,"4579,55$",Service - Impression
,1433945,2020-10-06,MARGARET SANKEY,,"3149,62$",Traducteur
,1434654,2020-10-09,TABASKO COMMUNICATIONS INC,,"1559,06$","Service - Infographie, graphisme"
"BOUTIN, PIERRE",1434737,2020-10-09,7871104 CANADA INC.,,"19441,59$",Entrepreneur en routes et canalisation
,1437810,2020-10-28,B.G. TRANSPLANTATION INC,,"3937,03$",Entrepreneur en excavation et terrassement
,1434714,2020-10-09,FNX-INNOV INC.,,"7105,55$",Entrepreneur en excavation et terrassement
,1434731,2020-10-09,LOCATION LORDBEC INC,,"19417,44$",Entrepreneur en routes et canalisation
,1391504,2020-10-23,PEPINIERE A. MUCCI INC.,1420740,"6783,77$",Produits horticoles
,1435318,2020-10-15,PRODUITS SANY,1048199,"35,86$",Produits d'entretien ménager
,1434674,2020-10-09,ST-GERMAIN EGOUTS ET AQUEDUCS INC.,1191511,"170,08$","Puisard, chambre de vanne, trou d'homme et regard"
"CARRIER, RAYMOND",1433646,2020-10-05,ABRA ELECTRONIQUES CORPORATION,,"1422,39$",Composante électronique
,1391526,2020-10-29,L'EMPREINTE IMPRIMERIE INC.,,"2195,81$",Service - Impression
,1393775,2020-10-26,,,"1353,29$",Service - Impression
,1436157,2020-10-20,MACHINES A COUDRE PENELOPE,,"6815,75$",Outils et matériel pour machine à coudre
