VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour juin 2020,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"BAUDIN, CYRIL",1415216,2020-06-03,3289419 CANADA (COLLINS),,"119,05$","Bottes, souliers et couvre-chaussures"
,1417588,2020-06-17,ADDISON ELECTRONIQUE MONTREAL,,"283,43$",Appareil électronique
,1418797,2020-06-23,CEGEP DE SAINT-LAURENT,,"1553,81$",Service - Formation en développement organisationnel et technique
,1416629,2020-06-11,COMPUGEN INC.,1163246,"2210,99$",Ordinateur et accessoires
,1418751,2020-06-23,,,"350,59$",Réparation/Entretien - Outil à batterie
,1394726,2020-06-23,LABRADOR SOURCE,1407362,"3061,44$",Eau potable - Mesures d'urgence
,1417667,2020-06-17,LAFARGE CANADA INC,,"1574,81$","Bloc de béton, pavé, pierre et brique"
,1417530,2020-06-17,LES INDUSTRIES MC ASPHALTE LTEE,,"2242,53$","Asphalte, bitume"
,1415107,2020-06-03,PPG REVÊTEMENTS ARCHITECTURAUX CANADA INC,,"427,97$","Teinture, vernis, laque et préservatif"
,1419036,2020-06-25,,,"891,42$",Accessoires et fournitures de peinture
,1418063,2020-06-19,PRODUITS DE SERVICES PUBLICS INNOVA INC,,"94,70$",Accessoires et pièces de remplacement pour machinerie et équipement industriel
,1417044,2020-06-15,RENO-DEPOT,,"787,41$",Accessoires et pièces de remplacement pour machinerie et équipement industriel
,1415831,2020-06-08,SAKO ELECTRIQUE LTEE,,"524,94$",Entrepreneur en électricité
,1417315,2020-06-16,SECURITE LANDRY INC,,"577,64$",Équipement de protection
,1417680,2020-06-17,TECHNOLOGIA FORMATION,,"892,39$",Service - Formation en développement interpersonnel/relationnel
,1417313,2020-06-16,TENAQUIP LIMITED,,"95,75$",Accessoires vestimentaires
"BEAUCHEMIN, SONIA",1417205,2020-06-15,ERIC NORMANDIN- SERVICE DE CONCEPTION VISUELLE,,"780,00$","Service - Infographie, graphisme"
,1414680,2020-06-01,LES ARTISANS DU TEXTILE INC,,"2157,49$","Drapeau, bannière, fanion et décoration temporaire"
,1419278,2020-06-29,TELUS MOBILITE,1408829,"629,92$",Appareil de communication
"BROUSSEAU, HELENE",1416101,2020-06-09,COMPUGEN INC.,1163303,"684,01$",Ordinateur et accessoires
,1414814,2020-06-02,PRODUITS SANY,1048199,"36,12$",Produits d'entretien ménager
