VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour décembre 2020,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"BAUDIN, CYRIL",1447795,2020-12-16,BUREAU EN GROS,,"335,75 $",Ordinateur et accessoires
,1398937,2020-12-22,GESTION P. VENNE INC. - CANADIAN TIRE,,"1 574,81 $",Accessoires et pièces de remplacement pour outil
,1423351,2020-12-01,PPG REVETEMENTS ARCHITECTURAUX CANADA INC.,,"186,26 $",Accessoires et fournitures de peinture
"BEAUCHEMIN, SONIA",1430381,2020-12-18,IMPRESSION MULTI-SOURCES,,"640,42 $",Service - Impression
,1445245,2020-12-04,LE DEVOIR INC.,,"3 640,97 $","Journal, magazine et revue"
,1397890,2020-12-14,LES MORDUS DE LA LANGUE INC.,,"2 729,66 $","Service - Rédaction, révision"
,1445221,2020-12-04,MATHIEU LABRECQUE,,"1 050,00 $","Concepteur graphique, infographiste"
,1448631,2020-12-22,PUBLICATION 9417,,"1 303,27 $","Service - Agence de publicité, promotion"
,1446222,2020-12-09,VIF COMMUNICATION INC.,,"2 582,69 $","Service - Hébergement (site web, serveur)"
"BEDARD, LUCIE",1447246,2020-12-14,COOPERATIVE DE SOLIDARITE MIEL MONTREAL,,"1 091,87 $",Location - Toilette chimique
,1414854,2020-12-07,LA SOCIETE DE VERDISSEMENT DU MONTREAL METROPOLITAIN,,"350,63 $",Location - Toilette chimique
,1424877,2020-12-18,"PAQUETTE & ASSOCIES, HUISSIERS DE JUSTICE S.E.N.C.R.L.",,"7 349,12 $",Huissier de justice
,1392960,2020-12-09,XYLEME INC.,,"2 099,75 $","Service - Abattage, émondage, élagage"
"BOUTIN, PIERRE",1428113,2020-12-09,ENVIROSERVICES INC,1408088,"4 199,50 $",Service - Analyse et essai en laboratoire
