VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour novembre 2020,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"BAUDIN, CYRIL",1438940,2020-11-03,3289419 CANADA (COLLINS),,"259,92 $",Vêtements de travail
,1439720,2020-11-06,ADDISON ELECTRONIQUE MONTREAL,,"314,96 $",Appareil de communication
,1393871,2020-11-04,ASSOCIATION QUEBECOISE DES TRANSPORTS,,"1 312,34 $",Service - Formation en développement organisationnel et technique
,1438695,2020-11-02,BUREAU EN GROS,,"304,41 $",Appareil électronique
,1439508,2020-11-05,CONSTRUCTION DJL INC,1338038,"9 131,33 $","Asphalte, bitume"
,1439599,2020-11-05,DEMIX AGREGAT,1382085,"6 349,64 $","Sel de déglaçage, abrasif"
,1441963,2020-11-18,ENTREPRISES FORLINI-DIVISION EQUIPEMENT DE SECURITE UNIVERS,,"150,65 $",Vêtements de travail
,1438929,2020-11-03,ONOMAT CANADA INC.,,"1 220,48 $",Équipement de construction
,1441097,2020-11-13,PRODUITS SANY,1048199,"240,63 $",Équipement d'entretien manuel
,,2020-11-13,,1048199,"456,17 $",Produits de papier
,1443388,2020-11-25,SIGNEL SERVICES INC,,"9 091,63 $",Signalisation routière
,1439616,2020-11-05,TECH-MIX,1380942,"2 099,75 $","Asphalte, bitume"
,1438684,2020-11-02,U. CAYOUETTE INC.,,"26,25 $","Palette, caisson, bobine pour manutention"
,,2020-11-02,,,"303,59 $",Agrégat ensaché
"BEAUCHEMIN, SONIA",1441391,2020-11-16,HEC MONTREAL,,"1 979,54 $",Service - Formation en développement interpersonnel/relationnel
,1434645,2020-11-16,IMPRIMERIE G.G. INC.,,"346,46 $",Service - Impression
,1441370,2020-11-16,METRO MEDIA,,"839,90 $","Service - Agence de publicité, promotion"
,1442003,2020-11-19,POSTMEDIA NETWORK INC,,"2 992,14 $","Service - Agence de publicité, promotion"
,1441355,2020-11-16,THE SUBURBAN NEWSPAPER,,"824,15 $","Service - Agence de publicité, promotion"
"BOUTIN, PIERRE",1439395,2020-11-04,GROUPE SANYVAN INC.,,"16 807,19 $","Service - Vidange de puisards, regards et fosses septiques"
,1438841,2020-11-03,LOCATION LORDBEC INC.,,"22 378,09 $",Entrepreneur en routes et canalisation
"BROUSSEAU, HELENE",1439481,2020-11-05,COMPUGEN INC.,1410852,"1 151,94 $",Ordinateur et accessoire
,1439483,2020-11-05,,1410852,"3 273,35 $",Ordinateurs et accessoires
,1440857,2020-11-12,,1422203,"176,45 $",Logiciel et progiciel
,1443856,2020-11-27,,1422203,"2 293,88 $",Logiciel et progiciel
"CARRIER, RAYMOND",1442902,2020-11-24,ABRA ELECTRONIQUES CORPORATION,,"1 116,06 $",Composante électronique
,1439328,2020-11-04,AUVENTS ET ABRIS GMS,,"629,93 $",Entrepreneur en installations spéciales ou préfabriquées
,1440028,2020-11-10,CHAUSSURES BELMONT INC,1429054,"403,57 $",Accessoires de travail
,1443912,2020-11-27,CRANBROOK GLEN ENTERPRISES LIMITED,,"761,95 $",Appareil électronique
,1443918,2020-11-27,GOSSELIN PHOTO VIDEO INC,,"663,49 $",Appareil électronique
,1443924,2020-11-27,INFORMATIQUE PRO-CONTACT INC.,,"5 496,22 $","Serveur, équipement de réseau"
,1440372,2020-11-10,LES PAYSAGISTES DAMY & PAT INC.,,"5 669,32 $","Service - Déblaiement, chargement, transport de la neige et épandage d'abrasif (Contrat)"
