TRONCON,BV_PRIMAIRE,SUPERFICIE,IND_INFLUENCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8,DIS_H30_RCP4,DIS_H30_RCP8,DIS_H50_RCP4,DIS_H50_RCP8,DIS_H80_RCP4,DIS_H80_RCP8
"ABIT00003","0807 -Rivi̬re Nottaway",329.25,"Aucune influence",12.79,-4.94,-5.68,-10.57,-16.25,-13.15,-26.73,"Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable",15.51,15.8,16.77,22.06,19.36,25.44
"ABIT00005","0807 -Rivi̬re Nottaway",309.03,"Aucune influence",12.96,-4.54,-5.75,-10.58,-15.86,-12.37,-26.67,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable",15.07,15.76,16.53,21.82,18.89,24.69
"ABIT00007","0807 -Rivi̬re Nottaway",250.15,"Aucune influence",13.63,-6.06,-6.46,-9.2,-14.93,-10.94,-26.04,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable",14.53,13.93,15.86,19.71,17.14,22.81
"ABIT00009","0807 -Rivi̬re Nottaway",84.36,"Aucune influence",11.16,-5.51,-5.15,-8.67,-16.73,-13.77,-30.12,"Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable",20.38,19.09,21.01,25,21.99,29.75
"ABIT00011","0807 -Rivi̬re Nottaway",53.77,"Aucune influence",10.98,-7.52,-3.25,-9.01,-16.73,-12.09,-31.18,"Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable",25.12,23.01,24.05,29.67,26.22,38.46
"ABIT00012","0807 -Rivi̬re Nottaway",98.07,"Aucune influence",10.32,-4.97,-4.3,-8.03,-15.69,-12.17,-30.28,"Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable",23.03,21.08,21.85,27.3,24.73,33.45
"ABIT00016","0807 -Rivi̬re Nottaway",21545.05,"Aucune influence",12.72,-2.01,-5.72,-10.86,-14.66,-11.49,-26.78,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable",14.69,15.46,18.46,20.15,16.72,26.97
"ABIT00018","0807 -Rivi̬re Nottaway",21524.96,"Aucune influence",12.75,-2.02,-5.7,-10.86,-14.64,-11.49,-26.77,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable",14.7,15.46,18.46,20.14,16.71,26.97
"ABIT00019","0807 -Rivi̬re Nottaway",21274.25,"Aucune influence",12.8,-2.15,-5.58,-10.84,-14.54,-11.58,-26.69,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable",14.77,15.3,18.48,20.14,16.65,27.08
"ABIT00020","0807 -Rivi̬re Nottaway",59.87,"Aucune influence",8.22,-5.44,-6.63,-11.45,-18.63,-12.65,-31.38,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable",21.01,22.23,25.69,26.88,26.22,38.72
