TRONCON,BV_PRIMAIRE,SUPERFICIE,IND_INFLUENCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8,DIS_H30_RCP4,DIS_H30_RCP8,DIS_H50_RCP4,DIS_H50_RCP8,DIS_H80_RCP4,DIS_H80_RCP8
"ABIT00003","0807 -Rivi̬re Nottaway",329.25,"Aucune influence",83.22,4.37,8.52,2.61,4.84,2.92,14.08,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Augmentation probable",27.84,29.24,26.79,27.3,29.11,34.93
"ABIT00005","0807 -Rivi̬re Nottaway",309.03,"Aucune influence",78.35,3.32,7.27,2,4.05,1.11,11.27,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Augmentation probable",27.72,33.18,26.61,28.92,30.8,29.84
"ABIT00007","0807 -Rivi̬re Nottaway",250.15,"Aucune influence",42.61,6.84,6.81,2.96,2.15,3.54,6.98,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus",27.85,30.51,25.18,28.38,25.71,34.84
"ABIT00009","0807 -Rivi̬re Nottaway",84.36,"Aucune influence",52.33,7.18,9.61,2.63,4.63,2.85,12,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Augmentation probable",31.01,38.16,25.1,25.05,29.13,34.65
"ABIT00011","0807 -Rivi̬re Nottaway",53.77,"Aucune influence",105.57,12.79,15.36,6.88,12.46,5.06,27.48,"Augmentation probable","Absence de consensus","Absence de consensus","Augmentation probable","Absence de consensus","Augmentation probable",37.96,48.3,41.23,39.21,42.71,52.04
"ABIT00012","0807 -Rivi̬re Nottaway",98.07,"Aucune influence",56.87,7.98,8.93,3.49,6.19,2.55,14.43,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Augmentation probable",31.83,38.8,23.71,25.34,29.35,34.62
"ABIT00016","0807 -Rivi̬re Nottaway",21545.05,"Aucune influence",62.51,6.93,10.21,9.54,8.94,9.1,14.34,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Augmentation probable",35.89,32.52,35.94,34.72,37.3,46.55
"ABIT00018","0807 -Rivi̬re Nottaway",21524.96,"Aucune influence",62.39,7.09,10.24,8.63,9.27,9.15,14.71,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Augmentation probable",36.07,32.2,35.77,34.93,37.73,47.26
"ABIT00019","0807 -Rivi̬re Nottaway",21274.25,"Aucune influence",61.63,7.32,10.25,9.78,8.93,9.53,14.96,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Augmentation probable",35.67,31.42,35.1,36.76,37.08,46.92
"ABIT00020","0807 -Rivi̬re Nottaway",59.87,"Aucune influence",126.07,8.3,8.79,4.62,8.55,6.82,14.05,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Augmentation probable",49.36,36.54,44.89,36.93,35.83,45.77
