VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour septembre 2018,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"ANGELY, MARION",1252518,09-06-18,ALERTE COURRIER P.M.E.,,"524,94","Service - Postal, messagerie"
,1298331,09-20-18,APSAM ASSOCIATION PARITAIRE SANTE & SECURITE AFFAIRES MUNICIPALES,,"209,97",Service - Formation en développement interpersonnel/relationnel
,1295502,09-06-18,ARBITRAGE J.P. LUSSIER INC.,,"301,78",Conseiller en relation de travail
,1282467,09-17-18,CENTRE D'EVALUATION POUR ALCOOLIQUES ET TOXICOMANES (CEPAT) INC.,,"157,48",Médecin
,1286314,09-26-18,CENTRE PATRONAL DE SANTE ET SECURITE DU TRAVAIL DU QUEBEC (C P S S T Q ),,"173,23",Service - Formation en développement interpersonnel/relationnel
,1296213,09-11-18,"RICCI, TEASDALE HUISSIERS DE JUSTICE INC.",,"284,41",Huissier de justice
"BAUDIN, CYRIL",1295882,09-07-18,PRODUITS SANY,1048199,"163,53","Produit de papier, papier hygiénique"
,,09-07-18,,1048199,"41,89",Distributeur de produit nettoyant
,,09-07-18,,1048199,"45,98",Équipement d'entretien manuel
,1295715,09-07-18,TRAFIC INNOVATION INC.,,"3375,09",Montage et quincaillerie pour signalisation lumineuse et éclairage urbain
,,09-07-18,,,"131,23",Service - Transport de colis (Frais de transport)
"BEAUCHEMIN, SONIA",1297205,09-14-18,9281-1967 QUEBEC INC.,,"1706,05",Service - Impression
,1254893,09-07-18,AGENCE DOUBLE XPRESSO INC.,,"3149,62","Service - Infographie, graphisme"
,1280851,09-25-18,BOO! DESIGN INC.,,"488,19",Service - Impression
,,09-20-18,,,"1049,87","Service - Infographie, graphisme"
,1296355,09-11-18,CNW-TELBEC INC,,"227,82",Service - Production multimédia
,1264300,09-07-18,DISTRIBUTIONS LG INC.,1152445,"230,45",Service - Distribution
,1295694,09-07-18,JULIA C. JONES,,"4258,68","Service - Rédaction, révision"
,1291804,09-07-18,MARIE-EVE ROULEAU,,"2500,00",Spécialiste des médias sociaux
,1270324,09-20-18,TABASKO COMMUNICATIONS INC.,,"1492,92","Service - Infographie, graphisme"
,1272505,09-25-18,,,"6640,45","Service - Infographie, graphisme"
"BEDARD, LUCIE",1295056,09-04-18,ALERTE COURRIER P.M.E.,,"188,98","Service - Postal, messagerie"
,1295055,09-04-18,AUAMQ (L'ASSOCIATION DES URBANISTES ET DES AMENAGISTES MUNICIPAUX DU QUEBEC),,"1730,00","Service - Agence, gestion de voyage"
,1297602,09-17-18,AVEC PLAISIRS,,"226,98",Service - Traiteur
,1296440,09-11-18,CUISINE-ATOUT ENTREPRISE D'INSERTION INC.,,"194,50",Service - Traiteur
"BOUTIN, PIERRE",1298818,09-24-18,ABC ENVIRONNEMENT INC.,,"22821,65","Service - Vidange de puisards, regards et fosses septiques"
,1295044,09-04-18,CONSTRUCTION PIERRE SASSEVILLE,,"10288,77",Entrepreneur en petits bâtiments
,1295567,09-06-18,DUOSON MULTIMEDIA INC,,"11160,17",Service - Production multimédia
,1295710,09-07-18,"INGETEC, EXPERTS-CONSEILS EN BATIMENT INC.",,"3438,34",Ingénieur civil - Structure de bâtiment
,1299591,09-27-18,LES PLANTATIONS LETOURNEAU (PEPINIERE),,"3442,54",Végétaux
,1298934,09-25-18,LOCATION LORDBEC INC.,,"20787,52",Entrepreneur en routes et canalisation
,1299617,09-27-18,PEPINIERE ROUGEMONT ENR,,"6687,70",Végétaux
,1299595,09-27-18,PEPINIERES Y. YVON AUCLAIR ET FILS ENR.,,"3811,05",Végétaux
"BROUSSEAU, HELENE",1298827,09-24-18,MARTECH SIGNALISATION INC.,,"604,20","Clôture, barrière, rampe et balustrade"
,1297703,09-26-18,SERVICE GAGNON ELECTRIQUE INC.,,"6236,26",Réparation/Entretien - Outil électrique
"CARRIER, RAYMOND",1277147,09-19-18,ACCES COMMUNICATIONS,,"722,31",Location - Appareil de communication
,1295179,09-05-18,AQUEST DESIGN,,"1137,64",Chaise et fauteuil ergonomique
,1296034,09-10-18,AUVITEC LTEE,,"89,20",Équipement de scène
,1296291,09-11-18,COPIBEC,,"992,13",Frais - Adhésion et cotisation
,1297413,09-17-18,CUISINE COLLECTIVE HOCHELAGA-MAISONNEUVE,,"1660,90",Breuvage et nourriture
,1293870,09-26-18,G & L THIVIERGE INC,,"1731,14",Entrepreneur en bâtiments de tout genre
,1296111,09-10-18,LES PAYSAGISTES DAMY & PAT INC.,,"5669,32",Service - Entretien paysager
,1289558,09-27-18,LOCATION BATTLEFIELD QM,,"48,19",Service - Transport de colis (Frais de transport)
"CARRIER, RAYMOND",1250735,09-25-18,MP REPRODUCTIONS INC.,,"1049,87",Service - Impression
,1295181,09-05-18,R.M. LEDUC & CIE INC.,,"536,84",Accessoires et équipement de bureau
,1297412,09-17-18,ORSINI ENTREPRISE,,"2813,66","Service - Déneigement d'accès, stationnement et toiture"
,1295185,09-05-18,ROULEAUX DE PAPIER & RUBANS J.L. INC.,,"705,52",Articles de papeterie
,1295581,09-06-18,SANIVAC,,"1049,87",Toilette chimique
,1295182,09-05-18,TEKNION ROY ET BRETON INC.,854079,"2919,19",Bureau (Mobilier système)
,1274302,09-05-18,TRANSPORT & ACCORD,,"1574,81",Service - Artiste musical
,1297372,09-17-18,TURCOTTE DESIGN INC.,,"866,14",Service - Impression
"DESJARDINS, STEVE",1295041,09-04-18,ACKLANDS - GRAINGER INC.,,"1043,58",Service - Formation en développement organisationnel et technique
,1300017,09-28-18,ARBO-DESIGN INC.,,"8189,02","Service - Abattage, émondage, élagage"
,1298419,09-20-18,BOUTY INC,,"2150,87",Chaise et fauteuil ergonomique
,1295575,09-06-18,BUREAU EN GROS,,"444,10",Accessoires et pièces de remplacement pour équipement technique
,,09-06-18,,,"2774,32","Équipement de détection, inspection"
,1297599,09-17-18,EMONDAGE ST-GERMAIN & FRERES LTEE,,"3779,55","Service - Abattage, émondage, élagage"
,1254697,09-06-18,ENVELOPPE LAURENTIDE INC,,"419,95",Service - Impression
,1252440,09-10-18,L'EMPREINTE IMPRIMERIE INC.,,"314,96",Service - Impression
,1295046,09-04-18,"PARIS, LADOUCEUR & ASSOCIES INC.",1278192,"1207,36",Évaluateur agréé
,1299719,09-27-18,SUZANNE LECOMTE,,"2624,69",Vétérinaire
,1252795,09-12-18,VINACOUSTIK INC.,,"1102,37",Conseiller - Protection et contrôle de la qualité de l'air
"GAUDREAULT, GUYLAINE",1295083,09-04-18,ABC RECREATION QUEBEC INC.,,"3126,53",Service - Entretien paysager
,1295080,09-04-18,LES CONSTRUCTIONS ARGOZY INC.,,"1259,85",Service - Entretien paysager
,1298312,09-20-18,,,"15135,00","Entrepreneur en télécommunication, transport, transformation et distribution d'énergie électrique"
"GAUDREAULT, SONIA",1296560,09-12-18,C.P.U. DESIGN INC.,,"1078,12",Ordinateur et accessoire
,1297415,09-17-18,ECOLE NATIONALE D'ADMINISTRATION PUBLIQUE,,"1128,62",Service - Formation en développement organisationnel et technique
,1267684,09-04-18,UBA INC.,1177548,"5100,29",Traitement de l'eau
"GAUTHIER, STEPHANE",1295186,09-05-18,BIBLIO RPL LTEE,,"470,13",Fourniture d'expédition et étiquette
,1295169,09-05-18,R.M. LEDUC & CIE INC.,,"423,79",Fourniture d'expédition et étiquette
"HOOPER, CHANTAL",1299791,09-28-18,APSAM ASSOCIATION PARITAIRE SANTE & SECURITE AFFAIRES MUNICIPALES,,"250,00",Service - Formation en développement organisationnel et technique
,1250247,09-27-18,ARBO-DESIGN INC.,,"776,91","Service - Abattage, émondage, élagage"
,1295719,09-07-18,ATMOSPHARE INC.,,"461,95",Réparation/Entretien - Équipement de sport et terrain de jeux
,1297672,09-18-18,GESTION NOVAFOR INC.,,"1194,23",Équipement contre les chutes
,1290811,09-06-18,HERCULES SLR INC.,,"23,10",Service - Transport de colis (Frais de transport)
,1297343,09-17-18,INOLEC,,"2328,79",Réparation de conduit d'aqueduc
,1299590,09-27-18,,,"439,14",Réparation/Entretien - Machine et équipement de construction
,1296603,09-12-18,LOCATION GUAY,,"977,43",Équipement - Véhicule et appareil
,1299779,09-28-18,MULTI-PRESSIONS L.C. INC.,,"230,98",Réparation/Entretien - Machine et équipement de construction
,1297904,09-18-18,PRODUITS SANY,1048199,"681,37","Produit de papier, papier hygiénique"
,1299976,09-28-18,ST-GERMAIN EGOUTS ET AQUEDUCS INC.,,"68,24","Palette, caisson, bobine pour manutention"
,,09-28-18,,1191511,"1863,53","Puisard, chambre de vanne, trou d'homme et regard"
"LIMPERIS, APOSTOLOS MARIO",1298481,09-21-18,GLOBAL INDUSTRIAL CANADA INC,,"575,33",Meuble
,1298470,09-21-18,GROUPE LALIBERTE SPORTS INC - SPORTS EXPERTS,,"897,36",Équipement de sport
,1273281,09-20-18,LES GESTIONS MIRKO LANGLOIS INC.- CANADIAN TIRE,,"524,94",Accessoires de sport
,1295100,09-04-18,PRODUITS SANY,1048199,"191,24",Équipement d'entretien manuel
,1295201,09-05-18,,1048199,"403,38",Produits d'entretien ménager
,1295707,09-12-18,,1048199,"2503,31",Produits d'entretien ménager
,1295716,09-07-18,,,"1782,69",Produits d'entretien ménager
,1296771,09-12-18,,1048199,"436,43",Équipement d'entretien manuel
,1296772,09-12-18,,1048199,"725,25",Produits d'entretien ménager
,1298503,09-21-18,TENAQUIP LIMITED,,"881,89",Meuble
"OUELLET, MARIE-CLAUDE",1298761,09-24-18,ASSOCIATION SAINT-RAYMOND NDG,,"1989,39","Service - Animation, entraînement"
,1297303,09-17-18,BOURASSA SPORT TECHNOLOGIE INC.,,"8750,71",Réparation/Entretien - Équipement de sport et terrain de jeux
,1295988,09-10-18,COMPUGEN INC.,1163303,"734,08",Ordinateur et accessoire
,1298753,09-24-18,GROUPE TRIUM INC.,,"4803,18",Vêtement de travail
,1295720,09-07-18,LES INSTALLATIONS SPORTIVES AGORA INC.,,"4477,72",Réparation/Entretien - Équipement de sport et terrain de jeux
,1280648,09-26-18,LOCATION CELEFETE INC.,,"19,94",Location - Meuble
,1289527,09-26-18,,,"465,47",Location - Meuble
,1298760,09-24-18,UNIVERSITE DE MONTREAL,,"2182,99",Location - Équipement de sport
"PLANTE, STÉPHANE",1299726,09-27-18,1-800-GOT-JUNK,,"680,32",Service - Nettoyage place publique
,1296755,09-12-18,ABC RECREATION QUEBEC INC.,,"0,00",Entrepreneur en bâtiments de tout genre
,1299990,09-28-18,"BRAC. BUREAU DE RECHERCHE, D'ANIMATION ET DE CONSULTATION",,"1952,77","Service - Rédaction, révision"
,1298055,09-19-18,CATALYSE URBAINE INC,,"20466,47",Architectes-paysagistes
,1268261,09-10-18,CONSTRUCTION ENCORE LTEE,,"23129,39",Entrepreneur en électricité
,1255679,09-24-18,CYCLONE SANTE INC.,,"10498,75",Médecin
,1295713,09-07-18,ECHAFAUDS PLUS (LAVAL) INC,,"3630,47","Location - Clôture, barricade"
,1298782,09-24-18,G.G. INOX INC.,,"31170,79",Accessoire de sport
,1298644,09-21-18,"INGETEC, EXPERTS-CONSEILS EN BATIMENT INC.",,"1364,84",Ingénieur civil - Structure de bâtiment
,1297221,09-14-18,LEBLANC ILLUMINATIONS-CANADA INC.,,"21075,93","Drapeau, bannière, fanion et décoration temporaire"
,1299722,09-27-18,LES CONSTRUCTIONS ARGOZY INC.,,"22525,07",Service - Aménagement paysager
,1299864,09-28-18,,,"11863,59",Entrepreneur en bâtiments de tout genre
,1295711,09-21-18,LES CONSTRUCTIONS TREMCO INC.,,"4953,32",Entrepreneur en petits bâtiments
,1299069,09-25-18,LES PEPINIERES JASMIN LTEE,,"3844,12",Végétaux
,1299083,09-25-18,LES PLANTATIONS LETOURNEAU (PEPINIERE),,"8194,27",Végétaux
,1300004,09-28-18,MONTREAL STENCIL INC,,"23,94","Article, accessoire et équipement de bureau"
,1299116,09-25-18,PEPINIERE ROUGEMONT ENR,,"5086,64",Végétaux
,1299075,09-25-18,PEPINIERE ST-NICOLAS,,"1165,36",Végétaux
,1299106,09-25-18,PEPINIERES Y. YVON AUCLAIR ET FILS ENR.,,"2136,50",Végétaux
,1299040,09-25-18,SERRURIER SHAY MONTREAL #1 24/7,,"365,36",Service - Serrurier
,1262364,09-21-18,SOCIETE CANADIENNE DES POSTES,,"493,88","Service - Postal, messagerie"
,1297225,09-14-18,TABASKO COMMUNICATIONS INC.,,"18947,10","Service - Infographie, graphisme"
"REEVES, GENEVIEVE",1297603,09-17-18,"COMAQ, CORPORATION DES OFFICIERS MUNICIPAUX AGREES DU QUEBEC",,"582,68","Frais - Inscription pour colloque, conférence, séminaire et congrès"
,1297605,09-17-18,,,"582,68","Frais - Inscription pour colloque, conférence, séminaire et congrès"
,1249888,09-04-18,LES TRADUCTIONS TERRY KNOWLES INC.,,"2099,75","Service - Rédaction, révision"
,1295062,09-04-18,THE SUBURBAN NEWSPAPER,,"8399,00",Service - Placement média d'avis public
,1295059,09-04-18,VINCENT PARTENSKY,,"131,86","Service - Rédaction, révision"
,1295069,09-04-18,,,"369,12","Service - Rédaction, révision"
,1299717,09-27-18,,,"710,55","Service - Rédaction, révision"
,1295061,09-04-18,WOLTERS KLUWER QUEBEC LTEE,,"751,00","Papier, article de papeterie"
"SAVOIE, JOSIE-ANNE",1297412,09-17-18,ORSINI ENTREPRISE,,"2813,66","Service - Déneigement d'accès, stationnement et toiture"
"TROTTIER, PASCAL",1299707,09-27-18,SOCIETE EN COMMANDITE STATIONNEMENT DE MONTREAL,,"1837,28",Urbaniste - Aménagement du territoire
,1299253,09-26-18,TRANSOFT SOLUTIONS INC,,"3013,14",Logiciel et progiciel
,1296550,09-12-18,VELO QUEBEC ASSOCIATION,,"314,96",Service - Formation en développement organisationnel et technique
,,,TOTAL,,"450927,60",
