VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour décembre 2018,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"ANGELY, MARION",1315541,12-21-18,3782646 CANADA INC.,,"920,43","Service - Enquêteur, détective"
,1298331,12-21-18,APSAM ASSOCIATION PARITAIRE SANTE & SECURITE AFFAIRES MUNICIPALES,,"200,00",Service - Formation en développement interpersonnel/relationnel
,1261130,12-21-18,ARBITRAGE MARCEL MORIN INC.,,"1181,11",Conseiller en relation de travail
,1310733,12-10-18,BARRETTE AVOCATS INC.,,"220,47",Avocat
,1292467,12-12-18,BIRON GROUPE SANTE INC.,,"372,71",Médecin
,1312298,12-10-18,DENIS PROVENÇAL ARBITRAGE ET MEDIATION INC.,,"228,35",Conseiller en relation de travail
,1317573,12-21-18,HOMEWOOD SANTE INC.,,"1757,49","Psychologue, Travailleur social"
,1276508,12-12-18,MAUREEN FLYNN ARBITRE & MEDIATRICE S.A.,,"181,10",Conseiller en relation de travail
,1317541,12-21-18,MORNEAU SHEPELL LTD.,,"495,00","Conseiller, programme d'aide aux employés"
,1272551,12-10-18,P.LAPLANTE & ASSOCIES INC.,,"1592,14",Conseiller en relation de travail
"BAUDIN, CYRIL",1316476,12-17-18,3289419 CANADA (COLLINS),,"143,85","Bottes, souliers et couvre-chaussures"
,1300073,12-19-18,APSAM ASSOCIATION PARITAIRE SANTE & SECURITE AFFAIRES MUNICIPALES,,"12,00",Service - Transport de colis (Frais de transport)
,1311417,12-07-18,CENTRE PATRONAL DE SANTE ET SECURITE DU TRAVAIL DU QUEBEC (C P S S T Q ),,"83,99",Service - Formation en développement organisationnel et technique
,1316300,12-17-18,LES CONSULTANTS VERRET INC.,,"3145,64",Service - Formation en développement interpersonnel/relationnel
,1313648,12-05-18,ONOMAT CANADA INC.,,"745,41",Outils manuels
"BEAUCHEMIN, SONIA",1254649,12-12-18,BOO! DESIGN INC.,,"524,94",Service - Impression
,1263937,12-17-18,,,"3233,61",Service - Impression
,1266511,12-19-18,,,"918,64",Service - Impression
,1314992,12-12-18,BOUTY INC,,"307,27",Chaise et fauteuil ergonomiques
,1296355,12-17-18,CNW-TELBEC INC,,"334,91",Service - Production multimédia
,1317086,12-19-18,COOPERATIVE DE L'UNIVERSITE LAVAL,1163361,"2251,98",Ordinateur et accessoire
,1264300,12-20-18,DISTRIBUTIONS LG INC.,1152445,"485,56",Service - Distribution
,1317095,12-19-18,LES SERVICES XPRESSION NUM.ERIC INC.,,"1900,27",Matériel pour communication graphique
,1314641,12-07-18,MICHEL HELLMAN,,"422,00",Service - Impression
,1266490,12-12-18,TRADUCTIONS TOM DONOVAN INC.,,"444,55","Service - Rédaction, révision"
"BEDARD, LUCIE",1314236,12-06-18,L'ASSOCIATION DE TAXI DIAMOND DE MONTREAL LTEE,,"39,71","Frais - Transport en commun, taxi, stationnement"
,1314760,12-10-18,RONA INC,,"237,27","Articles, accessoires et équipement de bureau"
,1315999,12-14-18,ZESTE DU MONDE,,"310,66",Service - Traiteur
"BOUTIN, PIERRE",1315666,12-13-18,ABC ENVIRONNEMENT INC.,,"22714,83","Service - Vidange de puisards, regards et fosses septiques"
,1317035,12-19-18,GROUPE ABS INC.,,"15973,85",Entrepreneur en routes et canalisation
,1312798,12-03-18,LES PLANTATIONS LETOURNEAU (PEPINIERE),,"1580,06",Produits horticoles
,1314219,12-06-18,LOCATION LORDBEC INC.,,"22362,34",Entrepreneur en routes et canalisation
,1317054,12-19-18,SUMMUM ARPENTAGE,,"4776,93",Arpenteur-géomètre
"CARRIER, RAYMOND",1314578,12-07-18,9264-6272 QUEBEC INC.,,"2624,69",Service - Formation en développement organisationnel et technique
,1261352,12-05-18,ALIMENTATION ERIC DA PONTE INC. – METRO,,"574,37",Breuvage et nourriture
,1312892,12-03-18,ASSOCIATION DES BIBLIOTHEQUES PUBLIQUES DU QUEBEC,,"2511,83",Livre
,,12-03-18,,,"3180,46","Articles, accessoires et équipement de bureau"
,1312871,12-03-18,AUVITEC LTEE,,"1665,12",Équipement de scène
,1315797,12-13-18,BOO! DESIGN INC.,,"2650,93",Service - Impression
,1312921,12-03-18,BRAULT & BOUTHILLIER LTEE,,"604,89",Matériel artistique
,1313697,12-05-18,COOPERATIVE DE L'UNIVERSITE LAVAL,,"516,54",Appareil électronique
,1314682,12-10-18,,,"4985,86",Appareil électronique
,1313524,12-04-18,CORPORATION DE DISTRIBUTION POUR SPECTACLE INC.,,"7449,52",Équipement de scène
,1314572,12-07-18,C.P.U. DESIGN INC.,,"96,38",Service - Soutien informatique
,1314685,12-10-18,,,"6,43",Service - Soutien informatique
