VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour août 2018,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"ANGELY, MARION",1292467,08-17-18,BIRON GROUPE SANTE INC.,,"157,48",Médecin
,1287884,08-14-18,LES EXPERTISES JACQUES DESNOYERS INC.,,"3149,62",Médecin
"BAUDIN, CYRIL",1292758,08-17-18,HERCULES SLR INC.,,"300,90",Équipement contre les chutes
,1272591,08-27-18,RECYCLAGE NOTRE-DAME INC.,,"2671,91",Service - Enfouissement
"BEAUCHEMIN, SONIA",1270695,08-01-18,LES MORDUS DE LA LANGUE INC.,,"356,96","Service - Rédaction, révision"
,1291589,08-10-18,MONTREAL STENCIL INC,,"57,04",Accessoires et équipement de bureau
,1257650,08-09-18,PUBLICATION 9417,,"1196,86","Service - Postal, messagerie"
,1269045,08-09-18,TABASKO COMMUNICATIONS INC.,,"167,98","Service - Infographie, graphisme"
"BEDARD, LUCIE",1290253,08-01-18,ALERTE COURRIER P.M.E.,,"21,38","Service - Postal, messagerie"
,1290256,08-01-18,ALEXANDRA O'BRIEN-LAFONTAINE,,"3510,00",Conseiller en protection du patrimoine
,1293173,08-21-18,CUISINE-ATOUT ENTREPRISE D'INSERTION INC.,,"194,50",Service - Traiteur
,1293169,08-21-18,LINDA KEMERER,,"1875,00",Service - Formation en développement organisationnel et technique
,1255414,08-06-18,ROGERS COMMUNICATIONS CANADA INC.,,"682,42",Service - Téléphonie cellulaire
"BOUTIN, PIERRE",1293083,08-21-18,ENTREPRISE T.R.A. (2011) INC.,,"3989,52",Entrepreneur en routes et canalisation
,1253221,08-09-18,ENTRETIEN MANA INC.,,"4976,70",Service - Entretien d'immeuble
,1293810,08-24-18,GROUPE SANYVAN INC.,,"22693,04","Service - Déglaçage, nettoyage et désobstruction de conduites"
,1273434,08-24-18,"INGETEC, EXPERTS-CONSEILS EN BATIMENT INC.",,"11023,70",Ingénieur civil - Structure de bâtiment
,1248202,08-29-18,LAFARGE CANADA INC,1195735,"2202,63",Agrégat en vrac
,1291269,08-08-18,MANOREX INC.,,"22735,04",Entrepreneur en routes et canalisation
,1291481,08-09-18,PAVAGES METROPOLITAIN INC.,,"17175,95",Entrepreneur en routes et canalisation
,1267712,08-27-18,PEPINIERE A. MUCCI INC.,1283714,"9921,32",Fournitures horticoles
,1290272,08-01-18,VIA PREVENTION,,"839,90",Service - Formation en développement organisationnel et technique
"CARRIER, RAYMOND",1291641,08-10-18,AMPLE MAN DANSE,,"4875,00",Service - Artiste de la scène
,1291663,08-10-18,AUVITEC LTEE,,"157,48",Location - Équipement de scène
,1291653,08-10-18,BOUTY INC,,"353,40",Chaise et fauteuil ergonomique
,1293986,08-27-18,C.P.U. DESIGN INC.,,"167,14",Ordinateur et accessoire
,1293870,08-24-18,G & L THIVIERGE INC,,"1967,20",Entrepreneur en bâtiments de tout genre
,1282812,08-23-18,JOSEE BROUILLARD,,"316,27",Service - Artiste visuel
,1255988,08-23-18,L'EMPREINTE IMPRIMERIE INC.,,"419,95",Service - Impression
,1291646,08-10-18,SOLOTECH INC,,"514,44",Équipement de scène
,1274302,08-06-18,TRANSPORT & ACCORD,,"1259,85",Service - Artiste musical
,1291680,08-15-18,ULINE CANADA CORP,,"2725,42","Classeur, étagère et armoire de rangement"
"CHAMBEROT, ROBERT",1291075,08-07-18,MONTREAL STENCIL INC,,"60,33","Article, accessoire et équipement de bureau"
"COTE PILON, MARJORIE",1289743,08-06-18,ADDISON ELECTRONIQUE MONTREAL,,"9,70",Service - Transport de colis (Frais de transport)
"GAUDREAULT, GUYLAINE",1285692,08-22-18,CONSULTATION TK,,"2283,84",Conseiller en relation de travail
,1293178,08-21-18,GROUPE SECURITE C.L.B. INC.,,"779,01","Service - Agence de sécurité, gardiennage"
,1291893,08-13-18,MACONNERIE RICHARD TREMBLAY INC.,,"4776,93",Entrepreneur en bâtiments de tout genre
,1293361,08-22-18,NOVEM DISTRIBUTION INC,1180264,"17716,64",Produits-aménagement extérieur
,1255357,08-13-18,ROGERS COMMUNICATIONS CANADA INC.,,"1853,03",Service - Téléphonie cellulaire
,1293368,08-22-18,SOLIDCAD UNE COMPAGNIE CANSEL,,"860,90",Logiciel et progiciel
,1293375,08-23-18,STEPH OUTILLAGE 2010 INC.,,"3452,82",Produit de cadenassage
"GAUDREAULT, SONIA",1288617,08-20-18,8084491 CANADA INC.,,"8814,75",Entrepreneur en petits bâtiments
,1245732,08-17-18,ATCO STRUCTURES ET LOGISTICS LTD,,"2559,95",Location - Véhicule utilitaire
,1290891,08-06-18,ECOLE NATIONALE D'ADMINISTRATION PUBLIQUE,,"1601,06",Service - Formation en développement interpersonnel/relationnel
,1290892,08-06-18,LABRADOR SOURCE,,"406,00",Breuvage et nourriture
,1273432,08-17-18,LOISIRS SPORTIFS COTE-DES-NEIGES - NOTREDAME-DE-GRACE,,"6520,37","Service - Agence de sécurité, gardiennage"
,1267684,08-06-18,UBA INC.,,"5100,29",Traitement de l'eau
"GAUTHIER, STEPHANE",1290304,08-01-18,SIMPLEVU INC.,,"167,98",Réparation/Entretien - Appareil de communication
"HOOPER, CHANTAL",1290834,08-06-18,ACKLANDS - GRAINGER INC.,,"151,87",Outils manuels
,1292117,08-14-18,,,"32,76","Matériel de fixation, clou, vis"
,,08-14-18,,,"20,22",Équipement contre les chutes
,,08-14-18,,,"55,15",Équipement de protection
,1294440,08-29-18,,,"130,55",Fournitures d'expédition et étiquette
,,08-29-18,,,"249,87","Bottes, souliers et couvres-chaussure"
,,08-29-18,,,"258,46",Réservoir et contenant de stockage
