VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour février 2018,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"ANGELY, MARION",1258841,26-févr.-2018,EXPERTMED SOLUTIONS INC.,,"419,95",Médecin
,1257561,19-févr.-2018,L'AIDE A L'AUTONOMIE PHYSIQUE ET PROFESSIONNELLE,,"1 102,37",Conseiller en ergonomie
,1257079,16-févr.-2018,LES EDITIONS YVON BLAIS INC,,"137,00",Mise à jour de loi
,1258926,26-févr.-2018,,,"95,00",Formation en développement interpersonnel et relationnel
,1255789,9-févr.-2018,TRAUMA-SECOURS INC.,,"80,73",Fournitures et matériel médical
"BAUDIN, CYRIL",1253766,1-févr.-2018,ADDISON ELECTRONIQUE MONTREAL,,"26,24",Appareil de communication
,1253561,1-févr.-2018,ALBERT VIAU DIVISION EMCO CORP,,"104,37",Produit de branchement
,1257144,16-févr.-2018,BUREAU EN GROS,,"94,80",Ordinateur et accessoire
,1259066,27-févr.-2018,DEMIX AGREGAT,,"1 239,77","Sel de déglaçage, abrasif"
,1256314,13-févr.-2018,ENTRAC INC.,,"3 149,62",Formation en développement organisationnel et technique
,1253621,1-févr.-2018,ETL ELECTRONIQUE LTEE,,"314,96","Location - Équipement de localisation, mesurage"
,1258905,26-févr.-2018,,,"393,38","Location - Équipement de localisation, mesurage"
,1256787,15-févr.-2018,INTER PROPANE INC.,,"2 099,75",Propane
,1248936,21-févr.-2018,MULTI-PRESSIONS L.C. INC.,,"2,62",Réparation/Entretien - Machine et équip. de construction
,1252649,22-févr.-2018,"RICCI, TEASDALE HUISSIERS DE JUSTICE INC.",,"1 049,87",Huissier de justice
,1255701,9-févr.-2018,SERVICES MATREC INC.,,"2 099,75",Location - Toilette chimique
,1253564,1-févr.-2018,SIFOREX,,"2 099,75",Travaux de perçage de conduite
,1234422,22-févr.-2018,TECH-MIX,1200218,"3 685,59","Asphalte, bitume"
,1256337,13-févr.-2018,TELTECH TELECOMMUNICATION INC.,1225128,"2 099,75",Location - Signalisation routière
,1257989,21-févr.-2018,U. CAYOUETTE INC.,,"66,12",Appareil et système de ventilation
,1257991,21-févr.-2018,,,"346,35",Outil manuel
,1253741,1-févr.-2018,VIA PREVENTION,,"3 149,62",Formation en développement organisationnel et technique
"BEAUCHEMIN, SONIA",1255125,7-févr.-2018,9365-0513 QUEBEC INC.,,"3 149,62",Service - Impression
,1254649,6-févr.-2018,BOO! DESIGN INC.,,"5 774,31",Service - Impression
,1257187,16-févr.-2018,HYPOCRITE COMMUNICATION INC.,,"456,57","Service - Agence de publicité, promotion"
,1258744,26-févr.-2018,ISABEL MASSEY MARKETING INC.,,"8 430,49","Service - Agence de publicité, promotion"
,1255104,7-févr.-2018,JEAN BEAUDIN,,"5 249,37",Service - Photographie
,1255140,7-févr.-2018,LAMCOM TECHNOLOGIES INC.,,"2 099,75",Service - Impression
,1255144,7-févr.-2018,LE DIPLOMATE AUDIOVISUEL,,"5 249,37",Location - Équipement d'éclairage et de sonorisation
,1255483,8-févr.-2018,LES MORDUS DE LA LANGUE INC.,,"3 149,62","Service - Rédaction, révision"
,1255084,7-févr.-2018,LES TRADUCTIONS TERRY KNOWLES INC.,,"5 249,37","Service - Rédaction, révision"
,1257650,20-févr.-2018,PUBLICATION 9417,,"1 196,86","Service - Postal, messagerie"
,1255439,8-févr.-2018,ROGERS COMMUNICATIONS CANADA INC.,1137408,"3 149,62",Service - Téléphonie cellulaire
,1255063,7-févr.-2018,TABASKO COMMUNICATIONS INC.,,"5 249,37","Service - Infographie, graphisme"
