VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour mars 2018,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"ANGELY, MARION",1261130,9 mars 2018,ARBITRAGE MARCEL MORIN INC.,,"314,96",Arbitrage de griefs - Honoraires de remise du 10 avril 2018.
,1259905,2 mars 2018,CENTRE PATRONAL DE SANTE ET SECURITE DU TRAVAIL DU QUEBEC,,"251,97","Formation: Suivi des cas de lésions professionnelles, le 8 mars 2018."
,1262324,16 mars 2018,GESTION NOVAFOR INC.,,"2 939,65",Appareil de communication
,1262345,16 mars 2018,GROUPE LE CORRE ET ASSOCIES INC.,,"3 149,62",Service - Formation en développement interpersonnel/relationnel
,1262956,20 mars 2018,PHENIX CONSEIL,,"1 377,96",Médecin
,1261475,13 mars 2018,L'ASSOCIATION DE TAXI DIAMOND DE MONTREAL LTEE,,"734,91",Service de taxi - Bon de commande ouvert 2018
,1257952,8 mars 2018,LES PRODUITS D'ENTREPOSAGE PEDLEX LTEE,,"2 378,68",Ameublement mobilier de bureau
"BAUDIN, CYRIL",1259898,2 mars 2018,3289419 CANADA (COLLINS),,"119,05",Vêtement et équipement de travail
,1253766,16 mars 2018,ADDISON ELECTRONIQUE MONTREAL,,"421,68",Appareil électronique
,1260129,5 mars 2018,AEROCHEM INC.,,"1 839,01",Achat de dégraisseur pour les parcs.
,1252628,15 mars 2018,CENTRE DE SERVICES PARTAGES DU QUEBEC,,"1 049,87",Mises à jour de Normes-Ouvrages routiers
,1261548,13 mars 2018,COMMISSION SCOLAIRE DE MONTREAL (CSDM),,"262,47",Formation Retraite pour Daniel De Guise.
,1260133,5 mars 2018,ENTREPRISES FORLINI-DIVISION EQUIPEMENT DE SECURITE,,"205,25",Vêtement et équipement de travail
,1259929,2 mars 2018,FONDERIE LAPERLE DIR. TUYAUTERIES CANADA LTEE,1005686,"4 990,02",Aménagement exterieur-travaux publics
,1260836,8 mars 2018,MONTREAL STENCIL INC,,"229,60",Accessoire de bureau
,1263229,21 mars 2018,ONOMAT CANADA INC.,,"2 377,97",Accessoire et pièce de remplacement pour outil
,1259548,2 mars 2018,PRODUITS SANY,1048199,"407,86",Produit ménager pour la voirie.
,1263222,21 mars 2018,REVOLUTION ENVIRONMENTAL SOLUTIONS LP,,"801,05",Service - Collecte de matières dangereuses (DDD)
,1259678,1 mars 2018,RENO-DEPOT,,"25,18",Produit d'éclairage
,1260130,5 mars 2018,SECURITE LANDRY INC,,"366,13",Vêtement et équipement de travail
,1251607,8 mars 2018,SERRUMAX INC,,"1 049,87",Bon de commande ouvert 2018 - Serrurerie pour voirie et aqueduc
,1261588,13 mars 2018,SIGNEL SERVICES INC,,"2 705,52",Panneaux de signalisations.
,1262409,16 mars 2018,TECHNO CVC INC.,,"435,70",Appareil spécialisé pour la mécanique
,1261607,13 mars 2018,U. CAYOUETTE INC.,,"79,71",Service d'entreposage
"BEAUCHEMIN, SONIA",1259941,2 mars 2018,BOO! DESIGN INC.,,"1 254,60",Service-infographie
,1263942,23 mars 2018,2946-8980 QUEBEC INC.,,"156,96","Réparation/Entretien - Article, accessoire et équipement de bureau"
,1264300,27 mars 2018,DISTRIBUTIONS LG INC.,,"209,97",Service - Distribution
,1264088,26 mars 2018,TABASKO COMMUNICATIONS INC.,,"427,30",Service - Impression
,1264108,26 mars 2018,,,"577,43","Service - Infographie, graphisme"
,1265082,29 mars 2018,JEAN BEAUDIN,,"398,95",Service - Photographie
,1264573,28 mars 2018,MONTREAL STENCIL INC,,"34,77","Article, accessoire et équipement de bureau"
,1262696,19 mars 2018,HEC MONTREAL,,"887,93",Service-formation en développement interpersonnel
,1262368,16 mars 2018,L'ASSOCIATION DE TAXI DIAMOND DE MONTREAL LTEE,,"314,96",Service de taxi - bon de commande ouvert 2018
,1260173,5 mars 2018,LES MORDUS DE LA LANGUE INC.,,"409,45",Service - Révision
,1262982,20 mars 2018,TRADUCTIONS TOM DONOVAN INC.,,"143,83",Service-rédaction
,1260217,5 mars 2018,VIF COMMUNICATION INC.,,"4 813,68",Logiciel-installation et maintenance
"BEDARD, LUCIE",1259981,2 mars 2018,ALERTE COURRIER P.M.E.,,"21,38","Service - Postal, messagerie (Alerte courrier - février 2018)"
,1264963,29 mars 2018,,,"32,06","Service - Postal, messagerie (Alerte courrier - février 2018)"
,1264967,29 mars 2018,AVEC PLAISIRS,,"138,11",Service - Traiteur
,1263334,22 mars 2018,CUISINE-ATOUT ENTREPRISE D'INSERTION INC.,,"194,50",Service - Traiteur
,1260248,6 mars 2018,L'ASSOCIATION DE TAXI DIAMOND DE MONTREAL LTEE,,"69,06","Frais - Transport en commun, taxi, stationnement"
,1261538,13 mars 2018,MONTREAL STENCIL INC,,"56,42",Accessoire de bureau
"BOUTIN, PIERRE",1262302,16 mars 2018,COMMISSION SCOLAIRE DE MONTREAL (CSDM),,"10 000,00",Projets de médiation culturelle
,1263655,22 mars 2018,BAU-VAL CMM,1192507,"15 748,12","Asphalte, bitume"
,1258176,14 mars 2018,COMPILATION DE BASE DE DONNEES TRAFFIC INC.,,"4 693,99",Services professionnel pour la réalisation 7 comptages par vidéo.
,1262434,16 mars 2018,EMMANUELLE LOSLIER,,"2 000,00",Consultation en architecture de paysage - Parc NDG
,1257955,14 mars 2018,GROUPE SECURITE C.L.B. INC.,,"13,91",Service-sécurité
"BOUTIN, PIERRE",1263380,22 mars 2018,HEC MONTREAL,,"1 423,37",Service - Formation en développement interpersonnel/relationnel
,1263209,21 mars 2018,LES JARDINS W.G. CHARLEBOIS INC.,,"9 445,85",Végétaux
,1263172,21 mars 2018,LES SERRES RIEL INC,,"9 433,76",Végétaux
,1260410,6 mars 2018,REMORQUAGE BURSTALL CONRAD,,"22 826,38",Service-remorquage
,1261873,14 mars 2018,SAKO ELECTRIQUE LTEE,,"332,05",Service électricien-raccord électrique
,1262364,16 mars 2018,SOCIETE CANADIENNE DES POSTES,,"9 863,13",Service - messagerie - Courrier de quartier
,1260101,5 mars 2018,TRAFIC INNOVATION INC.,,"15 926,60",Service-signalisation routière
"CARRIER, RAYMOND",1261352,12 mars 2018,ALIMENTATION ERIC DA PONTE INC. – METRO,,"524,94",BC OUVERT 2018 : ACHAT BREUVAGE ET NOURRITURE
,1256004,22 mars 2018,BRAULT & BOUTHILLIER LTEE,,"5,25","Service - Postal, messagerie"
,1258228,20 mars 2018,BRAULT & BOUTHILLIER LTEE,,"5,25",Livraison
,1262304,16 mars 2018,BRAULT & BOUTHILLIER LTEE,,"1 317,96",Matériel artistique
,1260521,7 mars 2018,BRAULT & BOUTHILLIER LTEE,,"112,64",Matériel artistique
,1263078,21 mars 2018,COMPUGEN INC.,,"341,21",Moniteur Dell 24 pouces
,1263077,21 mars 2018,C.P.U. DESIGN INC.,,"1 251,66",Ordinateur
,1263080,21 mars 2018,NETTOYAGE DE TOILES BRISEBOIS,,"600,95",Réparation/Entretien - Équipement de scène
,1263083,21 mars 2018,QUINCAILLERIE COTE DES NEIGES,,"1 422,48",Matériels de construction
,1263703,22 mars 2018,R.M. LEDUC & CIE INC.,,"2 338,61",Chevalet
,1263085,21 mars 2018,SOLOTECH INC,,"1 026,78",Coffre équipement technique
,1261353,12 mars 2018,ASSOCIATION DES BIBLIOTHEQUES PUBLIQUES DU QUEBEC,,"2 408,69",Cotisation annuelle
"DESJARDINS, STEVE",1262240,15 mars 2018,ARBO-DESIGN INC.,,"5 826,81",Abattage arbre
,1249056,20 mars 2018,"PAQUETTE & ASSOCIES, HUISSIERS DE JUSTICE S.E.N.C.R.L.",,"4 199,50",Huissier de justice
,1263713,22 mars 2018,SINISTRE MONTREAL,,"1 128,35","Location - Clôture, barricade"
"HOOPER, CHANTAL",1259880,2 mars 2018,ACKLANDS - GRAINGER INC.,,"231,15",Abris temporaire
,1263402,22 mars 2018,3289419 CANADA (COLLINS),,"158,73","Botte, soulier et couvre-chaussure"
,1250575,13 mars 2018,CENTRE DE SERVICES PARTAGES DU QUEBEC,,"839,90","Guide, brochure et affiche"
,1263223,21 mars 2018,CLEMENT HYDRAULITECH INC.,,"314,96",Service - Inspection
,1264200,26 mars 2018,ACKLANDS - GRAINGER INC.,,"55,39",Accessoire et pièce de remplacement pour outil
,1259894,2 mars 2018,ACKLANDS - GRAINGER INC.,,"661,35",Fourniture imprimerie
,1261578,13 mars 2018,ARBO-DESIGN INC.,,"2 123,90",Service-abbatage
,1260009,2 mars 2018,DEMENAGEMENT LA CAPITALE,,"2 624,69",Service-Déménagement
,1242715,2 mars 2018,GESTION NOVAFOR INC.,,"74,91",Pièces et accessoires
,1263215,21 mars 2018,,,"821,69",Accessoire et pièce de remplacement pour outil
,1263238,21 mars 2018,,,"884,69",Accessoire et pièce de remplacement pour outil
,1259874,2 mars 2018,,,"361,42",Trousse de premier soins élagueur.
,1261608,13 mars 2018,,,"518,97",Équipements élagage
,1264777,28 mars 2018,INOLEC,,"21,00",Frais d'estimation Cloueuse menuiserie.
,1259867,2 mars 2018,J. CARRIER FOURNITURES INDUSTRIELLES INC.,,"658,28",Outillage
,1263235,21 mars 2018,LEE VALLEY TOOLS LTD.,,"46,09",Accessoire et pièce de remplacement pour outil
,1259868,2 mars 2018,J. CARRIER FOURNITURES INDUSTRIELLES INC.,,"50,13",Outillage
,1255514,5 mars 2018,JEAN GUGLIA & FILS ENR.,,"17,80",Frais de transport
,1259892,2 mars 2018,,,"273,77",Vêtement et équipement de travail
,1259870,2 mars 2018,LE GROUPE J.S.V. INC,,"72,11",commande d'outil
,1263227,21 mars 2018,LES MATERIAUX DE CONSTRUCTION R. OLIGNY LTEE,,"265,61",Bois de construction
,1261574,13 mars 2018,MULTI-PRESSIONS L.C. INC.,,"1 049,87",Entretien appreil
,1263862,23 mars 2018,OUTILLAGES EXPRESS,,"1 183,43",Outil électrique
,1264769,28 mars 2018,PEPINIERE ROUGEMONT ENR,,"22 451,58",Végétaux
,1255407,2 mars 2018,PPG REVETEMENTS ARCHITECTURAUX CANADA INC.,,"6,19",Peinture pour les parcs
,1263892,23 mars 2018,MONTREAL STENCIL INC,,"78,06","Article, accessoire et équipement de bureau"
,1263243,21 mars 2018,QUINCAILLERIE NOTRE-DAME DE ST-HENRI INC.,,"96,33",Outil manuel
,1261699,13 mars 2018,PRODUITS SANY,1048199,"208,43",Produits d'entretien
,1261604,13 mars 2018,REAL HUOT INC.,,"303,94",Quincaillerie
,1259860,2 mars 2018,RENO-DEPOT,,"3 149,62",Bon de commande ouvert 2018 - Parcs
,1261598,13 mars 2018,RENO-DEPOT,,"297,58",Quincaillerie
,1264197,26 mars 2018,SECURITE LANDRY INC,,"412,30",Équipement contre les chutes
,1259936,2 mars 2018,SOCIETE INTERNATIONALE D'ARBORICULTURE QUEBEC INC. (S.I.A.Q.),,"292,92",Formation
"HOOPER, CHANTAL",1261600,13 mars 2018,TENAQUIP LIMITED,,"197,71",Outil
,1264201,26 mars 2018,U. CAYOUETTE INC.,,"505,70",Outil électrique
,1264772,28 mars 2018,,,"1 490,74",Outil électrique
,1236313,13 mars 2018,VERMEER CANADA INC.,,"45,14",Matériel médical
,1262563,19 mars 2018,VORTEX STRUCTURES AQUATIQUES INTERNATIONALES INC,,"1 034,13",Réparation des jeux d'eau pour le parc Loyola.
,1262580,19 mars 2018,,,"1 034,13",Réparation des jeux d'eau pour le parc NDG.
"LEGER, APRIL",1260523,7 mars 2018,AQUATECHNO SPECIALISTES AQUATIQUES INC.,,"1 132,55",Manutention
,1264823,28 mars 2018,AQUAM SPECIALISTE AQUATIQUE INC.,,"145,82",Trousse de premier soin murale
,1259605,9 mars 2018,ARTICLES DE PUBLICITE CONCEPT PLUS,,"2 209,00",Impression
,1259776,1 mars 2018,PRODUITS SANY,1048199,"554,54",Produits d'entretien
,1260356,6 mars 2018,PRODUITS SANY,1048199,"179,48",Produits d'entretien
,1261354,12 mars 2018,STORES J. FAUTEUX INC.,,"272,97",Réparation
,1261484,13 mars 2018,TENAQUIP LIMITED,,"26,66",Produits d'entretien
"OUELLET, M-CLAUDE",1260056,5 mars 2018,DEV-ID INC.,,"2 771,67",Formation en informatique
,1264974,29 mars 2018,DEPOT ALIMENTAIRE NDG,,"5 000,00",Programme des jardins communautaires.
,1263079,21 mars 2018,PRODUITS SANY,,"33,27",Produit ménager
,1264990,29 mars 2018,SOCIETE ENVIRONNEMENTALE COTE-DES-NEIGES,,"5 249,37",Jardins communautaires
,1262463,16 mars 2018,PRODUITS SANY,,"340,47",Produits d'entretien
,1262623,19 mars 2018,PRODUITS SANY,1048199,"142,73",Produits d'entretien
,1262577,19 mars 2018,PRODUITS SANY,,"753,47",Produits d'entretien
,1259883,2 mars 2018,TECHNOLOGIES STAY CONNECTED INC.,,"10 839,96",Service-soutien unformatique
"PLANTE, STÉPHANE",1260998,8 mars 2018,ALEXANDRE CAMPEAU-VALLEE,,"293,96",Service - Photographie
,1264577,28 mars 2018,"AFFLECK DE LA RIVA, ARCHITECTES",,"16 010,60",Architecte - Gestion de projet
,1259750,1 mars 2018,AUAMQ (L'ASSOCIATION DES URBANISTES),,"95,00",Participation conférence
,1261383,12 mars 2018,DEVIN ALFARO CLARK,,"5 400,00",Honoraires professionnels
,1250471,1 mars 2018,GESTION ENVIRONNEMENTALE T. HARRIS,,"157,48",Contrôle de qualité
,1250476,2 mars 2018,GESTION ENVIRONNEMENTALE T. HARRIS,,"157,48",Contrôle de qualité
"REEVES, GENEVIÈVE",1262874,20 mars 2018,COMPUGEN INC.,,"279,90",Matériel informatique
,1262689,19 mars 2018,MONTREAL STENCIL INC,,"23,93",Accessoire de bureau
,1261690,13 mars 2018,SERRUMAX INC,,"109,92",Réparation
,1261869,14 mars 2018,VIDEOTRON S.E.N.C,,"300,84",Service de télévision
"TROTTIER, PASCAL",1259988,2 mars 2018,CENTRE DE SERVICES PARTAGES DU QUEBEC,,"89,14",Brochure
,1260003,2 mars 2018,COLLEGE AHUNTSIC.,,"120,74",Formation
,1264992,29 mars 2018,FORMATIONS QUALITEMPS INC.,,"409,45",Service - Formation en développement interpersonnel/relationnel
,,,,,"Total 260 888,03",
