VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour janvier 2018,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"ANGELY, MARION",1252518,29-janv.-2018,ALERTE COURRIER P.M.E.,,"314,96","Service - Postal, messagerie"
,1250525,19-janv.-2018,CENTRE PATRONAL DE SST DU QUEBEC,,"451,45",Formation en développement organisationnel et technique
,1250543,19-janv.-2018,EDUMICRO INC.,,"556,43",Formation en développement organisationnel et technique
,1250512,19-janv.-2018,GROUPE LE CORRE ET ASSOCIES INC.,,"472,44",Formation en développement organisationnel et technique
,1252498,29-janv.-2018,,,"624,68",Formation en développement organisationnel et technique
"BAUDIN, CYRIL",1249281,16-janv.-2018,3289419 CANADA (COLLINS),,"224,21",Bottes de sécurité
,1245151,5-janv.-2018,ASS. PARITAIRE SANTE & SECURITE AFF. MUN.,,"900,00",Formation en développement organisationnel et technique
,1252845,30-janv.-2018,BEAUREGARD ENVIRONNEMENT LTEE,,"1 049,87",Service - Collecte de matières organiques
,1245153,5-janv.-2018,C.M.S. ENTREPRENEURS GENERAUX INC.,,"1 338,59",Location - Épandeuse et ravitailleur
,1250945,22-janv.-2018,,,"4 253,57",Service - Déblaiement
,1250946,22-janv.-2018,,,"2 532,29",Service - Déblaiement
,1252058,26-janv.-2018,CONFIDENTIEL DECHIQUETAGE DE DOC INC.,819838,"367,46",Service de déchiquetage
,1252115,26-janv.-2018,ENTRAC INC.,,"872,71",Formation en développement organisationnel et technique
,1248325,11-janv.-2018,,,"1 049,87",Équipement contre les chutes
,1249767,17-janv.-2018,,,"125,98",Bottes de sécurité
,1250908,22-janv.-2018,EXTERMINATION INSPEX INC.,,"818,90","Service - Extermination, fumigation"
,1246883,5-janv.-2018,GESTION P. VENNE INC. - CANADIAN TIRE,,"472,41",Électroménager
,1247098,8-janv.-2018,INTER PROPANE INC.,,"3 149,62",Gaz comprimé
,1251159,23-janv.-2018,LAFARGE CANADA INC,1196643,"7 674,59",Béton préparé
,1252172,26-janv.-2018,LAVE AUTO 88 INC.,,"2 099,75",Service - Lavage de véhicules
,1251173,23-janv.-2018,LOCATION GAMMA INC.,,"2 099,75",Gaz comprimé
,1248936,15-janv.-2018,MULTI-PRESSIONS L.C. INC.,,"414,15",Réparation/Entretien - Machine à pression
,1248106,10-janv.-2018,MULTI RECYCLAGE S.D. INC,,"875,06",Service - Traitement/valorisation de matières organiques
,1248103,10-janv.-2018,ONOMAT CANADA INC.,,"1 538,07",Outil manuel
,1250832,22-janv.-2018,PPG REVETEMENTS ARCHITECTURAUX CANADA,,"285,51",Accessoire et fourniture de peinture
