clientele,caracteristique,valeur,nouveau_participant,participant_actif,nouvelle_participation,participation_active
Individu - ensemble de la clientèle,Région,01 - Bas-Saint-Laurent,9115,10876,14347,18563
Individu - ensemble de la clientèle,Région,02 - Saguenay - Lac-St-Jean,13648,16073,24493,31440
Individu - ensemble de la clientèle,Région,03 - Capitale-Nationale,25791,30132,38380,48331
Individu - ensemble de la clientèle,Région,04 - Mauricie,12049,14444,19844,26022
Individu - ensemble de la clientèle,Région,05 - Estrie,12011,14733,19894,26426
Individu - ensemble de la clientèle,Région,06 - Île-de-Montréal,79881,96265,118230,153003
Individu - ensemble de la clientèle,Région,07 - Outaouais,14866,17165,23141,28724
Individu - ensemble de la clientèle,Région,08 - Abitibi-Témiscamingue,7381,9241,10919,15256
Individu - ensemble de la clientèle,Région,09 - Côte-Nord,5723,6509,9717,11560
Individu - ensemble de la clientèle,Région,10 - Nord-du-Québec,854,982,1437,1765
Individu - ensemble de la clientèle,Région,11 - Gaspésie - Îles-de-la-Madeleine,7309,8659,12261,15979
Individu - ensemble de la clientèle,Région,12 - Chaudière-Appalaches,14092,16738,19466,25025
Individu - ensemble de la clientèle,Région,13 - Laval,14690,17317,22408,28074
Individu - ensemble de la clientèle,Région,14 - Lanaudière,15320,18564,22890,30412
Individu - ensemble de la clientèle,Région,15 - Laurentides,21392,25038,37274,46281
Individu - ensemble de la clientèle,Région,16 - Montérégie,47720,55503,71379,88836
Individu - ensemble de la clientèle,Région,17 - Centre-du-Québec,8189,10304,13600,19221
Individu - ensemble de la clientèle,Sexe,Femme,133043,159319,211403,275658
Individu - ensemble de la clientèle,Sexe,Homme,174643,204446,268277,339260
Individu - ensemble de la clientèle,Groupe d'âge,Moins de 20 ans,18583,24773,28360,38956
Individu - ensemble de la clientèle,Groupe d'âge,De 20 à 24 ans,41344,52800,66512,91328
Individu - ensemble de la clientèle,Groupe d'âge,De 25 à 29 ans,40307,49690,63466,82768
Individu - ensemble de la clientèle,Groupe d'âge,De 30 à 34 ans,38853,48054,61036,79428
Individu - ensemble de la clientèle,Groupe d'âge,De 35 à 39 ans,36371,44681,57314,74066
Individu - ensemble de la clientèle,Groupe d'âge,De 40 à 44 ans,30057,36644,46752,59995
Individu - ensemble de la clientèle,Groupe d'âge,De 45 à 49 ans,27793,33298,42463,53391
Individu - ensemble de la clientèle,Groupe d'âge,De 50 à 54 ans,30218,35372,45648,56213
Individu - ensemble de la clientèle,Groupe d'âge,55 ans et plus,48645,53379,68129,78773
Individu - ensemble de la clientèle,Groupe d'âge,35 ans et moins,144810,177161,231667,308500
Individu - ensemble de la clientèle,Groupe d'âge,36 ans et plus,163527,188591,248013,306418
Individu - ensemble de la clientèle,Famille monoparentale,Oui,27017,32594,44109,58339
Individu - ensemble de la clientèle,Famille monoparentale,Non,281819,333025,435524,556475
Individu - ensemble de la clientèle,Famille monoparentale,Inconnue,46,103,47,104
Individu - ensemble de la clientèle,Scolarité,Primaire,12158,14977,18509,25342
Individu - ensemble de la clientèle,Scolarité,Secondaire I à IV,95103,113776,150826,197927
Individu - ensemble de la clientèle,Scolarité,Secondaire V,85220,100593,133093,168696
Individu - ensemble de la clientèle,Scolarité,Collégial,36237,43169,56659,71846
Individu - ensemble de la clientèle,Scolarité,Universitaire,45276,54319,71087,90653
Individu - ensemble de la clientèle,Scolarité,Inconnue,38796,45249,49506,60454
Individu - ensemble de la clientèle,Diplôme maximum obtenu,Aucun diplôme,137849,163375,210872,273180
Individu - ensemble de la clientèle,Diplôme maximum obtenu,Secondaire - DES,36441,44754,60514,79710
Individu - ensemble de la clientèle,Diplôme maximum obtenu,Secondaire - DEP,26345,31374,44476,56811
Individu - ensemble de la clientèle,Diplôme maximum obtenu,Secondaire - ASP,1852,2200,3127,4016
Individu - ensemble de la clientèle,Diplôme maximum obtenu,Collégial - AEC,5433,6623,9356,12159
Individu - ensemble de la clientèle,Diplôme maximum obtenu,Collégial - DEC général,6325,7867,10934,14429
Individu - ensemble de la clientèle,Diplôme maximum obtenu,Collégial - DEC professionnel,10774,13312,18775,24679
Individu - ensemble de la clientèle,Diplôme maximum obtenu,Universitaire - Certificat,2054,2536,3466,4570
Individu - ensemble de la clientèle,Diplôme maximum obtenu,Universitaire - Baccalauréat,8219,10264,13862,18546
Individu - ensemble de la clientèle,Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,3067,3897,5304,7086
Individu - ensemble de la clientèle,Diplôme maximum obtenu,Inconnu,76124,88156,98994,119732
Individu - ensemble de la clientèle,Personne handicapée,Oui,25328,34510,42321,64101
Individu - ensemble de la clientèle,Personne handicapée,Non,283285,330925,437359,550817
Individu - ensemble de la clientèle,Autochtone,Oui,2949,3404,4477,5612
Individu - ensemble de la clientèle,Autochtone,Non,247873,297632,403024,526206
Individu - ensemble de la clientèle,Autochtone,Inconnu,56864,62729,72179,83100
Individu - ensemble de la clientèle,Lieu de naissance,Né au Canada,212375,253152,337972,437769
Individu - ensemble de la clientèle,Lieu de naissance,Né hors Canada : arrivé depuis moins de 5 ans,19723,25552,35454,49402
Individu - ensemble de la clientèle,Lieu de naissance,Né hors Canada : arrivé depuis 5 ans et plus,34152,40644,53438,68245
Individu - ensemble de la clientèle,Lieu de naissance,Inconnu,41672,45275,52816,59502
