"Numéro entente","Numéro entente","Nom fournisseur","Dossier / GDD","Numero Resolution","Description Entente","Date Debut Entente","Date Fin Entente","Unités d'affaires","Montant Total Convenu","Montant Total Convenu","Total consommé au 31 décembre 2014","% sur montant convenu de l'entente"
436994,436994,"SOCIETE TELUS COMMUNICATIONS",1074755003,"CG08 0026","COMA,A,FOURNITURE SUR DEMANDE DE SERVICES DE TÉLÉCOMMUNICATIONS, NOTAMMENT EN TÉLÉPHONIE FILAIRE",2008-11-01,2015-10-31,"Technologies de l'information","42000948,23","42 000 948,23 $",,,,"750,00 $",,"750,00","0,00"
436994,944698,"RCI ENVIRONNEMENT",1146683003,"CA14 26 0060","A57-TRANSPORT DE DÉCHETS PAR CONTENEURS POUR ROSEMONT-PETITE-PATRIE",2014-04-01,2017-03-30,"Rosemont- La Petite-Patrie","83475,00","83 475,00 $",,,,,"12 384,35 $","12384,35","0,15"
441409,937361,"DOCU-DEPOT INC.",1134145001,"CMG13 0265","ADFO,A,SERVICE D'ENTREPOSAGE DE DOCUMENTS SEMI-ACTIFS",2013-11-21,2019-11-20,"Sécurité incendie de Montréal","621680,84","621 680,84 $",,,,,"273,00 $","273,00","0,00"
441409,994230,"CORPORATION DE LITERIE SOMMEX",1140077001,"CE14 1485","AMEU,Z,SIM, MATELAS, SOMMIERS ET BASES DE LITS POUR CASERNES",2014-10-01,2017-09-30,"Sécurité incendie de Montréal","52050,00","52 050,00 $",,,,,"2 795,00 $","2795,00","0,05"
469917,871283,"NOUVELLE TECHNOLOGIE (TEKNO) INC.",1120184007,"CE13 0137","AQEG,Z,ACCESSOIRES POUR COMPTEURS D'EAU GROUPE 1 ADAPTATEURS",2013-02-13,2015-02-12,"Service de l'eau","109389,90","109 389,90 $",,,,"36 438,00 $","72 950,83 $","109388,83","1,00"
469917,871273,"SPECIALITES D'AQUEDUC CORIX",1120184007,"CE13 0137","AQEG,Z,ACCESSOIRES POUR COMPTEURS D'EAU GROUPE 2 RACCORDS ET BRIDES",2013-02-13,2015-02-12,"Service de l'eau","100513,05","100 513,05 $",,,,"20 257,50 $","25 375,00 $","45632,50","0,45"
479444,871302,"SPECIALITES D'AQUEDUC CORIX",2120184003,"DA120184003","AQEG,Z,ACCESSOIRES POUR COMPTEURS D'EAU GROUPE 3",2013-02-13,2015-02-12,"Service de l'eau","15559,50","15 559,50 $",,,,"4 212,50 $","4 230,00 $","8442,50","0,54"
479444,871307,"SPECIALITES D'AQUEDUC CORIX",2120184003,"DA120184003","AQEG,Z,ACCESSOIRES POUR COMPTEURS D'EAU GROUPE 4",2013-02-13,2015-02-12,"Service de l'eau","15559,50","28 583,40 $",,,,"9 108,50 $","17 492,00 $","26600,50","0,93"
492704,868892,"REAL HUOT INC.",1120184006,"CE13 0138","AQEG,Z,COMPTEURS D'EAU MAGNÉTIQUE AVEC REGISTRE GROUPE 1",2013-02-28,2015-02-27,"Service de l'eau","101381,70","101 381,70 $",,,,"8 384,20 $","92 978,41 $","101362,61","1,00"
492704,868930,"REAL HUOT INC.",1120184006,"CE13 0138","AQEG,Z,COMPTEURS D'EAU MAGNÉTIQUE AVEC REGISTRE GROUPE 2",2013-02-13,2015-02-12,"Service de l'eau","322058,00","322 058,00 $",,,,"36 680,10 $","285 295,46 $","321975,56","1,00"
