"Numéro entente","Nom fournisseur","Dossier / GDD","Numero Resolution","Description Entente","Date Debut Entente","Date Fin Entente","Unités d'affaires","Montant Total Convenu","Montant Total Convenu","Total consommé au 31 décembre 2014","% sur montant convenu de l'entente"
408896,"MERCER CONSULTATION EN RESSOURCES HUMAINES",0,0,"SPAG,Z,SERVICES PROFESSIONNELS EN ACTUARIAT CONSEIL ASSURANCE COLLECTIVE",2008-01-01,2014-12-31,"Finances",,"2 574 148,24 $",,,,,"39 265,05 $","39 265,05 $","1,53%"
408896,"MERCER CONSULTATION EN RESSOURCES HUMAINES",0,0,"SPAG,Z,SERVICES PROFESSIONNELS EN ACTUARIAT CONSEIL ASSURANCE COLLECTIVE",2008-01-01,2014-12-31,"Ressources humaines",,"2 574 148,24 $",,,,"216 754,18 $","301 940,50 $","518 694,68 $","20,15%"
441401,"GROUPE QUALITAS INC.",0,"CE09-1180","SEPR,A,CINQ (5) LABORATOIRES PRIVÉS AFIN DE RÉALISER LE CONTRÔLE QUALITATIF DES MATÉRIAUX ET EXPERTISES SUR LES DIFFÉRENTS PROJETS DE CONSTRUCTION, DE RÉHABILITATION OU DE RÉFECTION D¿INFRASTRUCTURES",2009-07-02,2014-12-31,"Infrastructures, voirie et transports",,"425 000,00 $",,,,,"521,85 $","521,85 $","0,12%"
441401,"GROUPE QUALITAS INC.",0,"CE09-1180","SEPR,A,CINQ (5) LABORATOIRES PRIVÉS AFIN DE RÉALISER LE CONTRÔLE QUALITATIF DES MATÉRIAUX ET EXPERTISES SUR LES DIFFÉRENTS PROJETS DE CONSTRUCTION, DE RÉHABILITATION OU DE RÉFECTION D¿INFRASTRUCTURES",2009-07-02,2014-12-31,"LaSalle",,"425 000,00 $",,,,,"7 392,91 $","7 392,91 $","1,74%"
441401,"GROUPE QUALITAS INC.",0,"CE09-1180","SEPR,A,CINQ (5) LABORATOIRES PRIVÉS AFIN DE RÉALISER LE CONTRÔLE QUALITATIF DES MATÉRIAUX ET EXPERTISES SUR LES DIFFÉRENTS PROJETS DE CONSTRUCTION, DE RÉHABILITATION OU DE RÉFECTION D¿INFRASTRUCTURES",2009-07-02,2014-12-31,"Pierrefonds - Roxboro",,"425 000,00 $",,,,,"521,85 $","521,85 $","0,12%"
441401,"GROUPE QUALITAS INC.",0,"CE09-1180","SEPR,A,CINQ (5) LABORATOIRES PRIVÉS AFIN DE RÉALISER LE CONTRÔLE QUALITATIF DES MATÉRIAUX ET EXPERTISES SUR LES DIFFÉRENTS PROJETS DE CONSTRUCTION, DE RÉHABILITATION OU DE RÉFECTION D¿INFRASTRUCTURES",2009-07-02,2014-12-31,"Service de l'eau",,"425 000,00 $",,,,,"2 415,98 $","2 415,98 $","0,57%"
441401,"GROUPE QUALITAS INC.",0,"CE09-1180","SEPR,A,CINQ (5) LABORATOIRES PRIVÉS AFIN DE RÉALISER LE CONTRÔLE QUALITATIF DES MATÉRIAUX ET EXPERTISES SUR LES DIFFÉRENTS PROJETS DE CONSTRUCTION, DE RÉHABILITATION OU DE RÉFECTION D¿INFRASTRUCTURES",2009-07-02,2014-12-31,"Villeray-St-Michel - Parc-Extension",,"425 000,00 $",,,,,"11 741,68 $","11 741,68 $","2,76%"
441466,"GROUPE ABS INC.",0,0,"SEPR,A,CINQ (5) LABORATOIRES PRIVÉS AFIN DE RÉALISER LE CONTRÔLE QUALITATIF DES MATÉRIAUX ET EXPERTISES SUR LES DIFFÉRENTS PROJETS DE CONSTRUCTION, DE RÉHABILITATION OU DE RÉFECTION D¿INFRASTRUCTURES",2009-07-02,2014-12-31,"Infrastructures, voirie et transports",,"350 000,00 $",,,,,"16 525,33 $","16 525,33 $","4,72%"
441466,"GROUPE ABS INC.",0,0,"SEPR,A,CINQ (5) LABORATOIRES PRIVÉS AFIN DE RÉALISER LE CONTRÔLE QUALITATIF DES MATÉRIAUX ET EXPERTISES SUR LES DIFFÉRENTS PROJETS DE CONSTRUCTION, DE RÉHABILITATION OU DE RÉFECTION D¿INFRASTRUCTURES",2009-07-02,2014-12-31,"Rivières-des-Prairies - Pointes-aux-Trembles",,"350 000,00 $",,,,,"3 826,92 $","3 826,92 $","1,09%"
441466,"GROUPE ABS INC.",0,0,"SEPR,A,CINQ (5) LABORATOIRES PRIVÉS AFIN DE RÉALISER LE CONTRÔLE QUALITATIF DES MATÉRIAUX ET EXPERTISES SUR LES DIFFÉRENTS PROJETS DE CONSTRUCTION, DE RÉHABILITATION OU DE RÉFECTION D¿INFRASTRUCTURES",2009-07-02,2014-12-31,"Service de la mise en valeur du territoire",,"350 000,00 $",,,,,"17 395,08 $","17 395,08 $","4,97%"
