,,,,,
VILLE DE MONTRÉAL  ,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,
Listes des bons de commandes approuvés pour février 2016,,,,,
,,,,,
,,,,,
Dernier Approbateur,Nom fournisseur,Numéro bon ,Date ,Montant de ,Description
,,commande,d'approbation,l'engagement,
"ANGELY, MARION",CIEMM- COMITE INTER-ENTREPRISES DU MTL,1106042,02-19-16,"450,00   ",Frais - Adhésion et cotisation
,CYCLONE SANTE INC.,1107642,02-26-16,"3 023,64   ",Expertise médicale.
,ECOLE DE TECHNOLOGIE SUPERIEURE,1106959,02-24-16,"899,74   ",Formation en développement interpersonnel/relationnel
,LES SERVICES DE COURRIER CHAMPION INC.,1102332,02-03-16,"524,94   ","Service - Postal, messagerie"
,MEDICUS,1103391,02-08-16,"1 758,00   ",Bottes de travail
,SYLVIE BOUCHER,1106043,02-19-16,"1 014,00   ",Service - Formation en santé et sécurité
"BOUCHER, DOMINIC",ABC ENVIRONNEMENT INC.,1105190,02-16-16,"655,12   ","Service - Vidange de puisards, regards et fosses septiques"
,ACKLANDS - GRAINGER INC.,1103563,02-09-16,"631,64   ",Accessoire et outils pour Graffiti
,ALBERT VIAU DIVISION EMCO CORPORATION,1103294,02-08-16,"705,06   ",Produit de branchement
,CHAINES ET ELINGUES ST-PIERRE CANADA LTEE,1105324,02-16-16,"180,07   ",Quincaillerie
,CORPORATE EXPRESS CANADA INC.,1101473,02-01-16,"96,84   ","Papier, article de papeterie"
,DEMIX,1046454,02-01-16,"2 276,22   ",Béton préparé
,DISCOVER COMMUNICATIONS INC,1107635,02-26-16,"262,47   ",Composante électronique
,ELECTRICITE PLUS,1105178,02-16-16,"894,65   ",Formation en développement organisationnel et technique
,ENTREPRISES FORLINI-DIVISION,1103292,02-08-16,"272,97   ",Bottes de travail
,,1105308,02-16-16,"83,99   ",Vêtement de sécurité
,EXTERMINATION INSPEX INC.,1105150,02-16-16,"818,90   ","Service - Extermination, fumigation"
,FONDERIE LAPERLE,1104948,02-15-16,"3 338,52   ",Puisard et chambre de vanne
,,1104949,02-15-16,"8 323,45   ",Puisard et chambre de vanne
,,1107761,02-26-16,"5 548,97   ",Puisard et chambre de vanne
,GIVESCO INC.,1106284,02-22-16,"92,00   ",Béton préparé
,HETEK SOLUTIONS INC,1106303,02-22-16,"440,95   ",Réparation/Entretien - Outil électrique
,INOLEC,1105322,02-16-16,"1 832,03   ",Outil électrique
,LABRADOR LAURENTIENNE,1101783,02-02-16,"656,74   ",Eau potable - Mesure d'urgence
,LAFARGE CANADA INC,1094726,02-16-16,"8 551,23   ",Agrégat en vrac
,MONTREAL STENCIL INC,1101881,02-02-16,"97,61   ",Accessoire de bureau
,PRODUITS SANY,1104947,02-15-16,"266,88   ",Produits et équipement d'entretien ménager
,QUINCAILLERIE NOTRE-DAME DE ST-HENRI INC.,1082234,02-05-16,"617,25   ",Fil et câble électrique
,,1096137,02-16-16,"223,94   ",Produit de branchement
,RENO-DEPOT,1101451,02-01-16,"41,97   ",Équipement contre les incendies
,REVOLUTION ENVIRONMENTAL SOLUTIONS LP,1105309,02-16-16,"1 018,38   ","Asphalte, bitume"
,SERRUMAX INC,1095042,02-09-16,"1 049,87   ",Service de serrurier
,SHRED-IT INTERNATIONAL ULC,1105156,02-16-16,"419,95   ",Service de destruction de documents
,ST-GERMAIN EGOUTS ET AQUEDUCS INC.,1105141,02-16-16,"1 788,99   ",Chambre de vanne
,SYSTEMES CANADIEN KRONOS INC,1101768,02-02-16,"418,32   ",Réparation/Entretien - Système de contrôle et de surveillance
,TENAQUIP LIMITED,1103567,02-09-16,"98,23   ",Produit et équipement d'hygiène corporelle
,,1105316,02-16-16,"537,32   ",Outil manuel
,TRANSELEC COMMMON INC.,1105198,02-16-16,"131,23   ",Service - Signalement
,TRANSVRAC MONTREAL LAVAL INC.,1096134,02-16-16,"9 128,66   ",Service - Collecte de matières organiques
