id,nom,type_d'usagers,nombre_de_canaux,latitude,longitude,date_d'installation,derniere_donnee,proprietaire
100003032,Berri1,cyclistes,2,45.516216,-73.56297,2008-01-14,2017-02-01,Ville de Montréal
100012218,Boyer,cyclistes,2,45.53365,-73.59459,2013-11-01,2017-02-01,Ville de Montréal
100035408,Boyer 2,cyclistes,4,45.54346079,-73.61668337,2017-01-03,2017-02-01,Ville de Montréal
100004575,Brébeuf,cyclistes,2,45.527496,-73.57432,2009-07-03,2017-02-01,Ville de Montréal
100035409,Christophe-Colomb,cyclistes,2,45.5577976,-73.64681151,2017-01-16,2017-02-01,Ville de Montréal
100003041,CSC (Côte Sainte-Catherine),cyclistes,2,45.5149,-73.607506,2010-10-04,2017-02-01,Ville de Montréal
100034805,Gouin / Lajeunesse,cyclistes,4,45.55616125,-73.67127793,,,Ville de Montréal
100034300,Logger,piétons,2,45.5170385,-73.5781108,,2016-12-21,Ville de Montréal
100003035,Maisonneuve_1,cyclistes,2,45.51489,-73.56136,2008-01-17,2015-03-03,Ville de Montréal
100003039,Maisonneuve_2,cyclistes,2,45.500507,-73.57497,2008-01-17,2016-11-16,Ville de Montréal
100011783,Maisonneuve_3,cyclistes,2,45.470493,-73.609566,2013-11-02,2017-02-01,Ville de Montréal
100033020,Mentana &amp; Duluth,,2,45.52384268,-73.57318152,2016-08-09,2016-08-25,Ville de Montréal
100035053,Mentana &amp; Duluth (Phase 2),,2,45.52416076,-73.57390947,2016-11-18,2016-11-30,Ville de Montréal
100033022,Mentana &amp; Rachel,,2,45.52487196,-73.57558041,,2016-08-24,Ville de Montréal
100035052,Mentana &amp; Rachel (Phase 2),,2,45.52498656,-73.57563913,2016-11-18,2016-11-30,Ville de Montréal
100001753,Notre-Dame,cyclistes,2,45.530216,-73.544426,2013-10-18,2017-02-01,Ville de Montréal
100003042,Parc,cyclistes,2,45.513622,-73.581894,2010-10-01,2017-02-01,Ville de Montréal
100003040,PierDup,cyclistes,2,45.50127,-73.54441,2010-10-04,2017-02-01,Ville de Montréal
100002880,Pont_Jacques_Cartier,cyclistes + piétons,4,45.52550826,-73.55442203,2011-11-17,2017-02-01,Ville de Montréal
100012217,Rachel / Hôtel de Ville,cyclistes,2,45.519684,-73.58022,2013-10-19,2017-02-01,Ville de Montréal
100003034,Rachel / Papineau,cyclistes,2,45.53029,-73.56984,2007-07-10,2017-02-01,Ville de Montréal
100003029,Rachel / Papineau 2007,cyclistes,2,45.529427,-73.57069,2007-07-15,2007-07-25,Ville de Montréal
100011748,René-Lévesque,cyclistes,2,45.516968,-73.55404,2013-10-29,2017-02-01,Ville de Montréal
100033023,Saint Andre &amp; Duluth,,4,45.523327,-73.57376,2016-08-09,2016-08-18,Ville de Montréal
100035055,Saint Andre &amp; Duluth (Phase 2),,2,45.5233615,-73.57390865,2016-11-18,2016-11-30,Ville de Montréal
100033021,Saint Andre &amp; Rachel,,2,45.52429315,-73.57601816,2016-08-09,2016-09-01,Ville de Montréal
100035054,Saint Andre &amp; Rachel (Phase 2),,2,45.52443744,-73.57621074,2016-11-18,2016-11-30,Ville de Montréal
100011747,Saint-Antoine,cyclistes,1,45.50625,-73.557785,2013-10-22,2017-02-01,Ville de Montréal
100017523,Saint-Urbain,cyclistes,2,45.5193951,-73.58866311,2014-11-08,2017-02-01,Ville de Montréal
100027126,St. Laurent Tubes,cyclistes,2,45.52790974,-73.60300488,2015-11-16,2016-01-26,Ville de Montréal
100007390,Totem_Laurier,cyclistes,2,45.5277722,-73.58883237,2013-02-13,2017-02-01,Ville de Montréal
100017441,University,cyclistes,2,45.506134,-73.57587,2013-11-02,2017-02-01,Ville de Montréal
100011749,Viger,cyclistes,1,45.505943,-73.56027,2013-10-30,2017-02-01,Ville de Montréal
100031720,(Déménagé) Shamrock Trottoir Nord Pyro,piétons,2,45.53437677,-73.61656958,2016-06-28,2016-07-13,Ville de Montréal - Piétons
100024387,Ave Van Horne - Stuart (Nord) - Piétons,piétons,2,45.51959619,-73.61587948,2015-08-13,2017-02-01,Ville de Montréal - Piétons
100024386,Ave Van Horne - Stuart (Sud) - Piétons,piétons,2,45.51946088,-73.61564345,2015-08-13,2017-02-01,Ville de Montréal - Piétons
100024477,Ave Van Horne - Vélos - Direction Est,cyclistes,2,45.52055464,-73.61482806,2015-08-18,2015-10-02,Ville de Montréal - Piétons
100024478,Ave Van Horne - Vélos - Direction Ouest,cyclistes,2,45.52088916,-73.61463494,2015-08-18,2015-10-02,Ville de Montréal - Piétons
100024385,Ave Van Horne - Wiseman (Nord) - Piétons,piétons,2,45.52084405,-73.61474223,2015-08-13,2017-02-01,Ville de Montréal - Piétons
100024384,Ave Van Horne - Wiseman (Sud) - Piétons,piétons,2,45.52109964,-73.61420578,2015-08-13,2017-02-01,Ville de Montréal - Piétons
100035152,Biencourt Rue Piétonne (Données Reconstruites),piétons,2,45.45878644,-73.59588531,2016-06-30,2017-02-01,Ville de Montréal - Piétons
100031718,Biencourt Rue Piétonne Pyro (Données Brutes),piétons,2,45.45878644,-73.59588531,2016-06-30,2016-12-09,Ville de Montréal - Piétons
100032372,Côte-des-Neiges ,piétons,2,45.49453752,-73.61824944,2016-07-11,2016-12-16,Ville de Montréal - Piétons
100031719,Dijon Rue Piétonne,piétons,2,45.61069183,-73.61641469,2016-06-29,2017-02-01,Ville de Montréal - Piétons
100033592,Laurier Nord,cyclistes,2,45.51819366,-73.59718758,2016-09-11,2016-10-18,Ville de Montréal - Piétons
100033593,Laurier Sud,cyclistes,2,45.5183865,-73.59676353,2016-09-12,2016-10-18,Ville de Montréal - Piétons
100031721,Notre-Dame-des-Victoires Est,piétons,2,45.57240601,-73.54108623,2016-07-13,2017-02-01,Ville de Montréal - Piétons
100031722,Notre-Dame-des-Victoires Ouest,piétons,2,45.57234426,-73.54114976,2016-07-13,2017-02-01,Ville de Montréal - Piétons
100032483,Ontario Piétons Nord (Été 2016),piétons,2,45.54711019,-73.54361696,2016-07-14,2017-02-01,Ville de Montréal - Piétons
100032484,Ontario Piétons Sentier (Été 2016),piétons,2,45.54691507,-73.54331995,2016-07-14,2017-02-01,Ville de Montréal - Piétons
100032481,Ontario Piétons Sud (Été 2016),piétons,2,45.54727289,-73.5434682,2016-07-14,2017-02-01,Ville de Montréal - Piétons
100022477,PB DeCastelnau - Nord,piétons,2,45.53751,-73.6183,2015-06-16,2017-02-01,Ville de Montréal - Piétons
100022478,PB DeCastelnau - Sud,piétons,2,45.5375946,-73.6182588,2015-06-15,2017-02-01,Ville de Montréal - Piétons
100024446,PB Ontario - Données complètes (reconstruites),,6,45.5475213,-73.5433272,2015-06-15,2015-08-09,Ville de Montréal - Piétons
100022475,PB Ontario - Nord,piétons,2,45.5475213,-73.5433272,2015-06-16,2016-07-14,Ville de Montréal - Piétons
100022476,PB Ontario - Sud,piétons,2,45.5475213,-73.5433272,2015-06-15,2016-07-14,Ville de Montréal - Piétons
100028150,PB Ontario - Sud (reconstruit),piétons,2,,,2015-06-25,2015-07-11,Ville de Montréal - Piétons
100024023,PB Ontario Sud (route),piétons,2,45.57236609,-73.54125133,2015-06-15,2016-05-15,Ville de Montréal - Piétons
100022480,PB Parc Stanley,cyclistes + piétons,2,45.55807463,-73.67315818,2015-06-13,2017-02-01,Ville de Montréal - Piétons
100032371,Shamrock Trottoir Nord Pyro,piétons,2,45.53497096,-73.6159947,2016-07-11,2017-02-01,Ville de Montréal - Piétons
100031723,Shamrock Trottoir Sud Pyro,piétons,2,45.53492695,-73.61586226,2016-07-21,2017-02-01,Ville de Montréal - Piétons
100033849,St-Denis/Bienville Est,piétons,2,45.524637,-73.583901,2016-10-07,2017-02-01,Ville de Montréal - Piétons
100033848,St-Denis/Bienville Ouest,piétons,2,45.524233,-73.584163,2016-10-07,2017-02-01,Ville de Montréal - Piétons
100033850,St-Denis/Boucher Est,piétons,2,45.5279455,-73.5912083,2016-10-07,2017-02-01,Ville de Montréal - Piétons
100033852,St-Denis/Rachel Est,piétons,2,45.5221536,-73.5783244,2016-10-06,2017-02-01,Ville de Montréal - Piétons
100033853,St-Denis/Roy Est,piétons,2,45.5198508,-73.5735626,2016-10-06,2017-02-01,Ville de Montréal - Piétons
100033851,St-Denis/Roy Ouest,piétons,2,45.5194451,-73.573469,2016-10-06,2017-02-01,Ville de Montréal - Piétons
100022507,TU Parc Stanley,cyclistes,2,45.559063,-73.671974,2015-06-11,2016-09-12,Ville de Montréal - Piétons
100023341,YPH15067933,piétons,1,,,1969-12-30,,Ville de Montréal - Piétons
100023343,YPH15067935,,1,,,,,Ville de Montréal - Piétons
100008117,1408A,,2,46.770752,-71.24924,,2016-11-28,Ville de Québec
100031996,8e avenue,cyclistes,2,46.827045,-71.22437,2016-06-22,2016-07-04,Ville de Québec
100031863,Boulevard Montmorency,cyclistes,2,46.83205179,-71.21631368,2016-10-03,2016-06-21,Ville de Québec
100033106,Chemin Ste-Foy direction Est,cyclistes,2,46.79697,-71.249435,2016-08-17,2016-09-09,Ville de Québec
100033107,Chemin Ste-Foy direction Ouest,cyclistes,2,46.79666,-71.25029,2016-08-17,2016-09-09,Ville de Québec
100030778,Compteur mobile 80,cyclistes,2,46.813793,-71.227264,2016-06-06,2016-10-14,Ville de Québec
100030779,Compteur mobile 81,cyclistes,2,,,2016-06-07,2016-10-04,Ville de Québec
100031897,Dalhousie,cyclistes,2,46.815918,-71.20203,2016-06-07,2016-06-22,Ville de Québec
100032654,du Pont,cyclistes,2,46.817516,-71.22233,2016-07-21,2016-10-04,Ville de Québec
100030776,Einstein,cyclistes,4,46.79517295,-71.29138794,2016-05-26,2017-02-01,Ville de Québec
100032891,Grande Allée direction Est,cyclistes,2,46.791744,-71.24175,2016-08-03,2016-08-17,Ville de Québec
100032892,Grande Allée direction Ouest,cyclistes,2,46.7919,-71.24181,2016-08-03,2016-08-17,Ville de Québec
100034028,Montmagny,cyclistes,2,46.80820394,-71.24335781,,2016-10-14,Ville de Québec
100032796,Parc Technologique,cyclistes,2,46.798687,-71.31499,2016-07-18,2016-08-01,Ville de Québec
100032157,Pierre-Bertrand,cyclistes,2,46.82209,-71.2704,2016-07-04,2016-07-18,Ville de Québec
100030775,Raymond-Casgrain / Louis-Fréchette,cyclistes,4,46.795513,-71.24815,2016-05-26,2017-02-01,Ville de Québec
100030777,Rivière St-Charles,cyclistes,4,46.8155715,-71.24018515,2016-05-26,2017-02-01,Ville de Québec
100032158,Saint-Joseph E,cyclistes,2,46.81504,-71.22199,2016-07-06,2016-07-21,Ville de Québec
100032011,Saint-Joseph O,cyclistes,2,46.81331,-71.22732,2016-06-21,2016-06-30,Ville de Québec
