Caracteristique,Valeur,Nb_menages,Nb_adultes,Nb_enfants,Nb_prestataires,Prestation_totale_versee,Prestations_de_base,Alloc_CTE,Alloc_mixte,Alloc_SS,Prest_base_Heberges
Programme,Programme d'aide sociale,143170,155573,61776,217349,109200848.93,92371,48994,1805,0,0
Programme,Programme de solidarité sociale,122664,128978,7856,136834,132868370.96,0,0,0,120376,2288
Situation familiale,Personnes seules,218545,218545,0,218545,195594297.94,71571,34041,0,110645,2288
Situation familiale,Couples sans enfants,8985,17970,0,17970,10970264.198,2071,978,1308,4628,0
Situation familiale,Familles monoparentales,28347,28347,47727,76074,23852382.647,12193,12759,0,3395,0
Situation familiale,Couples avec enfants,9732,19464,21905,41369,11589584.159,6371,1178,497,1686,0
Situation familiale,Conjoint d'étudiant,225,225,0,225,62690.949997,165,38,0,22,0
Type de résidence,Locataire,112332,124874,44808,169682,100981693.55,41646,25138,1137,44411,0
Type de résidence,Locataire HLM ou coopérative,33631,36628,15393,52021,31166799.135,8539,8105,286,16701,0
Type de résidence,Chambreur ou pensionnaire,105027,106800,7245,114045,97735845.788,37475,13197,215,54140,0
Type de résidence,Temporairement sans adresse,3481,3489,14,3503,2870868.0497,2171,480,0,830,0
Type de résidence,Propriété,8084,9481,2172,11653,7196045.2883,1549,2074,167,4294,0
Type de résidence,En hébergement,3279,3279,0,3279,2117968.0894,991,0,0,0,2288
Région,01 - Bas-Saint-Laurent,6339,6758,989,7747,5972470.9191,1434,1138,28,3734,5
Région,02 - Saguenay - Lac-St-Jean,8789,9265,1429,10694,8140746.8889,2612,1692,53,4430,2
Région,03 - Capitale-Nationale,16833,17562,2905,20467,15425553.608,4900,3090,69,8766,8
Région,04 - Mauricie,12288,12976,2833,15809,11214254.249,4329,2363,72,5514,10
Région,05 - Estrie,11392,12134,2730,14864,10652847.278,3556,2042,60,5717,17
Région,06 - Île-de-Montréal,84878,93351,29204,122555,76197539.146,38686,15809,738,29626,19
Région,07 - Outaouais,12761,13550,3975,17525,11420683.489,4542,2586,67,5564,2
Région,08 - Abitibi-Témiscamingue,4162,4383,861,5244,3796425.2095,1278,775,15,2093,1
Région,09 - Côte-Nord,2168,2267,433,2700,1968172.9698,644,418,6,1099,1
Région,10 - Nord-du-Québec,989,1050,362,1412,822227.58993,512,159,1,317,0
Région,11 - Gaspésie - Îles-de-la-Madeleine,3541,3825,564,4389,3373917.7595,822,626,36,2057,0
Région,12 - Chaudières-Appalaches,8540,8955,1454,10409,7989081.0589,2140,1401,36,4958,5
Région,13 - Laval,9076,9912,2512,12424,8555332.8891,2654,1893,166,4357,6
Région,14 - Lanaudière,13713,14580,3728,18308,12300241.218,4388,2973,102,6242,8
Région,15 - Laurentides,15963,16828,3657,20485,14509538.788,5009,3390,88,7467,9
Région,16 - Montérégie,38478,40703,10069,50772,35288032.636,12130,7098,233,18993,24
Région,17 - Centre-du-Québec,8209,8656,1906,10562,7510034.1389,2728,1540,35,3897,9
Région,99 - Central,7715,7796,21,7817,6932120.0595,7,1,0,5545,2162
Clientèle supplémentée,Allocations_aide_emploi,3309,3387,2650,6037,2525893.3198,2585,170,3,547,4
Clientèle supplémentée,Allocations_soutien,2793,2793,302,3095,3049269.6897,722,24,0,2044,3
Clientèle supplémentée,Revenus_travail,11355,11431,4938,16369,8515636.9375,4910,2816,181,3444,4
Clientèle supplémentée,Prestations_assurance_emploi,502,505,149,654,278917.88995,194,182,4,122,0
Clientèle supplémentée,Contribution_parentale,105,105,0,105,48062.72,61,44,0,0,0
Clientèle supplémentée,Pension_alimentaire,8744,8749,14575,23324,7010555.6686,3508,3672,30,1533,1
Clientèle supplémentée,RRQ_invalidite,11935,11959,619,12578,5246224.8754,0,0,0,11924,11
Clientèle supplémentée,RRQ_retraite,33026,33652,1361,35013,28762891.105,50,15541,763,16420,252
Clientèle supplémentée,Alternative_jeunesse,0,,0,,0,0,0,0,0,0
Clientèle supplémentée,Revenus_autres,12232,12044,1938,13982,10223088.667,1709,1826,146,8538,13
Clientèle supplémentée,Total_distinct,76556,77886,23639,101525,60829401.646,12812,22024,939,40493,288
