Caracteristique,Valeur,Nb_menages,Nb_adultes,Nb_enfants,Nb_prestataires,Prestation_totale_versee,Prestations_de_base,Alloc_CTE,Alloc_mixte,Alloc_SS,Prest_base_Heberges
Programme,Programme d'aide sociale,145574,158096,61987,220083,111834607.59,93515,50208,1851,0,0
Programme,Programme de solidarité sociale,122750,129000,7824,136824,132917198.59,0,0,0,120528,2222
Situation familiale,Personnes seules,220848,220848,0,220848,197717545.89,72808,34965,0,110853,2222
Situation familiale,Couples sans enfants,9010,18020,0,18020,11051335.118,2102,969,1350,4589,0
Situation familiale,Familles monoparentales,28457,28457,47829,76286,24141046.687,12018,13041,0,3398,0
Situation familiale,Couples avec enfants,9762,19524,21982,41506,11770943.719,6410,1190,501,1661,0
Situation familiale,Conjoint d'étudiant,247,247,0,247,70934.769998,177,43,0,27,0
Type de résidence,Locataire,112878,125523,44978,170501,101799987.96,41902,25621,1162,44193,0
Type de résidence,Locataire HLM ou coopérative,33773,36789,15586,52375,31338788.995,8534,8205,294,16740,0
Type de résidence,Chambreur ou pensionnaire,106923,108625,7047,115672,99419311.388,38495,13746,215,54467,0
Type de résidence,Temporairement sans adresse,3545,3554,26,3580,2955217.5698,2188,522,0,835,0
Type de résidence,Propriété,8162,9562,2174,11736,7265503.1284,1575,2114,180,4293,0
Type de résidence,En hébergement,3043,3043,0,3043,1972997.1495,821,0,0,0,2222
Région,01 - Bas-Saint-Laurent,6411,6829,1019,7848,6037826.0092,1487,1167,28,3728,1
Région,02 - Saguenay - Lac-St-Jean,8923,9399,1451,10850,8244531.119,2695,1726,54,4447,1
Région,03 - Capitale-Nationale,16956,17689,2934,20623,15639644.808,4988,3160,67,8733,8
Région,04 - Mauricie,12358,13043,2851,15894,11298695.319,4334,2412,80,5523,9
Région,05 - Estrie,11451,12203,2720,14923,10684836.039,3587,2079,62,5705,18
Région,06 - Île-de-Montréal,85645,94133,29142,123275,77271761.236,39089,16161,763,29608,24
Région,07 - Outaouais,12881,13658,4020,17678,11606317.819,4580,2678,65,5557,1
Région,08 - Abitibi-Témiscamingue,4169,4396,875,5271,3813228.0896,1261,810,16,2080,2
Région,09 - Côte-Nord,2180,2279,430,2709,1980862.8398,663,421,6,1090,0
Région,10 - Nord-du-Québec,997,1057,366,1423,833820.14994,505,169,1,322,0
Région,11 - Gaspésie - Îles-de-la-Madeleine,3556,3843,582,4425,3382217.2496,825,639,37,2055,0
Région,12 - Chaudières-Appalaches,8610,9018,1478,10496,8039233.179,2205,1427,36,4940,2
Région,13 - Laval,9234,10090,2538,12628,8668665.8491,2764,1931,167,4370,2
Région,14 - Lanaudière,13805,14665,3743,18408,12440335.879,4391,3051,107,6254,2
Région,15 - Laurentides,16162,17045,3665,20710,14619788.368,5083,3490,94,7487,8
Région,16 - Montérégie,38786,41017,10039,51056,35550030.746,12244,7298,235,18980,29
Région,17 - Centre-du-Québec,8320,8768,1932,10700,7544153.549,2810,1581,33,3889,7
Région,99 - Central,7880,7964,26,7990,7095857.9394,4,8,0,5760,2108
Clientèle supplémentée,Allocations_aide_emploi,2882,2951,2372,5323,2279728.9399,2276,106,1,496,3
Clientèle supplémentée,Allocations_soutien,2771,2771,288,3059,3025571.5197,702,23,0,2045,1
Clientèle supplémentée,Revenus_travail,10767,10841,4581,15422,8626422.1481,4651,2588,180,3342,6
Clientèle supplémentée,Prestations_assurance_emploi,490,493,124,617,301016.35996,218,137,5,130,0
Clientèle supplémentée,Contribution_parentale,134,134,0,134,57970.519997,86,48,0,0,0
Clientèle supplémentée,Pension_alimentaire,8573,8578,14317,22895,6933728.2587,3383,3676,26,1487,1
Clientèle supplémentée,RRQ_invalidite,11978,12001,629,12630,5273061.9754,0,0,0,11967,11
Clientèle supplémentée,RRQ_retraite,33132,33777,1370,35147,28863105.875,48,15603,786,16446,249
Clientèle supplémentée,Alternative_jeunesse,0,,0,,0,0,0,0,0,0
Clientèle supplémentée,Revenus_autres,11946,11765,1792,13557,9948769.8074,1609,1759,140,8428,10
Clientèle supplémentée,Total_distinct,75532,76855,22884,99739,60577170.427,12148,21824,959,40320,281
