Caracteristique,Valeur,Nb_menages,Nb_adultes,Nb_enfants,Nb_prestataires,Prestation_totale_versee,Prestations_de_base,Alloc_CTE,Alloc_mixte,Alloc_SS,Prest_base_Heberges
Programme,Programme d'aide sociale,130708,141535,56331,197866,104054034.25,82566,46414,1728,0,0
Programme,Programme de solidarité sociale,119614,125528,7473,133001,130235180.98,0,0,0,117462,2152
Situation familiale,Personnes seules,207078,207078,0,207078,187568138.94,64523,32124,0,108279,2152
Situation familiale,Couples sans enfants,8279,16558,0,16558,10253725.899,1782,892,1267,4338,0
Situation familiale,Familles monoparentales,26294,26294,44490,70784,25003337.407,10720,12329,0,3245,0
Situation familiale,Couples avec enfants,8462,16924,19314,36238,11404896.169,5382,1043,461,1576,0
Situation familiale,Conjoint d'étudiant,209,209,0,209,59116.819998,159,26,0,24,0
Type de résidence,Locataire,104466,115727,40972,156699,97484870.437,36975,23617,1078,42796,0
Type de résidence,Locataire HLM ou coopérative,32500,35297,14710,50007,31213258.025,7890,7918,284,16408,0
Type de résidence,Chambreur ou pensionnaire,99749,101156,6129,107285,94250350.489,33691,12565,208,53285,0
Type de résidence,Temporairement sans adresse,3289,3298,15,3313,2770949.6398,1997,456,0,836,0
Type de résidence,Propriété,7520,8787,1978,10765,6910578.2284,1367,1858,158,4137,0
Type de résidence,En hébergement,2798,2798,0,2798,1659208.4196,646,0,0,0,2152
Région,01 - Bas-Saint-Laurent,5967,6343,934,7277,5754330.6792,1271,1075,28,3593,0
Région,02 - Saguenay - Lac-St-Jean,8249,8665,1283,9948,7780514.859,2296,1568,48,4333,4
Région,03 - Capitale-Nationale,15982,16654,2698,19352,15069402.498,4404,2926,68,8581,3
Région,04 - Mauricie,11605,12243,2693,14936,10845959.169,3882,2247,69,5400,7
Région,05 - Estrie,10811,11527,2554,14081,10294287.709,3213,1931,64,5584,19
Région,06 - Île-de-Montréal,78403,85730,26004,111734,72996457.197,33993,14917,718,28763,12
Région,07 - Outaouais,12215,12927,3804,16731,11266089.649,4200,2517,60,5437,1
Région,08 - Abitibi-Témiscamingue,3900,4102,783,4885,3642463.2295,1157,708,14,2020,1
Région,09 - Côte-Nord,2051,2145,397,2542,1908871.6698,582,398,7,1064,0
Région,10 - Nord-du-Québec,971,1024,365,1389,835191.66994,491,166,0,314,0
Région,11 - Gaspésie - Îles-de-la-Madeleine,3346,3607,542,4149,3263179.1996,698,604,29,2015,0
Région,12 - Chaudières-Appalaches,8082,8459,1316,9775,7700687.499,1932,1278,32,4834,6
Région,13 - Laval,8660,9445,2367,11812,8386274.6592,2433,1808,166,4250,3
Région,14 - Lanaudière,12866,13668,3451,17119,11918543.749,3880,2756,102,6124,4
Région,15 - Laurentides,15240,16038,3467,19505,14090523.458,4620,3226,81,7302,11
Région,16 - Montérégie,36656,38688,9369,48057,34630608.836,10991,6838,208,18603,16
Région,17 - Centre-du-Québec,7790,8191,1763,9954,7250341.619,2520,1448,34,3784,4
Région,99 - Central,7528,7607,14,7621,6655487.8894,3,3,0,5461,2061
Clientèle supplémentée,Allocations_aide_emploi,2153,2199,1786,3985,1825691.2599,1666,71,0,414,2
Clientèle supplémentée,Allocations_soutien,2192,2192,191,2383,2468869.8598,523,22,0,1645,2
Clientèle supplémentée,Revenus_travail,7948,7998,3178,11176,6426634.7684,3212,1922,128,2682,4
Clientèle supplémentée,Prestations_assurance_emploi,216,220,69,289,99916.289982,66,35,2,113,0
Clientèle supplémentée,Contribution_parentale,112,112,0,112,51586.129999,73,39,0,0,0
Clientèle supplémentée,Pension_alimentaire,8099,8107,13578,21685,7435035.5088,3127,3530,21,1421,0
Clientèle supplémentée,RRQ_invalidite,11684,11706,603,12309,5188575.7055,0,0,0,11674,10
Clientèle supplémentée,RRQ_retraite,32021,32599,1285,33884,28208595.206,47,14885,703,16146,240
Clientèle supplémentée,Alternative_jeunesse,0,,0,,0,0,0,0,0,0
Clientèle supplémentée,Revenus_autres,11315,11137,1679,12816,9661478.0975,1407,1681,132,8086,9
Clientèle supplémentée,Total_distinct,69623,70755,20245,91000,57202033.888,9515,20417,846,38579,266
