Caracteristique,Valeur,Nb_menages,Nb_adultes,Nb_enfants,Nb_prestataires,Prestation_totale_versee,Prestations_de_base,Alloc_CTE,Alloc_mixte,Alloc_SS,Prest_base_Heberges
Programme,Programme d'aide sociale,134427,145664,57693,203357,103777685.22,84101,48536,1790,0,0
Programme,Programme de solidarité sociale,120283,126241,7487,133728,130606092.54,0,0,0,118150,2133
Situation familiale,Personnes seules,210497,210497,0,210497,190335908.78,65633,33825,0,108906,2133
Situation familiale,Couples sans enfants,8445,16890,0,16890,10430179.938,1846,914,1301,4384,0
Situation familiale,Familles monoparentales,26803,26803,45276,72079,22913998.067,10856,12684,0,3263,0
Situation familiale,Couples avec enfants,8750,17500,19904,37404,10641713.569,5607,1080,489,1574,0
Situation familiale,Conjoint d'étudiant,215,215,0,215,61977.409998,159,33,0,23,0
Type de résidence,Locataire,105999,117572,41792,159364,96464183.927,37335,24523,1121,43020,0
Type de résidence,Locataire HLM ou coopérative,32736,35564,14893,50457,30504133.275,7898,8103,291,16444,0
Type de résidence,Chambreur ou pensionnaire,102204,103697,6474,110171,96093261.369,34829,13478,212,53685,0
Type de résidence,Temporairement sans adresse,3345,3353,25,3378,2804582.8898,2020,494,0,831,0
Type de résidence,Propriété,7653,8946,1996,10942,6901746.9984,1379,1938,166,4170,0
Type de résidence,En hébergement,2773,2773,0,2773,1615869.3096,640,0,0,0,2133
Région,01 - Bas-Saint-Laurent,6051,6434,944,7378,5764462.0492,1285,1107,27,3631,1
Région,02 - Saguenay - Lac-St-Jean,8398,8832,1322,10154,7848587.299,2322,1656,53,4364,3
Région,03 - Capitale-Nationale,16216,16899,2767,19666,15079343.078,4464,3075,69,8603,5
Région,04 - Mauricie,11802,12447,2737,15184,10909695.789,3947,2330,74,5444,7
Région,05 - Estrie,10991,11700,2561,14261,10329667.109,3252,2048,68,5605,18
Région,06 - Île-de-Montréal,80279,87935,26863,114798,72963967.467,35034,15537,736,28959,13
Région,07 - Outaouais,12392,13122,3830,16952,11285496.639,4232,2620,61,5477,2
Région,08 - Abitibi-Témiscamingue,3950,4154,794,4948,3642874.7996,1164,747,16,2021,2
Région,09 - Côte-Nord,2082,2177,407,2584,1910293.2298,595,411,6,1070,0
Région,10 - Nord-du-Québec,990,1049,389,1438,832915.68994,503,171,1,315,0
Région,11 - Gaspésie - Îles-de-la-Madeleine,3398,3667,553,4220,3289407.0095,714,625,31,2028,0
Région,12 - Chaudières-Appalaches,8219,8592,1342,9934,7729553.269,1977,1354,34,4850,4
Région,13 - Laval,8833,9629,2391,12020,8379920.1492,2493,1889,167,4280,4
Région,14 - Lanaudière,13029,13835,3484,17319,11864148.729,3890,2905,103,6126,5
Région,15 - Laurentides,15381,16181,3461,19642,14035135.428,4587,3386,90,7310,8
Région,16 - Montérégie,37224,39285,9531,48816,34545339.846,11126,7127,221,18733,17
Région,17 - Centre-du-Québec,7890,8301,1789,10090,7231493.7191,2512,1544,33,3798,3
Région,99 - Central,7585,7666,15,7681,6741476.4695,4,4,0,5536,2041
Clientèle supplémentée,Allocations_aide_emploi,2458,2517,2058,4575,1979702.0399,1890,105,2,459,2
Clientèle supplémentée,Allocations_soutien,2484,2484,266,2750,2767994.3498,615,25,0,1842,2
Clientèle supplémentée,Revenus_travail,8027,8075,3244,11319,6389080.7285,3276,2017,128,2602,4
Clientèle supplémentée,Prestations_assurance_emploi,261,266,50,316,133327.69997,70,48,1,142,0
Clientèle supplémentée,Contribution_parentale,119,119,0,119,54528.409998,64,55,0,0,0
Clientèle supplémentée,Pension_alimentaire,8190,8197,13717,21914,6668562.2588,3111,3628,20,1431,0
Clientèle supplémentée,RRQ_invalidite,11772,11795,595,12390,5177949.9855,0,0,0,11761,11
Clientèle supplémentée,RRQ_retraite,32218,32815,1284,34099,28288851.716,46,15006,726,16202,238
Clientèle supplémentée,Alternative_jeunesse,0,,0,,0,0,0,0,0,0
Clientèle supplémentée,Revenus_autres,11448,11270,1684,12954,9657189.8475,1416,1721,141,8158,12
Clientèle supplémentée,Total_distinct,70656,71832,20717,92549,56912430.958,9836,20787,875,38890,268
