Caracteristique,Valeur,Nb_menages,Nb_adultes,Nb_enfants,Nb_prestataires,Prestation_totale_versee,Prestations_de_base,Alloc_CTE,Alloc_mixte,Alloc_SS,Prest_base_Heberges
Programme,Programme d'aide sociale,143172,155632,62483,218115,106038075.44,92710,48650,1812,0,0
Programme,Programme de solidarité sociale,123049,129474,7967,137441,125518680.33,0,0,0,120908,2141
Situation familiale,Personnes seules,218414,218414,0,218414,185892287.3,71259,34013,0,111001,2141
Situation familiale,Couples sans enfants,9059,18118,0,18118,10786620.978,2035,992,1320,4712,0
Situation familiale,Familles monoparentales,28673,28673,48257,76930,23388383.727,12861,12352,0,3460,0
Situation familiale,Couples avec enfants,9826,19652,22193,41845,11424088.109,6372,1249,492,1713,0
Situation familiale,Conjoint d'étudiant,249,249,0,249,65375.659997,183,44,0,22,0
Type de résidence,Locataire,113945,126641,45452,172093,98065055.685,42670,25109,1144,45022,0
Type de résidence,Locataire HLM ou coopérative,33387,36466,15440,51906,29467636.355,8542,7930,296,16619,0
Type de résidence,Chambreur ou pensionnaire,104105,105777,7333,113110,92276705.539,36746,13061,205,54093,0
Type de résidence,Temporairement sans adresse,3466,3476,16,3492,2775395.1898,2166,463,1,836,0
Type de résidence,Propriété,8195,9623,2209,11832,6979969.8083,1604,2087,166,4338,0
Type de résidence,En hébergement,3123,3123,0,3123,1991993.1997,982,0,0,0,2141
Région,01 - Bas-Saint-Laurent,6390,6818,992,7810,5714068.2691,1478,1106,23,3782,1
Région,02 - Saguenay - Lac-St-Jean,8854,9347,1453,10800,7791897.3289,2626,1684,57,4484,3
Région,03 - Capitale-Nationale,16924,17684,2959,20643,14711036.488,5014,3013,72,8819,6
Région,04 - Mauricie,12383,13088,2883,15971,10704564.889,4413,2337,73,5546,14
Région,05 - Estrie,11379,12140,2722,14862,10154341.059,3550,2024,65,5724,16
Région,06 - Île-de-Montréal,84787,93195,29580,122775,73054363.217,38157,15913,752,29941,24
Région,07 - Outaouais,12784,13604,4009,17613,11010324.839,4615,2538,68,5558,5
Région,08 - Abitibi-Témiscamingue,4095,4314,824,5138,3575969.0395,1216,746,15,2117,1
Région,09 - Côte-Nord,2172,2271,414,2685,1902817.6697,631,409,6,1125,1
Région,10 - Nord-du-Québec,994,1053,379,1432,792911.31993,503,172,2,317,0
Région,11 - Gaspésie - Îles-de-la-Madeleine,3592,3891,580,4471,3287642.2295,853,618,39,2081,1
Région,12 - Chaudières-Appalaches,8566,8992,1493,10485,7644548.6589,2170,1372,39,4981,4
Région,13 - Laval,9221,10081,2614,12695,8314478.7291,2810,1886,169,4354,2
Région,14 - Lanaudière,13753,14622,3748,18370,11810574.628,4467,2922,100,6259,5
Région,15 - Laurentides,16063,16950,3737,20687,13870779.248,5077,3380,92,7505,9
Région,16 - Montérégie,38600,40850,10185,51035,33742357.276,12376,7003,208,18981,32
Région,17 - Centre-du-Québec,8246,8707,1857,10564,7212327.4689,2748,1524,32,3935,7
Région,99 - Central,7418,7499,21,7520,6261753.4196,6,3,0,5399,2010
Clientèle supplémentée,Allocations_aide_emploi,3346,3431,2721,6152,2493565.4798,2722,151,3,466,4
Clientèle supplémentée,Allocations_soutien,2751,2751,282,3033,2822133.2497,711,17,0,2019,4
Clientèle supplémentée,Revenus_travail,11976,12049,5057,17106,8581689.5175,5452,2867,188,3464,5
Clientèle supplémentée,Prestations_assurance_emploi,484,486,164,650,279095.09994,199,157,8,120,0
Clientèle supplémentée,Contribution_parentale,91,91,0,91,43013.149998,56,35,0,0,0
Clientèle supplémentée,Pension_alimentaire,9393,9398,15386,24784,7301958.2785,3936,3712,26,1718,1
Clientèle supplémentée,RRQ_invalidite,11947,11972,604,12576,4683537.8856,0,0,0,11939,8
Clientèle supplémentée,RRQ_retraite,33241,33862,1401,35263,27486337.275,50,15751,777,16421,242
Clientèle supplémentée,Alternative_jeunesse,0,,0,,0,0,0,0,0,0
Clientèle supplémentée,Revenus_autres,11994,11795,1902,13697,9432464.2774,1665,1722,135,8461,11
Clientèle supplémentée,Total_distinct,77775,79122,24538,103660,58560667.426,13751,22180,949,40620,275
