Caracteristique,Valeur,Nb_menages,Nb_adultes,Nb_enfants,Nb_prestataires,Prestation_totale_versee,Prestations_de_base,Alloc_CTE,Alloc_mixte,Alloc_SS,Prest_base_Heberges
Programme,Programme d'aide sociale,153414,166957,67942,234899,109638013.25,100022,51522,1870,0,0
Programme,Programme de solidarité sociale,125304,131989,8147,140136,119700449.16,0,0,0,122953,2351
Situation familiale,Personnes seules,227358,227358,0,227358,182807248.09,76888,35460,0,112659,2351
Situation familiale,Couples sans enfants,9503,19006,0,19006,10955357.438,2109,1115,1337,4942,0
Situation familiale,Familles monoparentales,30786,30786,51568,82354,23470824.476,13651,13557,0,3578,0
Situation familiale,Couples avec enfants,10725,21450,24521,45971,12023690.759,7098,1351,533,1743,0
Situation familiale,Conjoint d'étudiant,346,346,0,346,81341.649998,276,39,0,31,0
Type de résidence,Locataire,122654,136448,50218,186666,100057847.56,47540,27433,1175,46506,0
Type de résidence,Locataire HLM ou coopérative,33612,36826,16088,52914,28059239.285,8845,8000,295,16472,0
Type de résidence,Chambreur ou pensionnaire,107008,108599,7318,115917,89529334.1,38762,13380,209,54657,0
Type de résidence,Temporairement sans adresse,3234,3243,21,3264,2488758.7798,2047,430,0,757,0
Type de résidence,Propriété,8857,10477,2444,12921,7185746.7882,1826,2279,191,4561,0
Type de résidence,En hébergement,3353,3353,0,3353,2017535.8999,1002,0,0,0,2351
Région,01 - Bas-Saint-Laurent,6750,7223,1076,8299,5698808.2191,1664,1175,41,3869,1
Région,02 - Saguenay - Lac-St-Jean,9471,10021,1724,11745,7844715.2889,3012,1816,45,4595,3
Région,03 - Capitale-Nationale,18058,18927,3373,22300,14896154.318,5672,3277,82,9019,8
Région,04 - Mauricie,13037,13802,3105,16907,10596833.479,4718,2546,74,5692,7
Région,05 - Estrie,11891,12724,2900,15624,10008723.949,3867,2099,72,5833,20
Région,06 - Île-de-Montréal,87850,96543,31301,127844,72290352.118,39786,16747,744,30550,23
Région,07 - Outaouais,13455,14373,4345,18718,10867560.049,5039,2731,69,5615,1
Région,08 - Abitibi-Témiscamingue,4294,4549,917,5466,3512571.9695,1314,776,12,2191,1
Région,09 - Côte-Nord,2341,2453,468,2921,1916438.0597,747,450,7,1137,0
Région,10 - Nord-du-Québec,1019,1075,425,1500,777496.53993,515,188,2,314,0
Région,11 - Gaspésie - Îles-de-la-Madeleine,3825,4177,688,4865,3305888.0995,914,740,42,2129,0
Région,12 - Chaudières-Appalaches,8932,9398,1550,10948,7470548.8388,2330,1478,48,5069,7
Région,13 - Laval,9667,10610,2941,13551,8240383.099,3174,1951,184,4357,1
Région,14 - Lanaudière,14466,15415,4020,19435,11643401.248,5003,3063,91,6298,11
Région,15 - Laurentides,16895,17859,4014,21873,13757683.228,5589,3571,103,7624,8
Région,16 - Montérégie,40354,42789,11133,53922,33426844.666,13598,7319,221,19198,18
Région,17 - Centre-du-Québec,8668,9184,2082,11266,7133666.0089,3070,1590,33,3967,8
Région,99 - Central,7745,7824,27,7851,5950393.2396,10,5,0,5496,2234
Clientèle supplémentée,Allocations_aide_emploi,4303,4447,3764,8211,3109114.8898,3597,201,3,498,4
Clientèle supplémentée,Allocations_soutien,2882,2882,340,3222,2776446.7898,794,18,0,2061,9
Clientèle supplémentée,Revenus_travail,12478,12542,5558,18100,8436828.9574,6102,3151,207,3013,5
Clientèle supplémentée,Prestations_assurance_emploi,555,557,143,700,287502.53995,227,186,13,129,0
Clientèle supplémentée,Contribution_parentale,447,447,0,447,188735.42999,353,94,0,0,0
Clientèle supplémentée,Pension_alimentaire,8356,8365,13886,22251,5419768.9474,3460,3437,20,1438,1
Clientèle supplémentée,RRQ_invalidite,12154,12173,573,12746,4234462.026,0,0,0,12148,6
Clientèle supplémentée,RRQ_retraite,33652,34309,1334,35643,26272098.825,35,16317,803,16234,263
Clientèle supplémentée,Alternative_jeunesse,0,,0,,0,0,0,0,0,0
Clientèle supplémentée,Revenus_autres,12047,11851,1833,13684,8860448.1175,1680,1683,133,8535,16
Clientèle supplémentée,Total_distinct,79746,81186,24649,105835,55577738.135,15173,22849,981,40441,302
