ID,MUNID,ARRID,CIV,GENERIQUE,SPECIFIQUE,COMPLET,FONCIER,PROPRIETAI,PROPRIET0,ADR_PROP,ADR_PROP0,ADR_PROP1,BATIMENT,TERRAIN,REGL_USAGE,HAUTEUR,ETAGES,DENSITE,REGL_IMPLA,PAYSAGE,PATRIMOINE,PATRIMOI0,IMMEUBLE,QUARTIER,A500_METRO,DESCRIPTIO,Coord_X,Coord_Y,LONGITUDE,LATITUDE
22.000000000000000,66023.000000000000000,Rem19,"1037",rue,De Bleury,1037 rue De Bleury,"17029450",KARKA REALTIES INC.,,85 RUE SAINTE-CATHERINE E,MONTREAL QC,H2X1K5,85700.000000000000000,871100.000000000000000,M.3A,16.000000000000000,S.O.,"12","100",St-James--St-Patrick,L'édifice de la Unity Building et L'église de la Mission-Catholique-Chinoise-du-Saint-Esprit,Aire de protection,non,Quartier des affaires,oui,"Situé dans le Quartier des affaires, le site est desservi par les stations de métro Place d'Armes et Square-Victoria. Il est à 100 mètres du Palais des congrès et tout près du Quartier des spectacles et du Vieux-Montréal.",299930.142949320026673,5040508.860728000290692,-73.562319000000002,45.504483999999998
27.000000000000000,66023.000000000000000,Rem19,"1092",rue,Clark,1092 rue Clark,"17109960",VILLE DE MONTREAL,,303 RUE NOTRE-DAME E 3.500,MONTRÉAL QC,H2Y3Y8,1298800.000000000000000,459900.000000000000000,M.6C,16.000000000000000,S.O.,"6","100",Centre-Ville,Le Monument-National,Aire de protection,non,Quartier chinois,oui,"Situé au voisinage du Quartier des spectacles, le site est desservi par les stations de métro Place d'Armes, Champs-de-Mars et Saint-Laurent. Il est avantagé en services grâce à la proximité du Complexe Desjardins et du Quartier chinois.",300024.437732580001466,5040885.737113099545240,-73.561115999999998,45.507876000000003
17.000000000000000,66023.000000000000000,Rem19,"1162",rue,Saint-Antoine Ouest,1162 rue Saint-Antoine Ouest,"13100675",4410122 CANADA INC.,,1180 RUE SAINT-ANTOINE O 201,MONTREAL QC,H3C1B4,463000.000000000000000,1275000.000000000000000,M.4C,30.000000000000000,S.O.,"6","100",Centre-Ville,S.O.,S.O.,non,Quartier des affaires,oui,"Localisé à proximité du Centre Bell et de la Place du Canada, le site est desservi par les stations de métro Lucien-L'Allier et Bonaventure ainsi que par le train de banlieue. Il a facilement accès à l'autoroute Bonaventure.",299513.206918529991526,5039537.026903299614787,-73.567644000000001,45.495736000000001
10.000000000000000,66023.000000000000000,Rem19,"1175",rue,Mackay,1175 rue Mackay,"26134700",COMPAGNIE D INVESTISSEMENT LES COURS DU ROI,,1231 SAINTE-CATHERINE O 503,MONTREAL QC,H3G1T5,170600.000000000000000,1685700.000000000000000,M.7C,44.000000000000000,S.O.,"6","85",Maisons en Rangées,S.O.,S.O.,non,PPU Des Grands Jardins,oui,"Localisé près de la Cité du commerce électronique,le site est desservi par les stations de métro Lucien-L'Allier et Guy-Concordia. L'université Concordia est située à proximité.",298946.275206009973772,5039467.290170599706471,-73.574897000000007,45.495103999999998
26.000000000000000,66023.000000000000000,Rem19,"1186",boulevard,Saint-Laurent,1186 boulevard Saint-Laurent,"17124925",GESTION SAINT-LAURENT ANGUS INC.,,2600 RUE WILLIAM-TREMBLAY  200,Montréal QC,H1Y3J2,40000.000000000000000,493200.000000000000000,M.9C,23.000000000000000,S.O.,"9","100",Boulevard Saint-Laurent,Le Monument-National,Aire de protection,non,PPU Quartier des spectacles,oui,"Situé dans le centre ville de Montréal, en plein Quartier des spectacles, sur une grande artère commerciale, le site est desservi par les stations de métro Place d'Armes, Champs-de-Mars et Saint-Laurent.",299898.345679430000018,5041017.749858199618757,-73.562730999999999,45.509062999999998
25.000000000000000,66023.000000000000000,Rem19,"1222",boulevard,Saint-Laurent,1222 boulevard Saint-Laurent,"17125500",GESTION SAINT-LAURENT ANGUS INC.,,2600 RUE WILLIAM-TREMBLAY  200,Montréal QC,H1Y3J2,77000.000000000000000,947000.000000000000000,M.9C,23.000000000000000,S.O.,"9","100",Boulevard Saint-Laurent,Le Monument-National,Aire de protection,non,PPU Quartier des spectacles,oui,"Situé dans le centre ville de Montréal, en plein Quartier des spectacles, sur une grande artère commerciale, le site est desservi par les stations de métro Place d'Armes, Champs-de-Mars et Saint-Laurent.",299845.473954389977735,5041052.683230799622834,-73.563407999999995,45.509377000000001
33.000000000000000,66023.000000000000000,Rem19,"1257",rue,Labelle,1257 rue Labelle,"20012500",SP IMMOBILIER INC.,,38 PL DU COMMERCE  10 512,VERDUN QC,H3E1T8,149100.000000000000000,149000.000000000000000,M.4C,16.000000000000000,"4","3","70",Centre-Ville,Le clocher de l'Église-de-Saint-Jacques,Aire de protection,non,PPU Quartier des spectacles,oui,"Situé  en plein Quartier latin, dans un secteur en redéveloppement, le site est à proximité de L'UQAM et du Quartier de la Santé. Il est desservi par la station Berri-UQAM.",300227.767045220010914,5041657.501622299663723,-73.558520999999999,45.514822000000002
34.000000000000000,66023.000000000000000,Rem19,"1263",rue,Labelle,1263 rue Labelle,"20012350",SP IMMOBILIER INC.,,38 PL DU COMMERCE  10 512,VERDUN QC,H3E1T8,587800.000000000000000,442900.000000000000000,M.4C,16.000000000000000,"4","3","70",Centre-Ville,Le clocher de l'Église-de-Saint-Jacques,Aire de protection,non,PPU Quartier des spectacles,oui,"Situé  en plein Quartier latin, dans un secteur en redéveloppement, le site est à proximité de L'UQAM et du Quartier de la Santé. Il est desservi par la station Berri-UQAM.",300214.025345699978061,5041666.402481700293720,-73.558696999999995,45.514901999999999
16.000000000000000,66023.000000000000000,Rem19,"1385",rue,Saint-Jacques,1385 rue Saint-Jacques,"13092650",DI SALVIO,JEAN,SUCCURSALE PLACE D'ARMES B902,MONTREAL QC,H2Y3J4,41500.000000000000000,71100.000000000000000,M.4A,16.000000000000000,S.O.,"3","70",Centre-Ville,S.O.,S.O.,non,S.O.,oui,"Situé près du centre ville de Montréal dans un secteur résidentiel, à proximité de l'ÉTS, l'emplacement est desservi par la station de métro Lucien-L'Allier.",299438.328678290010430,5039255.259700399823487,-73.568599000000006,45.493200000000002
11.000000000000000,66023.000000000000000,Rem19,"1395",avenue,Overdale,1395 avenue Overdale,"26019152",7912820 CANADA INC.,,3333 RUE JARRY E 202,Montréal QC,H1Z2E5,800000.000000000000000,22572800.000000000000000,M.3C,44.000000000000000,S.O.,6-9,"85",Centre-Ville,La maison Louis-Hippolyte-La Fontaine,Immeuble patrimonial cité,non,S.O.,oui,"Situé à l'ombre de la Cité du commerce électronique, à proximité de  l'université Concordia, le site est desservi par les stations de métro Lucien-L'Allier et Guy-Concordia.",299088.418488010007422,5039439.047443999908864,-73.573077999999995,45.494850999999997
