VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour juin 2019,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"ANGELY, MARION",1337332,20/06/2019,CENTRE PATRONAL DE SANTE ET SECURITE DU TRAVAIL DU QUEBEC (C P S S T Q ),,"1574,81",Service - Formation en développement interpersonnel/relationnel
,1353812,18/06/2019,L'EQUIPE COLLISION EXPERT INC.,,"1653,55",Conseiller en santé et sécurité
,1353799,18/06/2019,"NATHALIE FAUCHER, ARBITRE INC.",,"220,47",Avocat
,1353807,18/06/2019,"RICCI, TEASDALE HUISSIERS DE JUSTICE INC.",,"197,11",Huissier de justice
,1325396,11/06/2019,TOTALMED SOLUTIONS SANTE INC.,,"402,89",Médecin
"BAUDIN, CYRIL",1352685,12/06/2019,3289419 CANADA (COLLINS),,"254,97","Bottes, souliers et couvres-chaussure"
,1353442,17/06/2019,,,"461,32","Bottes, souliers et couvres-chaussure"
,1355897,28/06/2019,ADDISON ELECTRONIQUE MONTREAL,,"490,5",Ordinateur et accessoire
,1347071,25/06/2019,APSAM ASSOCIATION PARITAIRE SANTE & SECURITE AFFAIRES MUNICIPALES,,255,Service - Formation en développement organisationnel et technique
,1352851,13/06/2019,,,"130,8",Service - Formation en développement organisationnel et technique
,1349966,03/06/2019,CONSTRUCTION DJL INC,,"585,36","Asphalte, bitume"
,1354021,19/06/2019,C.P.U. DESIGN INC.,1164102,"582,86",Ordinateur et accessoire
,1354367,21/06/2019,ECO-COMPTEUR INC.,,"997,38",Conseiller - Étude de marché
,,21/06/2019,,,"2099,75",Conseiller - Étude de marché
,1355028,25/06/2019,ENNIS-FLINT,,"832,34",Peinture de signalisation
,1346893,10/06/2019,HILTI CANADA LTEE,,"186,22",Réparation/Entretien - Outil électrique
,1355625,27/06/2019,L'EMPREINTE IMPRIMERIE INC.,,"2276,83",Service - Impression
,1353481,17/06/2019,OLIVIER MONTULET,,"787,41",Service - Formation en développement organisationnel et technique
,1353337,14/06/2019,PRODUITS SANY,1048199,"146,63",Produits d'entretien ménager
,1352941,17/06/2019,RECYCLAGE NOTRE-DAME INC.,,"2157,94",Service - Enfouissement
,1355033,25/06/2019,SIGNEL SERVICES INC,,"164,83",Signalisation routière
"BEAUCHEMIN, SONIA",1354743,21/06/2019,TABASKO COMMUNICATIONS INC.,,"2099,74","Service - Infographie, graphisme"
,1354748,21/06/2019,THE SUBURBAN NEWSPAPER,,"892,39",Service - Placement média d'avis public
"BEDARD, LUCIE",1350097,04/06/2019,ALERTE COURRIER P.M.E.,,"104,99","Service - Postal, messagerie"
,1354374,20/06/2019,BEC FIN INTERNATIONAL INC.,,"220,74",Service - Traiteur
,1352105,11/06/2019,CUISINE-ATOUT ENTREPRISE D'INSERTION INC.,,"219,35",Service - Traiteur
,1350096,17/06/2019,LES EDITIONS YVON BLAIS INC,,"487,7","Guide, brochure et affiche"
,1321300,17/06/2019,"PAQUETTE & ASSOCIES, HUISSIERS DE JUSTICE S.E.N.C.R.L.",,"3149,62",Huissier de justice
"BOUTIN, PIERRE",1321491,21/06/2019,ABATTAGE D'ARBRES DES BASSE LAURENTIDES ENR.,,8399,"Service - Abattage, émondage, élagage"
,1318080,25/06/2019,BAU-VAL CMM,,"3958,03",Service - Traitement/valorisation de matériaux de construction
,1352001,10/06/2019,COMPUGEN INC.,1163246,"9651,12",Ordinateurs et accessoires
