VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour novembre 2019,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"ANGELY, MARION",1381935,21/11/2019,COMMISSION SCOLAIRE MARGUERITE-BOURGEOYS,,"880,32",Service - Formation en santé et sécurité 
,1381151,19/11/2019,CYCLONE SANTE INC.,,"262,47",Médecin 
,1359387,05/11/2019,GROUPE LE CORRE ET ASSOCIES INC.,,"4199,5",Service - Formation en développement interpersonnel/relationnel 
,1377903,04/11/2019,"HOULE, ANDRE",,500,Conseiller en relation de travail 
"BAUDIN, CYRIL",1381101,19/11/2019,ADDISON ELECTRONIQUE MONTREAL,,"630,79",Appareil électronique 
,1379138,08/11/2019,GROUPE TRIUM INC.,,"540,17",Vêtements de travail 
,1369526,11/11/2019,GROUPE YULI INC.,,"89,24",Frais de transport 
,1383686,29/11/2019,KOMUTEL INC,,"1032,8",Service - Téléphonie 
,1383524,28/11/2019,LES MATERIAUX DE CONSTRUCTION R. OLIGNY LTEE,,"365,35","Articles, accessoires et équipement de bureau "
,1383518,28/11/2019,MARTECH SIGNALISATION INC.,,"60,36",Carrosserie et finition intérieure pour matériel roulant 
,1382000,21/11/2019,MULTI-PRESSIONS L.C. INC.,,"379,96",Réparation/Entretien - Appareil d'entretien 
,1383516,28/11/2019,ONOMAT CANADA INC.,,"666,67",Outils manuels 
,1379776,12/11/2019,PRODUITS SANY,1048199,"1252,28",Équipement d'entretien manuel 
,1382646,26/11/2019,,,"433,54",Produits d'entretien ménager 
,1338545,08/11/2019,"RICCI, TEASDALE HUISSIERS DE JUSTICE INC.",,"1049,87",Huissier de justice 
,1379751,12/11/2019,TENAQUIP LIMITED,,"133,38",Outils à batterie 
,1379753,12/11/2019,,,"136,47",Outils électrique
,1383819,29/11/2019,,,"602,63",Accessoires vestimentaires 
,1378456,06/11/2019,U. CAYOUETTE INC.,,"897,49",Bois de construction 
"BEAUCHEMIN, SONIA",1379239,08/11/2019,BORIS BIBERDZIC,,"2177,02",Service - Artiste visuel 
,1378176,05/11/2019,CENTRE COMMUNAUTAIRE MONKLAND,,"273,93",Breuvage et nourriture 
,1379234,08/11/2019,CHAPITEAU MONTREAL INC.,,"1065,27",Location - Chapiteau 
,1375006,07/11/2019,ENSEIGNES BARBO INC.,,"629,92","Service - Infographie, graphisme "
,1361091,05/11/2019,MARGARET SANKEY,,"524,94",Traducteur 
,1322084,05/11/2019,MIDES PHOTOCOPIEURS & FAX,,"251,83","Réparation/Entretien - Photocopieur, télécopieur, imprimante et numériseur "
,1365318,05/11/2019,MONTREAL STENCIL INC,,"151,23","Articles, accessoires et équipement de bureau "
,1378218,05/11/2019,SHARP ELECTRONIQUE DU CANADA LTEE,,"4417,87","Photocopieur, télécopieur, imprimante et numériseur "
,1382502,25/11/2019,SOLUTIONS DE RECONNAISSANCE RIDEAU INC,,"3884,54",Cadeaux retraités 
,1354743,11/11/2019,TABASKO COMMUNICATIONS INC.,,"629,92","Service - Infographie, graphisme "
"BEDARD, LUCIE",1379259,11/11/2019,BEC FIN INTERNATIONAL INC.,,"248,03",Service - Traiteur 
,1361158,11/11/2019,SANIVAC,,"322,84",Toilette chimique 
,1377959,04/11/2019,TABASKO COMMUNICATIONS INC.,,"308,66",Matériel pour communication graphique 
"BOUTIN, PIERRE",1378951,07/11/2019,EQUIPEMENTS STINSON (QUEBEC) INC.,,"11758,59",Signalisation routière 
,1378930,07/11/2019,SIGNOSERVICE INC.,,"18534,41",Signalisation routière 
"CARRIER, RAYMOND",1381651,20/11/2019,9337-3397 QUEBEC INC.,,"3149,62",Matériel artistique 
,1381452,20/11/2019,AQUEST DESIGN,,"8116,59",Meuble 
,1322103,01/11/2019,ATRACKTIV MC,,"1406,83",Réparation/Entretien - Matériel artistique 
,1377672,01/11/2019,AUVITEC LTEE,,"1429,8",Équipement de scène 
,1381634,20/11/2019,BIBLIO RPL LTEE,,"774,6","Articles, accessoires et équipement de bureau "
,1320364,20/11/2019,BOO! DESIGN INC.,,"1837,28",Service - Impression 
,1383405,28/11/2019,BOO! DESIGN INC.,,"3611,57",Service - Impression 
,1381630,20/11/2019,BRAULT & BOUTHILLIER LTEE,,"2309,06",Matériel artistique 
,1383035,27/11/2019,COMPUGEN INC.,1163303,171,Ordinateur et accessoire 
,1381656,20/11/2019,C.P.U. DESIGN INC.,,"4829,63",Ordinateur et accessoire 
,1383448,28/11/2019,GIARD INC.,,"1620,04",Service – Impression
"CARRIER, RAYMOND",1322097,01/11/2019,GROUPE SECURITE C.L.B. INC.,,"64,18","Service - Agence de sécurité, gardiennage "
,1383447,28/11/2019,LES COUVRE-PLANCHERS SOLATHEQUE INC.,,"8734,95",Couvre-plancher 
,1382113,22/11/2019,LES DISTRIBUTIONS PIERRE LAROCHELLE INC.,,"339,48",Composante électronique 
,1356012,20/11/2019,LOCATION JEAN LEGARE LTEE,,"2440,43",Service - Transport de conteneur 
,1367500,05/11/2019,,,"48,65",Service - Transport de valeurs 
,1381636,20/11/2019,MAGASINS BEST BUY LTEE,,"6196,96",Ordinateur et accessoire 
