VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour juillet 2019,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"BAUDIN, CYRIL",1356726,04/07/2019,ACKLANDS - GRAINGER INC.,,"229,98",Équipement de protection
,1352851,09/07/2019,APSAM ASSOCIATION PARITAIRE SANTE & SECURITE AFFAIRES MUNICIPALES,,"98,08",Service - Formation en développement organisationnel et technique
,1356118,02/07/2019,,,840,Service - Formation en santé et sécurité
,1358007,10/07/2019,COMPAGNIE DE CHEMIN DE FER DU CANADIEN PACIFIQUE,,"1574,81",Matériel de construction
,1356732,04/07/2019,GIVESCO INC.,,"1551,51",Matériel de construction
,1356730,04/07/2019,HILTI CANADA LTEE,,"307,19",Accessoires et pièces de remplacement pour outil
,1356705,04/07/2019,JEAN GUGLIA & FILS ENR.,,"995,89",Outils électriques
,1356749,04/07/2019,,,"498,12",Outils électriques
,1319667,09/07/2019,LOCATION GAMMA INC.,,"4199,5",Outils manuels
,1356752,04/07/2019,NOVAFOR EQUIPEMENT INC.,,"501,84",Équipement contre les chutes
,1356754,04/07/2019,,,4878,Équipement de protection
,1356796,04/07/2019,,,"898,29",Accessoires et pièces de remplacement pour machinerie et équipement industriel
,1356409,03/07/2019,PRODUITS SANY,1048199,"297,74",Produits d'entretien ménager
,1356723,04/07/2019,REVOLUTION ENVIRONMENTAL SOLUTIONS LP,,"1878,81","Service - Décontamination, contrôle des odeurs"
,1356327,03/07/2019,STELEM,,"674,48",Réparation/Entretien - Machine et équipement de construction
,1356788,04/07/2019,,,"1916,02",Appareil électronique
,1357059,05/07/2019,,,"1207,36","Puisard, chambre de vanne, trou d'homme et regard"
,1357818,10/07/2019,VIA PREVENTION,,"125,98",Service - Formation en développement organisationnel et technique
"BEAUCHEMIN, SONIA",1357052,05/07/2019,BOO! DESIGN INC.,,"1049,87",Service - Impression
,1361105,30/07/2019,,,"5249,37",Service - Impression
,1357046,05/07/2019,IMPRIME-EMPLOI,,"3390,34",Service - Impression
,1325278,26/07/2019,LES MORDUS DE LA LANGUE INC.,,"2692,92","Service - Rédaction, révision"
,1361091,26/07/2019,MARGARET SANKEY,,"1679,79",Traducteur
,1354743,18/07/2019,TABASKO COMMUNICATIONS INC.,,"524,94","Service - Infographie, graphisme"
"BEDARD, LUCIE",1361173,29/07/2019,AVEC PLAISIRS,,"193,95",Service - Traiteur
,1357131,05/07/2019,COMMISSION SCOLAIRE DE MONTREAL (CSDM),,"158,36",Service - Formation en développement interpersonnel/relationnel
,1361175,29/07/2019,IMPRIMERIE MULTI-FORMAT,,"70,34","Service - Infographie, graphisme"
,1357138,05/07/2019,LA SOCIETE DE VERDISSEMENT DU MONTREAL METROPOLITAIN,,"1391,2",Machine et équipement d'aménagement paysager et déneigement
,1361158,29/07/2019,SANIVAC,,"1291,35",Toilette chimique
"BOUTIN, PIERRE",1357820,10/07/2019,7871104 CANADA INC.,,"19422,69",Entrepreneur en routes et canalisation
,1321501,17/07/2019,ARBO-DESIGN INC.,,"7992,17","Service - Abattage, émondage, élagage"
,1334358,12/07/2019,ECHAFAUDS PLUS (LAVAL) INC,,"2099,75","Location - Clôture, barricade"
,1357523,09/07/2019,LOCATION LORDBEC INC.,,"22467,32",Entrepreneur en routes et canalisation
,1357045,05/07/2019,MARIE-HELENE ROCH,,"4237,5",Conseiller en communications
,1358578,12/07/2019,PLOMBERIE DENIS PARADIS INC,,"234,33",Entrepreneur en bâtiments de tout genre
,1325298,04/07/2019,REMORQUAGE BURSTALL CONRAD,,"5188,48",Service - Remorquage
,1356458,04/07/2019,SERVICES DE CONTENEURS ATS INC. (LES),,"5543,34",Poubelle et conteneur
,1358679,15/07/2019,TESSIER RECREO-PARC INC.,,"26956,59",Mobilier pour parc récréatif
,1348660,09/07/2019,TUYAUX HITECH (HTP) LTEE,,"2698,39",Tuyau d'aqueduc
"BROUSSEAU, HELENE",1360513,24/07/2019,COMMISSION SCOLAIRE DE MONTREAL (CSDM),,"166,28",Service - Formation en développement interpersonnel/relationnel
,1361190,29/07/2019,DEV-ID INC.,,"2771,67","Serveur, équipement de réseau"
,1359375,17/07/2019,LOGIKERGO,,"3464,59",Médecin
"CARRIER, RAYMOND",1359488,18/07/2019,ASSOCIATION DES BIBLIOTHEQUES PUBLIQUES DU QUEBEC,,"1748,04","Frais - Inscription pour colloque, conférence, séminaire et congrès"
,1360432,24/07/2019,BERNIER & BOURNIVAL ELECTRIQUE INC.,,"1297,77",Réparation/Entretien - Équipement de scène
,1357681,09/07/2019,CHAUSSURES BELMONT INC,,"146,95","Bottes, souliers et couvres-chaussure"
,1359486,18/07/2019,CORPORATION DE DISTRIBUTION POUR SPECTACLE INC.,,"2637,28",Réparation/Entretien - Équipement de scène
,1361196,29/07/2019,ELECTRO PERFORMANCE G.L. INC.,,"1070,88",Réparation/Entretien - Équipement de scène
,1360433,24/07/2019,TRANSPORT & ACCORD,,"1784,79",Service - Transport de valeurs
"CHAMBEROT, ROBERT",1358580,12/07/2019,BRODART CANADA COMPAGNY,,"444,24",Livre
,1358581,12/07/2019,R.M. LEDUC & CIE INC.,,"800,32","Articles, accessoires et équipement de bureau"
"DESJARDINS, STEVE",1358576,12/07/2019,ARBO-DESIGN INC.,,"2624,69","Service - Abattage, émondage, élagage"
"GAUDREAULT, GUYLAINE",1361073,26/07/2019,BOUTY INC,1013950,"629,78",Chaise et fauteuil ergonomique
,1326681,08/07/2019,CLEB LABORATOIRE INC.,,"3359,6",Entrepreneur en bâtiments de tout genre
,1359349,17/07/2019,COMMISSION SCOLAIRE DE MONTREAL (CSDM),,"379,66",Service - Formation en développement interpersonnel/relationnel
,1347638,09/07/2019,CONSTRUCTION PIRAVIC INC.,,"314,96",Entrepreneur en structures de béton
,1359877,19/07/2019,C.P.U. DESIGN INC.,,"317,48",Ordinateur et accessoire
,1359457,18/07/2019,ENSEIGNES CMD INC.,,"6608,96",Matériel pour communication graphique
,1343945,17/07/2019,EXPERTISE NEUROSCIENCES INC.,,"3674,56",Médecin
,1359439,18/07/2019,,,"5769,06",Médecin
,1359387,17/07/2019,GROUPE LE CORRE ET ASSOCIES INC.,,"3727,05",Service - Formation en développement interpersonnel/relationnel
,1360981,26/07/2019,"LES CONSULTANTS MHD, EXPERTS EN MEDECINE DU TRAVAIL",,"1574,81",Conseiller en santé et sécurité
,1327598,23/07/2019,LOCATION SAUVAGEAU INC.,,"2289,78","Location - Automobile, camionnette et fourgonnette"
,1333153,10/07/2019,PAROISSE NOTRE-DAME-DE-GRACE,,918,Location - Espace de stationnement
,1360984,26/07/2019,PHANEUF INTERNATIONAL INC.,,"6299,25",Location - Équipement de sport
,1343112,08/07/2019,SAKO ELECTRIQUE LTEE,,"1388,98",Entrepreneur en électricité
,1357909,10/07/2019,UNIQUE MOBILIER DE BUREAU,,"7643,09",Accessoires et fournitures de mobilier de bureau
"GAUDREAULT, SONIA",1360418,23/07/2019,9365-1784 QUEBEC INC.,,"2099,75",Location - Appareil automobile spécialisé
,,23/07/2019,,,"19947,62",Peinture - résidentielle et industrielle
,1360435,24/07/2019,BIBLIOTHECA CANADA INC.,,"12510,75",Service - Gestion de la documentation/Archivage
,1361198,29/07/2019,G.T. SERVICE DE CONTENEURS INC.,,"19443,67",Équipement de manutention
,1357137,05/07/2019,LES CONSULTANTS VERRET INC.,,"1233,95",Service - Formation en développement interpersonnel/relationnel
,1352184,09/07/2019,LES PAYSAGISTES DAMY & PAT INC.,,"923,89",Service - Aménagement paysager
,1361207,29/07/2019,MUSCO SPORTS LIGHTING CANADA CO.,,"14262,55",Appareil électronique
,1357140,05/07/2019,SERGE LAMARRE,,400,Service - Formation en santé et sécurité
,1320578,19/07/2019,SOCIETE CANADIENNE DES POSTES,,"1049,87","Service - Postal, messagerie"
,1352178,04/07/2019,SODEM INC.,,"11892,98",Location - Terrain
,1357139,05/07/2019,VIE-VA FORMATION (JE) INC.,,"2624,69",Service - Formation en développement interpersonnel/relationnel
"HOOPER, CHANTAL",1359934,22/07/2019,3289419 CANADA (COLLINS),,"357,15","Bottes, souliers et couvres-chaussure"
,1359780,19/07/2019,ACKLANDS - GRAINGER INC.,,"860,9",Service - Formation en santé et sécurité
,1361401,30/07/2019,ALBERT VIAU DIVISION EMCO CORPORATION,,"521,45",Accessoires et pièces de remplacement pour machinerie et équipement industriel
,1361529,30/07/2019,,,"504,74",Tuyauterie et raccord
,1360082,26/07/2019,APSAM ASSOCIATION PARITAIRE SANTE & SECURITE AFFAIRES MUNICIPALES,,865,Service - Formation en développement organisationnel et technique
,1360538,24/07/2019,ASSOCIATION QUEBECOISE DES TRANSPORTS,,"262,47",Service - Formation en développement organisationnel et technique
,1359921,22/07/2019,ENTREPRISES FORLINI-DIVISION EQUIPEMENT DE SECURITE UNIVERSEL INC.,,"278,21",Vêtements de travail
,1359187,17/07/2019,HILTI CANADA LTEE,,"524,98",Accessoires et pièces de remplacement pour outil
,1356693,04/07/2019,JEAN GUGLIA & FILS ENR.,,"740,84",Équipement de protection
,1358285,11/07/2019,,,"3473,3",Outils à batterie
,1359944,22/07/2019,,,"2942,01",Outils électriques
"HOOPER, CHANTAL",1361565,30/07/2019,,,"196,14",Équipement de protection
,1359939,22/07/2019,LALEMA INC.,,"323,28",Peinture - résidentielle et industrielle
,1361534,30/07/2019,,,"22,58",Accessoires et pièces de remplacement pour outil
,1358676,15/07/2019,LANAUCO LTEE,,"2099,74","Location - Clôture, barricade"
,1359942,22/07/2019,LEE VALLEY TOOLS LTD.,,"447,73",Fournitures horticoles
,1330052,27/07/2019,LES INDUSTRIES POLY INC.,1322302,"1259,85",Service - Numérisation de documents
,1360070,22/07/2019,LOCATION D'OUTILS SIMPLEX S.E.C.,,"414,44",Location - Machine et équipement d'aménagement paysager et déneigement
,1361538,30/07/2019,NOVAFOR EQUIPEMENT INC.,,"2135,74",Accessoires et pièces de remplacement pour outil
,1346080,18/07/2019,REGARD SECURITE,1255847,262,Équipement de protection
,1361532,30/07/2019,STELEM,,"94,49","Huile, graisse et lubrifiant"
,1356386,03/07/2019,ST-GERMAIN EGOUTS ET AQUEDUCS INC.,,"2167,99","Puisard, chambre de vanne, trou d'homme et regard"
,1360031,22/07/2019,,1191511,"881,89","Puisard, chambre de vanne, trou d'homme et regard"
,1358745,15/07/2019,U. CAYOUETTE INC.,,"250,97","Matériel de fixation, clou, vis"
,1358742,15/07/2019,ULINE CANADA CORP,,"5879,3",Équipement de protection
,1359950,22/07/2019,WM QUEBEC INC.,,"403,14",Service - Enfouissement
"LIMPERIS, APOSTOLOS MARIO",1358579,12/07/2019,AQUAM SPECIALISTE AQUATIQUE INC.,,"237,58",Accessoires de sport
,1357132,05/07/2019,AQUATECHNO SPECIALISTES AQUATIQUES INC.,,"971,66",Traitement de l'eau
,1357134,05/07/2019,CAISSY INC.,,"2992,14",Équipement de sport
,1358577,12/07/2019,DUBO ELECTRIQUE LTEE,,"844,1",Électricité
,1350093,04/07/2019,LAVAGE DE VITRES FUTURE INC.,,"1312,34","Service - Installation, gestion, entretien"
,1356656,04/07/2019,PRODUITS SANY,1048199,"187,54",Produits d'entretien ménager
,1360182,23/07/2019,,1048199,"528,86",Produits d'entretien ménager
,1360948,25/07/2019,,1048199,"236,39",Équipement d'entretien manuel
,1361245,29/07/2019,,1048199,"723,72",Équipement d'entretien manuel
,1358575,12/07/2019,SERVICES D'ENTRETIEN ALPHANET INC.,,"629,92",Service - Entretien d'immeuble
,1361203,29/07/2019,TENAQUIP LIMITED,,"712,4","Articles, accessoires et équipement de bureau"
,1357136,05/07/2019,TECHNICIEN DE GLACE INC,,"3993,47","Service - Infographie, graphisme"
"OUELLET, MARIE-CLAUDE",1360441,24/07/2019,AQUAM SPECIALISTE AQUATIQUE INC.,,"741,12",Équipement de sport
,1359477,18/07/2019,AQUATECHNO SPECIALISTES AQUATIQUES INC.,,"1126,4",Traitement de l'eau
,1359484,18/07/2019,,,"803,15",Traitement de l'eau
,1359471,18/07/2019,CENTAURECOM INC.,,"638,54",Vêtements de travail
,1323168,17/07/2019,COMMISSION SCOLAIRE DE MONTREAL (CSDM),,"3149,62","Service - Agence de sécurité, gardiennage"
,1352130,15/07/2019,LOCATION CELEFETE INC.,,"552,74",Service - Transport de colis (Frais de transport)
"PLANTE, STÉPHANE",1360551,24/07/2019,CARREFOUR JEUNESSE-EMPLOI DE COTE-DES-NEIGES (CJECDN),,15000,Service - Entretien paysager
,1361084,26/07/2019,DEMANDE SPECIALE S.E.N.C.,,"9448,87","Service - Infographie, graphisme"
,1357041,30/07/2019,FANNIE PILON-MILLETTE,,"4657,5",Conseiller en communications
,1361536,30/07/2019,PREVENTION COTE-DES-NEIGES NOTRE-DAME-DEGRACE,,585,Service - Aménagement paysager
,1360958,26/07/2019,SOLMATECH INC.,,"22068,9",Ingénieur - Contrôle qualité
"POLISENO, MARTIN",1357064,05/07/2019,ACKLANDS - GRAINGER INC.,,"60,09",Produits d'entretien ménager
,1358748,15/07/2019,,,"448,86",Accessoires et pièces de remplacement pour outil
,1358749,15/07/2019,,,"51,4",Accessoires et pièces de remplacement pour outil
,1358281,11/07/2019,ECO-GRAFFITI INC,,"5454,1",Peinture - résidentielle et industrielle
,1357069,05/07/2019,EQUIPEMENTS STINSON (QUEBEC) INC.,,"2544,37",Peinture - résidentielle et industrielle
,1357027,05/07/2019,INOLEC,,"1522,32",Outils électriques
,1358759,15/07/2019,JEAN GUGLIA & FILS ENR.,,"172,76",Accessoires et pièces de remplacement pour outil
,1356685,04/07/2019,LE GROUPE LAM-E ST-PIERRE,,"416,51","Crochet, goupille, manille et poulie"
,1356809,04/07/2019,LES MOUSSES DE L'ESTRIE INC.,,"5319,61",Couvre-sol
,1356637,04/07/2019,LOCATION D'OUTILS SIMPLEX S.E.C.,,"478,32",Location - Machine et équipement de construction
"POLISENO, MARTIN",1356708,04/07/2019,NOVAFOR EQUIPEMENT INC.,,"1266,01",Équipement de protection
,1358282,11/07/2019,,,"570,21",Équipement de protection
,1357029,05/07/2019,PRODUITS SANY,1048199,"1713,25",Produits d'entretien ménager
,1358642,15/07/2019,SANIVAC,1273977,"376,02",Location - Toilette chimique
"STINGACIU, IRINEL-MARIA",1328248,22/07/2019,TECHNO-GESTASS LTEE,,"157,48",Appareil électronique
"TROTTIER, PASCAL",1361066,26/07/2019,BOUTY INC,1013950,"314,89",Chaise et fauteuil ergonomique
,1359036,16/07/2019,MEUBLES DE JARDIN BROSSARD INC.,,"2411,56",Mobilier pour espace public et jardin
,1358695,15/07/2019,TRAFIC INNOVATION INC.,,"7337,82",Équipement sécurité
,1360619,24/07/2019,TRANSOFT SOLUTIONS INC,,"2787,42",Logiciel et progiciel
TOTAL ,,,,,"421164,12",
