VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour octobre 2019,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"ANGELY, MARION",1375484,22/10/2019,MORNEAU SHEPELL LTD.,,"2404,21",Service - Formation en développement interpersonnel/relationnel 
"BAUDIN, CYRIL",1373818,11/10/2019,ANTONIO MOREAU (1984) LTEE,1355171,240,Vêtements de travail 
,1376302,25/10/2019,APSAM ASSOCIATION PARITAIRE SANTE & SECURITE AFFAIRES MUNICIPALES,,5000,Service - Formation en développement organisationnel et technique 
,1372740,07/10/2019,LES INDUSTRIES MC ASPHALT LTEE,,"1973,76","Huile, graisse et lubrifiant "
,1372978,08/10/2019,NOVAFOR EQUIPEMENT INC.,,"491,34",Produits d'entretien 
,1372593,04/10/2019,PRODUITS SANY,1048199,"159,1",Équipement d'entretien manuel 
,1372739,07/10/2019,TENAQUIP LIMITED,,"192,21","Articles, accessoires et équipement de bureau "
,1377032,30/10/2019,U. CAYOUETTE INC.,,361,Équipement d'entretien manuel 
"BEAUCHEMIN, SONIA",1371807,01/10/2019,10759040 CANADA INC.,,"2099,75",Conseiller en placement média 
,1376106,24/10/2019,ALEXANDRA COSENTINO DAGENAIS,,"1049,87",Spécialiste des médias sociaux 
,1357052,01/10/2019,BOO! DESIGN INC.,,"5249,37",Service - Impression 
,1375006,18/10/2019,ENSEIGNES BARBO INC.,,"708,66","Service - Infographie, graphisme "
,1371800,01/10/2019,LAMCOM TECHNOLOGIES INC.,,"2635,71",Service - Impression 
,1325278,11/10/2019,LES MORDUS DE LA LANGUE INC.,,"524,94","Service - Rédaction, révision "
,1361091,23/10/2019,MARGARET SANKEY,,"524,94",Traducteur 
,1322095,17/10/2019,MONTREAL STENCIL INC,,"23,94","Articles, accessoires et équipement de bureau "
,1338869,08/10/2019,PUBLICATION 9417,,"1469,82",Service - Impression 
,1374620,17/10/2019,SHANIE BLAIS,,"1049,87",Spécialiste des médias sociaux 
,1354743,01/10/2019,TABASKO COMMUNICATIONS INC.,,"1049,87","Service - Infographie, graphisme "
"BEDARD, LUCIE",1373983,11/10/2019,BEC FIN INTERNATIONAL INC.,,"199,48",Service - Traiteur 
,1373759,10/10/2019,IMPRIMERIE MULTI-FORMAT,,"419,95","Service - Infographie, graphisme "
,1376816,29/10/2019,KOREM LOGICIELS ET DONNEES GEOSPATIAUX INC.,,"462,26",Logiciel et progiciel 
,1372516,04/10/2019,"PAQUETTE & ASSOCIES, HUISSIERS DE JUSTICE S.E.N.C.R.L.",,"15748,12",Huissier de justice 
,1326459,11/10/2019,SOCIETE CANADIENNE DES POSTES,,"2939,65","Service - Postal, messagerie "
,1373981,11/10/2019,ZESTE DU MONDE,,"379,79",Service - Traiteur 
"BOUTIN, PIERRE",1371894,02/10/2019,BUREAU EN GROS,,"212,06",Appareil électronique 
,1375200,21/10/2019,,,"168,18",Ordinateur et accessoire 
,1366249,25/10/2019,INDIK INC,,"419,95",Peinture de signalisation 
,1371781,01/10/2019,MANOREX INC.,,"22782,29",Entrepreneur en routes et canalisation 
,1371792,01/10/2019,,,"22782,29",Entrepreneur en routes et canalisation 
"CARRIER, RAYMOND",1321077,08/10/2019,BIBLIO RPL LTEE,,"419,95",Fournitures de classement et de rangement 
,1376603,28/10/2019,BOO! DESIGN INC.,,"3811,04",Service - Impression 
,1376049,24/10/2019,BRAULT & BOUTHILLIER LTEE,,"669,95",Meuble 
,1376556,28/10/2019,C.P.U. DESIGN INC.,1164102,"1824,54",Ordinateur et accessoire 
