VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour mai 2019,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"ANGELY, MARION",1343424,05-03-19,BIRON GROUPE SANTE INC.,,"115,49",Personnel médical
,1347332,05-22-19,CHARLES TURMEL (AVOCAT),,"196,85",Avocat
,1346770,05-17-19,CHRYSTINA CORMIER,,"2268,53",Conseiller en relation de travail
,1322464,05-06-19,ENTRAC INC.,,"519,69",Service - Formation en santé et sécurité
,1343945,05-07-19,EXPERTISE NEUROSCIENCES INC.,,"4304,49",Médecin
,1344171,05-14-19,GROUPE SANTE DUCORE INC.,,"3254,61",Médecin
,1347324,05-22-19,LES SERVICES D'ARBITRAGE BERTHIER INC,,"866,15",Avocat
"BAUDIN, CYRIL",1342941,05-02-19,AEROCHEM INC.,,"1844,26","Huile, graisse et lubrifiant"
,1342556,05-01-19,ANTAGON INTERNATIONNAL,,"5170,63",Mobilier pour protection et sécurité
,1347071,05-21-19,APSAM ASSOCIATION PARITAIRE SANTE & SECURITE AFFAIRES MUNICIPALES,,"865,00",Service - Formation en développement organisationnel et technique
,1349297,05-30-19,,,"865,00",Service - Formation en développement organisationnel et technique
,1347610,05-23-19,COMPUGEN INC.,1163303,"167,68",Ordinateur et accessoire
,1348850,05-29-19,ENTRETIENS J.R. VILLENEUVE INC.,,"7606,34",Service - Nettoyage place publique
,1346893,05-17-19,HILTI CANADA LTEE,,"404,97",Réparation/Entretien - Outil électrique
,1346297,05-15-19,PRODUITS SANY,1048199,"460,11",Produits de nettoyage
,1346885,05-17-19,QUINCAILLERIE NOTRE-DAME DE ST-HENRI INC.,,"299,08","Matériel de fixation, clou, vis"
,1343059,05-02-19,STELEM,,"356,96",Accessoires et pièces de remplacement pour outil
,1344972,05-10-19,VIA PREVENTION,,"724,26",Service - Formation en développement organisationnel et technique
"BEAUCHEMIN, SONIA",1343407,05-03-19,9121-3090 QUEBEC INC.,,"5587,44",Articles promotionnels
,1348012,05-24-19,CIE DE PIERRE ARCO STONE CO LIMITEE,,"1574,81","Bloc de béton, pavé, pierre et brique"
,1345972,05-15-19,ENSEIGNES DUMAS,,"3113,93",Entrepreneur en équipements et produits spéciaux
,1325278,05-01-19,LES MORDUS DE LA LANGUE INC.,,"1049,87","Service - Rédaction, révision"
,1335956,05-10-19,MARIE-CLAIRE LEGARE,,"72,00","Service - Rédaction, révision"
,1338869,05-03-19,PUBLICATION 9417,,"1385,83",Service - Impression
"BEDARD, LUCIE",1345746,05-14-19,ATCO STRUCTURES ET LOGISTICS LTD,,"11532,88",Entrepreneur en systèmes d'assainissement autonome
,1345110,05-10-19,AVEC PLAISIRS,,"241,14",Service - Traiteur
,1349333,05-30-19,,,"123,58",Service - Traiteur
,1343280,05-03-19,COMMISSION SCOLAIRE DE MONTREAL (CSDM),,"166,28",Service - Formation en développement interpersonnel/relationnel
,1347534,05-22-19,ECOLE DE TECHNOLOGIE SUPERIEURE,,"4913,41",Service - Formation en développement organisationnel et technique
,1343686,05-06-19,L'ASSOCIATION DE TAXI DIAMOND DE MONTREAL LTEE,,"24,18","Frais - Transport en commun, taxi, stationnement"
"BOUTIN, PIERRE",1321491,05-16-19,ABATTAGE D'ARBRES DES BASSE LAURENTIDES ENR.,,"1286,10","Service - Abattage, émondage, élagage"
,1342598,05-01-19,BARRIERE QMB INC.,,"7031,96",Entrepreneur en routes et canalisation
,1347926,05-24-19,CONSTRUCTION VIATEK INC.,,"18131,34",Réparation de conduit d'aqueduc
,1349017,05-29-19,DEVELOTECH INC.,,"20945,00",Service - Éclairage de rue et signalisation
,1342966,05-02-19,ENTREPRISE T.R.A. (2011) INC.,,"15748,12",Service - Marquage de rue
,1343969,05-07-19,STELEM,,"20147,10",Outil pneumatique
,1344713,05-09-19,TRAFIC INNOVATION INC.,,"20420,06",Équipement sécurité
"CARRIER, RAYMOND",1344468,05-08-19,9264-6272 QUEBEC INC.,,"1443,58",Service - Formation en développement interpersonnel/relationnel
,1348563,05-28-19,ASSOCIATION DES BIBLIOTHEQUES PUBLIQUES DU QUEBEC,,"2565,98",Frais - Adhésion et cotisation
,1348676,05-28-19,AUVITEC LTEE,,"2162,21",Location - Équipement de scène
,1348422,05-28-19,COMPUGEN INC.,1163303,"419,20",Ordinateur et accessoire
,1346898,05-17-19,CORPORATE EXPRESS CANADA INC. (STAPLES AVANTAGE),,"1396,32",Accessoires et fournitures de mobilier de bureau
,1344470,05-08-19,C.P.U. DESIGN INC.,,"158,74",Logiciel et progiciel
,1345761,05-14-19,CPU SERVICE INC.,,"6820,50",Ordinateur et accessoire
,1348545,05-28-19,,,"104,99",Réparation/Entretien - Ordinateur et accessoire
,1345764,05-14-19,FERO TRANSPORT INC.,,"2309,72",Service - Déménagement
,1347898,05-24-19,L.L. LOZEAU LTEE.,,"861,72",Appareil de communication
,1344473,05-08-19,LOCATION SAUVAGEAU INC.,,"2517,60",Équipement de manutention
,1346901,05-17-19,MONSIEUR MACARONS INC.,,"640,58",Accessoires et pièces de remplacement pour machinerie et équipement industriel
,1346895,05-17-19,ROBOTSHOP INC.,,"659,69",Composante électronique
,1345737,05-14-19,SOLOTECH INC,,"223,81",Équipement de scène
,1348559,05-28-19,TURCOTTE DESIGN INC.,,"944,89",Service - Production d'élément d'exposition
"DESJARDINS, STEVE",1343111,05-02-19,BOUTY INC,1013950,"944,67",Chaise et fauteuil ergonomique
,1345114,05-10-19,COLLEGE DE ROSEMONT,,"7716,58",Service - Formation en santé et sécurité
,1344174,05-08-19,COMPUGEN INC.,1163303,"454,66",Ordinateur et accessoire
,1344185,05-08-19,GROUPE TRIUM INC.,,"493,43",Vêtements de travail
,1346405,05-16-19,"PARIS, LADOUCEUR & ASSOCIES INC.",1278192,"1207,36",Évaluateur agréé
,1347045,05-21-19,,1278192,"1207,36",Évaluateur agréé
,1347650,05-23-19,,1278192,"1207,36",Évaluateur agréé
,1347653,05-23-19,,1278192,"1207,36",Évaluateur agréé
"GAUDREAULT, GUYLAINE",1326681,05-22-19,CLEB LABORATOIRE INC.,,"3359,60",Entrepreneur en bâtiments de tout genre
,1347638,05-23-19,CONSTRUCTION PIRAVIC INC.,,"22467,32",Entrepreneur en structures de béton
,1343901,05-07-19,ENSEIGNES CMD INC.,,"1230,45",Matériel pour communication graphique
,1281442,05-16-19,GRAVITAIRE S.E.N.C.,,"519,69",Service - Aménagement paysager
,1348685,05-28-19,LES REALISATIONS CONCEPTUM INTERNATIONAL INC.,,"4356,98",Service - Ébénisterie
,1345119,05-10-19,META + FORME PAYSAGES INC.,,"4829,42",Architectes-paysagistes
