UID_MEDIAFILM,TITRE_ORIGINAL,TITRE_FRANÃAIS,PAYS_1,PAYS_2,PAYS_3,PAYS_4,PAYS_5,PAYS_6,ANNÃE_PRODUCTION,COTE_MEDIAFILM,GENRE,DATE_HEURE_DIFFUSION,RÃALISATION
12622,Sugarland Express,"Folle Course vers Sugarland, La",US,,,,,,1974,3,ComÃ©die dramatique,2010-01-13T02:00:00,Steven Spielberg
48708,Absurdistan,Absurdistan,DE,AZ,,,,,2006,4,ComÃ©die sentimentale,2010-01-13T14:00:00,Veit Helmer
38232,Modern Times,"Temps modernes, Les",US,,,,,,1935,1,ComÃ©die satirique,2010-01-13T22:00:00,Charlie Chaplin
48708,Absurdistan,Absurdistan,DE,AZ,,,,,2006,4,ComÃ©die sentimentale,2010-01-14T02:00:00,Veit Helmer
38232,Modern Times,"Temps modernes, Les",US,,,,,,1935,1,ComÃ©die satirique,2010-01-14T14:00:00,Charlie Chaplin
46474,Gomorra,Gomorrah,IT,,,,,,2008,3,Drame de moeurs,2010-01-14T22:30:00,Matteo Garrone
17705,Talk Radio,Conversations nocturnes,US,,,,,,1988,4,Drame social,2010-01-15T02:00:00,Oliver Stone
41756,"Good Woman, A","Femme honorable, Une",GB,,,,,,2004,5,ComÃ©die de moeurs,2010-01-15T14:00:00,Mike Barker
45482,GegenÃ¼ber,"Un contre l'autre, L'",DE,,,,,,2007,3,Drame de moeurs,2010-01-15T23:30:00,Jan Bonny
50162,Hula Garu,Hula Girls,JP,,,,,,2006,4,ComÃ©die dramatique,2010-01-16T13:00:00,Lee Sang-il
38232,Modern Times,"Temps modernes, Les",US,,,,,,1935,1,ComÃ©die satirique,2010-01-17T00:30:00,Charlie Chaplin
15523,LÃ©olo,LÃ©olo,CA,QC,FR,,,,1992,3,Chronique,2010-01-17T19:30:00,Jean-Claude Lauzon
15523,LÃ©olo,LÃ©olo,CA,QC,FR,,,,1992,3,Chronique,2010-01-18T13:00:00,Jean-Claude Lauzon
43493,Hermanito,Hermanito,FR,,,,,,2006,,Documentaire,2010-01-19T02:00:00,Marie Arnaud
20642,Monty Python's The Meaning of Life,"Monty Python, le sens de la vie",GB,,,,,,1983,4,ComÃ©die satirique,2010-01-19T22:00:00,"Terry Gilliam, Terry Jones"
17705,Talk Radio,Conversations nocturnes,US,,,,,,1988,4,Drame social,2010-01-20T02:00:00,Oliver Stone
20642,Monty Python's The Meaning of Life,"Monty Python, le sens de la vie",GB,,,,,,1983,4,ComÃ©die satirique,2010-01-20T14:00:00,"Terry Gilliam, Terry Jones"
1008,La Vita Ã¨ bella,"Vie est belle, La",IT,,,,,,1997,3,ComÃ©die dramatique,2010-01-20T22:00:00,Roberto Benigni
20642,Monty Python's The Meaning of Life,"Monty Python, le sens de la vie",GB,,,,,,1983,4,ComÃ©die satirique,2010-01-21T02:00:00,"Terry Jones, Terry Gilliam"
1008,La Vita Ã¨ bella,"Vie est belle, La",IT,,,,,,1997,3,ComÃ©die dramatique,2010-01-21T14:00:00,Roberto Benigni
45482,GegenÃ¼ber,"Un contre l'autre, L'",DE,,,,,,2007,3,Drame de moeurs,2010-01-21T22:30:00,Jan Bonny
1978,Safar Ã© Ghandehar,Kandahar,IR,,,,,,2001,4,Drame social,2010-01-22T02:00:00,Mohsen Makhmalbaf
50162,Hula Garu,Hula Girls,JP,,,,,,2006,4,ComÃ©die dramatique,2010-01-22T14:00:00,Lee Sang-il
50143,Takva,"Takva, l'homme qui craint Dieu",TR,DE,,,,,2006,3,Drame,2010-01-22T23:30:00,Ozer Kiziltan
1978,Safar Ã© Ghandehar,Kandahar,IR,,,,,,2001,4,Drame social,2010-01-23T13:00:00,Mohsen Makhmalbaf
1008,La Vita Ã¨ bella,"Vie est belle, La",IT,,,,,,1997,3,ComÃ©die dramatique,2010-01-24T00:30:00,Roberto Benigni
44437,Hop,Hop,BE,,,,,,2003,4,ComÃ©die dramatique,2010-01-26T22:00:00,Dominique Standaert
1978,Safar Ã© Ghandehar,Kandahar,IR,,,,,,2001,4,Drame social,2010-01-27T02:00:00,Mohsen Makhmalbaf
44437,Hop,Hop,BE,,,,,,2003,4,ComÃ©die dramatique,2010-01-27T14:00:00,Dominique Standaert
8820,Seven,Sept,US,,,,,,1995,3,Drame policier,2010-01-27T22:00:00,David Fincher
44437,Hop,Hop,BE,,,,,,2003,4,ComÃ©die dramatique,2010-01-28T02:00:00,Dominique Standaert
9871,PrÃªt-Ã -porter: Ready to Wear,PrÃªt-Ã -porter,US,,,,,,1994,4,ComÃ©die satirique,2010-01-28T14:00:00,Robert Altman
50143,Takva,"Takva, l'homme qui craint Dieu",TR,DE,,,,,2006,3,Drame,2010-01-28T22:30:00,Ozer Kiziltan
41384,"GrÃ¸nne slagtere, De","Bouchers verts, Les",DK,,,,,,2003,4,ComÃ©die satirique,2010-01-29T02:00:00,Anders Thomas Jensen
1978,Safar Ã© Ghandehar,Kandahar,IR,,,,,,2001,4,Drame social,2010-01-29T14:00:00,Mohsen Makhmalbaf
422,Lost Highway,Route perdue,US,,,,,,1996,3,Drame fantastique,2010-01-29T23:30:00,David Lynch
252,Chacun cherche son chat,Chacun cherche son chat,FR,,,,,,1996,4,ComÃ©die dramatique,2010-01-30T13:00:00,CÃ©dric Klapisch
45608,All Together Now,All Together Now,CA,,,,,,2008,4,Documentaire,2010-01-30T22:45:00,Adrian Wills
8820,Seven,Sept,US,,,,,,1995,3,Drame policier,2010-01-31T00:30:00,David Fincher
45608,All Together Now,All Together Now,CA,,,,,,2008,4,Documentaire,2010-01-31T14:10:00,Adrian Wills
45608,All Together Now,All Together Now,CA,,,,,,2008,4,Documentaire,2010-02-01T14:15:00,Adrian Wills
46120,James Dean: Forever Young,James Dean: Forever Young,US,,,,,,2005,5,Documentaire,2010-02-02T02:00:00,Michael J. Sheridan
14096,"Louis 19, le roi des ondes","Louis 19, le roi des ondes",CA,QC,,,,,1994,6,ComÃ©die,2010-02-02T22:00:00,Michel Poulette
41384,"GrÃ¸nne slagtere, De","Bouchers verts, Les",DK,,,,,,2003,4,ComÃ©die satirique,2010-02-03T02:00:00,Anders Thomas Jensen
14096,"Louis 19, le roi des ondes","Louis 19, le roi des ondes",CA,QC,,,,,1994,6,ComÃ©die,2010-02-03T14:00:00,Michel Poulette
31199,Giant,GÃ©ant,US,,,,,,1956,3,Chronique,2010-02-03T22:00:00,George Stevens
14096,"Louis 19, le roi des ondes","Louis 19, le roi des ondes",CA,QC,,,,,1994,6,ComÃ©die,2010-02-04T02:00:00,Michel Poulette
31199,Giant,GÃ©ant,US,,,,,,1956,3,Chronique,2010-02-04T13:00:00,George Stevens
422,Lost Highway,Route perdue,US,,,,,,1996,3,Drame fantastique,2010-02-04T22:30:00,David Lynch
40570,Conspiracy of Silence,"Conspiration du silence, La",GB,,,,,,2003,5,Drame social,2010-02-05T02:00:00,John Deery
252,Chacun cherche son chat,Chacun cherche son chat,FR,,,,,,1996,4,ComÃ©die dramatique,2010-02-05T14:00:00,CÃ©dric Klapisch
45480,Caotica Ana,Chaotic Ana,ES,,,,,,2007,4,Drame,2010-02-05T23:30:00,Julio Medem
40922,Sabah,Sabah,CA,,,,,,2005,4,ComÃ©die dramatique,2010-02-06T13:00:00,Ruba Nadda
50023,Annie Leibovitz: Life Through a Lens,Annie Leibovitz: Une Vie Ã  travers un objectif,US,,,,,,2006,4,Documentaire,2010-02-06T21:30:00,Barbara Leibovitz
31199,Giant,GÃ©ant,US,,,,,,1956,3,Chronique,2010-02-07T00:30:00,George Stevens
50023,Annie Leibovitz: Life Through a Lens,Annie Leibovitz: Une Vie Ã  travers un objectif,US,,,,,,2006,4,Documentaire,2010-02-07T13:00:00,Barbara Leibovitz
50023,Annie Leibovitz: Life Through a Lens,Annie Leibovitz: Une Vie Ã  travers un objectif,US,,,,,,2006,4,Documentaire,2010-02-08T13:00:00,Barbara Leibovitz
49925,"BohÃ¨me, La","BohÃ¨me, La",DE,AT,,,,,2008,5,Drame musical,2010-02-08T20:30:00,Robert Dornhelm
49925,"BohÃ¨me, La","BohÃ¨me, La",DE,AT,,,,,2008,5,Drame musical,2010-02-09T14:00:00,Robert Dornhelm
1842,Nuit de noces,Nuit de noces,CA,QC,,,,,2001,5,ComÃ©die de moeurs,2010-02-09T22:00:00,Ãmile Gaudreault
40570,Conspiracy of Silence,"Conspiration du silence, La",GB,,,,,,2003,5,Drame social,2010-02-10T02:00:00,John Deery
1842,Nuit de noces,Nuit de noces,CA,QC,,,,,2001,5,ComÃ©die de moeurs,2010-02-10T14:00:00,Ãmile Gaudreault
1742,Hua yang nianhua,In the Mood For Love,HK,,,,,,2000,1,Drame sentimental,2010-02-10T22:00:00,Wong Kar-wai
1842,Nuit de noces,Nuit de noces,CA,QC,,,,,2001,5,ComÃ©die de moeurs,2010-02-11T02:00:00,Ãmile Gaudreault
1742,Hua yang nianhua,In the Mood For Love,HK,,,,,,2000,1,Drame sentimental,2010-02-11T14:00:00,Wong Kar-wai
45480,Caotica Ana,Chaotic Ana,ES,,,,,,2007,4,Drame,2010-02-11T22:30:00,Julio Medem
42048,3 Needles,3 Destins,CA,,,,,,2005,4,Drame social,2010-02-12T02:00:00,Thom Fitzgerald
40922,Sabah,Sabah,CA,,,,,,2005,4,ComÃ©die dramatique,2010-02-12T14:00:00,Ruba Nadda
45826,Wolke 9,7e Ciel,DE,,,,,,2008,3,Drame sentimental,2010-02-12T23:30:00,Andreas Dresen
41331,Yes,Yes,GB,,,,,,2004,5,Drame de moeurs,2010-02-13T13:00:00,Sally Potter
1742,Hua yang nianhua,In the Mood For Love,HK,,,,,,2000,1,Drame sentimental,2010-02-14T01:30:00,Wong Kar-wai
49925,"BohÃ¨me, La","BohÃ¨me, La",DE,AT,,,,,2008,5,Drame musical,2010-02-15T01:30:00,Robert Dornhelm
42439,Kebab Connection,Kebab Connection,DE,,,,,,2004,4,ComÃ©die sentimentale,2010-02-16T22:00:00,Anno Saul
42048,3 Needles,3 Destins,CA,,,,,,2005,4,Drame social,2010-02-17T02:00:00,Thom Fitzgerald
42439,Kebab Connection,Kebab Connection,DE,,,,,,2004,4,ComÃ©die sentimentale,2010-02-17T14:00:00,Anno Saul
21892,Chariots of Fire,"Chariots de feu, Les",GB,,,,,,1981,3,Drame sportif,2010-02-17T22:00:00,Hugh Hudson
42439,Kebab Connection,Kebab Connection,DE,,,,,,2004,4,ComÃ©die sentimentale,2010-02-18T02:00:00,Anno Saul
21892,Chariots of Fire,"Chariots de feu, Les",GB,,,,,,1981,3,Drame sportif,2010-02-18T14:00:00,Hugh Hudson
45826,Wolke 9,7e Ciel,DE,,,,,,2008,3,Drame sentimental,2010-02-18T22:30:00,Andreas Dresen
9871,PrÃªt-Ã -porter: Ready to Wear,PrÃªt-Ã -porter,US,,,,,,1994,4,ComÃ©die satirique,2010-02-19T02:00:00,Robert Altman
41331,Yes,Yes,GB,,,,,,2004,5,Drame de moeurs,2010-02-19T14:00:00,Sally Potter
45263,"Wackness, The",ThÃ©rapie pour mon psy,US,,,,,,2008,4,ComÃ©die dramatique,2010-02-19T23:30:00,Jonathan Levine
43900,Almost Heaven,PrÃ¨s du paradis,DE,,,,,,2005,4,ComÃ©die dramatique,2010-02-20T13:00:00,Ed Herzog
850,"Enfants de Refus global, Les","Enfants de Refus global, Les",CA,QC,,,,,1997,4,Documentaire,2010-02-20T21:30:00,Manon Barbeau
21892,Chariots of Fire,"Chariots de feu, Les",GB,,,,,,1981,3,Drame sportif,2010-02-21T00:00:00,Hugh Hudson
850,"Enfants de Refus global, Les","Enfants de Refus global, Les",CA,QC,,,,,1997,4,Documentaire,2010-02-21T13:00:00,Manon Barbeau
850,"Enfants de Refus global, Les","Enfants de Refus global, Les",CA,QC,,,,,1997,4,Documentaire,2010-02-22T13:00:00,Manon Barbeau
41047,Boudu,Boudu,FR,,,,,,2004,5,ComÃ©die de moeurs,2010-02-23T22:00:00,GÃ©rard Jugnot
9871,PrÃªt-Ã -porter: Ready to Wear,PrÃªt-Ã -porter,US,,,,,,1994,4,ComÃ©die satirique,2010-02-24T02:00:00,Robert Altman
41047,Boudu,Boudu,FR,,,,,,2004,5,ComÃ©die de moeurs,2010-02-24T14:00:00,GÃ©rard Jugnot
35288,Citizen Kane,Citizen Kane,US,,,,,,1941,1,Drame de moeurs,2010-02-24T22:00:00,Orson Welles
41047,Boudu,Boudu,FR,,,,,,2004,5,ComÃ©die de moeurs,2010-02-25T02:00:00,GÃ©rard Jugnot
35288,Citizen Kane,Citizen Kane,US,,,,,,1941,1,Drame de moeurs,2010-02-25T14:00:00,Orson Welles
45263,"Wackness, The",ThÃ©rapie pour mon psy,US,,,,,,2008,4,ComÃ©die dramatique,2010-02-25T22:30:00,Jonathan Levine
38302,American Splendor,American Splendor: La Vie de Harvey Pekar,US,,,,,,2003,3,Drame biographique,2010-02-26T02:00:00,"Robert Pulcini, Shari Springer Berman"
43900,Almost Heaven,PrÃ¨s du paradis,DE,,,,,,2005,4,ComÃ©die dramatique,2010-02-26T14:00:00,Ed Herzog
46549,ÃlÃ¨ve libre,ÃlÃ¨ve libre,BE,FR,,,,,2008,4,Drame de moeurs,2010-02-26T23:30:00,Joachim Lafosse
44206,Margarete Steiff,"Margarete, le gÃ©nie d'une femme",DE,,,,,,2005,4,Drame biographique,2010-02-27T13:00:00,Xaver Schwarzenberger
35288,Citizen Kane,Citizen Kane,US,,,,,,1941,1,Drame de moeurs,2010-02-28T00:30:00,Orson Welles
28311,"Pink Panther, The","PanthÃ¨re rose, La",GB,,,,,,1963,4,ComÃ©die policiÃ¨re,2010-03-02T22:00:00,Blake Edwards
38302,American Splendor,American Splendor: La Vie de Harvey Pekar,US,,,,,,2003,3,Drame biographique,2010-03-03T02:00:00,"Robert Pulcini, Shari Springer Berman"
28311,"Pink Panther, The","PanthÃ¨re rose, La",GB,,,,,,1963,4,ComÃ©die policiÃ¨re,2010-03-03T14:00:00,Blake Edwards
11031,Close Encounters of the Third Kind,Rencontres du troisiÃ¨me type,US,,,,,,1977,2,Science-fiction,2010-03-03T22:00:00,Steven Spielberg
28311,"Pink Panther, The","PanthÃ¨re rose, La",GB,,,,,,1963,4,ComÃ©die policiÃ¨re,2010-03-04T02:00:00,Blake Edwards
11031,Close Encounters of the Third Kind,Rencontres du troisiÃ¨me type,US,,,,,,1977,2,Science-fiction,2010-03-04T14:00:00,Steven Spielberg
46549,ÃlÃ¨ve libre,ÃlÃ¨ve libre,BE,FR,,,,,2008,4,Drame de moeurs,2010-03-04T22:30:00,Joachim Lafosse
45088,Faro - La Reine des eaux,Faro - La Reine des eaux,ML,FR,CA,BF,DE,,2007,4,Conte,2010-03-05T02:00:00,Salif TraorÃ©
44206,Margarete Steiff,"Margarete, le gÃ©nie d'une femme",DE,,,,,,2005,4,Drame biographique,2010-03-05T14:00:00,Xaver Schwarzenberger
42784,13 Tzameti,13 Tzameti,FR,,,,,,2005,4,Thriller,2010-03-05T23:30:00,Gela Babluani
41932,Hunt For Justice,Louise Arbour: Un combat pour la justice,CA,QC,DE,,,,2005,4,Drame historique,2010-03-06T13:00:00,Charles BinamÃ©
11031,Close Encounters of the Third Kind,Rencontres du troisiÃ¨me type,US,,,,,,1977,2,Science-fiction,2010-03-07T01:05:00,Steven Spielberg
46760,"Jeanne M. - CÃ´tÃ© cour, cÃ´tÃ© coeur","Jeanne M. - CÃ´tÃ© cour, cÃ´tÃ© coeur",FR,,,,,,2008,4,Documentaire,2010-03-07T20:30:00,"Pierre-AndrÃ© Boutang, Annie Chevalley, JosÃ©e Dayan"
44847,FC Venus,FC Venus,FI,,,,,,2005,5,ComÃ©die,2010-03-09T22:00:00,Joona Tena
45088,Faro - La Reine des eaux,Faro - La Reine des eaux,ML,FR,CA,BF,DE,,2007,4,Conte,2010-03-10T02:00:00,Salif TraorÃ©
44847,FC Venus,FC Venus,FI,,,,,,2005,5,ComÃ©die,2010-03-10T14:00:00,Joona Tena
11280,"New York, New York","New York, New York",US,,,,,,1977,3,Drame musical,2010-03-10T22:00:00,Martin Scorsese
44847,FC Venus,FC Venus,FI,,,,,,2005,5,ComÃ©die,2010-03-11T02:00:00,Joona Tena
11280,"New York, New York","New York, New York",US,,,,,,1977,3,Drame musical,2010-03-11T14:00:00,Martin Scorsese
42784,13 Tzameti,13 Tzameti,FR,,,,,,2005,4,Thriller,2010-03-11T22:30:00,Gela Babluani
40595,Exils,Exils,FR,,,,,,2004,3,Drame musical,2010-03-12T02:00:00,Tony Gatlif
41932,Hunt For Justice,Louise Arbour: Un combat pour la justice,CA,QC,DE,,,,2005,4,Drame historique,2010-03-12T14:00:00,Charles BinamÃ©
42892,Elementarteilchen,"Particules Ã©lÃ©mentaires, Les",DE,,,,,,2006,4,Drame de moeurs,2010-03-12T23:30:00,Oskar Roehler
13185,"Way We Were, The",Nos plus belles annÃ©es,US,,,,,,1973,3,Drame sentimental,2010-03-13T13:00:00,Sydney Pollack
50728,J'aime les Belges! - Brel,Brel - J'aime les Belges!,BE,,,,,,2008,,Documentaire,2010-03-13T21:30:00,France Brel
11280,"New York, New York","New York, New York",US,,,,,,1977,3,Drame musical,2010-03-14T00:30:00,Martin Scorsese
50728,J'aime les Belges! - Brel,Brel - J'aime les Belges!,BE,,,,,,2008,,Documentaire,2010-03-14T13:00:00,France Brel
50728,J'aime les Belges! - Brel,Brel - J'aime les Belges!,BE,,,,,,2008,,Documentaire,2010-03-15T13:00:00,France Brel
39293,Toutes les filles sont folles,Toutes les filles sont folles,FR,,,,,,2002,5,ComÃ©die sentimentale,2010-03-16T22:00:00,Pascale Pouzadoux
40595,Exils,Exils,FR,,,,,,2004,3,Drame musical,2010-03-17T02:00:00,Tony Gatlif
39293,Toutes les filles sont folles,Toutes les filles sont folles,FR,,,,,,2002,5,ComÃ©die sentimentale,2010-03-17T14:00:00,Pascale Pouzadoux
11690,J.A. Martin photographe,J.A. Martin photographe,CA,QC,,,,,1976,3,Drame de moeurs,2010-03-17T22:00:00,Jean Beaudin
39293,Toutes les filles sont folles,Toutes les filles sont folles,FR,,,,,,2002,5,ComÃ©die sentimentale,2010-03-18T02:00:00,Pascale Pouzadoux
11690,J.A. Martin photographe,J.A. Martin photographe,CA,QC,,,,,1976,3,Drame de moeurs,2010-03-18T14:00:00,Jean Beaudin
42892,Elementarteilchen,"Particules Ã©lÃ©mentaires, Les",DE,,,,,,2006,4,Drame de moeurs,2010-03-18T22:30:00,Oskar Roehler
39757,Khamosh Pani,Eau dormante,PK,FR,DE,,,,2003,4,Drame social,2010-03-19T02:00:00,Sabiha Sumar
13185,"Way We Were, The",Nos plus belles annÃ©es,US,,,,,,1973,3,Drame sentimental,2010-03-19T14:00:00,Sydney Pollack
44241,Redacted,"Redacted, revu et corrigÃ©",US,,,,,,2007,3,Drame de guerre,2010-03-19T23:30:00,Brian De Palma
41842,"White Countess, The","Comtesse blanche, La",GB,US,DE,CN,,,2005,4,Drame sentimental,2010-03-20T13:00:00,James Ivory
11690,J.A. Martin photographe,J.A. Martin photographe,CA,QC,,,,,1976,3,Drame de moeurs,2010-03-21T00:45:00,Jean Beaudin
252,Chacun cherche son chat,Chacun cherche son chat,FR,,,,,,1996,4,ComÃ©die dramatique,2010-03-21T14:00:00,CÃ©dric Klapisch
252,Chacun cherche son chat,Chacun cherche son chat,FR,,,,,,1996,4,ComÃ©die dramatique,2010-03-22T14:00:00,CÃ©dric Klapisch
43153,Emmenez-moi,Emmenez-moi,FR,,,,,,2005,5,ComÃ©die dramatique,2010-03-23T22:00:00,Edmond Bensimon
39757,Khamosh Pani,Eau dormante,PK,FR,DE,,,,2003,4,Drame social,2010-03-24T02:00:00,Sabiha Sumar
43153,Emmenez-moi,Emmenez-moi,FR,,,,,,2005,5,ComÃ©die dramatique,2010-03-24T14:00:00,Edmond Bensimon
12061,Tommy,Tommy,GB,,,,,,1975,3,Drame musical,2010-03-24T22:00:00,Ken Russell
43153,Emmenez-moi,Emmenez-moi,FR,,,,,,2005,5,ComÃ©die dramatique,2010-03-25T02:00:00,Edmond Bensimon
12061,Tommy,Tommy,GB,,,,,,1975,3,Drame musical,2010-03-25T14:00:00,Ken Russell
44241,Redacted,"Redacted, revu et corrigÃ©",US,,,,,,2007,3,Drame de guerre,2010-03-25T22:45:00,Brian De Palma
252,Chacun cherche son chat,Chacun cherche son chat,FR,,,,,,1996,4,ComÃ©die dramatique,2010-03-26T02:00:00,CÃ©dric Klapisch
41842,"White Countess, The","Comtesse blanche, La",GB,US,DE,CN,,,2005,4,Drame sentimental,2010-03-26T14:00:00,James Ivory
43116,EnfermÃ©s dehors,EnfermÃ©s dehors,FR,,,,,,2005,4,ComÃ©die,2010-03-26T23:30:00,Albert Dupontel
1758,"Veuve de Saint-Pierre, La","Veuve de Saint-Pierre, La",FR,CA,,,,,1999,4,Drame,2010-03-27T13:00:00,Patrice Leconte
24780,Mon oncle Antoine,Mon oncle Antoine,CA,QC,,,,,1971,1,Drame de moeurs,2010-03-27T21:30:00,Claude Jutra
12061,Tommy,Tommy,GB,,,,,,1975,3,Drame musical,2010-03-28T00:30:00,Ken Russell
24780,Mon oncle Antoine,Mon oncle Antoine,CA,QC,,,,,1971,1,Drame de moeurs,2010-03-28T13:00:00,Claude Jutra
17702,"Portes tournantes, Les","Portes tournantes, Les",CA,QC,FR,,,,1988,4,Drame,2010-03-28T19:30:00,Francis Mankiewicz
17702,"Portes tournantes, Les","Portes tournantes, Les",CA,QC,FR,,,,1988,4,Drame,2010-03-29T14:00:00,Francis Mankiewicz
42460,Comme tout le monde,Comme tout le monde,BE,LU,CA,DE,FR,,2006,4,ComÃ©die satirique,2010-03-30T22:00:00,Pierre-Paul Renders
252,Chacun cherche son chat,Chacun cherche son chat,FR,,,,,,1996,4,ComÃ©die dramatique,2010-03-31T02:00:00,CÃ©dric Klapisch
42460,Comme tout le monde,Comme tout le monde,BE,LU,CA,DE,FR,,2006,4,ComÃ©die satirique,2010-03-31T14:00:00,Pierre-Paul Renders
29004,West Side Story,West Side Story,US,,,,,,1961,1,Drame musical,2010-03-31T22:00:00,"Jerome Robbins, Robert Wise"
42460,Comme tout le monde,Comme tout le monde,BE,LU,CA,DE,FR,,2006,4,ComÃ©die satirique,2010-04-01T02:00:00,Pierre-Paul Renders
29004,West Side Story,West Side Story,US,,,,,,1961,1,Drame musical,2010-04-01T14:00:00,"Jerome Robbins, Robert Wise"
43116,EnfermÃ©s dehors,EnfermÃ©s dehors,FR,,,,,,2005,4,ComÃ©die,2010-04-01T22:30:00,Albert Dupontel
44437,Hop,Hop,BE,,,,,,2003,4,ComÃ©die dramatique,2010-04-02T02:00:00,Dominique Standaert
1758,"Veuve de Saint-Pierre, La","Veuve de Saint-Pierre, La",FR,CA,,,,,1999,4,Drame,2010-04-02T14:00:00,Patrice Leconte
44625,Funny Games,DrÃ´les de jeux,US,,,,,,2008,4,Thriller,2010-04-02T23:59:00,Michael Haneke
40246,"Merchant of Venice, The","Marchand de Venise, Le",US,IT,LU,GB,,,2004,4,Drame,2010-04-03T13:05:00,Michael Radford
18642,"FrÃ¨re AndrÃ©, Le","FrÃ¨re AndrÃ©, Le",CA,QC,,,,,1987,4,Drame biographique,2010-04-03T21:30:00,Jean-Claude Labrecque
29004,West Side Story,West Side Story,US,,,,,,1961,1,Drame musical,2010-04-04T00:35:00,"Jerome Robbins, Robert Wise"
18642,"FrÃ¨re AndrÃ©, Le","FrÃ¨re AndrÃ©, Le",CA,QC,,,,,1987,4,Drame biographique,2010-04-04T13:30:00,Jean-Claude Labrecque
1701,Chocolat,Chocolat,US,,,,,,2000,4,ComÃ©die dramatique,2010-04-04T19:30:00,Lasse Hallstrom
1701,Chocolat,Chocolat,US,,,,,,2000,4,ComÃ©die dramatique,2010-04-05T13:05:00,Lasse Hallstrom
38359,Real Women Have Curves,"Vraies Femmes ont des rondeurs, Les",US,,,,,,2002,4,ComÃ©die dramatique,2010-04-06T22:05:00,Patricia Cardoso
44437,Hop,Hop,BE,,,,,,2003,4,ComÃ©die dramatique,2010-04-07T02:05:00,Dominique Standaert
38359,Real Women Have Curves,"Vraies Femmes ont des rondeurs, Les",US,,,,,,2002,4,ComÃ©die dramatique,2010-04-07T14:05:00,Patricia Cardoso
26123,Oliver!,Oliver!,GB,,,,,,1968,2,ComÃ©die musicale,2010-04-07T22:00:00,Carol Reed
38359,Real Women Have Curves,"Vraies Femmes ont des rondeurs, Les",US,,,,,,2002,4,ComÃ©die dramatique,2010-04-08T02:35:00,Patricia Cardoso
26123,Oliver!,Oliver!,GB,,,,,,1968,2,ComÃ©die musicale,2010-04-08T14:05:00,Carol Reed
44625,Funny Games,DrÃ´les de jeux,US,,,,,,2008,4,Thriller,2010-04-08T23:00:00,Michael Haneke
43907,Inch'Allah dimanche,Inch'Allah dimanche,FR,,,,,,2001,4,Drame psychologique,2010-04-09T02:05:00,Yamina Benguigui
40246,"Merchant of Venice, The","Marchand de Venise, Le",US,IT,LU,GB,,,2004,4,Drame,2010-04-09T14:05:00,Michael Radford
48838,Je te mangerais,Je te mangerais,FR,,,,,,2009,4,Drame,2010-04-09T23:30:00,Sophie Laloy
23789,Coup de tÃªte,Coup de tÃªte,FR,,,,,,1978,4,Drame de moeurs,2010-04-10T13:00:00,Jean-Jacques Annaud
40246,"Merchant of Venice, The","Marchand de Venise, Le",US,IT,LU,GB,,,2004,4,Drame,2010-04-10T22:30:00,Michael Radford
26123,Oliver!,Oliver!,GB,,,,,,1968,2,ComÃ©die musicale,2010-04-11T01:00:00,Carol Reed
