ï»¿id,municipalite,parc_id,parc,type_installation,description,longitude,latitude 
1641,94068,54,parc j.- alcide-reid ,module de jeux,BalanÃ§oire Ã  axe simple - 5 Ã  12 ans,-71.23048499972258,48.42602199974114
1642,94068,54,parc j.- alcide-reid ,module de jeux,Bloc psychomoteur - 18 mois Ã  12 ans,-71.23116400030116,48.42489799999173
1643,94068,54,parc j.- alcide-reid ,module de jeux,CarrÃ© de sable - 18 mois Ã  5 ans,-71.23054700063483,48.42601399998022
1644,94068,54,parc j.- alcide-reid ,module de jeux,CÃ¢bles Ã  glisser - 5 Ã  12 ans,-71.23130699945845,48.42519100041399
1645,94068,54,parc j.- alcide-reid ,module de jeux,Glissoire - 18 mois Ã  12 ans,-71.23027700029192,48.42594199980689
1646,94068,54,parc j.- alcide-reid ,module de jeux,Instrument de musique - Autre,-71.23000800055887,48.42593499969399
1647,94068,54,parc j.- alcide-reid ,module de jeux,Instrument de musique - Autre,-71.23050099971577,48.425862000036496
1648,94068,54,parc j.- alcide-reid ,module de jeux,Instrument de musique - Autre,-71.23049399994875,48.42584400000294
1649,94068,54,parc j.- alcide-reid ,module de jeux,Instrument de musique - Autre,-71.23047500056315,48.42585599976563
1650,94068,54,parc j.- alcide-reid ,module de jeux,Ãquipement bersant - 5 Ã  12 ans,-71.23053300020979,48.42597699980252
1651,94068,54,parc j.- alcide-reid ,module de jeux,Ãquipement bersant - 5 Ã  12 ans,-71.23022400013753,48.42595099998703
1652,94068,54,parc j.- alcide-reid ,module de jeux,Ãquipement de mise en forme - Autre,-71.23030900050311,48.42610199973529
1653,94068,54,parc j.- alcide-reid ,module de jeux,Ãquipement de mise en forme - Autre,-71.23029499967211,48.426138999576914
1654,94068,54,parc j.- alcide-reid ,module de jeux,Ãquipement de mise en forme - Autre,-71.23035300052946,48.42613399959184
1655,94068,54,parc j.- alcide-reid ,module de jeux,Ãquipement de mise en forme - Autre,-71.23022699998975,48.42615200010646
1656,94068,54,parc j.- alcide-reid ,module de jeux,Ãquipement de mise en forme - Autre,-71.23021099985982,48.42616000008932
1657,94068,54,parc j.- alcide-reid ,module de jeux,Ãquipement fixe - 18 mois Ã  5 ans,-71.23053900047228,48.4260169998728
1658,94068,54,parc j.- alcide-reid ,module de jeux,Ãquipement fixe - 5 Ã  12 ans,-71.23046800019519,48.42598599982971
1659,94068,54,parc j.- alcide-reid ,module de jeux,Ãquipement fixe - Autre,-71.23005200024353,48.42597699999053
1660,94068,54,parc j.- alcide-reid ,module de jeux,Ãquipement fixe - Autre,-71.23007599971305,48.42596500005271
1661,94068,54,parc j.- alcide-reid ,module de jeux,Ãquipement fixe - Autre,-71.23007400029022,48.425948999991164
1662,94068,54,parc j.- alcide-reid ,module de jeux,Ãquipement tournant - 18 mois Ã  12 ans,-71.23031299949183,48.425915000077154
1663,94068,54,parc j.- alcide-reid ,terrain de sport,Pickleball - autre - Pavage avec marquage,-71.22782400003979,48.42679599998859
1664,94068,54,parc j.- alcide-reid ,terrain de sport,Pickleball - autre - Pavage avec marquage,-71.22782400003979,48.42679599998859
1665,94068,54,parc j.- alcide-reid ,terrain de sport,Pickleball - autre - Pavage avec marquage,-71.22782400003979,48.42679599998859
1666,94068,54,parc j.- alcide-reid ,terrain de sport,Soccer - Provincial / national - Gazon,-71.22968300047586,48.426890000240185
1667,94068,54,parc j.- alcide-reid ,terrain de sport,Soccer - RÃ©gional / local - Gazon,-71.22966199981967,48.426918000117944
1670,94068,55,parc des ormeaux                                  ,aire de jeux,Autre,-71.23765999983206,48.404099999587906
1673,94068,56,parc pedneault                  ,terrain de sport,Tennis - Terrain rÃ©glementaire - Pavage avec polymÃ¨re,-71.13685600022288,48.43797000015667
1674,94068,56,parc pedneault                  ,terrain de sport,Tennis - Terrain rÃ©glementaire - Pavage avec polymÃ¨re,-71.13703100052308,48.43803599984937
1671,94068,56,parc pedneault                  ,terrain de sport,Balle - Moustique - Gazon,-71.13791999981258,48.43720999992878
1672,94068,56,parc pedneault                  ,terrain de sport,Jeu de pÃ©tanque - Terrain de pratique - PoussiÃ¨re de pierre,-71.1372600000236,48.43770000005278
1698,94068,57,parc des peintres                                 ,terrain de sport,VolleyBall - Terrain de pratique - 4 terrains avec cl - Sable,-71.26564700017637,48.430445000013016
1689,94068,57,parc des peintres                                 ,terrain de sport,Jeu de shuffleboard - autre - Surface synthÃ©tique,-71.26498600053095,48.43075400004884
1675,94068,57,parc des peintres                                 ,aire de jeux,18 mois Ã  12 ans,-71.2658129999241,48.43111100032846
1676,94068,57,parc des peintres                                 ,aire de jeux,18 mois Ã  12 ans,-71.26599499981363,48.431149999790954
1677,94068,57,parc des peintres                                 ,infrastructure aquatique,Abreuvoir extÃ©rieur,-71.2651720000339,48.430882999618134
1678,94068,57,parc des peintres                                 ,infrastructure aquatique,Jeux d'eau,-71.26523600026846,48.43092000036067
1679,94068,57,parc des peintres                                 ,module de jeux,BalanÃ§oire Ã  axe simple - 18 mois Ã  12 ans,-71.26583299989095,48.431107999966194
1680,94068,57,parc des peintres                                 ,module de jeux,Bloc psychomoteur - 18 mois Ã  12 ans,-71.26601899993146,48.43103099995889
1681,94068,57,parc des peintres                                 ,module de jeux,Bloc psychomoteur - 18 mois Ã  12 ans,-71.26594699956895,48.431233000275974
1682,94068,57,parc des peintres                                 ,module de jeux,Ãquipement bersant - 18 mois Ã  12 ans,-71.26603699978436,48.43114299995327
1683,94068,57,parc des peintres                                 ,module de jeux,Ãquipement bersant - 5 Ã  12 ans,-71.2659770001706,48.43112100004259
1684,94068,57,parc des peintres                                 ,module de jeux,Ãquipement bersant Ã  ressorts - 18 mois Ã  12 ans,-71.2660450005099,48.43109400006067
1685,94068,57,parc des peintres                                 ,module de jeux,Ãquipement bersant Ã  ressorts - 18 mois Ã  12 ans,-71.2660100004341,48.431170000412656
1686,94068,57,parc des peintres                                 ,module de jeux,Ãquipement fixe - 2 Ã  5 ans,-71.26605999947577,48.431209999830784
1687,94068,57,parc des peintres                                 ,terrain de sport,Basketball - Terrain de pratique - Pavage,-71.26462599979877,48.43018099955913
1688,94068,57,parc des peintres                                 ,terrain de sport,Jeu de shuffleboard - autre - Surface synthÃ©tique,-71.26497399995371,48.43078499997553
1694,94068,57,parc des peintres                                 ,terrain de sport,Pumptrack - autre - Pavage,-71.26604400018354,48.430814999586595
1690,94068,57,parc des peintres                                 ,terrain de sport,Patinoire permanente - ÃclairÃ© - Pavage,-71.26463300030734,48.43018099980956
1691,94068,57,parc des peintres                                 ,terrain de sport,Pickleball - autre - Pavage,-71.26500700051407,48.43050899955988
1692,94068,57,parc des peintres                                 ,terrain de sport,Pickleball - autre - Pavage,-71.26482400023984,48.43049400002498
1693,94068,57,parc des peintres                                 ,terrain de sport,Pumptrack - autre - Pavage,-71.26554300052717,48.43085500010725
1695,94068,57,parc des peintres                                 ,terrain de sport,Skatepark - autre - 1 rampe seulement - BÃ©ton,-71.26579699999881,48.43074199963261
1696,94068,57,parc des peintres                                 ,terrain de sport,Tennis - Terrain rÃ©glementaire - 2019 - Pavage,-71.2650280005282,48.43050700000591
1697,94068,57,parc des peintres                                 ,terrain de sport,Tennis - Terrain rÃ©glementaire - 2019 - Pavage avec polymÃ¨re,-71.26482799957452,48.43046799994233
1710,94068,58,parc powell                                       ,terrain de sport,Soccer - Terrain de pratique - Gazon,-71.18490000061993,48.4348000003801
1711,94068,58,parc powell                                       ,terrain de sport,VolleyBall - Terrain de pratique - Sable,-71.1846100006448,48.43426999973361
1699,94068,58,parc powell                                       ,aire de jeux,18 mois Ã  5 ans,-71.18365899949002,48.43504999975585
1700,94068,58,parc powell                                       ,aire de jeux,5 Ã  12 ans,-71.1838439997771,48.43502799963059
1701,94068,58,parc powell                                       ,module de jeux,Appareil Ã  grimper - 5 Ã  12 ans,-71.18357000023292,48.4349500002808
1702,94068,58,parc powell                                       ,module de jeux,Appareil Ã  grimper - 5 Ã  12 ans,-71.18349999953982,48.43503000022806
1703,94068,58,parc powell                                       ,module de jeux,BalanÃ§oire Ã  axe simple - 18 mois Ã  12 ans,-71.18382999998646,48.43503000032115
1704,94068,58,parc powell                                       ,module de jeux,Bloc psychomoteur - 5 Ã  12 ans,-71.18372699968293,48.43492800028603
1705,94068,58,parc powell                                       ,module de jeux,Bloc psychomoteur - 5 Ã  12 ans,-71.18356999996925,48.43505999992834
1706,94068,58,parc powell                                       ,module de jeux,Ãquipement bersant Ã  ressorts - 18 mois Ã  5 ans,-71.1837200000523,48.43512000004908
1707,94068,58,parc powell                                       ,module de jeux,Ãquipement bersant Ã  ressorts - 18 mois Ã  5 ans,-71.18370000015558,48.435139999849454
1708,94068,58,parc powell                                       ,module de jeux,Ãquipement fixe - 18 mois Ã  5 ans,-71.18368999958959,48.43516999989152
1709,94068,58,parc powell                                       ,terrain de sport,Patinoire permanente - ÃclairÃ© - Pavage,-71.18528999996055,48.43393000011405
1751,94068,60,parc de la riviere-aux-sables                     ,terrain de sport,Jeu de shuffleboard - Terrain de pratique - 3 terrains r - BÃ©ton,-71.2631140001726,48.40656400003491
1752,94068,60,parc de la riviere-aux-sables                     ,terrain de sport,Jeu de shuffleboard - Terrain de pratique - 3 terrains r - BÃ©ton,-71.2631449996305,48.40651900009921
1712,94068,60,parc de la riviere-aux-sables                     ,aire de jeux,18 mois Ã  5 ans,-71.26186499933597,48.407651999799974
1713,94068,60,parc de la riviere-aux-sables                     ,aire de jeux,Autre,-71.26168299967486,48.40782299957151
1714,94068,60,parc de la riviere-aux-sables                     ,infrastructure aquatique,Abreuvoir extÃ©rieur,-71.25985400059729,48.40957800032586
1715,94068,60,parc de la riviere-aux-sables                     ,infrastructure aquatique,Abreuvoir extÃ©rieur,-71.26258299959352,48.406326000005485
1716,94068,60,parc de la riviere-aux-sables                     ,infrastructure aquatique,DÃ©barcadÃ¨re,-71.26186999952462,48.40829999983976
1717,94068,60,parc de la riviere-aux-sables                     ,infrastructure aquatique,Jeux d'eau,-71.2620909993957,48.40758500024064
1718,94068,60,parc de la riviere-aux-sables                     ,infrastructure aquatique,Plan d'eau,-71.26339999996587,48.40676000011304
1719,94068,60,parc de la riviere-aux-sables                     ,infrastructure aquatique,Quai,-71.26199699954863,48.40824299977336
1720,94068,60,parc de la riviere-aux-sables                     ,infrastructure aquatique,Sports nautique,-71.26190399957873,48.40823199997161
1721,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Appareil Ã  grimper - 13 ans et plus,-71.26275899979998,48.40671900008717
1722,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Appareil Ã  grimper - 13 ans et plus,-71.26235200044229,48.40722199988922
1723,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Appareil Ã  grimper - 18 mois Ã  5 ans,-71.26186400002433,48.40770799999077
1724,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Appareil Ã  grimper - 5 Ã  12 ans,-71.26239799989247,48.40716800036939
1725,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Appareil Ã  grimper - 5 Ã  12 ans,-71.26247800017133,48.40707299968418
1726,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Appareil Ã  grimper - 5 Ã  12 ans,-71.26226199958982,48.407334999756735
1727,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Appareil Ã  grimper - Autre,-71.26158700034897,48.407942999914646
1728,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Appareil Ã  sauter - 5 Ã  12 ans,-71.2623020006673,48.40728700030041
1729,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Bloc psychomoteur - 18 mois Ã  5 ans,-71.26190599982804,48.40766200028531
1730,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Bloc psychomoteur - 5 Ã  12 ans,-71.26259400031597,48.40692399995728
1731,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Poutre d'Ã©quilibre - 2 Ã  12 ans,-71.2626599999182,48.40684400029263
1732,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Poutre d'Ã©quilibre - 2 Ã  12 ans,-71.26262399994808,48.40688400022884
1733,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Poutre d'Ã©quilibre - 5 Ã  12 ans,-71.26221000033644,48.40739999988201
1734,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Poutre d'Ã©quilibre - 5 Ã  12 ans,-71.26265000051437,48.40686700022499
1735,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Ãquipement bersant - 18 mois Ã  5 ans,-71.26186600051047,48.40774099990131
1736,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Ãquipement bersant Ã  ressorts - 18 mois Ã  5 ans,-71.26188000021982,48.40759600043259
1737,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Ãquipement bersant Ã  ressorts - 18 mois Ã  5 ans,-71.26184600055883,48.407612000034305
1738,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Ãquipement de mise en forme - 13 ans et plus,-71.26257399988907,48.40670300026909
1739,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Ãquipement de mise en forme - 13 ans et plus,-71.26255600031531,48.4064980001233
1740,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Ãquipement de mise en forme - 13 ans et plus,-71.26241100005075,48.406951000148624
1741,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Ãquipement pour le haut du corps - 13 ans et plus,-71.2627179997651,48.40677899975185
1742,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Ãquipement pour le haut du corps - 5 Ã  12 ans,-71.26252700055099,48.40701500040509
1743,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Ãquipement pour le haut du corps - 5 Ã  12 ans,-71.26243699973325,48.407120000303614
1744,94068,60,parc de la riviere-aux-sables                     ,module de jeux,Ãquipement tournant - Autre,-71.26168500044925,48.40782500006961
1745,94068,60,parc de la riviere-aux-sables                     ,terrain de sport,Aire d'entrainement - Circuit d'entrainement - Surface synthÃ©tique,-71.26248299952668,48.4070719997052
1746,94068,60,parc de la riviere-aux-sables                     ,terrain de sport,Aire d'entrainement - Circuit rÃ©crÃ©o-forme - BÃ©ton,-71.26257099961141,48.40670200024109
1747,94068,60,parc de la riviere-aux-sables                     ,terrain de sport,Jeu de pÃ©tanque - ÃclairÃ© - 2 fois par semaine - PoussiÃ¨re de pierre,-71.26517299998022,48.4063079998282
1748,94068,60,parc de la riviere-aux-sables                     ,terrain de sport,Jeu de pÃ©tanque - ÃclairÃ© - 2 fois par semaine - PoussiÃ¨re de pierre,-71.26522599940495,48.406214999843016
1749,94068,60,parc de la riviere-aux-sables                     ,terrain de sport,Jeu de pÃ©tanque - ÃclairÃ© - 2 fois par semaine - PoussiÃ¨re de pierre,-71.26529200038411,48.40611399958327
1750,94068,60,parc de la riviere-aux-sables                     ,terrain de sport,Jeu de shuffleboard - Terrain de pratique - 3 terrains r - BÃ©ton,-71.26311999949272,48.40663300044338
1754,94068,61,parc sacre-cÅur                                   ,terrain de sport,Soccer - Terrain de pratique - Gazon,-71.23714000062516,48.42648999956769
1753,94068,61,parc sacre-cÅur                                   ,terrain de sport,Basketball - Terrain de pratique - 2 terrains - Pavage,-71.23737999987588,48.426239999820545
1755,94068,62,parc saint-alexandre                              ,aire de jeux,18 mois Ã  12 ans,-71.26278800008609,48.413349999690496
1756,94068,62,parc saint-alexandre                              ,module de jeux,BalanÃ§oire Ã  axe simple - 18 mois Ã  12 ans,-71.26279299979414,48.41329099963041
1757,94068,62,parc saint-alexandre                              ,module de jeux,Bloc psychomoteur - 18 mois Ã  5 ans,-71.26274399939004,48.41342099987246
1758,94068,62,parc saint-alexandre                              ,module de jeux,Bloc psychomoteur - 5 Ã  12 ans,-71.26275100019089,48.41336400029099
1761,94068,63,parc saint-alfred                                 ,module de jeux,Bloc psychomoteur - 18 mois Ã  5 ans,-71.22879000033248,48.43161999997699
1759,94068,63,parc saint-alfred                                 ,aire de jeux,18 mois Ã  12 ans,-71.2287749996838,48.43159699955726
1760,94068,63,parc saint-alfred                                 ,module de jeux,BalanÃ§oire Ã  axe simple - 18 mois Ã  12 ans,-71.2287100004534,48.43156999960214
1762,94068,63,parc saint-alfred                                 ,module de jeux,Bloc psychomoteur - 5 Ã  12 ans,-71.22879000033248,48.43161999997699
1763,94068,63,parc saint-alfred                                 ,module de jeux,Ãquipement bersant Ã  ressorts - 18 mois Ã  5 ans,-71.22879000060851,48.431499999825164
1764,94068,63,parc saint-alfred                                 ,module de jeux,Ãquipement bersant Ã  ressorts - 18 mois Ã  5 ans,-71.22875000052524,48.43150999983927
1765,94068,63,parc saint-alfred                                 ,terrain de sport,Balle - Bantam - Gazon,-71.22929000048124,48.431770000027306
1766,94068,63,parc saint-alfred                                 ,terrain de sport,Basketball - Terrain de pratique - 2 paniers - Pavage avec marquage,-71.229289999374,48.43256999976237
1767,94068,63,parc saint-alfred                                 ,terrain de sport,Patinoire temporaire - ÃclairÃ© - PoussiÃ¨re de pierre,-71.22899999986699,48.43258999960082
1770,94068,64,parc saint-damien                                 ,module de jeux,Bloc psychomoteur - 5 Ã  12 ans,-71.22995000028877,48.38224999964007
1771,94068,64,parc saint-damien                                 ,terrain de sport,Balle - Terrain de pratique - Gazon,-71.22957999982539,48.38259999960775
1768,94068,64,parc saint-damien                                 ,aire de jeux,18 mois Ã  12 ans,-71.22994400008304,48.3822110002744
1769,94068,64,parc saint-damien                                 ,module de jeux,BalanÃ§oire Ã  axe simple - 18 mois Ã  5 ans,-71.22992999969753,48.382179999639845
1791,94068,66,parc central                                ,terrain de sport,Tennis - Terrain rÃ©glementaire - Pavage avec polymÃ¨re,-71.17670800040949,48.41602199980144
1792,94068,66,parc central                                ,terrain de sport,Tennis - Terrain rÃ©glementaire - Pavage avec polymÃ¨re,-71.17709299996804,48.415970000409764
1772,94068,66,parc central                                ,infrastructure aquatique,Abreuvoir extÃ©rieur,-71.17831999962878,48.41490000026423
1773,94068,66,parc central                                ,infrastructure aquatique,Jeux d'eau,-71.17840000043519,48.414819999969986
1774,94068,66,parc central                                ,terrain de sport,Anneau de glace - ÃclairÃ© - Pavage,-71.17847999988729,48.41822999990761
1775,94068,66,parc central                                ,terrain de sport,Balle - Midget et majeures - Gazon,-71.17622999998136,48.41518999993805
1776,94068,66,parc central                                ,terrain de sport,Basketball - Terrain rÃ©glementaire - Pavage avec polymÃ¨re,-71.17822099964329,48.41446100019608
1777,94068,66,parc central                                ,terrain de sport,Football - Terrain de pratique - Surface synthÃ©tique,-71.17817999938693,48.41602999996297
1778,94068,66,parc central                                ,terrain de sport,Jeu de pÃ©tanque - Terrain de pratique - 12 terrains - PoussiÃ¨re de pierre,-71.17787999978415,48.41886999974197
1779,94068,66,parc central                                ,terrain de sport,Lancer du javelot - Terrain de pratique - Gazon,-71.17770999979561,48.4152299998639
1780,94068,66,parc central                                ,terrain de sport,Lancer du poids ou disque - Terrain de pratique - Gazon,-71.17802000063028,48.415060000070035
1781,94068,66,parc central                                ,terrain de sport,Piste d'athlÃ©tisme - Terrain de pratique - Surface synthÃ©tique,-71.17775000033882,48.41656999955926
1782,94068,66,parc central                                ,terrain de sport,Pumptrack - autre - Pavage,-71.17708899953135,48.41842699984408
1783,94068,66,parc central                                ,terrain de sport,Saut en longueur - Terrain de pratique - 2 terrains - Sable,-71.17754000063704,48.41632999992835
1784,94068,66,parc central                                ,terrain de sport,Saut Ã  la perche - Terrain de pratique - 2 terrains - Sable,-71.17749999968889,48.415730000044235
1785,94068,66,parc central                                ,terrain de sport,Skatepark - autre - 2022  - Pavage,-71.17722099955311,48.417956000122786
1786,94068,66,parc central                                ,terrain de sport,Soccer - Terrain de pratique - Surface synthÃ©tique,-71.17818000015747,48.4159300002929
1787,94068,66,parc central                                ,terrain de sport,Tennis - Terrain rÃ©glementaire - Pavage avec polymÃ¨re,-71.17689800063191,48.41599099996829
1788,94068,66,parc central                                ,terrain de sport,Tennis - Terrain rÃ©glementaire - Pavage avec polymÃ¨re,-71.17656999987372,48.41572400042403
1789,94068,66,parc central                                ,terrain de sport,Tennis - Terrain rÃ©glementaire - Pavage avec polymÃ¨re,-71.17675199934382,48.4156819997561
1790,94068,66,parc central                                ,terrain de sport,Tennis - Terrain rÃ©glementaire - Pavage avec polymÃ¨re,-71.17694199991706,48.41564399988602
1809,94068,67,parc ghislain-martineau                                   ,terrain de sport,Skatepark - autre - BÃ©ton,-71.13550999967826,48.436260999792104
1810,94068,67,parc ghislain-martineau                                   ,terrain de sport,Soccer - Terrain de pratique - Gazon,-71.13563999965814,48.4362300003302
1793,94068,67,parc ghislain-martineau                                   ,aire de jeux,18 mois Ã  5 ans,-71.13588300061238,48.43562099969927
1794,94068,67,parc ghislain-martineau                                   ,aire de jeux,5 Ã  12 ans,-71.13594500045986,48.43552199973844
1795,94068,67,parc ghislain-martineau                                   ,aire de jeux,5 Ã  12 ans,-71.13603499986998,48.43545399974918
1796,94068,67,parc ghislain-martineau                                   ,infrastructure aquatique,Jeux d'eau,-71.1363769993878,48.43552900023594
1797,94068,67,parc ghislain-martineau                                   ,module de jeux,Appareil Ã  grimper - 13 ans et plus,-71.13583000004641,48.43640600034294
1798,94068,67,parc ghislain-martineau                                   ,module de jeux,Appareil Ã  grimper - 13 ans et plus,-71.13580799960603,48.436418000101824
1799,94068,67,parc ghislain-martineau                                   ,module de jeux,Appareil Ã  grimper - 5 Ã  12 ans,-71.13606800038876,48.43544200030079
1800,94068,67,parc ghislain-martineau                                   ,module de jeux,BalanÃ§oire Ã  axe simple - 18 mois Ã  12 ans,-71.13601000057176,48.435639999816104
1801,94068,67,parc ghislain-martineau                                   ,module de jeux,Bloc psychomoteur - 2 Ã  5 ans,-71.13585000037648,48.43559999968934
1802,94068,67,parc ghislain-martineau                                   ,module de jeux,Bloc psychomoteur - 5 Ã  12 ans,-71.13599000041411,48.435509999653775
1803,94068,67,parc ghislain-martineau                                   ,module de jeux,Ãquipement de mise en forme - 13 ans et plus,-71.13576100013987,48.436375000169754
1804,94068,67,parc ghislain-martineau                                   ,module de jeux,Ãquipement de mise en forme - Autre,-71.13565700036914,48.436309000291544
1805,94068,67,parc ghislain-martineau                                   ,module de jeux,Ãquipement de mise en forme - Autre,-71.13572400055837,48.4362820002301
1806,94068,67,parc ghislain-martineau                                   ,module de jeux,Ãquipement de mise en forme - Autre,-71.13561599938718,48.43635700039284
1807,94068,67,parc ghislain-martineau                                   ,terrain de sport,Aire d'entrainement 13 et + - Circuit d'entrainement - PoussiÃ¨re de pierre,-71.13577699987577,48.436386000312986
1808,94068,67,parc ghislain-martineau                                   ,terrain de sport,Patinoire permanente - ÃclairÃ© - Surface synthÃ©tique,-71.13621000054712,48.43547999957474
1837,94068,68,parc saint-laurent                                ,terrain de sport,Patinoire permanente - autre - Pavage,-71.25264800010356,48.417595999639055
1836,94068,68,parc saint-laurent                                ,terrain de sport,Balle - Bantam - Gazon,-71.25337000007704,48.41728999982568
1811,94068,68,parc saint-laurent                                ,aire de jeux,18 mois Ã  12 ans,-71.25276400053565,48.41693100000026
1812,94068,68,parc saint-laurent                                ,infrastructure aquatique,Abreuvoir extÃ©rieur,-71.25192900041853,48.4171709996232
1813,94068,68,parc saint-laurent                                ,infrastructure aquatique,Jeux d'eau,-71.25239400030662,48.417260000163225
1814,94068,68,parc saint-laurent                                ,infrastructure aquatique,Robinet extÃ©rieur,-71.25265399999589,48.417452000066696
1815,94068,68,parc saint-laurent                                ,module de jeux,Appareil Ã  grimper - 18 mois Ã  5 ans,-71.25294899982087,48.41678499997031
1816,94068,68,parc saint-laurent                                ,module de jeux,Appareil Ã  sauter - 13 ans et plus,-71.25185500009174,48.41722100012807
1817,94068,68,parc saint-laurent                                ,module de jeux,Appareil Ã  sauter - 13 ans et plus,-71.25192299999034,48.417254999805714
1818,94068,68,parc saint-laurent                                ,module de jeux,BalanÃ§oire Ã  axe simple - 18 mois Ã  12 ans,-71.25259700035896,48.417016000334755
1819,94068,68,parc saint-laurent                                ,module de jeux,BalanÃ§oire Ã  axe simple - 18 mois Ã  12 ans,-71.25269400044536,48.416941999709834
1820,94068,68,parc saint-laurent                                ,module de jeux,Bloc psychomoteur - 18 mois Ã  5 ans,-71.25275300013956,48.41705199976674
1821,94068,68,parc saint-laurent                                ,module de jeux,Bloc psychomoteur - 5 Ã  12 ans,-71.25283099972742,48.416893000336344
1822,94068,68,parc saint-laurent                                ,module de jeux,Ãquipement de mise en forme - 13 ans et plus,-71.25290500015693,48.41712399995404
1823,94068,68,parc saint-laurent                                ,module de jeux,Ãquipement de mise en forme - 13 ans et plus,-71.25288899985051,48.417158000048595
1824,94068,68,parc saint-laurent                                ,module de jeux,Ãquipement de mise en forme - 13 ans et plus,-71.25286799965825,48.41718599973159
1825,94068,68,parc saint-laurent                                ,module de jeux,Ãquipement de mise en forme - 13 ans et plus,-71.25277700056334,48.41727800035163
1826,94068,68,parc saint-laurent                                ,module de jeux,Ãquipement de mise en forme - 13 ans et plus,-71.25281199954122,48.4172510000613
1827,94068,68,parc saint-laurent                                ,module de jeux,Ãquipement de mise en forme - 13 ans et plus,-71.25284299951072,48.41722100036934
1828,94068,68,parc saint-laurent                                ,module de jeux,Ãquipement de mise en forme - 13 ans et plus,-71.25178199937494,48.41716800014368
1829,94068,68,parc saint-laurent                                ,module de jeux,Ãquipement pour le haut du corps - 13 ans et plus,-71.25188600022594,48.41724099971078
1830,94068,68,parc saint-laurent                                ,module de jeux,Ãquipement pour le haut du corps - 13 ans et plus,-71.25174500026415,48.41719499969702
1831,94068,68,parc saint-laurent                                ,module de jeux,Ãquipement pour le haut du corps - 13 ans et plus,-71.25179800020709,48.417205000028815
1832,94068,68,parc saint-laurent                                ,module de jeux,Ãquipement tournant - 18 mois Ã  12 ans,-71.2527079993829,48.41710300009828
1833,94068,68,parc saint-laurent                                ,module de jeux,Ãquipement tournant - 18 mois Ã  12 ans,-71.25284000042245,48.41693800010541
1834,94068,68,parc saint-laurent                                ,module de jeux,Ãquipement tournant - 5 Ã  12 ans,-71.25284400028212,48.416791999852336
1835,94068,68,parc saint-laurent                                ,terrain de sport,Aire d'entrainement 13 et + - Circuit d'entrainement - Fibre de cÃ¨dre,-71.25185199956107,48.417207000007
1846,94068,69,parc saint-mathias                                ,terrain de sport,Patinoire permanente - ÃclairÃ© - PoussiÃ¨re de pierre,-71.17795000037202,48.40956999970681
1847,94068,69,parc saint-mathias                                ,terrain de sport,VolleyBall - Terrain de pratique - 3 terrains - Sable,-71.17757999936714,48.409820000298204
1838,94068,69,parc saint-mathias                                ,aire de jeux,18 mois Ã  5 ans,-71.17704000049854,48.40931700043079
1839,94068,69,parc saint-mathias                                ,infrastructure aquatique,Abreuvoir extÃ©rieur,-71.17705999994386,48.40914000025817
1840,94068,69,parc saint-mathias                                ,infrastructure aquatique,Piscine,-71.1771800003881,48.40947999987554
1841,94068,69,parc saint-mathias                                ,module de jeux,Appareil Ã  grimper - 5 Ã  12 ans,-71.17721000001225,48.409109999693065
1842,94068,69,parc saint-mathias                                ,module de jeux,BalanÃ§oire Ã  axe simple - 18 mois Ã  12 ans,-71.17713000020625,48.40920999991688
1843,94068,69,parc saint-mathias                                ,module de jeux,Bloc psychomoteur - 18 mois Ã  5 ans,-71.17699999984929,48.40931999962649
1844,94068,69,parc saint-mathias                                ,module de jeux,Ãquipement bersant Ã  ressorts - 18 mois Ã  5 ans,-71.17727999991251,48.40919999993879
1845,94068,69,parc saint-mathias                                ,module de jeux,Ãquipement bersant Ã  ressorts - 18 mois Ã  5 ans,-71.17700000014995,48.40929000041094
1854,94068,70,parc saint-nicolas                                ,module de jeux,Ãquipement bersant Ã  ressorts - 18 mois Ã  5 ans,-71.24782000018092,48.422470000377274
1848,94068,70,parc saint-nicolas                                ,aire de jeux,18 mois Ã  12 ans,-71.2478809997648,48.42249600016006
