Liste des contrats de 25 000 $ et plus,,
Octroyés du 1er juin 2016 au 31 mai 2017,,
,,
Nom du fournisseur,Description du bon de commande,Montant engagement
ABC ENVIRONNEMENT INC./ Entente 1197006,"Nettoyage de chambres de vanne, secteur no. 1","147 842,04"
À DEUX MAINS INC. (HEAD & HANDS),Contribution pour le volet Jeunesse 2000 - année 2016,"19 984,00"
,Contribution financière - année 2017,"59 684,00"
"AFFLECK DE LA RIVA, ARCHITECTES",Parc Trenholme : dépense additionnelle pour le contrat de services professionnels pour le projet de mise aux normes de la pataugeoire,"5 853,49"
,Centre communautaire et bibliothèque interculturelle : projet de réhabilitation de l'enveloppe verticale du bâtiment,"270 321,02"
,Parc Jean-Brillant : projet de construction d'un toit sur le terrain de pétanque,"32 336,15"
,Parc Georges-Saint-Pierre : projet de construction d'un toit sur le terrain de bocce,"44 462,21"
AGENCE DOUBLEXPRESSO INC.,Service : infographie et graphisme - année 2016,"22 708,78"
,Service : infographie et graphisme - année 2017,"15 748,12"
AMÉNAGEMENTS SUD-OUEST,Contrat pour la phase 1 des travaux de réfection du site commémoratif du parc Notre-Dame-de-Grâce,"213 098,38"
AQUATECHNO SPÉCIALISTES AQUATIQUES INC.,Chlore et PH - saison 2016,"3 596,45"
,Hypochlorite de calcium - saison 2016,"4 094,51"
,Contrôleur de qualité de l'eau des piscines - année 2016,"18 740,27"
ARBO-DESIGN INC.,"Abattage d'un frêne au 4535, av. Beaconsfield: bois et branches ramassés - année 2016","2 309,72"
,Abattage et essouchement : projet place de Vimy - année 2016,"4 287,79"
,"Abattage d'arbres dangereux : 2790, av. Ekers et 4625, av. Beaconsfield - année 2016","7 559,10"
,Essouchement et nettoyage de site - année 2017,"5 039,40"
,Travaux d'élagage d'urgence - année 2017,"3 674,56"
ASPHALTE SAINT-PATRICK INC.,Asphalte chaud,"25 901,60"
ASSOCIATION DE LA COMMUNAUTÉ NOIRE DE CÔTE-DES-NEIGES,"Contribution financière : réalisation des activités de loisirs, gestion du centre et entretien sanitaire","36 036,00"
,Contribution financière : réalisation des activités de sports et de loisirs,"108 110,00"
,Contribution financière : organisation du camp de jour Marcus Garvey,"32 245,00"
,Contribution financière - année 2017,"5 500,00"
ASSOCIATION DES GENS D'AFFAIRES DE CÔTE-DES-NEIGES,Gestion et animation de la Placette Côte-des-Neiges - année 2016,"29 450,00"
,Stratégie média et mesures de satisfaction de la Placette Côte-des-Neiges - année 2016,"10 000,00"
,Contribution financière : élaboration d'un plan de communication pour la création d'une Société de développement commercial - année 2017,"10 000,00"
,Gestion et animation de la Placette Côte-des-Neiges - année 2017,"15 000,00"
,Espace publicitaire - Guide local - année 2017,"3 000,00"
ASSOCIATION POUR LE DÉVELOPPEMENT JEUNESSE DE LOYOLA,Contribution financière : réalisation des activités de sports et de loisirs - année 2016,"21 142,00"
,Contribution financière : réalisation des activités de sports et de loisirs - année 2017,"63 428,00"
BAU-VAL CMM/ Entente 910214,Service de récupération de béton et d'asphalte - année 2016,"6 156,18"
,Traitement et valorisation de matériaux de béton et d'asphalte - année 2017,"42 519,94"
BAU-VAL CMM/ Entente 1192507,"Asphalte EC-5, PG 58-28 - année 2017","48 294,25"
,"Asphalte EC-10, PG 58 -28 - année 2017","66 142,12"
BIBLIOTHÈQUE PUBLIQUE JUIVE,Contribution financière - année 2016,"27 468,00"
,Contribution financière - année 2017,"28 000,00"
BOUTY INC.,Achat d'ameublement - année 2016,"5 784,46"
,Achat de chaises et de chariots - année 2017,"13 532,45"
CARREFOUR JEUNESSE-EMPLOI NOTRE-DAME-DE-GRÂCE,Contribution financière - année 2016,"27 000,00"
,Contribution financière : table de concertation jeunesse de Notre-Dame-de-Grâce - année 2016,"5 000,00"
,Contribution financière : coordination de la table jeunesse - année 2017,"10 000,00"
CARRIÈRE ST-JACQUES INC./ Entente C1109176,Pierre concassée - année 2016,"174 926,02"
,Pierre concassée - année 2017,"81 296,01"
CARRIÈRE ST-JACQUES INC./ Entente 1157152,Abrasif (90 % granulat et 10 % chlorure de sodium) - hiver 2016-2017,"101 296,55"
CENTRE COMMUNAUTAIRE DE LOISIR DE LA CÔTE-DES-NEIGES,Contribution financière - année 2016,"3 404,49"
,Coordination et réalisation du programme d'animation et de loisirs à l'aire d'animation du parc Jean-Brillant - année 2016,"11 417,44"
,Table de concertation jeunesse CDN,"7 243,00"
,Contribution financière - année 2016,"10 000,00"
,Contribution financière : réalisation des activités de sports et de loisirs - année 2016,"70 581,00"
,Contribution financière : réalisation des activités de sports et de loisirs - année 2017,"211 744,00"
,Contribution financière - année 2017,"17 000,00"
,Contribution financière : organisation du camp de jour CELO - année 2017,"25 500,00"
CENTRE COMMUNAUTAIRE MOUNTAIN SIGHTS,Contribution financière : réalisation des activités de sports et de loisirs - année 2016,"30 426,00"
,Contribution financière : réalisation des activités de sports et de loisirs - année 2017,"121 700,00"
,Contribution financière : organisation du camp de jour Mountain Sights - année 2017,"11 800,00"
CENTRE DE RESSOURCES COMMUNAUTAIRE CÔTE-DES-NEIGES,Contribution financière : réalisation des activités de sports et de loisirs - année 2016,"46 666,00"
,Contribution financière : réalisation des activités de sports et de loisirs - année 2017,"140 000,00"
CENTRE DE SERVICES PARTAGÉS DU QUÉBEC,Téléphonie cellulaire - année 2016,"11 405,08"
,Téléphonie cellulaire - année 2017,"18 098,96"
CIMA+ S.E.N.C./ Entente 1110647,Conception de devis de circulation pour la réalisation du programme de réfection routière - année 2017,"83 330,48"
"CITÉ NISSAN - GABRIEL, S.E.C./ Entente 1115912",Achat de cinq voitures électriques,"188 503,88"
CLEAN WATER WORKS INC.,Travaux de réparation de drains privés - avenue de Kent,"22 677,30"
,Travaux de réparation de drains privés - boulevard Décarie,"22 257,35"
CLUB DE PLEIN AIR NDG INC.,Contribution financière : réalisation des activités de sports et de loisirs - année 2016,"14 000,00"
,Contribution financière : réalisation des activités de sports et de loisirs - année 2017,"42 000,00"
C.M.S. ENTREPRENEURS GÉNÉRAUX INC.,Contrat de lavage des trottoirs - année 2016,"38 456,23"
