ï»¿OBJECTID,LABEL,REFERENCED_PIPE,DIAMETER__VALVE_,PROPRIETAIRE,TYPE,PARTIELLEMENT_FERMEE 
2867623,61G0027,61F0027,150,Ville,poteau incendie,Non
2867624,12G0434,12F0434,150,Ville,poteau incendie,Non
2867626,61G0199,61F0199,150,Ville,poteau incendie,Non
2867627,26G0216,26F0216,150,Ville,poteau incendie,Non
2867628,61V0648,61C3520,150,Ville,RÃ©seau,Non
2867629,42G2082,42F2082,150,Ville,poteau incendie,Non
2867630,37V0054,37C0944,150,Ville,RÃ©seau,Non
2867631,54G8048,54F8048,150,Ville,poteau incendie,Non
2867632,42V3242,42C3466,150,Ville,RÃ©seau,Non
2867633,37V1153,37C2294,150,Ville,RÃ©seau,Non
2867634,43V5624,43C4298,150,Ville,RÃ©seau,Non
2867635,61V0182,61C0352,200,Ville,RÃ©seau,Non
2867636,42V5153,42C5114,150,Ville,RÃ©seau,Non
2867637,43G5263,43F5263,150,Ville,poteau incendie,Non
2867638,42V2052,42C2220,150,Ville,RÃ©seau,Non
2867639,26G0457,26F0457,150,Ville,poteau incendie,Non
2867640,11G1058,11F1058,150,Ville,poteau incendie,Non
2867641,26S0252,26C4276,50,Ville,purge,Non
2867642,43V6119,43C7276,350,Ville,RÃ©seau,Non
2867643,43G4098,43F4098,150,Ville,poteau incendie,Non
2867644,11G0462,11F0462,150,Ville,poteau incendie,Non
2867645,11V3235,11C5436,200,Ville,RÃ©seau,Non
2867648,43G3058,43F3058,150,Ville,poteau incendie,Non
2867649,37G0186,37F0186,150,Ville,poteau incendie,Non
2867650,61G0028,61F0028,150,Ville,poteau incendie,Non
2867651,12G0422,12F0422,150,Ville,poteau incendie,Non
2867653,61G0132,61F0132,150,Ville,poteau incendie,Non
2867654,26G0196,26F0196,150,Ville,poteau incendie,Non
2867656,42G2076,42F2076,150,Ville,poteau incendie,Non
2867657,15G0064,15F0064,150,Ville,poteau incendie,Non
2867658,61G0259,61F0259,150,Ville,poteau incendie,Non
2867659,42V3186,42C3464,150,Ville,RÃ©seau,Non
2867660,61V0688,61C0561,150,Ville,RÃ©seau,Non
2867661,61V0702,61C1482,150,Ville,RÃ©seau,Non
2867662,42V5476,42C6040,250,Ville,RÃ©seau,Non
2867663,42V5059,42C5104,150,Ville,RÃ©seau,Non
2867664,11V3186,11C5288,150,Ville,RÃ©seau,Non
2867666,43V2038,43C2300,250,Ville,RÃ©seau,Non
2867667,42G5366,42F5366,150,Ville,poteau incendie,Non
2867668,11V3229,11C5392,150,Ville,RÃ©seau,Non
2867669,42V5584,42C4555,200,Ville,RÃ©seau,Non
2867670,11G1059,11F1059,150,Ville,poteau incendie,Non
2867671,13G0694,13F0694,150,Ville,poteau incendie,Non
2867672,42V5023,42C5418,200,Ville,RÃ©seau,Non
2867673,11G0454,11F0454,150,Ville,poteau incendie,Non
2867675,42CV0002A,42C3432,200,Ville,RÃ©seau,Non
2867676,12G1090A,12F1090,150,Ville,poteau incendie,Non
2867677,42V4122,42C3392,200,Ville,RÃ©seau,Non
2867678,43G2120,43F2120,150,Ville,poteau incendie,Non
2867679,37G0184,37F0184,150,Ville,poteau incendie,Non
2867680,11G0962,11F0962,150,Ville,poteau incendie,Non
2867681,61G0029,61F0029,150,Ville,poteau incendie,Non
2867682,12G0428,12F0428,150,Ville,poteau incendie,Non
2867683,61V0737,61C1386,100,Ville,RÃ©seau,Non
2867684,61G0134,61F0134,150,Ville,poteau incendie,Non
2867685,26G0228,26F0228,150,Ville,poteau incendie,Non
2867687,11CV0056A,11C1170,300,Ville,RÃ©seau,Non
2867688,42G2074,42F2074,150,Ville,poteau incendie,Non
2867689,35V0588,35C0768,300,Ville,RÃ©seau,Non
2867690,42V4128,42C4348,150,Ville,RÃ©seau,Non
2867691,54G8046,54F8046,150,Ville,poteau incendie,Non
2867692,42V3179,42C3454,150,Ville,RÃ©seau,Non
2867693,43V5947,43C6901,150,Ville,RÃ©seau,Non
2867694,61V0326,61C0650,25,Ville,RÃ©seau,Non
2867695,43V6059,43C5058,150,Ville,RÃ©seau,Non
2867696,54V2174,54C2394,150,Ville,RÃ©seau,Non
2867697,61V0076,61C0386,200,Ville,RÃ©seau,Non
2867698,42V5474,42C6042,150,Ville,RÃ©seau,Non
2867699,11V3058,11C5102,150,Ville,RÃ©seau,Non
2867700,42V5060,42C5406,200,Ville,RÃ©seau,Non
2867701,26G0500,26F0500,150,Ville,poteau incendie,Non
2867702,54V2208,54C4048,150,Ville,RÃ©seau,Non
2867703,13V0104,13C0523,200,Ville,RÃ©seau,Non
2867704,43G5308,43F5308,150,Ville,poteau incendie,Non
2867705,11G1060,11F1060,150,Ville,poteau incendie,Non
2867706,54G3022,54F3022,150,Ville,poteau incendie,Non
2867707,13G0702,13F0702,150,Ville,poteau incendie,Non
2867708,43V6001,43C5142,150,Ville,RÃ©seau,Non
2867709,43G4090,43F4090,150,Ville,poteau incendie,Non
2867710,11G0470,11F0470,150,Ville,poteau incendie,Non
2867711,42G4104,42F4104,150,Ville,poteau incendie,Non
2867712,42G5062,42F5062,150,Ville,poteau incendie,Non
2867713,43G2082,43F2082,150,Ville,poteau incendie,Non
2867714,26S0251,26C4238,50,Ville,purge,Non
2867715,26V0879,26C4168,250,Ville,RÃ©seau,Non
2867716,61G0196,61F0196,150,Ville,poteau incendie,Non
2867717,26G0262,26F0262,150,Ville,poteau incendie,Non
2867719,42G9112,42F9112,150,Ville,poteau incendie,Non
2867720,37V0024,37C2024,200,Ville,RÃ©seau,Non
2867721,42V5432,42C4363,100,Ville,RÃ©seau,Non
2867722,54G9089,54F9089,150,Ville,poteau incendie,Non
2867723,42V3184,42C3460,150,Ville,RÃ©seau,Non
2867724,11V3185,11C5287,150,Ville,RÃ©seau,Non
2867725,54V2176,54C2398,150,Ville,RÃ©seau,Non
2867726,61V0180,61C0384,200,Ville,RÃ©seau,Non
2867728,11G0944,11F0944,150,Ville,poteau incendie,Non
2867729,42V5061,42C5465,150,Ville,RÃ©seau,Non
2867732,54S0082,54C2589,150,Ville,purge,Non
2867733,42V2050,42C2030,200,Ville,RÃ©seau,Non
2867734,42V5583,42C4556,200,Ville,RÃ©seau,Non
2867735,43CV0002A,43C3450,150,Ville,RÃ©seau,Non
2867736,54V2364,54C8296,150,Ville,RÃ©seau,Non
2867737,13G0692,13F0692,150,Ville,poteau incendie,Non
2867738,43G4094,43F4094,150,Ville,poteau incendie,Non
2867739,11G0658,11F0658,150,Ville,poteau incendie,Non
2867740,42V5557,42C4530,200,Ville,RÃ©seau,Non
2867741,13V4126,13C6173,200,Ville,RÃ©seau,Non
2867742,42G4102,42F4102,150,Ville,poteau incendie,Non
2867743,11V3250,11C5443,200,Ville,RÃ©seau,Non
2867744,11V3084,11C5128,200,Ville,RÃ©seau,Non
2867745,61G0030,61F0030,150,Ville,poteau incendie,Non
2867746,12G0418,12F0418,150,Ville,poteau incendie,Non
2867747,26V0878,26C4160,150,Ville,RÃ©seau,Non
2867748,61G0239,61F0239,150,Ville,poteau incendie,Non
2867749,26G0250,26F0250,150,Ville,poteau incendie,Non
2867751,54G7014,54F7014,150,Ville,poteau incendie,Non
2867752,11CV0054A,11C1228,300,Ville,RÃ©seau,Non
2867753,12CV0017B,12C5616,150,Ville,RÃ©seau,Non
2867754,42G2186,42F2186,150,Ville,poteau incendie,Non
2867755,37V0950,37C2191,200,Ville,RÃ©seau,Non
2867756,54G8042,54F8042,150,Ville,poteau incendie,Non
2867757,25V0751,25C4063,200,Ville,RÃ©seau,Non
2867758,42V3122,42C3074,200,Ville,RÃ©seau,Non
2867759,54V2180,54C2404,350,Ville,RÃ©seau,Non
2867760,13V4153,13C5896,150,Ville,RÃ©seau,Non
2867761,61V0246,61C0382,200,Ville,RÃ©seau,Non
2867762,11V3056,11C5096,150,Ville,RÃ©seau,Non
2867763,42V5058,42C5466,150,Ville,RÃ©seau,Non
2867764,42V2135,42C2324,200,Ville,RÃ©seau,Non
2867765,54S0081,54C2583,50,Ville,purge,Non
2867766,42V2047,42C2046,150,Ville,RÃ©seau,Non
2867767,13V0455,13C0715,150,Ville,RÃ©seau,Non
2867768,54V2363,54C4044,150,Ville,RÃ©seau,Non
2867769,13G0678,13F0678,150,Ville,poteau incendie,Non
2867770,37V1131,37C1380,150,Ville,RÃ©seau,Non
2867771,43G4092,43F4092,150,Ville,poteau incendie,Non
2867772,11G0662,11F0662,150,Ville,poteau incendie,Non
2867773,43G2010,43F2010,150,Ville,poteau incendie,Non
2867775,42G4084,42F4084,150,Ville,poteau incendie,Non
2867776,11V3249,11C5439,200,Ville,RÃ©seau,Non
2867777,61G0031,61F0031,150,Ville,poteau incendie,Non
2867778,12G0412,12F0412,150,Ville,poteau incendie,Non
2867779,26V0877,26C4163,250,Ville,RÃ©seau,Non
2867780,42G2204,42F2204,150,Ville,poteau incendie,Non
2867781,12G1118P,12F1118P,150,Prive,poteau incendie,Non
2867782,61G0236,61F0236,150,Ville,poteau incendie,Non
2867783,26G0266,26F0266,150,Ville,poteau incendie,Non
2867784,42G2192,42F2192,150,Ville,poteau incendie,Non
2867786,43V5534,43C5872,150,Ville,RÃ©seau,Non
2867787,54G8044,54F8044,150,Ville,poteau incendie,Non
2867788,43V5949,43C6903,150,Ville,RÃ©seau,Non
2867789,42V3121,42C3066,150,Ville,RÃ©seau,Non
2867790,11V3184,11C4324,300,Ville,RÃ©seau,Non
2867791,54V2178,54C2400,200,Ville,RÃ©seau,Non
2867793,61V0248,61C0400,200,Ville,RÃ©seau,Non
2867794,43V6085,43C7232,150,Ville,RÃ©seau,Non
2867795,42V3132,42C5464,150,Ville,RÃ©seau,Non
2867796,25V0734,25C3784,200,Ville,RÃ©seau,Non
2867797,42V2051,42C2032,200,Ville,RÃ©seau,Non
2867798,42G5368,42F5368,150,Ville,poteau incendie,Non
2867799,13G0864,13F0864,150,Ville,poteau incendie,Non
2867800,42V5520,42C6105,150,Ville,RÃ©seau,Non
2867801,11G0666,11F0666,150,Ville,poteau incendie,Non
2867802,42G4124,42F4124,150,Ville,poteau incendie,Non
2867803,37G0202,37F0202,150,Ville,poteau incendie,Non
2867804,37G0653,37F0653,150,Ville,poteau incendie,Non
2867805,11V3082,11C5126,200,Ville,RÃ©seau,Non
2867806,61G0048,61F0048,150,Ville,poteau incendie,Non
2867807,12G0408,12F0408,150,Ville,poteau incendie,Non
2867808,26V0876,26C4162,250,Ville,RÃ©seau,Non
2867809,61V0043,61C0218,200,Ville,RÃ©seau,Non
2867810,26G0286,26F0286,150,Ville,poteau incendie,Non
2867811,42G2268,42F2268,150,Ville,poteau incendie,Non
2867812,37V0956,37C1886,100,Ville,RÃ©seau,Non
2867813,11V3265,11C5500,150,Ville,RÃ©seau,Non
2867814,54G8040,54F8040,150,Ville,poteau incendie,Non
2867815,42V3035,42C3410,200,Ville,RÃ©seau,Non
2867816,61V0338,61C0704,150,Ville,RÃ©seau,Non
2867817,42G4060,42F4060,150,Ville,poteau incendie,Non
2867818,43V5604,43C5524,200,Ville,RÃ©seau,Non
2867819,54G0018,54F0018,150,Ville,poteau incendie,Non
2867821,43V2194,43C2516,150,Ville,RÃ©seau,Non
2867822,43V2201,43C2524,150,Ville,RÃ©seau,Non
2867823,43V2332,43C6558,200,Ville,RÃ©seau,Non
2867824,54V2352,54C2588,200,Ville,RÃ©seau,Non
2867825,42V2049,42C2204,200,Ville,RÃ©seau,Non
2867827,54G3028,54F3028,150,Ville,poteau incendie,Non
2867828,13G0848,13F0848,150,Ville,poteau incendie,Non
2867829,43G4102,43F4102,150,Ville,poteau incendie,Non
2867830,11G0664,11F0664,150,Ville,poteau incendie,Non
2867831,42G4126,42F4126,150,Ville,poteau incendie,Non
2867832,37G0198,37F0198,150,Ville,poteau incendie,Non
2867834,61G0049,61F0049,150,Ville,poteau incendie,Non
2867835,13G0796,13F0796,150,Ville,poteau incendie,Non
2867837,26G0306,26F0306,150,Ville,poteau incendie,Non
2867838,42G2270,42F2270,150,Ville,poteau incendie,Non
2867839,37S0004,37C1884,50,Ville,RÃ©seau,Non
2867840,43V5532,43C5558,150,Ville,RÃ©seau,Non
2867841,54G8038,54F8038,150,Ville,poteau incendie,Non
2867842,42V3031,42C3058,200,Ville,RÃ©seau,Non
2867843,54V2186,54C2410,150,Ville,RÃ©seau,Non
2867844,61V0690,61C0712,200,Ville,RÃ©seau,Non
2867845,42G3140,42F3140,150,Ville,poteau incendie,Non
2867846,11V3170,11C5252,200,Ville,RÃ©seau,Non
2867847,11V3263,11C5492,200,Ville,RÃ©seau,Non
2867848,42V3133,42C5092,150,Ville,RÃ©seau,Non
2867849,42V2058,42C2210,200,Ville,RÃ©seau,Non
2867850,42G5367,42F5367,150,Ville,poteau incendie,Non
2867851,61G0160,61F0160,150,Ville,poteau incendie,Non
2867852,61V0714,61C0430,150,Ville,RÃ©seau,Non
2867854,43G4100,43F4100,150,Ville,poteau incendie,Non
2867855,11G0652,11F0652,150,Ville,poteau incendie,Non
2867856,11G1030,11F1030,150,Ville,poteau incendie,Non
2867857,42G4116,42F4116,150,Ville,poteau incendie,Non
2867858,37G0072,37F0072,150,Ville,poteau incendie,Non
2867859,11V3078,11C5122,150,Ville,RÃ©seau,Non
2867860,61G0050,61F0050,150,Ville,poteau incendie,Non
2867861,13G0800,13F0800,150,Ville,poteau incendie,Non
2867862,26V0875,26C4201,150,Ville,RÃ©seau,Non
2867863,25V0714,25C0806,350,Ville,RÃ©seau,Non
2867864,61G0195,61F0195,150,Ville,poteau incendie,Non
2867865,26G0268,26F0268,150,Ville,poteau incendie,Non
2867866,54G7018,54F7018,150,Ville,poteau incendie,Non
2867867,42G2274,42F2274,150,Ville,poteau incendie,Non
2867868,37V0958,37C1892,200,Ville,RÃ©seau,Non
2867869,54G8036,54F8036,150,Ville,poteau incendie,Non
2867870,42V3126,42C3412,150,Ville,RÃ©seau,Non
2867871,54V2232,54C7086,200,Ville,RÃ©seau,Non
2867872,54V2184,54C2414,200,Ville,RÃ©seau,Non
2867873,61V0694,61C0716,200,Ville,RÃ©seau,Non
2867874,11G1020,11F1020,150,Ville,poteau incendie,Non
2867875,54G6002,54F6002,150,Ville,poteau incendie,Non
2867876,54V2204,54C2428,150,Ville,RÃ©seau,Non
2867877,43V6074,43C7219,200,Ville,RÃ©seau,Non
2867878,42V2059,42C2038,200,Ville,RÃ©seau,Non
2867880,54V2268,54C7240,250,Ville,RÃ©seau,Non
2867881,13G0866,13F0866,150,Ville,poteau incendie,Non
2867882,25V0748,25C4056,250,Ville,RÃ©seau,Non
2867883,54G4074,54F4074,150,Ville,poteau incendie,Non
2867884,43G4184,43F4184,150,Ville,poteau incendie,Non
2867885,11G0644,11F0644,150,Ville,poteau incendie,Non
2867886,42G4118,42F4118,150,Ville,poteau incendie,Non
2867887,37G0070,37F0070,150,Ville,poteau incendie,Non
2867888,43S0146,43C7167,50,Ville,purge,Non
2867889,61G0051,61F0051,150,Ville,poteau incendie,Non
2867890,13G0810,13F0810,150,Ville,poteau incendie,Non
2867891,42G2236,42F2236,150,Ville,poteau incendie,Non
2867892,26V0874,26C4200,200,Ville,RÃ©seau,Non
2867894,61G0191,61F0191,150,Ville,poteau incendie,Non
2867895,26G0252,26F0252,150,Ville,poteau incendie,Non
2867896,61G0269,61F0269,150,Ville,poteau incendie,Non
2867897,37V0964,37C1244,100,Ville,RÃ©seau,Non
2867898,43S0147,43C7176,50,Ville,purge,Non
2867899,54G8006,54F8006,150,Ville,poteau incendie,Non
2867900,42V3130,42C3054,150,Ville,RÃ©seau,Non
2867901,54V2182,54C2406,200,Ville,RÃ©seau,Non
2867902,61V0692,61C0714,200,Ville,RÃ©seau,Non
2867903,23V5246,23C4258,150,Ville,RÃ©seau,Non
2867904,42V5138,42C5094,150,Ville,RÃ©seau,Non
2867905,13V4079,13C6047,100,Ville,RÃ©seau,Non
2867906,42V2061,42C2208,200,Ville,RÃ©seau,Non
2867907,12V5008,12C2874,200,Ville,RÃ©seau,Non
2867908,54V2266,54C7246,350,Ville,RÃ©seau,Non
2867909,54G3036,54F3036,150,Ville,poteau incendie,Non
2867910,13G0858,13F0858,150,Ville,poteau incendie,Non
2867911,42G5349,42F5349,150,Ville,poteau incendie,Non
2867912,15CV0018A,15C3930,350,Ville,RÃ©seau,Non
2867913,43G4182,43F4182,150,Ville,poteau incendie,Non
2867914,11G0642,11F0642,150,Ville,poteau incendie,Non
2867915,43G5246,43F5246,150,Ville,poteau incendie,Non
2867916,54G2024,54F2024,150,Ville,poteau incendie,Non
2867917,42G4122,42F4122,150,Ville,poteau incendie,Non
2867918,37G0346,37F0346,150,Ville,poteau incendie,Non
2867919,42CV0003B,42C4586,150,Ville,RÃ©seau,Non
2867920,11G0958,11F0958,150,Ville,poteau incendie,Non
2867921,26G0478,26F0478,150,Ville,poteau incendie,Non
2867922,61G0052,61F0052,150,Ville,poteau incendie,Non
2867923,13G0812,13F0812,150,Ville,poteau incendie,Non
2867924,23V6086,23C4662,150,Ville,RÃ©seau,Non
2867925,61G0232,61F0232,150,Ville,poteau incendie,Non
2867926,26G0270,26F0270,150,Ville,poteau incendie,Non
2867929,11CV0044A,11C1042,600,Ville,RÃ©seau,Non
2867930,42G2276,42F2276,150,Ville,poteau incendie,Non
2867931,37V0962,37C1240,100,Ville,RÃ©seau,Non
2867932,11V3070,11C5120,150,Ville,RÃ©seau,Non
2867933,54G8002,54F8002,150,Ville,poteau incendie,Non
2867934,43V3163,43C3368,150,Ville,RÃ©seau,Non
2867935,42V5356,42C5558,200,Ville,RÃ©seau,Non
2867936,61V0686,61C0106,150,Ville,RÃ©seau,Non
2867937,61V0678,61C3548,150,Ville,RÃ©seau,Non
2867938,11V3168,11C5250,200,Ville,RÃ©seau,Non
2867939,42V5063,42C5106,200,Ville,RÃ©seau,Non
2867940,42V2060,42C2196,200,Ville,RÃ©seau,Non
2867941,43G5010,43F5010,150,Ville,poteau incendie,Non
2867942,61G0080,61F0080,150,Ville,poteau incendie,Non
2867943,54G4028,54F4028,150,Ville,poteau incendie,Non
2867944,13G0874,13F0874,150,Ville,poteau incendie,Non
2867945,61G0240,61F0240,150,Ville,poteau incendie,Non
2867946,43G1028,43F1028,150,Ville,poteau incendie,Non
2867947,11G0648,11F0648,150,Ville,poteau incendie,Non
2867949,42V5506,42C6095,250,Ville,RÃ©seau,Non
2867950,42G4178,42F4178,150,Ville,poteau incendie,Non
2867951,37G0352,37F0352,150,Ville,poteau incendie,Non
2867952,54V2332,54C8264,200,Ville,RÃ©seau,Non
2867953,61G0083,61F0083,150,Ville,poteau incendie,Non
2867954,13G0558,13F0558,150,Ville,poteau incendie,Non
2867955,26V0872,26C4196,150,Ville,RÃ©seau,Non
2867957,61G0166,61F0166,150,Ville,poteau incendie,Non
2867958,25V0744,25C4047,250,Ville,RÃ©seau,Non
2867959,61G0233,61F0233,150,Ville,poteau incendie,Non
2867960,26G0326,26F0326,150,Ville,poteau incendie,Non
2867961,42G2256,42F2256,150,Ville,poteau incendie,Non
2867962,37V1324,37C1574,100,Abandonnee,RÃ©seau,Non
2867963,42V5555,42C4533,150,Ville,RÃ©seau,Non
2867964,54G7084,54F7084,150,Ville,poteau incendie,Non
2867965,42V3029,42C3056,150,Ville,RÃ©seau,Non
2867966,54G2066,54F2066,150,Ville,poteau incendie,Non
2867967,61V0684,61C0104,150,Ville,RÃ©seau,Non
2867968,61V0456,61C0798,150,Ville,RÃ©seau,Non
2867969,26G0094,26F0094,150,Ville,poteau incendie,Non
2867970,42V5062,42C5408,200,Ville,RÃ©seau,Non
2867971,42V2053,42C2190,150,Ville,RÃ©seau,Non
2867972,42V5549,42C4522,150,Ville,RÃ©seau,Non
2867973,61G0081,61F0081,150,Ville,poteau incendie,Non
2867974,54G4026,54F4026,150,Ville,poteau incendie,Non
2867975,43S0142,43C7188,50,Ville,purge,Non
2867976,43G4106,43F4106,150,Ville,poteau incendie,Non
2867977,11G0660,11F0660,150,Ville,poteau incendie,Non
2867978,11G1037,11F1037,150,Ville,poteau incendie,Non
2867979,42V5505,42C6093,200,Ville,RÃ©seau,Non
2867980,37V1032,37C0062,200,Ville,RÃ©seau,Non
2867981,42G4166,42F4166,150,Ville,poteau incendie,Non
2867982,43S0143,43C7172,50,Ville,purge,Non
2867983,61G0084,61F0084,150,Ville,poteau incendie,Non
2867984,13G0804,13F0804,150,Ville,poteau incendie,Non
2867985,26V0871,26C4195,200,Ville,RÃ©seau,Non
2867986,61G0174,61F0174,150,Ville,poteau incendie,Non
2867987,26G0290,26F0290,150,Ville,poteau incendie,Non
2867988,42G2266,42F2266,150,Ville,poteau incendie,Non
2867989,54V2302,54C2495,150,Ville,RÃ©seau,Non
2867990,61G0261,61F0261,150,Ville,poteau incendie,Non
2867991,54V2349,54C7042,150,Ville,RÃ©seau,Non
2867992,42V3134,42C3050,200,Ville,RÃ©seau,Non
2867993,43V5594,43C5914,300,Ville,RÃ©seau,Non
2867994,42V5360,42C1000,200,Ville,RÃ©seau,Non
2867995,61V0476,61C0816,150,Ville,RÃ©seau,Non
2867996,43V6084,43C7224,350,Ville,RÃ©seau,Non
2867997,42V5117,42C5124,150,Ville,RÃ©seau,Non
2867998,42V2129,42C2322,200,Ville,RÃ©seau,Non
2868000,43V2035,43C2334,200,Ville,RÃ©seau,Non
2868001,54V2264,54C8028,150,Ville,RÃ©seau,Non
2868002,43G1112,43F1112,150,Ville,poteau incendie,Non
2868003,13G0700,13F0700,150,Ville,poteau incendie,Non
2868004,43G4180,43F4180,150,Ville,poteau incendie,Non
2868005,11G0650,11F0650,150,Ville,poteau incendie,Non
2868006,11G1029,11F1029,150,Ville,poteau incendie,Non
2868007,26S0022,26C3750,150,Ville,purge,Non
2868008,43G3062,43F3062,150,Ville,poteau incendie,Non
2868009,54V2329,54C2557,150,Ville,RÃ©seau,Non
2868010,61G0085,61F0085,150,Ville,poteau incendie,Non
2868011,13G0798,13F0798,150,Ville,poteau incendie,Non
2868012,26V0870,26C4193,200,Ville,RÃ©seau,Non
2868014,11V3094,11C5170,150,Ville,RÃ©seau,Non
2868015,43G2162,43F2162,150,Ville,poteau incendie,Non
2868016,26G0312,26F0312,150,Ville,poteau incendie,Non
2868018,42G2178,42F2178,150,Ville,poteau incendie,Non
2868019,37V0021,37C1540,100,Ville,RÃ©seau,Non
2868020,54V7047,54C7288,200,Ville,RÃ©seau,Non
2868021,11V3183,11C5286,200,Ville,RÃ©seau,Non
2868022,42V3128,42C3417,150,Ville,RÃ©seau,Non
2868023,61V0009,61C0014,200,Ville,RÃ©seau,Non
2868024,61V0506,61C0934,200,Ville,RÃ©seau,Non
2868025,43V6083,43C7223,350,Ville,RÃ©seau,Non
2868026,42V5118,42C5446,200,Ville,RÃ©seau,Non
2868027,42V9112,42C2361,150,Ville,RÃ©seau,Non
2868028,43V6031,43C7131,250,Ville,RÃ©seau,Non
2868029,54V2262,54C8226,150,Ville,RÃ©seau,Non
2868030,54G4024,54F4024,150,Ville,poteau incendie,Non
2868031,13G0708,13F0708,150,Ville,poteau incendie,Non
2868032,23G2248,23F2248,150,Ville,poteau incendie,Non
2868033,42V5518,42C6130,100,Ville,RÃ©seau,Non
2868034,43G4104,43F4104,150,Ville,poteau incendie,Non
2868036,26S0020,26C3752,150,Ville,RÃ©seau,Non
2868037,42G4160,42F4160,150,Ville,poteau incendie,Non
2868038,26G0472,26F0472,150,Ville,poteau incendie,Non
2868039,42G5282,42F5282,150,Ville,poteau incendie,Non
2868040,43G2084,43F2084,150,Ville,poteau incendie,Non
2868041,13G0570,13F0570,150,Ville,poteau incendie,Non
2868042,26V0869,26C4192,150,Ville,RÃ©seau,Non
2868043,61G0176,61F0176,150,Ville,poteau incendie,Non
2868044,26G0304,26F0304,150,Ville,poteau incendie,Non
2868047,42G2056,42F2056,150,Ville,poteau incendie,Non
2868048,37V0350,37C1526,100,Ville,RÃ©seau,Non
2868049,25G1132,25F1132,150,Ville,poteau incendie,Non
2868050,61V0171,61C0810,200,Ville,RÃ©seau,Non
2868051,54G8000,54F8000,150,Ville,poteau incendie,Non
2868052,54V2347,54C7032,150,Ville,RÃ©seau,Non
2868053,42V3026,42C3052,200,Ville,RÃ©seau,Non
2868054,61G0282,61F0282,150,Ville,poteau incendie,Non
2868055,54V2188,54C2418,200,Ville,RÃ©seau,Non
2868056,61V0682,61C0870,200,Ville,RÃ©seau,Non
2868057,43V6082,43C7222,350,Ville,RÃ©seau,Non
2868058,42V5014,42C5384,150,Ville,RÃ©seau,Non
2868059,42V5593,42C6046,250,Ville,RÃ©seau,Non
2868060,42V2156,42C2366,150,Ville,RÃ©seau,Non
2868061,43V5994,43C1147,150,Ville,RÃ©seau,Non
2868063,13V4159,13C2052,100,Ville,RÃ©seau,Non
2868064,54G4022,54F4022,150,Ville,poteau incendie,Non
2868065,13G0466,13F0466,150,Ville,poteau incendie,Non
2868066,43G4108,43F4108,150,Ville,poteau incendie,Non
2868067,43S0150,43C7195,50,Ville,purge,Non
2868068,42G4170,42F4170,150,Ville,poteau incendie,Non
2868069,37G0477,37F0477,150,Ville,poteau incendie,Non
2868070,43S0144,43C7173,50,Ville,purge,Non
2868071,42V5446,42C5986,150,Ville,RÃ©seau,Non
2868072,11V3223,11C5379,500,Ville,RÃ©seau,Non
2868073,43V5566,43C5956,300,Ville,RÃ©seau,Non
2868074,13G0554,13F0554,150,Ville,poteau incendie,Non
2868075,43V5694,43C5360,38,Ville,RÃ©seau,Non
2868076,26V0868,26C4187,250,Ville,RÃ©seau,Non
2868077,61G0126,61F0126,150,Ville,poteau incendie,Non
2868078,26G0322,26F0322,150,Ville,poteau incendie,Non
2868079,42G3026,42F3026,150,Ville,poteau incendie,Non
2868081,42G2070,42F2070,150,Ville,poteau incendie,Non
2868082,37V0916,37C2284,200,Abandonnee,RÃ©seau,Non
2868083,54G0044,54F0044,150,Ville,poteau incendie,Non
2868084,11V0592,11C1990,150,Ville,RÃ©seau,Non
2868085,54G8028,54F8028,150,Ville,poteau incendie,Non
2868086,37V1162,37C2305,200,Ville,RÃ©seau,Non
2868087,42V3078,42C3142,150,Ville,RÃ©seau,Non
2868088,54G0020,54F0020,150,Ville,poteau incendie,Non
2868089,61V0664,61C3488,200,Ville,RÃ©seau,Non
2868090,12V5054,12C5487,300,Ville,RÃ©seau,Non
2868091,43V6081,43C7221,200,Ville,RÃ©seau,Non
2868092,42V5016,42C4455,150,Ville,RÃ©seau,Non
2868093,37V1139,37C2188,150,Ville,RÃ©seau,Non
2868094,54V2351,54C2585,150,Ville,RÃ©seau,Non
2868095,42V2149,42C2432,200,Ville,RÃ©seau,Non
2868096,43V5995,43C1442,150,Ville,RÃ©seau,Non
2868097,13G0720,13F0720,150,Ville,poteau incendie,Non
2868099,43V5584,43C6440,250,Ville,RÃ©seau,Non
2868101,42G5198,42F5198,150,Ville,poteau incendie,Non
2868102,42G4182,42F4182,150,Ville,poteau incendie,Non
2868103,13G0814,13F0814,150,Ville,poteau incendie,Non
2868104,42G3242,42F3242,150,Ville,poteau incendie,Non
2868105,26V0867,26C4188,150,Ville,RÃ©seau,Non
2868106,42V5494,42C1152,100,Abandonnee,RÃ©seau,Non
2868107,25V0676,25C3936,200,Ville,RÃ©seau,Non
2868108,61G0122,61F0122,150,Ville,poteau incendie,Non
2868109,26G0328,26F0328,150,Ville,poteau incendie,Non
2868110,54G7142,54F7142,150,Ville,poteau incendie,Non
2868112,42G2078,42F2078,150,Ville,poteau incendie,Non
2868113,37V0498,37C1042,250,Ville,RÃ©seau,Non
2868114,26V0830,26C4105,200,Ville,RÃ©seau,Non
2868115,25G1144,25F1144,150,Ville,poteau incendie,Non
2868116,54G8026,54F8026,150,Ville,poteau incendie,Non
2868117,37V1161,37C2306,200,Ville,RÃ©seau,Non
