TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0002",22622,"Aucune influence","Limit̩e",8.4,-11.1,-17.1,-18.7,-28.1,-21.8,-43.5,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0003",11584,"Aucune influence","Limit̩e",8.1,-8.8,-18,-16.8,-30.4,-21,-45.5,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0004",275,"Aucune influence","Limit̩e",6.2,-10.8,-20.7,-19.6,-30.4,-22.9,-44.7,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0011",11123,"Aucune influence","Limit̩e",8.2,-8.9,-18.1,-17.1,-30.4,-20.8,-45.6,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0012",8080,"Aucune influence","Limit̩e",8.2,-8.7,-18.5,-17,-30.3,-21.2,-45.1,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0013",7376,"Aucune influence","Limit̩e",8.6,-8.3,-18.1,-17,-29.7,-20.7,-44.7,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0014",1087,"Aucune influence","Limit̩e",7.7,-10,-20.5,-18.9,-31.3,-24.9,-48.5,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0016",1042,"Aucune influence","Limit̩e",7.9,-9.7,-20.5,-18.9,-31.1,-24.8,-48.6,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0020",1007,"Aucune influence","Limit̩e",7.9,-9.6,-20.6,-19,-31.2,-24.8,-48.8,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0028",865,"Aucune influence","Limit̩e",8.1,-10,-20.5,-18.6,-31.5,-24.9,-50,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0029",719,"Aucune influence","Limit̩e",8.3,-10.3,-19.8,-18.7,-31.3,-24.2,-49.7,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0030",696,"Aucune influence","Limit̩e",8.3,-10.2,-19.6,-18.8,-31.1,-24,-49.5,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0031",598,"Aucune influence","Limit̩e",7.8,-11.4,-22.4,-20.9,-34.1,-27.1,-53.9,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0032",562,"Aucune influence","Limit̩e",8,-11.3,-22.1,-21.3,-34,-26.9,-54.2,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0033",420,"Aucune influence","Limit̩e",7.6,-13.5,-23.7,-23.3,-36.2,-29.6,-56.9,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0041",6048,"Aucune influence","Limit̩e",8.8,-8.8,-17.8,-16.9,-29.5,-20.6,-44.4,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0042",5066,"Aucune influence","Limit̩e",9.5,-8.4,-17.4,-16.5,-28.5,-20.1,-44.2,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0043",263,"Aucune influence","Limit̩e",6.6,-15.2,-25,-24.8,-37.3,-30.7,-60.9,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0046",4749,"Aucune influence","Limit̩e",9.7,-8.1,-17.2,-16,-27.9,-19.7,-43.7,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0054",4523,"Aucune influence","Limit̩e",9.7,-8.1,-17.1,-15.7,-27.7,-19.7,-43.7,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0055",2122,"Aucune influence","Limit̩e",8,-11.5,-21.5,-20,-34.4,-26.9,-50.6,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0056",767,"Aucune influence","Limit̩e",9.5,-10,-19.8,-18.9,-31,-24.6,-48.8,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
