TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0002",22622,"Aucune influence","Mod̩r̩e",87.5,2.5,4.8,6.6,6.8,7,-0.6,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0003",11584,"Aucune influence","Mod̩r̩e",95.7,3.2,5.3,7,6.7,7.5,0.9,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0004",275,"Aucune influence","Mod̩r̩e",96,2.4,4.5,5,7.5,7.1,5.4,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0011",11123,"Aucune influence","Mod̩r̩e",95.9,3.1,5.3,7.1,6.6,7.5,0.8,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0012",8080,"Aucune influence","Mod̩r̩e",96.8,3.3,5.1,6.9,6.6,7.8,1.5,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0013",7376,"Aucune influence","Mod̩r̩e",97,3,5.1,6.6,6.6,7.6,1.5,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0014",1087,"Aucune influence","Mod̩r̩e",93.1,2.5,4.8,6.7,8.2,8,3.8,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0016",1042,"Aucune influence","Mod̩r̩e",92.9,2.7,4.8,6.6,8.3,8.2,3.6,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0020",1007,"Aucune influence","Mod̩r̩e",92.8,3.2,5.9,7.5,8.4,8.4,3.3,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0028",865,"Aucune influence","Mod̩r̩e",94.1,3.4,6.1,7.9,8.7,8.6,3.6,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0029",719,"Aucune influence","Mod̩r̩e",93.7,3.5,6.5,7.4,9,9,3.2,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0030",696,"Aucune influence","Mod̩r̩e",94.4,3.4,6.3,7.3,9,9,3.1,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0031",598,"Aucune influence","Mod̩r̩e",101.2,3.7,6.4,7.6,8.8,8.9,4.1,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0032",562,"Aucune influence","Mod̩r̩e",101.6,4,6.5,7.5,8.7,9,4.1,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0033",420,"Aucune influence","Limit̩e",107.3,3.6,6.2,7.3,8.5,8.7,6.7,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0041",6048,"Aucune influence","Mod̩r̩e",98.6,2.9,5,6.1,5.9,7.3,1.2,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0042",5066,"Aucune influence","Mod̩r̩e",101.5,2.5,4.7,6.3,6.4,7.7,3.9,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0043",263,"Aucune influence","Limit̩e",110.3,3.6,5,6.6,7.7,7.9,5,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0046",4749,"Aucune influence","Mod̩r̩e",101.6,2.6,4.9,6.2,6.4,7.5,3.2,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0054",4523,"Aucune influence","Mod̩r̩e",102.4,2.8,4.8,6,6.5,7.6,3.4,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0055",2122,"Aucune influence","Mod̩r̩e",94.9,3.8,5.7,8.2,8,9.5,2,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0056",767,"Aucune influence","Mod̩r̩e",81,5.2,6.8,8.5,9.9,9.6,-2,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0057",376,"Aucune influence","Mod̩r̩e",72.8,6,6.9,8.9,10,9.1,-4.6,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0058",366,"Aucune influence","Mod̩r̩e",72.9,6.2,6.9,8.8,10.1,9.3,-4.6,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0064",291,"Aucune influence","Limit̩e",75.5,6.2,6.7,9.2,11.4,10.1,-3.4,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0077",1100,"Aucune influence","Mod̩r̩e",100.4,3.4,4.9,6.9,7.9,8,3.4,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0081",894,"Aucune influence","Mod̩r̩e",105,3.1,4.8,6.5,8.2,8.2,3.8,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0082",681,"Aucune influence","Mod̩r̩e",101.8,3.9,4.8,6.3,7.4,8.2,3.3,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0084",472,"Aucune influence","Mod̩r̩e",106.3,3.3,4.5,6.2,7.5,7.6,4.1,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0092",2380,"Aucune influence","Mod̩r̩e",110.3,2.1,3.9,5.2,6.1,6.8,3.2,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0093",773,"Aucune influence","Mod̩r̩e",116.5,2.2,4.4,5.6,7.1,7.1,5,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0094",339,"Aucune influence","Mod̩r̩e",120.1,2.3,4.3,5.3,7.1,7,5.3,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0102",1606,"Aucune influence","Mod̩r̩e",107.3,1.8,3.6,5,5.6,6.3,1.4,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0104",1380,"Aucune influence","Mod̩r̩e",106.6,1.6,3.3,4.8,5.1,5.5,0.6,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0106",1190,"Aucune influence","Mod̩r̩e",104.5,1.9,3.5,5,4.7,5.7,-0.2,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0108",959,"Aucune influence","Mod̩r̩e",108,1.5,3.5,4.5,5.9,6.1,4.6,"Absence de consensus","Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0110",668,"Aucune influence","Mod̩r̩e",99.9,1.7,3.9,4.9,6.3,6.3,4.2,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0112",551,"Aucune influence","Limit̩e",92.5,1.5,3.6,4.5,6.2,6.2,4.1,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0117",2949,"Aucune influence","Mod̩r̩e",93.8,2.6,4.7,6.5,6.4,6.3,-0.5,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0118",2067,"Aucune influence","Mod̩r̩e",97.5,1.7,4.3,5.2,5.6,6,-0.7,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0119",1790,"Aucune influence","Mod̩r̩e",100.5,1.1,3.7,5.2,5.6,6.6,0.3,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0120",1118,"Aucune influence","Mod̩r̩e",105.2,1.2,3.5,4.4,4.9,6.1,0.1,"Absence de consensus","Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0121",546,"Aucune influence","Limit̩e",101.2,2.3,4.3,5.1,6.4,7.4,0.4,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0126",500,"Aucune influence","Limit̩e",116.2,0.5,1.8,3.7,2.5,4.1,0.4,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0129",425,"Aucune influence","Mod̩r̩e",87.8,1.9,4.2,5.4,5,6.4,-1.3,"Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus"
"ABI0131",267,"Aucune influence","Mod̩r̩e",101.8,1.4,3.3,4.9,5.8,6.1,4.4,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0135",361,"Aucune influence","Limit̩e",90.5,3.1,4.8,5.6,7.9,7.5,-3.4,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0140",9929,"Aucune influence","Mod̩r̩e",81.2,3,5,5.3,7,7.6,-1.3,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0141",9218,"Aucune influence","Mod̩r̩e",81.3,2.7,4.9,5,6.8,7.5,-0.8,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0142",873,"Aucune influence","Mod̩r̩e",92.8,2.7,4.9,6.5,7.3,8.4,0.7,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
