TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0002",22622,"Aucune influence","Mod̩r̩e",102.8,3.5,6,7.2,5.3,6.8,-6.6,"Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus"
"ABI0003",11584,"Aucune influence","Mod̩r̩e",124.6,3.2,5.2,6.1,5,6.2,-5.7,"Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus"
"ABI0004",275,"Aucune influence","Mod̩r̩e",91.3,1.3,3.3,4.1,3.4,2,-10.2,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0011",11123,"Aucune influence","Mod̩r̩e",124.7,3.2,5.2,6.1,5.1,6.3,-5.7,"Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus"
"ABI0012",8080,"Aucune influence","Mod̩r̩e",124.6,3.3,5.4,5.8,5.3,6.5,-4.8,"Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus"
"ABI0013",7376,"Aucune influence","Mod̩r̩e",121.6,3.3,5.5,5.8,5.4,7.2,-2.8,"Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus"
"ABI0014",1087,"Aucune influence","Mod̩r̩e",81.5,4.3,5.8,6.6,5,6.5,-5.1,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Augmentation probable","Absence de consensus"
"ABI0016",1042,"Aucune influence","Mod̩r̩e",78.5,4.2,5.3,6.9,4.5,6.6,-5.1,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Augmentation probable","Absence de consensus"
"ABI0020",1007,"Aucune influence","Mod̩r̩e",77.5,4.5,5.4,6.9,4.5,6.6,-4.5,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Augmentation probable","Absence de consensus"
"ABI0028",865,"Aucune influence","Mod̩r̩e",74.7,4.7,5.6,7.3,4.5,6.3,-5.3,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Augmentation probable","Absence de consensus"
"ABI0029",719,"Aucune influence","Mod̩r̩e",73.5,4.5,5.8,7.1,3.3,6.5,-8.4,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0030",696,"Aucune influence","Mod̩r̩e",74.4,4.5,5.8,7.1,3.5,6.6,-8.1,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Augmentation probable","Absence de consensus"
"ABI0031",598,"Aucune influence","Mod̩r̩e",98.8,4.3,5.2,6.7,3.1,6.1,-7.4,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0032",562,"Aucune influence","Mod̩r̩e",100.8,4.2,5.2,6.4,3.1,6,-7,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0033",420,"Aucune influence","Limit̩e",143.7,4.1,5.3,7,3.8,6.3,-2.1,"Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0041",6048,"Aucune influence","Mod̩r̩e",128.7,3.6,5.6,6.3,5.9,7.3,-1.4,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0042",5066,"Aucune influence","Mod̩r̩e",133,4.1,5.9,6.6,5.3,7.8,-0.6,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0043",263,"Aucune influence","Limit̩e",184.6,3.2,4,6,2.5,4.4,-4.4,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0046",4749,"Aucune influence","Mod̩r̩e",132,4.1,5.9,6.7,5.8,8.2,-0,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0054",4523,"Aucune influence","Mod̩r̩e",133.6,4,6,6.5,5.8,7.9,0.1,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0055",2122,"Aucune influence","Mod̩r̩e",117.3,5.1,6.8,8,6.8,9.2,0.7,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0056",767,"Aucune influence","Mod̩r̩e",82.9,5.1,7.9,9.6,7.6,9.4,-2.5,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0057",376,"Aucune influence","Mod̩r̩e",60.5,4.6,6.4,7.1,5.4,6,-14.6,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0058",366,"Aucune influence","Mod̩r̩e",59.9,4.4,6.4,6.8,4.9,5.8,-15.7,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0064",291,"Aucune influence","Limit̩e",69,4.3,7.6,6.3,4,5.2,-17.4,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0077",1100,"Aucune influence","Mod̩r̩e",132.4,5.5,7.4,8.4,8,9.9,1.5,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0081",894,"Aucune influence","Mod̩r̩e",137.7,5.5,7.7,8.5,8.7,10.1,2.2,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0082",681,"Aucune influence","Mod̩r̩e",122.6,5.8,7.2,8.5,9.5,10.6,2.6,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0084",472,"Aucune influence","Mod̩r̩e",116.1,5,7.1,8.3,9.2,9.8,2.7,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0092",2380,"Aucune influence","Mod̩r̩e",150.1,3.8,5.9,6,5.9,7.6,0.3,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0093",773,"Aucune influence","Mod̩r̩e",162.6,3.7,5.9,6.6,5.8,8.6,0.8,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0094",339,"Aucune influence","Mod̩r̩e",155.6,4.1,6.1,7.1,5.8,9.6,1.8,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0102",1606,"Aucune influence","Mod̩r̩e",143.8,4.3,5.9,6,6.3,7.8,-0.1,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0104",1380,"Aucune influence","Mod̩r̩e",141.6,4.3,5.8,6,6.3,7.7,0.1,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0106",1190,"Aucune influence","Mod̩r̩e",136.1,4.6,5.5,6.2,6.4,7.8,0.9,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0108",959,"Aucune influence","Mod̩r̩e",147.5,4,4.9,6,5.9,7.1,1.5,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0110",668,"Aucune influence","Mod̩r̩e",131.6,4,4.7,5.5,4.5,6.5,-0,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0112",551,"Aucune influence","Limit̩e",110.7,4.1,5,5.6,5,6.3,-0.1,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0117",2949,"Aucune influence","Mod̩r̩e",126.9,2.4,4.6,5.9,4.3,6.1,-6.9,"Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus"
"ABI0118",2067,"Aucune influence","Mod̩r̩e",125.5,3.7,6.3,7.4,6.8,7.9,-2.3,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0119",1790,"Aucune influence","Mod̩r̩e",126.5,4.5,6.6,8.1,8.4,9.1,-0.2,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0120",1118,"Aucune influence","Mod̩r̩e",130.9,4.1,6.4,7.6,9,9.1,-1.3,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0121",546,"Aucune influence","Limit̩e",105.7,5.1,6.9,8.7,8.7,9.2,-6.5,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0126",500,"Aucune influence","Limit̩e",155.9,3.3,5.6,6.3,7.7,8.6,2.6,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0129",425,"Aucune influence","Mod̩r̩e",102.1,5.5,8,7.9,8.6,9.8,2.5,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0131",267,"Aucune influence","Mod̩r̩e",143.8,5,6.3,6.7,7.3,8.7,3.6,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0135",361,"Aucune influence","Limit̩e",89.6,0.9,2.7,1.6,-1.2,0.7,-15.3,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0140",9929,"Aucune influence","Mod̩r̩e",75.4,4.6,5.9,8.5,6.5,8.4,-5.3,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0141",9218,"Aucune influence","Mod̩r̩e",73.4,5.1,5.9,8.5,7.4,8.8,-3.4,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0142",873,"Aucune influence","Mod̩r̩e",109.3,5.1,8.2,7.8,6.9,8.9,-7.3,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0144",817,"Aucune influence","Limit̩e",106.8,4.7,8.4,8.3,7.6,8.6,-8.2,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0146",628,"Aucune influence","Limit̩e",100.7,4.8,8.3,8.3,8.6,8.5,-8.3,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0149",8246,"Aucune influence","Mod̩r̩e",70.4,5.1,5.7,8.1,7.6,8.6,-2.6,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0151",7950,"Aucune influence","Mod̩r̩e",69.3,5,5.7,8,7.9,8.4,-2.4,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0153",7800,"Aucune influence","Mod̩r̩e",68.3,5.1,5.9,7.8,7.8,8,-2.4,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0155",7653,"Aucune influence","Mod̩r̩e",67.6,5.3,5.8,7.7,7.6,7.8,-2.6,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0156",7211,"Aucune influence","Mod̩r̩e",67.3,5.4,5.7,7.7,7.5,7.7,-2.7,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0160",7038,"Aucune influence","Mod̩r̩e",66.3,5.4,5.8,7.7,7.1,7.7,-2.4,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0162",6971,"Aucune influence","Mod̩r̩e",66.1,5.4,5.6,7.6,7,7.6,-2.5,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0163",6899,"Aucune influence","Mod̩r̩e",65.5,5.4,5.6,7.5,6.9,7.8,-2.4,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0164",431,"Aucune influence","Limit̩e",126.6,5.2,5.7,8.2,7.1,8,-4.7,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0167",6446,"Aucune influence","Mod̩r̩e",61.6,5.1,5.5,7.3,6.9,7.9,-2.3,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0168",1015,"Aucune influence","Mod̩r̩e",71.8,3.6,4.8,6.8,6.9,6.8,-4.2,"Absence de consensus","Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus"
"ABI0170",912,"Aucune influence","Mod̩r̩e",67.6,3.6,4.5,6.2,6,6.1,-5.7,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0172",830,"Aucune influence","Mod̩r̩e",66.1,3.6,4.3,6.2,6.2,5.7,-5.8,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0174",676,"Aucune influence","Mod̩r̩e",61.8,3,3.6,6.3,5.2,4.6,-3.7,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0175",485,"Aucune influence","Mod̩r̩e",49.5,1.7,2.9,4.2,3.7,3,-6.2,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0180",5400,"Aucune influence","Mod̩r̩e",58.4,4.6,5.2,6.5,5.7,6.8,-3.6,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0182",5169,"Aucune influence","Mod̩r̩e",54.9,4.3,4.7,5.9,5.3,6.6,-4.4,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0184",4916,"Aucune influence","Mod̩r̩e",51.7,4.1,4.5,5.4,4.8,6.1,-5,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus"
"ABI0185",4750,"Aucune influence","Mod̩r̩e",48.9,3.5,3.8,5.4,4.8,5.8,-5.3,"Absence de consensus","Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus"
"ABI0186",4135,"Aucune influence","Mod̩r̩e",41.4,2.7,2.8,3.7,3.7,3.9,-6,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0187",4084,"Aucune influence","Mod̩r̩e",41.3,2.9,2.9,3.7,3.9,3.9,-5.7,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0188",3843,"Aucune influence","Mod̩r̩e",48.7,4.4,4.2,5.1,4.4,5.7,-3.2,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0189",332,"Aucune influence","Limit̩e",189.4,3,4.4,3.7,3.1,5.2,-6.2,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0192",3183,"Aucune influence","Mod̩r̩e",51.2,0.9,1.2,-0.4,0.5,0.8,-5.9,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0193",3182,"Aucune influence","Mod̩r̩e",51.1,1,1.2,-0.2,0.6,0.8,-5.9,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0194",3149,"Aucune influence","Mod̩r̩e",51.9,1,1.4,-0.4,0.8,0.9,-5.7,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0195",3054,"Aucune influence","Mod̩r̩e",52.2,1.2,1,-0.5,0.3,0.3,-8.7,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0197",2936,"Aucune influence","Mod̩r̩e",60.2,1.1,1.2,-0.6,0.6,0.3,-8.3,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0199",2417,"Aucune influence","Mod̩r̩e",66.3,1.4,1.2,1.4,-0.8,0.2,-16.1,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0201",2147,"Aucune influence","Mod̩r̩e",58.7,0.7,0.5,0.6,-2.3,-1.4,-17.7,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0202",1224,"Aucune influence","Mod̩r̩e",87.5,-0.5,-0.1,-1.4,-4.7,-2.5,-22.5,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0204",1072,"Aucune influence","Mod̩r̩e",86.5,-0.4,-0.2,-1.7,-5.7,-2.6,-24.2,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0205",1062,"Aucune influence","Mod̩r̩e",86.9,-0.3,-0.3,-1.7,-5.7,-2.6,-24,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0206",688,"Aucune influence","Mod̩r̩e",153.8,2.5,1.5,2.1,-2.5,2.1,-20.2,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0208",429,"Aucune influence","Mod̩r̩e",123.5,0.6,0.3,-1.5,-4.8,-2.8,-29.3,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0209",357,"Aucune influence","Mod̩r̩e",110.3,1.3,-0.2,-1.4,-4.9,-2.9,-27.6,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0220",304,"Aucune influence","Limit̩e",137.1,0.5,1,1.5,-2.6,-0.3,-18.2,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0223",918,"Aucune influence","Mod̩r̩e",29.2,1.5,1.4,-1.9,0.9,-0.1,-5.9,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0225",779,"Aucune influence","Mod̩r̩e",44.2,1.8,2.1,1.3,2.3,1.7,-10.2,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0226",251,"Aucune influence","Mod̩r̩e",51.2,4.2,2.6,3.2,1.7,0.1,-17.8,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0229",508,"Aucune influence","Limit̩e",41.3,0.3,0.1,-2.2,-1.9,-2.4,-11.5,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0241",458,"Aucune influence","Mod̩r̩e",192.1,3.2,4.4,6,5,6.1,-2.4,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0242",311,"Aucune influence","Mod̩r̩e",173.7,3.3,4.3,6,4.4,5.6,-3.5,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0252",441,"Aucune influence","Limit̩e",64.5,4,7.8,7.5,4.5,6.3,-13.7,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0258",22064,"Aucune influence","Mod̩r̩e",60.4,6.2,7.6,7.3,8.1,6.6,-0.1,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0260",21762,"Aucune influence","Mod̩r̩e",59.5,5.8,7.4,7.2,8.2,6.5,-0.2,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0262",21663,"Aucune influence","Mod̩r̩e",59.2,5.7,7.4,7.1,8.2,6.4,-0.3,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0264",20931,"Aucune influence","Mod̩r̩e",57.2,5.4,7.3,7,7.7,6.4,-0.6,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0265",20332,"Aucune influence","Mod̩r̩e",55.5,5.5,7.3,7,7.7,6.4,-0.3,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0266",16621,"Aucune influence","Mod̩r̩e",41.1,3.8,6,5.7,7.2,5.5,-0.3,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0272",16292,"Aucune influence","Mod̩r̩e",40.1,3.5,5.7,5.4,6.9,5.1,-0.4,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0276",16133,"Aucune influence","Mod̩r̩e",39.6,3.5,5.5,5.3,6.9,5,-0.3,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0277",15667,"Aucune influence","Mod̩r̩e",38.2,3,5,4.9,6.6,4.5,-0.6,"Absence de consensus","Augmentation probable","Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0278",685,"Aucune influence","Limit̩e",100.8,2,5.6,5.7,6.8,3.1,-1.7,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus"
