TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0002",22622,"Aucune influence","Limit̩e",11.2,-10.5,-11.4,-16.2,-24.6,-21,-40.7,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0003",11584,"Aucune influence","Limit̩e",10.5,-7.2,-9.5,-14,-23.9,-20.8,-41.1,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0004",275,"Aucune influence","Limit̩e",8.4,-6.2,-7.3,-11.2,-23.9,-23.1,-40.2,"Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0011",11123,"Aucune influence","Limit̩e",10.5,-7.2,-9.8,-13.8,-23.9,-20.9,-41.1,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0012",8080,"Aucune influence","Limit̩e",10.6,-8.2,-9.3,-15.4,-24.3,-20.7,-41.3,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0013",7376,"Aucune influence","Limit̩e",11,-7.8,-9.9,-14.9,-24.1,-20.4,-40.8,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0014",1087,"Aucune influence","Limit̩e",10.2,-9.7,-10.9,-16.7,-26.8,-22,-43.9,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0016",1042,"Aucune influence","Limit̩e",10.5,-9.7,-11,-16.5,-26.6,-22,-43.7,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0020",1007,"Aucune influence","Limit̩e",10.5,-9.7,-11.1,-16.5,-26.6,-22.1,-43.9,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0028",865,"Aucune influence","Limit̩e",10.8,-9.3,-12.3,-16.7,-26.9,-22.6,-44.7,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0029",719,"Aucune influence","Limit̩e",11.1,-9.9,-12.8,-16.9,-26.7,-22.7,-44.5,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0030",696,"Aucune influence","Limit̩e",11.1,-10,-12.9,-17.1,-26.7,-22.7,-44.5,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0031",598,"Aucune influence","Limit̩e",10.4,-10.4,-13.1,-18,-28.5,-24.4,-47.7,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0032",562,"Aucune influence","Limit̩e",10.6,-10.3,-13.6,-18.2,-28.7,-24.5,-47.7,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0033",420,"Aucune influence","Limit̩e",10,-11.1,-13.3,-19.2,-29.1,-25,-49.8,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0041",6048,"Aucune influence","Limit̩e",11.2,-7.8,-9.6,-14,-23.7,-19.8,-40.2,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0042",5066,"Aucune influence","Limit̩e",11.8,-7.2,-9.5,-14.2,-23.1,-18.8,-39.5,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0043",263,"Aucune influence","Limit̩e",8.9,-11.5,-12.6,-21.3,-30.2,-25.8,-51.4,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0046",4749,"Aucune influence","Limit̩e",12,-7.1,-8.9,-13.6,-22.6,-18.1,-38.9,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0054",4523,"Aucune influence","Limit̩e",12,-7.3,-8.5,-13.3,-22.6,-17.8,-38.8,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0055",2122,"Aucune influence","Limit̩e",10.5,-12.2,-12.9,-19.8,-28,-24.5,-47,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0056",767,"Aucune influence","Limit̩e",11.8,-8.5,-11.7,-16,-26.2,-22.2,-43.4,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0057",376,"Aucune influence","Limit̩e",12.9,-8.4,-11,-13.6,-23.5,-19.8,-39.4,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0058",366,"Aucune influence","Limit̩e",13,-8.3,-10.9,-13.5,-23.4,-19.6,-39.2,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0064",291,"Aucune influence","Limit̩e",12.8,-10.2,-10.6,-13.9,-23.5,-19.4,-39.7,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0077",1100,"Aucune influence","Limit̩e",10,-15.5,-17.5,-21.6,-31.9,-27.7,-51.2,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0081",894,"Aucune influence","Limit̩e",10,-16.3,-17.9,-22.2,-33.5,-28.4,-52.6,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0082",681,"Aucune influence","Limit̩e",10.3,-16.5,-18.2,-22.4,-33.9,-28.3,-53.7,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0084",472,"Aucune influence","Limit̩e",10.6,-17.4,-18.1,-23.7,-37.2,-30.3,-57.3,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0092",2380,"Aucune influence","Limit̩e",13.2,-4.1,-6.1,-8.1,-20.8,-14.2,-34.5,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0093",773,"Aucune influence","Limit̩e",8.9,-14.6,-15,-21.1,-31.7,-22.7,-49.8,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0094",339,"Aucune influence","Limit̩e",9.2,-17.1,-15.5,-21.8,-30.9,-24.2,-49.6,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0102",1606,"Aucune influence","Limit̩e",15.2,-3.1,-3.3,-5.5,-18.3,-13.1,-30.2,"Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0104",1380,"Aucune influence","Limit̩e",16.2,-3.1,-2,-3.8,-17.2,-12.1,-27.8,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0106",1190,"Aucune influence","Limit̩e",16.4,-3.3,-1.9,-3.8,-17.1,-11.7,-27.6,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0108",959,"Aucune influence","Limit̩e",18,-2.8,-0.7,-2.5,-16.3,-9.9,-24.6,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable"
"ABI0110",668,"Aucune influence","Limit̩e",18.2,-2.1,-0.8,-2.2,-16.1,-9.2,-24.6,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable"
"ABI0112",551,"Aucune influence","Limit̩e",18.2,-1.6,-0.6,-3,-15.6,-9.1,-24.5,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable"
"ABI0117",2949,"Aucune influence","Limit̩e",10.4,-6.3,-7.8,-10,-25.8,-20.4,-41.9,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0118",2067,"Aucune influence","Limit̩e",11.8,-5.7,-7.7,-9.4,-23.9,-18.2,-40.4,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
