TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0002",22622,"Aucune influence","Limit̩e",17.2,-12.7,-13.1,-15.9,-22.9,-17.9,-37.7,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0003",11584,"Aucune influence","Limit̩e",14.4,-12.2,-12.7,-15.1,-22.6,-15.2,-38.5,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution probable"
"ABI0004",275,"Aucune influence","Limit̩e",11.7,-11.5,-11.3,-13.2,-17.9,-9.6,-34,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0011",11123,"Aucune influence","Limit̩e",14.6,-12.2,-12.9,-15.2,-22.6,-15.3,-38.5,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution probable"
"ABI0012",8080,"Aucune influence","Limit̩e",14.6,-12.8,-14.3,-16.6,-23.4,-16.1,-39.5,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution probable"
"ABI0013",7376,"Aucune influence","Limit̩e",14.9,-13,-14.6,-16.8,-23.2,-16.3,-39.7,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution probable"
"ABI0014",1087,"Aucune influence","Limit̩e",15.2,-14.9,-16.3,-15.9,-24,-19.4,-40.8,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0016",1042,"Aucune influence","Limit̩e",15.4,-15,-16.5,-16.1,-24.2,-19.6,-40.9,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0020",1007,"Aucune influence","Limit̩e",15.6,-15.2,-16.6,-16.4,-24.6,-19.9,-41.1,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0028",865,"Aucune influence","Limit̩e",15.9,-15.7,-16.5,-17.1,-25.5,-21.1,-42.1,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0029",719,"Aucune influence","Limit̩e",16.5,-16.4,-17.1,-18.2,-26.6,-21.6,-43,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0030",696,"Aucune influence","Limit̩e",16.7,-16.5,-17.2,-18.5,-27.1,-21.7,-43.1,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0031",598,"Aucune influence","Limit̩e",15.5,-16.6,-18.1,-18.4,-26,-22.3,-43.7,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0032",562,"Aucune influence","Limit̩e",15.8,-16.9,-18.2,-18.9,-26.4,-22.5,-44,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0033",420,"Aucune influence","Limit̩e",14.8,-16,-18.3,-18.2,-26.8,-21.6,-44.3,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0041",6048,"Aucune influence","Limit̩e",15.1,-12.2,-13.9,-16.5,-22.7,-16,-39.3,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution probable"
"ABI0042",5066,"Aucune influence","Limit̩e",15.8,-12.2,-13.5,-16.4,-22.5,-16.5,-39.1,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution probable"
"ABI0043",263,"Aucune influence","Limit̩e",12.9,-14.6,-17.2,-17.5,-24.9,-19.7,-43.2,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0046",4749,"Aucune influence","Limit̩e",15.9,-11.8,-13.2,-16.3,-22.3,-16.2,-38.7,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution probable"
"ABI0054",4523,"Aucune influence","Limit̩e",15.9,-11.4,-12.9,-15.9,-22.2,-15.9,-38.5,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution probable"
"ABI0055",2122,"Aucune influence","Limit̩e",15,-16.6,-17.2,-19.6,-28.1,-23.1,-44.7,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0056",767,"Aucune influence","Limit̩e",16.4,-15.2,-16.6,-18.4,-24.8,-21.1,-41.5,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0057",376,"Aucune influence","Limit̩e",17.5,-14.7,-15.8,-17.3,-23.5,-19.8,-39.1,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0058",366,"Aucune influence","Limit̩e",17.6,-14.7,-15.7,-17.3,-23.4,-19.7,-39,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0064",291,"Aucune influence","Limit̩e",17.2,-14.1,-15.4,-17.5,-22.7,-18.5,-39.1,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0077",1100,"Aucune influence","Limit̩e",14.8,-18.5,-18.9,-22.7,-31.5,-25.5,-48.9,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0081",894,"Aucune influence","Limit̩e",14.9,-18.7,-19.1,-22.7,-33.7,-25.8,-49.1,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0082",681,"Aucune influence","Limit̩e",15.5,-19.1,-19.6,-23.9,-33.6,-27,-49.8,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0084",472,"Aucune influence","Limit̩e",16.3,-20.8,-21,-25.4,-36.4,-29.4,-52.1,"Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0092",2380,"Aucune influence","Limit̩e",16.6,-9.1,-9.2,-11.5,-18.8,-10.7,-32.8,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0093",773,"Aucune influence","Limit̩e",12.9,-14.8,-16.5,-21.2,-29.3,-18.3,-44.3,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0094",339,"Aucune influence","Limit̩e",13.5,-16,-17.3,-22,-30.4,-20.5,-45.4,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0102",1606,"Aucune influence","Limit̩e",18.4,-6.9,-7.3,-9.8,-15.9,-9,-28.8,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0104",1380,"Aucune influence","Limit̩e",19.3,-6.7,-6,-8.2,-14.3,-7,-26.7,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0106",1190,"Aucune influence","Limit̩e",19.6,-7,-6.4,-8.4,-15,-7.6,-27,"Diminution probable","Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
