TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0002",22622,"Aucune influence","Limit̩e",57.4,7.7,6.6,4.4,0.6,0.8,-8.5,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0003",11584,"Aucune influence","Limit̩e",71.6,9.2,6.9,5.2,3,2,-6.1,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0004",275,"Aucune influence","Limit̩e",38.2,9.2,6.6,3.5,-0.8,1,-10.8,"Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0011",11123,"Aucune influence","Limit̩e",72.5,9.3,7.2,5.4,3.5,2,-5.5,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0012",8080,"Aucune influence","Limit̩e",72.5,9.2,7.6,5.6,3.9,2.2,-4.4,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0013",7376,"Aucune influence","Limit̩e",73.6,10,7.8,6.4,5.1,3.4,-2.1,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0014",1087,"Aucune influence","Limit̩e",41.2,7.5,5.8,2.9,-0.9,0.4,-12.5,"Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0016",1042,"Aucune influence","Limit̩e",40.2,7.7,5.5,3.7,-0.6,0.5,-10.5,"Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0020",1007,"Aucune influence","Limit̩e",39.3,6.3,5.6,3.3,-0.8,0.7,-10,"Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0028",865,"Aucune influence","Limit̩e",38.6,6.6,5.1,3.5,0.4,1.4,-9.8,"Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
