TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0002",22622,"Aucune influence","Mod̩r̩e",14.7,-1,-5.4,-2.5,-11.7,-8.4,-30.8,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0003",11584,"Aucune influence","Mod̩r̩e",14.4,2.4,-1.3,-0.4,-7.6,-3.8,-24.8,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Absence de consensus","Diminution probable"
"ABI0004",275,"Aucune influence","Mod̩r̩e",13.9,7.5,6,7.3,2.2,3.8,-11.1,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0011",11123,"Aucune influence","Mod̩r̩e",14.4,2.1,-1.7,-0.6,-8,-4.3,-25,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Absence de consensus","Diminution probable"
"ABI0012",8080,"Aucune influence","Mod̩r̩e",14.4,0.7,-3.2,-2.1,-10.1,-6.4,-27.9,"Absence de consensus","Diminution probable","Absence de consensus","Diminution probable","Absence de consensus","Diminution probable"
"ABI0013",7376,"Aucune influence","Mod̩r̩e",14.5,-0.6,-4.1,-2.5,-11.6,-7.3,-29.7,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Absence de consensus","Diminution probable"
"ABI0014",1087,"Aucune influence","Mod̩r̩e",13.9,-2.6,-6.4,-6.4,-15.7,-10.9,-36.2,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0016",1042,"Aucune influence","Mod̩r̩e",13.9,-3.3,-6.9,-6.7,-16.7,-11.5,-37.2,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0020",1007,"Aucune influence","Mod̩r̩e",14,-3.7,-7.2,-6.9,-17.5,-12.2,-38,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0028",865,"Aucune influence","Mod̩r̩e",13.9,-5.8,-9,-9.2,-21.2,-15.1,-42.7,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
