"DATE_SÃANCE","HEURE","TYPE-SÃANCE","NOM","ABSENT/PRÃSENT" 
"2017-12-21","17 h","extraordinaire","LANGLOIS Yannick","present"
"2017-12-21","17 h","extraordinaire","KHALIL Ray","present"
"2017-12-21","17 h","extraordinaire","DIB Aline","present"
"2017-12-21","17 h","extraordinaire","BORNE Nicholas","present"
"2017-12-21","17 h","extraordinaire","YOAKIM Christiane","present"
"2017-12-19","19 h","extraordinaire","DEMERS Marc","present"
"2017-12-19","19 h 30","extraordinaire","DEMERS Marc","present"
"2017-12-19","19 h","extraordinaire","BOYER Stephane","present"
"2017-12-19","19 h 30","extraordinaire","BOYER Stephane","present"
"2017-12-19","19 h","extraordinaire","DUFOUR Virginie","absent"
"2017-12-19","19 h 30","extraordinaire","DUFOUR Virginie","absent"
"2017-12-19","19 h","extraordinaire","DE COTIS David","present"
"2017-12-19","19 h 30","extraordinaire","DE COTIS David","present"
"2017-12-19","19 h","extraordinaire","DESMEULES Sandra","absent"
"2017-12-19","19 h 30","extraordinaire","DESMEULES Sandra","absent"
"2017-12-19","19 h","extraordinaire","ELAGOZ Aram","present"
"2017-12-19","19 h 30","extraordinaire","ELAGOZ Aram","present"
"2017-12-19","19 h","extraordinaire","POISSANT Michel","present"
"2017-12-19","19 h 30","extraordinaire","POISSANT Michel","present"
"2017-12-19","19 h","extraordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-12-19","19 h 30","extraordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-12-19","19 h","extraordinaire","HEBERT Daniel","present"
"2017-12-19","19 h 30","extraordinaire","HEBERT Daniel","present"
"2017-12-19","19 h","extraordinaire","KARIDOGIANNIS Vasilios","absent"
"2017-12-19","19 h 30","extraordinaire","KARIDOGIANNIS Vasilios","absent"
"2017-12-19","19 h","extraordinaire","EL HELOU Sandra","present"
"2017-12-19","19 h 30","extraordinaire","EL HELOU Sandra","present"
"2017-12-19","19 h","extraordinaire","TASSONI Claude","present"
"2017-12-19","19 h 30","extraordinaire","TASSONI Claude","present"
"2017-12-19","19 h","extraordinaire","LAROCHELLE Claude","present"
"2017-12-19","19 h 30","extraordinaire","LAROCHELLE Claude","present"
"2017-12-19","19 h","extraordinaire","DUMAS Gilbert","present"
"2017-12-19","19 h 30","extraordinaire","DUMAS Gilbert","present"
"2017-12-19","19 h","extraordinaire","PAOLO Galati","present"
"2017-12-19","19 h 30","extraordinaire","PAOLO Galati","present"
"2017-12-19","19 h","extraordinaire","MORASSE Eric","present"
"2017-12-19","19 h 30","extraordinaire","MORASSE Eric","present"
"2017-12-19","19 h","extraordinaire","REVELAKIS Aglaia","present"
"2017-12-19","19 h 30","extraordinaire","REVELAKIS Aglaia","present"
"2017-12-19","19 h","extraordinaire","LANGLOIS Yannick","present"
"2017-12-19","19 h 30","extraordinaire","LANGLOIS Yannick","present"
"2017-12-19","19 h","extraordinaire","KHALIL Ray","absent"
"2017-12-19","19 h 30","extraordinaire","KHALIL Ray","absent"
"2017-12-19","19 h","extraordinaire","DIB Aline","present"
"2017-12-19","19 h 30","extraordinaire","DIB Aline","present"
"2017-12-19","19 h","extraordinaire","BORNE Nicholas","present"
"2017-12-19","19 h 30","extraordinaire","BORNE Nicholas","present"
"2017-12-19","19 h","extraordinaire","YOAKIM Christiane","present"
"2017-12-19","19 h 30","extraordinaire","YOAKIM Christiane","present"
"2017-12-05","19 h","ordinaire","DEMERS Marc","present"
"2017-12-05","19 h","ordinaire","BOYER Stephane","present"
"2017-12-05","19 h","ordinaire","DUFOUR Virginie","present"
"2017-12-05","19 h","ordinaire","DE COTIS David","present"
"2017-12-05","19 h","ordinaire","DESMEULES Sandra","present"
"2017-12-05","19 h","ordinaire","ELAGOZ Aram","present"
"2017-12-05","19 h","ordinaire","POISSANT Michel","present"
"2017-12-05","19 h","ordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-12-05","19 h","ordinaire","HEBERT Daniel","present"
"2017-12-05","19 h","ordinaire","KARIDOGIANNIS Vasilios","present"
"2017-12-05","19 h","ordinaire","EL HELOU Sandra","present"
"2017-12-05","19 h","ordinaire","TASSONI Claude","present"
"2017-12-05","19 h","ordinaire","LAROCHELLE Claude","present"
"2017-12-05","19 h","ordinaire","DUMAS Gilbert","present"
"2017-12-05","19 h","ordinaire","PAOLO Galati","present"
"2017-12-05","19 h","ordinaire","MORASSE Eric","present"
"2017-12-05","19 h","ordinaire","REVELAKIS Aglaia","present"
"2017-12-05","19 h","ordinaire","LANGLOIS Yannick","present"
"2017-12-05","19 h","ordinaire","KHALIL Ray","present"
"2017-12-05","19 h","ordinaire","DIB Aline","present"
"2017-12-05","19 h","ordinaire","BORNE Nicholas","present"
"2017-12-05","19 h","ordinaire","YOAKIM Christiane","present"
"2017-11-20","19 h","extraordinaire","DEMERS Marc","present"
"2017-11-20","19 h","extraordinaire","BOYER Stephane","present"
"2017-11-20","19 h","extraordinaire","DUFOUR Virginie","present"
"2017-11-20","19 h","extraordinaire","DE COTIS David","present"
"2017-11-20","19 h","extraordinaire","DESMEULES Sandra","present"
"2017-11-20","19 h","extraordinaire","ELAGOZ Aram","present"
"2017-11-20","19 h","extraordinaire","POISSANT Michel","present"
"2017-11-20","19 h","extraordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-11-20","19 h","extraordinaire","HEBERT Daniel","present"
"2017-11-20","19 h","extraordinaire","KARIDOGIANNIS Vasilios","present"
"2017-11-20","19 h","extraordinaire","EL HELOU Sandra","present"
"2017-11-20","19 h","extraordinaire","TASSONI Claude","present"
"2017-11-20","19 h","extraordinaire","LAROCHELLE Claude","present"
"2017-11-20","19 h","extraordinaire","DUMAS Gilbert","present"
"2017-11-20","19 h","extraordinaire","PAOLO Galati","present"
"2017-11-20","19 h","extraordinaire","MORASSE Eric","present"
"2017-11-20","19 h","extraordinaire","REVELAKIS Aglaia","absent"
"2017-11-20","19 h","extraordinaire","LANGLOIS Yannick","present"
"2017-11-20","19 h","extraordinaire","KHALIL Ray","present"
"2017-11-20","19 h","extraordinaire","DIB Aline","present"
"2017-11-20","19 h","extraordinaire","BORNE Nicholas","present"
"2017-11-20","19 h","extraordinaire","YOAKIM Christiane","present"
"2017-10-04","13 h","ajournement","DEMERS Marc","present"
"2017-10-04","13 h","ajournement","ADAMS Raynald","present"
"2017-10-04","13 h","ajournement","DUFOUR Virginie","present"
"2017-10-04","13 h","ajournement","DE COTIS David","present"
"2017-10-04","13 h","ajournement","DESMEULES Sandra","present"
"2017-10-04","13 h","ajournement","BOYER Stephane","present"
"2017-10-04","13 h","ajournement","POISSANT Michel","present"
"2017-10-04","13 h","ajournement","HEBERT Daniel","present"
"2017-10-04","13 h","ajournement","ST-JEAN Jacques","present"
"2017-10-04","13 h","ajournement","DUMAS Gilbert","absent"
"2017-10-04","13 h","ajournement","PAOLO Galati","present"
"2017-10-04","13 h","ajournement","ANTHIAN Pierre","absent"
"2017-10-04","13 h","ajournement","LECOMPTE Alain","absent"
"2017-10-04","13 h","ajournement","FREDERIC-GAUTHIER Jocelyne","present"
"2017-10-04","13 h","ajournement","COUPAL Jean","present"
"2017-10-04","13 h","ajournement","REVELAKIS Aglaia","present"
"2017-10-04","13 h","ajournement","KARIDOGIANNIS Vasilios","present"
"2017-10-04","13 h","ajournement","TROTTIER Michel","present"
"2017-10-04","13 h","ajournement","KHALIL Ray","absent"
"2017-10-04","13 h","ajournement","DIB Aline","present"
"2017-10-04","13 h","ajournement","BORNE Nicholas","present"
"2017-10-04","13 h","ajournement","YOAKIM Christiane","present"
"2017-10-03","19 h 04","ordinaire","DEMERS Marc","present"
"2017-10-03","19 h 04","ordinaire","ADAMS Raynald","present"
"2017-10-03","19 h 04","ordinaire","DUFOUR Virginie","present"
"2017-10-03","19 h 04","ordinaire","DE COTIS David","present"
"2017-10-03","19 h 04","ordinaire","DESMEULES Sandra","present"
"2017-10-03","19 h 04","ordinaire","BOYER Stephane","present"
"2017-10-03","19 h 04","ordinaire","POISSANT Michel","present"
"2017-10-03","19 h 04","ordinaire","HEBERT Daniel","present"
"2017-10-03","19 h 04","ordinaire","ST-JEAN Jacques","present"
"2017-10-03","19 h 04","ordinaire","DUMAS Gilbert","absent"
"2017-10-03","19 h 04","ordinaire","PAOLO Galati","present"
"2017-10-03","19 h 04","ordinaire","ANTHIAN Pierre","present"
"2017-10-03","19 h 04","ordinaire","LECOMPTE Alain","present"
"2017-10-03","19 h 04","ordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-10-03","19 h 04","ordinaire","COUPAL Jean","present"
"2017-10-03","19 h 04","ordinaire","REVELAKIS Aglaia","present"
"2017-10-03","19 h 04","ordinaire","KARIDOGIANNIS Vasilios","present"
"2017-10-03","19 h 04","ordinaire","TROTTIER Michel","present"
"2017-10-03","19 h 04","ordinaire","KHALIL Ray","present"
"2017-10-03","19 h 04","ordinaire","DIB Aline","present"
"2017-10-03","19 h 04","ordinaire","BORNE Nicholas","present"
"2017-10-03","19 h 04","ordinaire","YOAKIM Christiane","present"
"2017-09-05","19 h","ordinaire","DEMERS Marc","present"
"2017-09-05","19 h","ordinaire","ADAMS Raynald","present"
"2017-09-05","19 h","ordinaire","DUFOUR Virginie","present"
"2017-09-05","19 h","ordinaire","DE COTIS David","absent"
"2017-09-05","19 h","ordinaire","DESMEULES Sandra","present"
"2017-09-05","19 h","ordinaire","BOYER Stephane","present"
"2017-09-05","19 h","ordinaire","POISSANT Michel","present"
"2017-09-05","19 h","ordinaire","HEBERT Daniel","present"
"2017-09-05","19 h","ordinaire","ST-JEAN Jacques","present"
"2017-09-05","19 h","ordinaire","DUMAS Gilbert","present"
"2017-09-05","19 h","ordinaire","PAOLO Galati","present"
"2017-09-05","19 h","ordinaire","ANTHIAN Pierre","present"
"2017-09-05","19 h","ordinaire","LECOMPTE Alain","present"
"2017-09-05","19 h","ordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-09-05","19 h","ordinaire","COUPAL Jean","present"
"2017-09-05","19 h","ordinaire","REVELAKIS Aglaia","present"
"2017-09-05","19 h","ordinaire","KARIDOGIANNIS Vasilios","present"
"2017-09-05","19 h","ordinaire","TROTTIER Michel","present"
"2017-09-05","19 h","ordinaire","KHALIL Ray","present"
"2017-09-05","19 h","ordinaire","DIB Aline","present"
"2017-09-05","19 h","ordinaire","BORNE Nicholas","present"
"2017-09-05","19 h","ordinaire","YOAKIM Christiane","present"
"2017-08-11","9 h","ajournement","DEMERS Marc","present"
"2017-08-11","9 h","ajournement","ADAMS Raynald","present"
"2017-08-11","9 h","ajournement","DUFOUR Virginie","present"
"2017-08-11","9 h","ajournement","DE COTIS David","present"
"2017-08-11","9 h","ajournement","DESMEULES Sandra","present"
"2017-08-11","9 h","ajournement","BOYER Stephane","present"
"2017-08-11","9 h","ajournement","POISSANT Michel","present"
"2017-08-11","9 h","ajournement","HEBERT Daniel","present"
"2017-08-11","9 h","ajournement","ST-JEAN Jacques","present"
"2017-08-11","9 h","ajournement","DUMAS Gilbert","present"
"2017-08-11","9 h","ajournement","PAOLO Galati","absent"
"2017-08-11","9 h","ajournement","ANTHIAN Pierre","absent"
"2017-08-11","9 h","ajournement","LECOMPTE Alain","absent"
"2017-08-11","9 h","ajournement","FREDERIC-GAUTHIER Jocelyne","present"
"2017-08-11","9 h","ajournement","COUPAL Jean","absent"
"2017-08-11","9 h","ajournement","REVELAKIS Aglaia","present"
"2017-08-11","9 h","ajournement","KARIDOGIANNIS Vasilios","present"
"2017-08-11","9 h","ajournement","TROTTIER Michel","absent"
"2017-08-11","9 h","ajournement","KHALIL Ray","present"
"2017-08-11","9 h","ajournement","DIB Aline","present"
"2017-08-11","9 h","ajournement","BORNE Nicholas","present"
"2017-08-11","9 h","ajournement","YOAKIM Christiane","present"
"2017-08-08","19 h","ordinaire","DEMERS Marc","present"
"2017-08-08","19 h","ordinaire","ADAMS Raynald","present"
"2017-08-08","19 h","ordinaire","DUFOUR Virginie","present"
"2017-08-08","19 h","ordinaire","DE COTIS David","present"
"2017-08-08","19 h","ordinaire","DESMEULES Sandra","present"
"2017-08-08","19 h","ordinaire","BOYER Stephane","present"
"2017-08-08","19 h","ordinaire","POISSANT Michel","present"
"2017-08-08","19 h","ordinaire","HEBERT Daniel","present"
"2017-08-08","19 h","ordinaire","ST-JEAN Jacques","present"
"2017-08-08","19 h","ordinaire","DUMAS Gilbert","present"
"2017-08-08","19 h","ordinaire","PAOLO Galati","present"
"2017-08-08","19 h","ordinaire","ANTHIAN Pierre","present"
"2017-08-08","19 h","ordinaire","LECOMPTE Alain","present"
"2017-08-08","19 h","ordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-08-08","19 h","ordinaire","COUPAL Jean","present"
"2017-08-08","19 h","ordinaire","REVELAKIS Aglaia","present"
"2017-08-08","19 h","ordinaire","KARIDOGIANNIS Vasilios","present"
"2017-08-08","19 h","ordinaire","TROTTIER Michel","present"
"2017-08-08","19 h","ordinaire","KHALIL Ray","present"
"2017-08-08","19 h","ordinaire","DIB Aline","present"
"2017-08-08","19 h","ordinaire","BORNE Nicholas","present"
"2017-08-08","19 h","ordinaire","YOAKIM Christiane","present"
"2017-07-18","16 h 32","extraordinaire","DEMERS Marc","present"
"2017-07-18","16 h 32","extraordinaire","ADAMS Raynald","absent"
"2017-07-18","16 h 32","extraordinaire","DUFOUR Virginie","present"
"2017-07-18","16 h 32","extraordinaire","DE COTIS David","present"
"2017-07-18","16 h 32","extraordinaire","DESMEULES Sandra","present"
"2017-07-18","16 h 32","extraordinaire","BOYER Stephane","absent"
"2017-07-18","16 h 32","extraordinaire","POISSANT Michel","absent"
"2017-07-18","16 h 32","extraordinaire","HEBERT Daniel","present"
"2017-07-18","16 h 32","extraordinaire","ST-JEAN Jacques","present"
"2017-07-18","16 h 32","extraordinaire","DUMAS Gilbert","present"
"2017-07-18","16 h 32","extraordinaire","PAOLO Galati","absent"
"2017-07-18","16 h 32","extraordinaire","ANTHIAN Pierre","present"
"2017-07-18","16 h 32","extraordinaire","LECOMPTE Alain","absent"
"2017-07-18","16 h 32","extraordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-07-18","16 h 32","extraordinaire","COUPAL Jean","absent"
"2017-07-18","16 h 32","extraordinaire","REVELAKIS Aglaia","present"
"2017-07-18","16 h 32","extraordinaire","KARIDOGIANNIS Vasilios","present"
"2017-07-18","16 h 32","extraordinaire","TROTTIER Michel","present"
"2017-07-18","16 h 32","extraordinaire","KHALIL Ray","present"
"2017-07-18","16 h 32","extraordinaire","DIB Aline","present"
"2017-07-18","16 h 32","extraordinaire","BORNE Nicholas","present"
"2017-07-18","16 h 32","extraordinaire","YOAKIM Christiane","absent"
"2017-07-04","19 h","ordinaire","DEMERS Marc","present"
"2017-07-04","19 h","ordinaire","ADAMS Raynald","present"
"2017-07-04","19 h","ordinaire","DUFOUR Virginie","present"
"2017-07-04","19 h","ordinaire","DE COTIS David","present"
"2017-07-04","19 h","ordinaire","DESMEULES Sandra","present"
"2017-07-04","19 h","ordinaire","BOYER Stephane","present"
"2017-07-04","19 h","ordinaire","POISSANT Michel","present"
"2017-07-04","19 h","ordinaire","HEBERT Daniel","present"
"2017-07-04","19 h","ordinaire","ST-JEAN Jacques","present"
"2017-07-04","19 h","ordinaire","DUMAS Gilbert","present"
"2017-07-04","19 h","ordinaire","PAOLO Galati","present"
"2017-07-04","19 h","ordinaire","ANTHIAN Pierre","present"
"2017-07-04","19 h","ordinaire","LECOMPTE Alain","present"
"2017-07-04","19 h","ordinaire","FREDERIC-GAUTHIER Jocelyne","absent"
"2017-07-04","19 h","ordinaire","COUPAL Jean","present"
"2017-07-04","19 h","ordinaire","REVELAKIS Aglaia","present"
"2017-07-04","19 h","ordinaire","KARIDOGIANNIS Vasilios","present"
"2017-07-04","19 h","ordinaire","TROTTIER Michel","present"
"2017-07-04","19 h","ordinaire","KHALIL Ray","present"
"2017-07-04","19 h","ordinaire","DIB Aline","present"
"2017-07-04","19 h","ordinaire","BORNE Nicholas","present"
"2017-07-04","19 h","ordinaire","YOAKIM Christiane","present"
"2017-06-20","16 h 30","extraordinaire","DEMERS Marc","present"
"2017-06-20","16 h 30","extraordinaire","ADAMS Raynald","present"
"2017-06-20","16 h 30","extraordinaire","DUFOUR Virginie","present"
"2017-06-20","16 h 30","extraordinaire","DE COTIS David","present"
"2017-06-20","16 h 30","extraordinaire","DESMEULES Sandra","present"
"2017-06-20","16 h 30","extraordinaire","BOYER Stephane","present"
"2017-06-20","16 h 30","extraordinaire","POISSANT Michel","present"
"2017-06-20","16 h 30","extraordinaire","HEBERT Daniel","present"
"2017-06-20","16 h 30","extraordinaire","ST-JEAN Jacques","present"
"2017-06-20","16 h 30","extraordinaire","DUMAS Gilbert","present"
"2017-06-20","16 h 30","extraordinaire","PAOLO Galati","present"
"2017-06-20","16 h 30","extraordinaire","ANTHIAN Pierre","present"
"2017-06-20","16 h 30","extraordinaire","LECOMPTE Alain","absent"
"2017-06-20","16 h 30","extraordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-06-20","16 h 30","extraordinaire","COUPAL Jean","present"
"2017-06-20","16 h 30","extraordinaire","REVELAKIS Aglaia","present"
"2017-06-20","16 h 30","extraordinaire","KARIDOGIANNIS Vasilios","absent"
"2017-06-20","16 h 30","extraordinaire","TROTTIER Michel","present"
"2017-06-20","16 h 30","extraordinaire","KHALIL Ray","present"
"2017-06-20","16 h 30","extraordinaire","DIB Aline","present"
"2017-06-20","16 h 30","extraordinaire","BORNE Nicholas","present"
"2017-06-20","16 h 30","extraordinaire","YOAKIM Christiane","present"
"2017-06-06","19 h 03","ordinaire","DEMERS Marc","present"
"2017-06-06","19 h 03","ordinaire","ADAMS Raynald","present"
"2017-06-06","19 h 03","ordinaire","DUFOUR Virginie","present"
"2017-06-06","19 h 03","ordinaire","DE COTIS David","present"
"2017-06-06","19 h 03","ordinaire","DESMEULES Sandra","present"
"2017-06-06","19 h 03","ordinaire","BOYER Stephane","present"
"2017-06-06","19 h 03","ordinaire","POISSANT Michel","present"
"2017-06-06","19 h 03","ordinaire","HEBERT Daniel","present"
"2017-06-06","19 h 03","ordinaire","ST-JEAN Jacques","present"
"2017-06-06","19 h 03","ordinaire","DUMAS Gilbert","present"
"2017-06-06","19 h 03","ordinaire","PAOLO Galati","present"
"2017-06-06","19 h 03","ordinaire","ANTHIAN Pierre","present"
"2017-06-06","19 h 03","ordinaire","LECOMPTE Alain","present"
"2017-06-06","19 h 03","ordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-06-06","19 h 03","ordinaire","COUPAL Jean","present"
"2017-06-06","19 h 03","ordinaire","REVELAKIS Aglaia","present"
"2017-06-06","19 h 03","ordinaire","KARIDOGIANNIS Vasilios","present"
"2017-06-06","19 h 03","ordinaire","TROTTIER Michel","present"
"2017-06-06","19 h 03","ordinaire","KHALIL Ray","present"
"2017-06-06","19 h 03","ordinaire","DIB Aline","present"
"2017-06-06","19 h 03","ordinaire","BORNE Nicholas","present"
"2017-06-06","19 h 03","ordinaire","YOAKIM Christiane","present"
"2017-05-16","17 h 07","extraordinaire","DEMERS Marc","absent"
"2017-05-16","17 h 07","extraordinaire","ADAMS Raynald","present"
"2017-05-16","17 h 07","extraordinaire","DUFOUR Virginie","present"
"2017-05-16","17 h 07","extraordinaire","DE COTIS David","present"
"2017-05-16","17 h 07","extraordinaire","DESMEULES Sandra","present"
"2017-05-16","17 h 07","extraordinaire","BOYER Stephane","absent"
"2017-05-16","17 h 07","extraordinaire","POISSANT Michel","present"
"2017-05-16","17 h 07","extraordinaire","HEBERT Daniel","present"
"2017-05-16","17 h 07","extraordinaire","ST-JEAN Jacques","absent"
"2017-05-16","17 h 07","extraordinaire","DUMAS Gilbert","present"
"2017-05-16","17 h 07","extraordinaire","PAOLO Galati","present"
"2017-05-16","17 h 07","extraordinaire","ANTHIAN Pierre","present"
"2017-05-16","17 h 07","extraordinaire","LECOMPTE Alain","absent"
"2017-05-16","17 h 07","extraordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-05-16","17 h 07","extraordinaire","COUPAL Jean","absent"
"2017-05-16","17 h 07","extraordinaire","REVELAKIS Aglaia","absent"
"2017-05-16","17 h 07","extraordinaire","KARIDOGIANNIS Vasilios","present"
"2017-05-16","17 h 07","extraordinaire","TROTTIER Michel","present"
"2017-05-16","17 h 07","extraordinaire","KHALIL Ray","present"
"2017-05-16","17 h 07","extraordinaire","DIB Aline","absent"
"2017-05-16","17 h 07","extraordinaire","BORNE Nicholas","absent"
"2017-05-16","17 h 07","extraordinaire","YOAKIM Christiane","present"
"2017-05-12","15 h","extraordinaire","DEMERS Marc","absent"
"2017-05-12","15 h","extraordinaire","ADAMS Raynald","present"
"2017-05-12","15 h","extraordinaire","DUFOUR Virginie","present"
"2017-05-12","15 h","extraordinaire","DE COTIS David","present"
"2017-05-12","15 h","extraordinaire","DESMEULES Sandra","present"
"2017-05-12","15 h","extraordinaire","BOYER Stephane","present"
"2017-05-12","15 h","extraordinaire","POISSANT Michel","present"
"2017-05-12","15 h","extraordinaire","HEBERT Daniel","present"
"2017-05-12","15 h","extraordinaire","ST-JEAN Jacques","present"
"2017-05-12","15 h","extraordinaire","DUMAS Gilbert","present"
"2017-05-12","15 h","extraordinaire","PAOLO Galati","absent"
"2017-05-12","15 h","extraordinaire","ANTHIAN Pierre","absent"
"2017-05-12","15 h","extraordinaire","LECOMPTE Alain","absent"
"2017-05-12","15 h","extraordinaire","FREDERIC-GAUTHIER Jocelyne","absent"
"2017-05-12","15 h","extraordinaire","COUPAL Jean","absent"
"2017-05-12","15 h","extraordinaire","REVELAKIS Aglaia","absent"
"2017-05-12","15 h","extraordinaire","KARIDOGIANNIS Vasilios","present"
"2017-05-12","15 h","extraordinaire","TROTTIER Michel","present"
"2017-05-12","15 h","extraordinaire","KHALIL Ray","present"
"2017-05-12","15 h","extraordinaire","DIB Aline","present"
"2017-05-12","15 h","extraordinaire","BORNE Nicholas","present"
"2017-05-12","15 h","extraordinaire","YOAKIM Christiane","present"
"2017-05-08","17 h","extraordinaire","DEMERS Marc","present"
"2017-05-08","17 h","extraordinaire","ADAMS Raynald","present"
"2017-05-08","17 h","extraordinaire","DUFOUR Virginie","present"
"2017-05-08","17 h","extraordinaire","DE COTIS David","present"
"2017-05-08","17 h","extraordinaire","DESMEULES Sandra","present"
"2017-05-08","17 h","extraordinaire","BOYER Stephane","present"
"2017-05-08","17 h","extraordinaire","POISSANT Michel","present"
"2017-05-08","17 h","extraordinaire","HEBERT Daniel","present"
"2017-05-08","17 h","extraordinaire","ST-JEAN Jacques","present"
"2017-05-08","17 h","extraordinaire","DUMAS Gilbert","present"
"2017-05-08","17 h","extraordinaire","PAOLO Galati","present"
"2017-05-08","17 h","extraordinaire","ANTHIAN Pierre","present"
"2017-05-08","17 h","extraordinaire","LECOMPTE Alain","absent"
"2017-05-08","17 h","extraordinaire","FREDERIC-GAUTHIER Jocelyne","absent"
"2017-05-08","17 h","extraordinaire","COUPAL Jean","absent"
"2017-05-08","17 h","extraordinaire","REVELAKIS Aglaia","absent"
"2017-05-08","17 h","extraordinaire","KARIDOGIANNIS Vasilios","present"
"2017-05-08","17 h","extraordinaire","TROTTIER Michel","present"
"2017-05-08","17 h","extraordinaire","KHALIL Ray","present"
"2017-05-08","17 h","extraordinaire","DIB Aline","present"
"2017-05-08","17 h","extraordinaire","BORNE Nicholas","present"
"2017-05-08","17 h","extraordinaire","YOAKIM Christiane","present"
"2017-05-02","19 h","ordinaire","DEMERS Marc","present"
"2017-05-02","19 h","ordinaire","ADAMS Raynald","present"
"2017-05-02","19 h","ordinaire","DUFOUR Virginie","absent"
"2017-05-02","19 h","ordinaire","DE COTIS David","present"
"2017-05-02","19 h","ordinaire","DESMEULES Sandra","present"
"2017-05-02","19 h","ordinaire","BOYER Stephane","present"
"2017-05-02","19 h","ordinaire","POISSANT Michel","present"
"2017-05-02","19 h","ordinaire","HEBERT Daniel","absent"
"2017-05-02","19 h","ordinaire","ST-JEAN Jacques","present"
"2017-05-02","19 h","ordinaire","DUMAS Gilbert","present"
"2017-05-02","19 h","ordinaire","PAOLO Galati","present"
"2017-05-02","19 h","ordinaire","ANTHIAN Pierre","present"
"2017-05-02","19 h","ordinaire","LECOMPTE Alain","present"
"2017-05-02","19 h","ordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-05-02","19 h","ordinaire","COUPAL Jean","present"
"2017-05-02","19 h","ordinaire","REVELAKIS Aglaia","present"
"2017-05-02","19 h","ordinaire","KARIDOGIANNIS Vasilios","present"
"2017-05-02","19 h","ordinaire","TROTTIER Michel","present"
"2017-05-02","19 h","ordinaire","KHALIL Ray","present"
"2017-05-02","19 h","ordinaire","DIB Aline","present"
"2017-05-02","19 h","ordinaire","BORNE Nicholas","present"
"2017-05-02","19 h","ordinaire","YOAKIM Christiane","present"
"2017-04-13","16 h 30","extraordinaire","DEMERS Marc","present"
"2017-04-13","16 h 30","extraordinaire","ADAMS Raynald","present"
"2017-04-13","16 h 30","extraordinaire","DUFOUR Virginie","present"
"2017-04-13","16 h 30","extraordinaire","DE COTIS David","present"
"2017-04-13","16 h 30","extraordinaire","DESMEULES Sandra","present"
"2017-04-13","16 h 30","extraordinaire","BOYER Stephane","absent"
"2017-04-13","16 h 30","extraordinaire","POISSANT Michel","present"
"2017-04-13","16 h 30","extraordinaire","HEBERT Daniel","present"
"2017-04-13","16 h 30","extraordinaire","ST-JEAN Jacques","present"
"2017-04-13","16 h 30","extraordinaire","DUMAS Gilbert","present"
"2017-04-13","16 h 30","extraordinaire","PAOLO Galati","absent"
"2017-04-13","16 h 30","extraordinaire","ANTHIAN Pierre","present"
"2017-04-13","16 h 30","extraordinaire","LECOMPTE Alain","absent"
"2017-04-13","16 h 30","extraordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-04-13","16 h 30","extraordinaire","COUPAL Jean","absent"
"2017-04-13","16 h 30","extraordinaire","REVELAKIS Aglaia","present"
"2017-04-13","16 h 30","extraordinaire","KARIDOGIANNIS Vasilios","absent"
"2017-04-13","16 h 30","extraordinaire","TROTTIER Michel","present"
"2017-04-13","16 h 30","extraordinaire","KHALIL Ray","present"
"2017-04-13","16 h 30","extraordinaire","DIB Aline","present"
"2017-04-13","16 h 30","extraordinaire","BORNE Nicholas","present"
"2017-04-13","16 h 30","extraordinaire","YOAKIM Christiane","present"
"2017-04-06","17 h 02","extraordinaire","DEMERS Marc","present"
"2017-04-06","17 h 02","extraordinaire","ADAMS Raynald","present"
"2017-04-06","17 h 02","extraordinaire","DUFOUR Virginie","present"
"2017-04-06","17 h 02","extraordinaire","DE COTIS David","present"
"2017-04-06","17 h 02","extraordinaire","DESMEULES Sandra","present"
"2017-04-06","17 h 02","extraordinaire","BOYER Stephane","present"
"2017-04-06","17 h 02","extraordinaire","POISSANT Michel","present"
"2017-04-06","17 h 02","extraordinaire","HEBERT Daniel","present"
"2017-04-06","17 h 02","extraordinaire","ST-JEAN Jacques","present"
"2017-04-06","17 h 02","extraordinaire","DUMAS Gilbert","absent"
"2017-04-06","17 h 02","extraordinaire","PAOLO Galati","present"
"2017-04-06","17 h 02","extraordinaire","ANTHIAN Pierre","present"
"2017-04-06","17 h 02","extraordinaire","LECOMPTE Alain","absent"
"2017-04-06","17 h 02","extraordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-04-06","17 h 02","extraordinaire","COUPAL Jean","absent"
"2017-04-06","17 h 02","extraordinaire","REVELAKIS Aglaia","present"
"2017-04-06","17 h 02","extraordinaire","KARIDOGIANNIS Vasilios","absent"
"2017-04-06","17 h 02","extraordinaire","TROTTIER Michel","present"
