Nom Bibliothèque	Secteur	Titre	Nombre de prêt	Nombre de document	Lien URL
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Nelson.7,Tête à claques /Bertschy.	9	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1575885?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Le chardonneret :[roman] /Donna Tartt ; traduit de l'anglais (États-Unis) par Édith Soonckindt.	9	12	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2424289?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Documentaires	Guide de la route /[publication réalisée par la Société de l'assurance automobile du Québec].	9	13	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2448995?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	L'élixir d'amour :roman /Eric-Emmanuel Schmitt.	8	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2450559?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - Nouveautés	Nelson.14,Définitivement nuisible /Bertschy.	8	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2441280?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Charlotte :roman /David Foenkinos.	8	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2467023?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Le bleu de tes yeux :roman /Mary Higgins Clark ; traduit de l'anglais (États-Unis) par Anne Damour.	8	7	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2450741?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Les p'tits diables.11,Mon frère, c'est pas un cadeau!!! /scénario & dessin, Olivier Dutto.	8	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2077390?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - Mangas	Naruto.62,Fissure /Masashi Kishimoto ; [traduit et adapté en français par Sébastien Bigini].	8	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2451700?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Les nombrils.5,Un couple d'enfer /[illustrations de] Delaf ; [texte de] Dubuc.	8	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2267803?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Les légendaires.9,L'Alystory /Patrick Sobral.	7	7	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1749887?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Les p'tits diables.12,Frère et soeur pour la vie!!! /scénario & dessin, Olivier Dutto.	7	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2273503?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Nebraska[enregistrement vidéo] /réalisation, Alexander Payne ; scénario, Bob Nelson.	7	2	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2442017?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Les p'tits diables.5,Que du bonheur! /scénario & dessin, Olivier Dutto.	7	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1430869?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Mensonges sur le Plateau Mont-Royal.1,Un mariage de raison : roman historique /Michel David.	7	7	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2403174?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Les héritiers du fleuve.Tome 4,1931-1939 /Louise Tremblay-D'Essiambre.	7	7	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2476200?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Romans québécois	Félicité.4,Une vie nouvelle :roman historique /Jean-Pierre Charland.	7	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2372227?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - Livres d'images (Albums)	Joyeux Noël, Ours brun! /texte de Karma Wilson ; illustrations de Jane Chapman ; traduction d'Emmanuelle Pingault.	7	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1414002?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Lili ne veut pas se coucher /Dominique de Saint Mars ; [illustrations de] Serge Bloch ; [inspiré par Astrapi].	7	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1286640?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - Documentaires	Childcraft :the how and why library	7	17	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1185408?lang=frc
Bibliothèque de Cartierville	Adultes - Documentaires	Guide de la route /[recherche et rédaction de la mise à jour, Sandra Gauthier avec la collaboration du personnel du Service des usagers de la route ; réalisé par la Société de l'assurance automobile du Québec en collaboration avec le Service de l'exploitation du Ministère des transports ; illustrations, Jean-Michel Girard].	6	12	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1821505?lang=frc
Bibliothèque de Cartierville	Adultes - Documentaires	Conduire un véhicule de promenade /[publication réalisée par la Société de l'assurance automobile du Québec ; recherche et rédaction, Michèle Jean et Micheline Briand avec la collaboration de Diane Hamel... et al.]	6	17	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1427841?lang=frc
