ï»¿X,Y,TYPEINCIDENT,DESCRIPTION,DATEINCIDENT,ANNEE,OBJECTID
-8000831.9963,5687900.4218,8,Vol,2022/03/25 04:00:00+00,2022,2535
-8007038.402,5681902.5987,5,MÃ©fait,2021/02/02 05:00:00+00,2021,2536
-8002211.905,5685345.9839,8,Vol,2022/03/31 04:00:00+00,2022,2537
-8002028.1196,5682377.8651,5,MÃ©fait,2022/02/15 05:00:00+00,2022,2538
-8003551.2201,5685068.1282,8,Vol,2022/05/02 04:00:00+00,2022,2539
-8013969.5791,5683214.0781,7,Voie de fait,2023/08/11 04:00:00+00,2023,2540
-7999508.7911,5684682.3979,7,Voie de fait,2023/08/20 04:00:00+00,2023,2541
-8007755.3265,5682170.7678,5,MÃ©fait,2022/08/04 04:00:00+00,2022,2542
-8003448.4601,5683841.631,8,Vol,2021/09/04 04:00:00+00,2021,2543
-8013080.2281,5679688.1534,5,MÃ©fait,2021/09/24 04:00:00+00,2021,2544
-8004399.1651,5686340.1446,7,Voie de fait,2022/09/19 04:00:00+00,2022,2545
-7999836.7574,5692514.6833,8,Vol,2022/09/26 04:00:00+00,2022,2546
-8003722.3957,5682083.6923,4,Introduction par effraction,2021/07/25 04:00:00+00,2021,2547
-8010782.8272,5687630.3955,6,Menace ou acte de violence,2021/10/04 04:00:00+00,2021,2548
-8003190.0634,5681879.027,8,Vol,2021/02/23 05:00:00+00,2021,2549
-8009524.9601,5685674.7512,8,Vol,2021/02/20 05:00:00+00,2021,2550
-8002364.2741,5685774.8596,4,Introduction par effraction,2022/08/11 04:00:00+00,2022,2551
-8009511.9889,5683813.7275,8,Vol,2023/07/07 04:00:00+00,2023,2552
-8009524.9601,5685674.7512,8,Vol,2021/01/05 05:00:00+00,2021,2553
-8001307.4822,5688431.6361,8,Vol,2023/09/05 04:00:00+00,2023,2554
-8005648.3284,5685962.8794,8,Vol,2023/09/25 04:00:00+00,2023,2555
-7998204.1227,5685805.06490001,7,Voie de fait,2021/10/14 04:00:00+00,2021,2556
-8002211.905,5685345.9839,8,Vol,2021/12/12 05:00:00+00,2021,2557
-8002475.2464,5686577.7113,8,Vol,2021/02/01 05:00:00+00,2021,2558
-8009604.1796,5696136.8781,4,Introduction par effraction,2021/07/26 04:00:00+00,2021,2559
-8002250.7857,5685791.0895,8,Vol,2022/07/20 04:00:00+00,2022,2560
-8009523.1933,5684753.6388,8,Vol,2021/03/26 04:00:00+00,2021,2561
-7999538.5273,5686108.6446,7,Voie de fait,2021/12/10 05:00:00+00,2021,2562
-8009524.9601,5685674.7512,8,Vol,2021/01/04 05:00:00+00,2021,2563
-8018720.5028,5690689.7697,5,MÃ©fait,2021/08/23 04:00:00+00,2021,2564
-8020156.5029,5670202.1612,8,Vol,2022/08/11 04:00:00+00,2022,2565
-8002476.4926,5685443.1048,8,Vol,2022/05/13 04:00:00+00,2022,2566
-8016740.251,5684172.9213,7,Voie de fait,2021/06/06 04:00:00+00,2021,2567
-8003758.7291,5680324.6891,6,Menace ou acte de violence,2021/01/09 05:00:00+00,2021,2568
-7999898.3413,5689222.1896,6,Menace ou acte de violence,2021/12/22 05:00:00+00,2021,2569
-7997311.4881,5680718.564,7,Voie de fait,2021/01/10 05:00:00+00,2021,2570
-8002016.8105,5686079.0701,8,Vol,2023/07/03 04:00:00+00,2023,2571
-8008217.2841,5685279.3672,5,MÃ©fait,2021/09/24 04:00:00+00,2021,2572
-8009780.7616,5685253.8324,8,Vol,2021/11/22 05:00:00+00,2021,2573
-8003944.1103,5683578.287,8,Vol,2021/04/07 04:00:00+00,2021,2574
-8000810.4784,5684887.0509,4,Introduction par effraction,2022/08/14 04:00:00+00,2022,2575
-8002515.7031,5684267.14329999,7,Voie de fait,2022/05/05 04:00:00+00,2022,2576
-7998512.702,5686335.7522,8,Vol,2021/03/06 05:00:00+00,2021,2577
-8005927.9453,5686169.0744,7,Voie de fait,2021/10/16 04:00:00+00,2021,2578
-8014130.7588,5678897.4594,7,Voie de fait,2021/05/20 04:00:00+00,2021,2579
-8002263.8028,5680408.4834,4,Introduction par effraction,2022/09/05 04:00:00+00,2022,2580
-8001816.1188,5685487.5496,8,Vol,2022/04/01 04:00:00+00,2022,2581
-8002398.9174,5683735.5769,4,Introduction par effraction,2022/03/24 04:00:00+00,2022,2582
-8002283.3326,5685296.0211,6,Menace ou acte de violence,2022/03/28 04:00:00+00,2022,2583
-8009780.7616,5685253.8324,4,Introduction par effraction,2022/06/28 04:00:00+00,2022,2584
-8013541.908,5680295.5974,5,MÃ©fait,2022/06/28 04:00:00+00,2022,2585
-8008394.6305,5684393.9926,5,MÃ©fait,2023/08/30 04:00:00+00,2023,2586
-8001816.1188,5685487.5496,8,Vol,2022/04/01 04:00:00+00,2022,2587
-8001816.1188,5685487.5496,8,Vol,2022/07/15 04:00:00+00,2022,2588
-8018720.5028,5690689.7697,4,Introduction par effraction,2021/03/20 04:00:00+00,2021,2589
-8002340.9415,5685255.7238,7,Voie de fait,2021/12/14 05:00:00+00,2021,2590
-8001358.215,5686903.7566,8,Vol,2021/01/23 05:00:00+00,2021,2591
-8021010.3943,5681458.9248,6,Menace ou acte de violence,2021/03/15 04:00:00+00,2021,2592
-7999772.6098,5685317.0735,8,Vol,2021/03/29 04:00:00+00,2021,2593
-7994440.5447,5678540.3513,7,Voie de fait,2022/06/02 04:00:00+00,2022,2594
-8003035.0255,5683109.7591,8,Vol,2021/03/30 04:00:00+00,2021,2595
-8004454.6624,5682176.4346,5,MÃ©fait,2021/09/24 04:00:00+00,2021,2596
-8001984.9037,5685708.9283,3,Conduite avec capacitÃ©s affaiblies,2021/12/23 05:00:00+00,2021,2597
-8000796.9767,5682783.1013,8,Vol,2022/07/09 04:00:00+00,2022,2598
-8010574.9423,5682812.0092,8,Vol,2021/04/19 04:00:00+00,2021,2599
-8002438.1765,5685937.6662,5,MÃ©fait,2022/12/11 05:00:00+00,2022,2600
-8002918.0978,5684074.7257,5,MÃ©fait,2021/01/28 05:00:00+00,2021,2601
-8002211.905,5685345.9839,8,Vol,2022/01/12 05:00:00+00,2022,2602
-8001814.8833,5684916.8825,8,Vol,2022/01/12 05:00:00+00,2022,2603
-8008911.0604,5679570.6823,6,Menace ou acte de violence,2021/03/22 04:00:00+00,2021,2604
-8009780.7616,5685253.8324,8,Vol,2021/03/03 05:00:00+00,2021,2605
-8004025.1516,5682328.0012,5,MÃ©fait,2021/12/03 05:00:00+00,2021,2606
-8013008.0036,5682373.5492,6,Menace ou acte de violence,2022/03/10 05:00:00+00,2022,2607
-8009524.9601,5685674.7512,8,Vol,2021/09/11 04:00:00+00,2021,2608
-8013875.3165,5679996.4367,5,MÃ©fait,2021/11/01 04:00:00+00,2021,2609
-7999424.84,5679024.6896,8,Vol,2023/12/05 05:00:00+00,2023,2610
-8013335.4798,5682696.1531,5,MÃ©fait,2021/09/24 04:00:00+00,2021,2611
-8003430.0045,5682848.9986,5,MÃ©fait,2021/08/16 04:00:00+00,2021,2612
-8009523.1933,5684753.6388,8,Vol,2022/10/29 04:00:00+00,2022,2613
-8015384.0532,5684085.0026,6,Menace ou acte de violence,2021/04/07 04:00:00+00,2021,2614
-8009524.9601,5685674.7512,8,Vol,2021/02/01 05:00:00+00,2021,2615
-8005839.097,5682898.0264,6,Menace ou acte de violence,2021/08/08 04:00:00+00,2021,2616
-8001402.9337,5685774.31,8,Vol,2023/10/05 04:00:00+00,2023,2617
-8002571.8871,5685093.6074,5,MÃ©fait,2022/05/30 04:00:00+00,2022,2618
-8000797.8975,5687659.7133,4,Introduction par effraction,2021/03/03 05:00:00+00,2021,2619
-8000750.1282,5687328.0142,4,Introduction par effraction,2021/09/19 04:00:00+00,2021,2620
-8001401.4299,5684353.3437,7,Voie de fait,2023/12/09 05:00:00+00,2023,2621
-8000926.3229,5687767.4017,4,Introduction par effraction,2021/04/16 04:00:00+00,2021,2622
-8000255.9143,5684123.6986,8,Vol,2023/03/27 04:00:00+00,2023,2623
-8013333.6168,5682937.4967,7,Voie de fait,2023/08/02 04:00:00+00,2023,2624
-8000234.6796,5685312.0593,8,Vol,2023/12/15 05:00:00+00,2023,2625
-8014101.3085,5680265.2485,7,Voie de fait,2022/02/09 05:00:00+00,2022,2626
-8000195.8023,5683856.1397,7,Voie de fait,2022/05/12 04:00:00+00,2022,2627
-8002016.8105,5686079.0701,8,Vol,2022/11/01 04:00:00+00,2022,2628
-8002852.8438,5682107.3703,8,Vol,2023/12/18 05:00:00+00,2023,2629
-8009780.7616,5685253.8324,8,Vol,2021/09/15 04:00:00+00,2021,2630
-8009523.1933,5684753.6388,8,Vol,2021/12/16 05:00:00+00,2021,2631
-8002735.1035,5684186.2451,7,Voie de fait,2022/10/04 04:00:00+00,2022,2632
-8009780.7616,5685253.8324,8,Vol,2022/08/03 04:00:00+00,2022,2633
-8002272.8442,5683265.6005,8,Vol,2021/03/19 04:00:00+00,2021,2634
-8000591.4775,5685304.541,6,Menace ou acte de violence,2021/01/28 05:00:00+00,2021,2635
-8015358.6264,5678478.5153,8,Vol,2023/03/17 04:00:00+00,2023,2636
-8001715.1341,5689061.1904,5,MÃ©fait,2021/01/21 05:00:00+00,2021,2637
-8009780.7616,5685253.8324,8,Vol,2021/09/18 04:00:00+00,2021,2638
-8009780.7616,5685253.8324,8,Vol,2021/12/16 05:00:00+00,2021,2639
-8006502.5988,5685322.8109,7,Voie de fait,2021/02/02 05:00:00+00,2021,2640
-8009780.7616,5685253.8324,8,Vol,2021/03/31 04:00:00+00,2021,2641
-8005326.7647,5682623.227,8,Vol,2022/07/29 04:00:00+00,2022,2642
-8002735.1035,5684186.2451,8,Vol,2022/08/04 04:00:00+00,2022,2643
-8009127.6392,5685294.3702,8,Vol,2022/09/11 04:00:00+00,2022,2644
-8003448.684,5683764.7441,8,Vol,2021/03/28 04:00:00+00,2021,2645
-8001394.7771,5685296.4811,7,Voie de fait,2021/08/11 04:00:00+00,2021,2646
-8001985.4469,5685825.6337,8,Vol,2021/08/06 04:00:00+00,2021,2647
-8009523.1933,5684753.6388,8,Vol,2022/12/26 05:00:00+00,2022,2648
-8002009.2117,5685669.0635,8,Vol,2021/08/07 04:00:00+00,2021,2649
-8010035.4367,5681885.2453,8,Vol,2022/09/06 04:00:00+00,2022,2650
-8003177.5077,5685104.4514,4,Introduction par effraction,2021/11/29 05:00:00+00,2021,2651
-7999298.4122,5685446.3965,5,MÃ©fait,2021/09/10 04:00:00+00,2021,2652
-8003439.0223,5684117.1807,8,Vol,2021/11/17 05:00:00+00,2021,2653
-8003816.9533,5683438.4883,8,Vol,2022/09/12 04:00:00+00,2022,2654
-8003207.1883,5684651.3231,4,Introduction par effraction,2022/09/14 04:00:00+00,2022,2655
-7998515.1274,5686225.8407,8,Vol,2022/09/15 04:00:00+00,2022,2656
-8004516.2254,5683426.258,4,Introduction par effraction,2022/08/06 04:00:00+00,2022,2657
-8003439.0223,5684117.1807,8,Vol,2021/12/11 05:00:00+00,2021,2658
-8007414.9232,5681893.0329,8,Vol,2022/08/07 04:00:00+00,2022,2659
-8003177.5077,5685104.4514,8,Vol,2021/12/13 05:00:00+00,2021,2660
-8002735.1035,5684186.2451,7,Voie de fait,2022/06/06 04:00:00+00,2022,2661
-8002887.1442,5682613.1023,4,Introduction par effraction,2022/09/10 04:00:00+00,2022,2662
-7998337.106,5688243.9231,3,Conduite avec capacitÃ©s affaiblies,2022/04/23 04:00:00+00,2022,2663
-8004456.6228,5682289.0742,8,Vol,2022/01/07 05:00:00+00,2022,2664
-8006118.0641,5684209.7142,8,Vol,2021/01/02 05:00:00+00,2021,2665
-8002343.5932,5683566.0096,4,Introduction par effraction,2021/12/17 05:00:00+00,2021,2666
-8003439.0223,5684117.1807,5,MÃ©fait,2021/12/07 05:00:00+00,2021,2667
-8009150.6767,5683486.46060001,8,Vol,2022/09/10 04:00:00+00,2022,2668
-8003342.5656,5685686.5488,8,Vol,2022/08/05 04:00:00+00,2022,2669
-8002852.8438,5682107.3703,7,Voie de fait,2023/03/07 05:00:00+00,2023,2670
-8013532.9899,5680269.1417,4,Introduction par effraction,2021/01/21 05:00:00+00,2021,2671
-7998515.1274,5686225.8407,8,Vol,2022/09/09 04:00:00+00,2022,2672
-8003497.2897,5679777.8888,5,MÃ©fait,2021/05/03 04:00:00+00,2021,2673
-8003437.568,5682546.4859,8,Vol,2023/01/24 05:00:00+00,2023,2674
-8009523.1933,5684753.6388,8,Vol,2023/04/25 04:00:00+00,2023,2675
-8010782.8272,5687630.3955,5,MÃ©fait,2022/12/12 05:00:00+00,2022,2676
-8002951.0576,5683649.3773,8,Vol,2022/09/13 04:00:00+00,2022,2677
-8009523.1933,5684753.6388,8,Vol,2022/12/31 05:00:00+00,2022,2678
-8001695.6799,5687844.3465,8,Vol,2022/09/11 04:00:00+00,2022,2679
-7996909.55,5688888.6127,8,Vol,2021/08/20 04:00:00+00,2021,2680
-8012255.6327,5678746.3713,8,Vol,2021/03/28 04:00:00+00,2021,2681
-8015014.667,5683033.1357,8,Vol,2022/05/12 04:00:00+00,2022,2682
-8003626.5461,5679813.7789,6,Menace ou acte de violence,2022/07/27 04:00:00+00,2022,2683
-8009524.9601,5685674.7512,8,Vol,2022/07/31 04:00:00+00,2022,2684
-8009523.1933,5684753.6388,8,Vol,2023/03/12 05:00:00+00,2023,2685
-8009780.7616,5685253.8324,8,Vol,2022/02/11 05:00:00+00,2022,2686
-8003439.0223,5684117.1807,8,Vol,2021/07/11 04:00:00+00,2021,2687
-7997198.006,5688256.2317,7,Voie de fait,2021/04/23 04:00:00+00,2021,2688
-8001271.1219,5683799.2295,8,Vol,2023/01/25 05:00:00+00,2023,2689
-8015900.4853,5684529.733,5,MÃ©fait,2021/02/04 05:00:00+00,2021,2690
-8000530.7971,5686672.4955,8,Vol,2022/05/18 04:00:00+00,2022,2691
-8008580.7551,5685330.2958,8,Vol,2022/04/21 04:00:00+00,2022,2692
-8002683.2403,5684684.1994,5,MÃ©fait,2023/12/28 05:00:00+00,2023,2693
-8003448.4601,5683841.631,8,Vol,2021/01/08 05:00:00+00,2021,2694
-8007612.6401,5694348.2221,3,Conduite avec capacitÃ©s affaiblies,2022/03/25 04:00:00+00,2022,2695
-7997545.2707,5686782.6496,6,Menace ou acte de violence,2023/10/06 04:00:00+00,2023,2696
-8003563.4719,5681607.2617,7,Voie de fait,2021/11/28 05:00:00+00,2021,2697
-8003179.069,5681324.4445,5,MÃ©fait,2022/03/16 04:00:00+00,2022,2698
-8001353.1518,5687440.4076,7,Voie de fait,2022/01/20 05:00:00+00,2022,2699
-7998805.5914,5679709.2407,5,MÃ©fait,2021/09/25 04:00:00+00,2021,2700
-8001692.4632,5687320.4059,5,MÃ©fait,2021/03/08 05:00:00+00,2021,2701
-8003944.1103,5683578.287,8,Vol,2021/10/15 04:00:00+00,2021,2702
-8005363.9057,5684501.2234,8,Vol,2023/12/13 05:00:00+00,2023,2703
-8002951.0576,5683649.3773,7,Voie de fait,2023/02/06 05:00:00+00,2023,2704
-8002838.624,5683675.1827,5,MÃ©fait,2021/11/02 04:00:00+00,2021,2705
-8002133.9038,5685191.4187,5,MÃ©fait,2021/11/03 04:00:00+00,2021,2706
-8003911.4668,5681428.6301,6,Menace ou acte de violence,2023/03/06 05:00:00+00,2023,2707
-8009523.1933,5684753.6388,8,Vol,2021/03/31 04:00:00+00,2021,2708
-7999824.8484,5683274.7525,8,Vol,2021/03/24 04:00:00+00,2021,2709
-8003705.6231,5683580.9514,7,Voie de fait,2021/10/23 04:00:00+00,2021,2710
-8018458.097,5683832.2296,8,Vol,2022/07/30 04:00:00+00,2022,2711
-8017497.9499,5676826.1695,8,Vol,2022/11/11 05:00:00+00,2022,2712
-8002211.905,5685345.9839,5,MÃ©fait,2021/08/21 04:00:00+00,2021,2713
-8002211.905,5685345.9839,8,Vol,2022/10/11 04:00:00+00,2022,2714
-8000314.5667,5683313.4841,7,Voie de fait,2022/08/23 04:00:00+00,2022,2715
-8001520.9578,5685274.3378,8,Vol,2021/12/06 05:00:00+00,2021,2716
-8003177.5077,5685104.4514,7,Voie de fait,2023/05/23 04:00:00+00,2023,2717
-8002868.441,5683973.7974,5,MÃ©fait,2021/07/09 04:00:00+00,2021,2718
-7999998.0294,5679896.1088,5,MÃ©fait,2021/06/06 04:00:00+00,2021,2719
-7999424.0732,5679401.1076,4,Introduction par effraction,2021/08/10 04:00:00+00,2021,2720
-8003207.1883,5684651.3231,4,Introduction par effraction,2023/04/24 04:00:00+00,2023,2721
-8003207.1883,5684651.3231,4,Introduction par effraction,2023/04/24 04:00:00+00,2023,2722
-8003944.1103,5683578.287,8,Vol,2023/12/17 05:00:00+00,2023,2723
-8002420.0467,5682648.2919,5,MÃ©fait,2021/02/23 05:00:00+00,2021,2724
-8002133.9038,5685191.4187,4,Introduction par effraction,2023/01/26 05:00:00+00,2023,2725
-8010782.8272,5687630.3955,8,Vol,2021/07/07 04:00:00+00,2021,2726
-8006503.6883,5684549.538,5,MÃ©fait,2021/12/30 05:00:00+00,2021,2727
-8005809.7668,5686490.8272,5,MÃ©fait,2021/03/04 05:00:00+00,2021,2728
-8010036.1795,5686549.2341,5,MÃ©fait,2022/04/11 04:00:00+00,2022,2729
-8006503.6883,5684549.538,6,Menace ou acte de violence,2021/08/09 04:00:00+00,2021,2730
-8002398.9174,5683735.5769,8,Vol,2022/08/09 04:00:00+00,2022,2731
-8007440.5254,5686782.9091,8,Vol,2021/12/03 05:00:00+00,2021,2732
-8003058.6594,5683655.6729,5,MÃ©fait,2022/08/03 04:00:00+00,2022,2733
-8014249.1802,5681344.8526,5,MÃ©fait,2022/08/04 04:00:00+00,2022,2734
-8009780.7616,5685253.8324,8,Vol,2021/04/22 04:00:00+00,2021,2735
-8000021.5356,5685321.3984,6,Menace ou acte de violence,2021/11/11 05:00:00+00,2021,2736
-8003058.6594,5683655.6729,4,Introduction par effraction,2023/05/01 04:00:00+00,2023,2737
-8003058.6594,5683655.6729,4,Introduction par effraction,2023/05/03 04:00:00+00,2023,2738
-8002622.8979,5682127.0434,8,Vol,2021/12/21 05:00:00+00,2021,2739
-7999509.7827,5684572.5307,8,Vol,2023/05/13 04:00:00+00,2023,2740
-8012240.8711,5679021.202,7,Voie de fait,2021/04/02 04:00:00+00,2021,2741
-8002620.3436,5684540.6006,8,Vol,2022/08/24 04:00:00+00,2022,2742
-8002398.9174,5683735.5769,6,Menace ou acte de violence,2022/08/16 04:00:00+00,2022,2743
-8002000.2709,5685943.8048,8,Vol,2021/01/21 05:00:00+00,2021,2744
-8009780.7616,5685253.8324,8,Vol,2022/02/14 05:00:00+00,2022,2745
-8006918.011,5682409.6312,4,Introduction par effraction,2021/11/17 05:00:00+00,2021,2746
-8001428.0048,5684089.6841,6,Menace ou acte de violence,2022/08/26 04:00:00+00,2022,2747
-8001816.1188,5685487.5496,8,Vol,2022/03/22 04:00:00+00,2022,2748
-8002551.12,5679853.7252,8,Vol,2023/08/28 04:00:00+00,2023,2749
-8002624.9205,5684228.0978,7,Voie de fait,2022/03/29 04:00:00+00,2022,2750
-8009524.9601,5685674.7512,8,Vol,2021/03/01 05:00:00+00,2021,2751
-8003448.4601,5683841.631,8,Vol,2023/09/14 04:00:00+00,2023,2752
-8008713.2213,5684277.1201,8,Vol,2021/12/04 05:00:00+00,2021,2753
-8002398.9174,5683735.5769,5,MÃ©fait,2021/03/22 04:00:00+00,2021,2754
-8008562.9825,5684806.7782,8,Vol,2021/01/07 05:00:00+00,2021,2755
-8003909.4996,5681994.026,7,Voie de fait,2023/03/06 05:00:00+00,2023,2756
-8003675.6045,5681762.186,7,Voie de fait,2021/02/25 05:00:00+00,2021,2757
-8005631.1194,5683198.3876,5,MÃ©fait,2023/03/05 05:00:00+00,2023,2758
-8001689.6879,5685245.7535,5,MÃ©fait,2023/10/07 04:00:00+00,2023,2759
-8009523.1933,5684753.6388,8,Vol,2023/03/10 05:00:00+00,2023,2760
-8002571.8871,5685093.6074,8,Vol,2023/04/21 04:00:00+00,2023,2761
-8003437.568,5682546.4859,4,Introduction par effraction,2021/10/06 04:00:00+00,2021,2762
-8011300.9168,5687995.9487,8,Vol,2023/03/07 05:00:00+00,2023,2763
-8002769.3774,5698173.464,7,Voie de fait,2021/11/02 04:00:00+00,2021,2764
-8009523.1933,5684753.6388,8,Vol,2023/05/07 04:00:00+00,2023,2765
-7999051.4215,5679719.2688,8,Vol,2023/05/15 04:00:00+00,2023,2766
-8007708.7049,5684434.5675,8,Vol,2023/08/16 04:00:00+00,2023,2767
-8000603.1038,5685989.2019,8,Vol,2023/11/10 05:00:00+00,2023,2768
-8000098.0901,5686903.9139,5,MÃ©fait,2023/10/30 04:00:00+00,2023,2769
-8014370.952,5674330.2532,8,Vol,2021/12/05 05:00:00+00,2021,2770
-7999792.7774,5687605.5094,8,Vol,2021/12/06 05:00:00+00,2021,2771
-8024178.4598,5682500.6188,8,Vol,2023/06/13 04:00:00+00,2023,2772
-7998576.9886,5685674.0377,6,Menace ou acte de violence,2023/07/25 04:00:00+00,2023,2773
-8002398.9174,5683735.5769,8,Vol,2023/06/25 04:00:00+00,2023,2774
-8010420.5258,5683086.8018,8,Vol,2023/10/04 04:00:00+00,2023,2775
-8002551.12,5679853.7252,8,Vol,2023/10/07 04:00:00+00,2023,2776
-8003723.1925,5684099.1648,8,Vol,2023/11/22 05:00:00+00,2023,2777
-7998625.3976,5679350.0375,8,Vol,2021/12/04 05:00:00+00,2021,2778
-8000116.3741,5687983.8977,4,Introduction par effraction,2021/12/06 05:00:00+00,2021,2779
-8005631.1194,5683198.3876,7,Voie de fait,2023/04/09 04:00:00+00,2023,2780
-8006436.3572,5683149.9023,4,Introduction par effraction,2023/10/26 04:00:00+00,2023,2781
-8002211.905,5685345.9839,7,Voie de fait,2023/12/18 05:00:00+00,2023,2782
-8012896.7524,5682794.0666,6,Menace ou acte de violence,2021/03/14 05:00:00+00,2021,2783
-8004513.6738,5683198.0751,3,Conduite avec capacitÃ©s affaiblies,2023/01/30 05:00:00+00,2023,2784
-8000098.0901,5686903.9139,7,Voie de fait,2021/05/18 04:00:00+00,2021,2785
-8003551.2201,5685068.1282,4,Introduction par effraction,2022/07/25 04:00:00+00,2022,2786
-8003179.7228,5684326.8918,7,Voie de fait,2023/02/02 05:00:00+00,2023,2787
-8002735.1035,5684186.2451,4,Introduction par effraction,2021/02/14 05:00:00+00,2021,2788
-8022655.3938,5672072.372,8,Vol,2021/12/02 05:00:00+00,2021,2789
-8001171.0043,5685433.0108,8,Vol,2021/12/22 05:00:00+00,2021,2790
-8000814.2042,5687782.1663,8,Vol,2023/09/11 04:00:00+00,2023,2791
-8014379.5809,5683959.6973,8,Vol,2022/05/16 04:00:00+00,2022,2792
-7995582.2008,5688854.553,8,Vol,2021/08/24 04:00:00+00,2021,2793
-8002868.7622,5685117.6888,4,Introduction par effraction,2021/10/25 04:00:00+00,2021,2794
-8002398.9174,5683735.5769,7,Voie de fait,2023/01/19 05:00:00+00,2023,2795
-8010025.2047,5687184.4709,7,Voie de fait,2023/01/21 05:00:00+00,2023,2796
-8001816.1188,5685487.5496,8,Vol,2022/04/01 04:00:00+00,2022,2797
-8002139.5058,5682555.3278,6,Menace ou acte de violence,2021/12/19 05:00:00+00,2021,2798
-8001681.5867,5684522.5708,7,Voie de fait,2021/10/25 04:00:00+00,2021,2799
-8005129.2004,5688806.1863,5,MÃ©fait,2021/10/01 04:00:00+00,2021,2800
-7999582.6295,5686952.6386,7,Voie de fait,2021/07/28 04:00:00+00,2021,2801
-8002503.5878,5691727.0658,7,Voie de fait,2021/06/03 04:00:00+00,2021,2802
-8009127.6392,5685294.3702,5,MÃ©fait,2021/07/28 04:00:00+00,2021,2803
-8009523.1933,5684753.6388,8,Vol,2021/04/25 04:00:00+00,2021,2804
-8002515.9693,5680206.5319,8,Vol,2021/07/17 04:00:00+00,2021,2805
-8009586.3681,5676991.1436,6,Menace ou acte de violence,2022/05/24 04:00:00+00,2022,2806
-8009274.3291,5684197.4814,8,Vol,2022/05/23 04:00:00+00,2022,2807
-8004531.4495,5685769.9373,8,Vol,2021/11/27 05:00:00+00,2021,2808
-7999179.124,5689316.6459,8,Vol,2021/09/30 04:00:00+00,2021,2809
-8003230.7595,5682587.1673,5,MÃ©fait,2021/12/08 05:00:00+00,2021,2810
-7999260.7206,5680183.363,4,Introduction par effraction,2021/02/19 05:00:00+00,2021,2811
-8023943.2201,5683831.9353,8,Vol,2021/07/30 04:00:00+00,2021,2812
-8000935.5529,5685301.5066,8,Vol,2022/07/01 04:00:00+00,2022,2813
-8000581.6593,5687908.8789,8,Vol,2022/07/15 04:00:00+00,2022,2814
-8006060.152,5679758.3618,3,Conduite avec capacitÃ©s affaiblies,2021/07/24 04:00:00+00,2021,2815
-8003675.6045,5681762.186,7,Voie de fait,2021/02/15 05:00:00+00,2021,2816
-8009928.0631,5680289.2423,8,Vol,2023/11/02 04:00:00+00,2023,2817
-8001307.4822,5688431.6361,7,Voie de fait,2021/08/28 04:00:00+00,2021,2818
-8001073.6142,5687980.3753,8,Vol,2023/11/03 04:00:00+00,2023,2819
-8003410.4179,5684877.763,8,Vol,2021/10/13 04:00:00+00,2021,2820
-8012708.3175,5683512.8337,8,Vol,2022/08/12 04:00:00+00,2022,2821
-8000356.9132,5685308.5473,8,Vol,2022/07/17 04:00:00+00,2022,2822
-8010889.3151,5681988.6437,8,Vol,2022/07/30 04:00:00+00,2022,2823
-8010271.522,5695061.569,8,Vol,2022/07/08 04:00:00+00,2022,2824
-8002622.8979,5682127.0434,8,Vol,2022/07/29 04:00:00+00,2022,2825
-8003930.7058,5683439.3554,4,Introduction par effraction,2021/11/06 04:00:00+00,2021,2826
-8007346.746,5692422.4192,8,Vol,2022/07/07 04:00:00+00,2022,2827
-8000255.9143,5684123.6986,8,Vol,2023/07/16 04:00:00+00,2023,2828
-8015798.4034,5683917.7335,4,Introduction par effraction,2022/06/03 04:00:00+00,2022,2829
-8003551.2201,5685068.1282,8,Vol,2022/08/14 04:00:00+00,2022,2830
-8002737.8586,5682116.4946,8,Vol,2021/03/25 04:00:00+00,2021,2831
-8003563.7528,5679420.5382,8,Vol,2023/07/21 04:00:00+00,2023,2832
-8005238.5171,5688762.1696,8,Vol,2022/07/19 04:00:00+00,2022,2833
-8002683.2403,5684684.1994,8,Vol,2023/11/26 05:00:00+00,2023,2834
-7998789.215,5677052.3774,8,Vol,2023/07/16 04:00:00+00,2023,2835
-8003202.9531,5682213.9655,8,Vol,2021/06/18 04:00:00+00,2021,2836
-8013875.3165,5679996.4367,8,Vol,2022/06/08 04:00:00+00,2022,2837
-7995849.6824,5688006.4146,8,Vol,2023/07/21 04:00:00+00,2023,2838
-8014414.0994,5676865.7855,8,Vol,2023/07/03 04:00:00+00,2023,2839
-8000794.0338,5688854.3484,8,Vol,2021/02/01 05:00:00+00,2021,2840
-8008873.5518,5695884.4022,4,Introduction par effraction,2023/05/22 04:00:00+00,2023,2841
-8001328.3367,5688736.7102,4,Introduction par effraction,2022/10/13 04:00:00+00,2022,2842
-8001525.2217,5685773.6345,4,Introduction par effraction,2023/02/20 05:00:00+00,2023,2843
-8002941.4887,5681044.8062,8,Vol,2021/10/25 04:00:00+00,2021,2844
-8008681.3139,5686418.1926,8,Vol,2021/11/16 05:00:00+00,2021,2845
-8001739.7103,5685925.4668,8,Vol,2023/06/11 04:00:00+00,2023,2846
-8015795.8645,5678474.5521,8,Vol,2021/01/15 05:00:00+00,2021,2847
-8003577.7553,5681200.568,5,MÃ©fait,2023/12/27 05:00:00+00,2023,2848
-8011986.8511,5678979.2466,7,Voie de fait,2022/03/23 04:00:00+00,2022,2849
-8012240.8711,5679021.202,7,Voie de fait,2022/08/13 04:00:00+00,2022,2850
