VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour décembre 2017,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,commande,d'approbation,,l'entente,l'engagement,
"ANGELY, MARION",1236911,6-déc.-2017,ASS. PARITAIRE SANTE & SECURITE AFF. MUN.,,"975,00",Formation en développement organisationnel et technique
,1243285,8-déc.-2017,L'EMPREINTE IMPRIMERIE INC.,,"288,72",Service - Impression
,1245134,18-déc.-2017,SANTINEL INC.,,"391,60",Fournitures et matériel médical
"BAUDIN, CYRIL",1244250,13-déc.-2017,ADDISON ELECTRONIQUE MTL,,"233,35",Composante électronique
,1245193,18-déc.-2017,COMMISSION SCOLAIRE DE MTL,,"159,80",Formation en développement organisationnel et technique
,1244850,15-déc.-2017,EQUIPEMENT D'ACIER FEDERAL,,"3238,67",Clôture et barrière
,1244158,13-déc.-2017,CANADIAN TIRE,,"115,48",Électroménager
,1245964,20-déc.-2017,PPG REVETEMENTS ARCHITEC. CANADA INC.,1071552,"66,86",Peinture - résidentielle et industrielle
,1242486,12-déc.-2017,PRODUITS SANY,1048199,"65,93",Équipements et produits d'entretien
,1244890,15-déc.-2017,,1048199,"105,93",Équipements et produits d'entretien
"BEAUCHEMIN, SONIA",1246323,21-déc.-2017,ENSEIGNES BARBO INC.,,"7270,38",Service - Impression
,1244178,13-déc.-2017,JEAN BEAUDIN,,"398,95",Service - Photographie
,1244605,14-déc.-2017,TECHNI-MAX INC,,"255,07",Réparation/Entretien - Système de contrôle et de surveillance
"BEDARD, LUCIE",1242347,5-déc.-2017,CUISINE-ATOUT ENTREPRISE D'INSERTION INC.,,"205,00",Service - Traiteur
,1219658,15-déc.-2017,"BEDARD, LUCIE",,"61,26",Frais - Dépenses de fonction
,1244145,13-déc.-2017,ZESTE DU MONDE,,"228,35",Service - Traiteur
"BOUTIN, PIERRE",1245079,18-déc.-2017,9297-6646 QUEBEC INC.,,"19175,80",Location de rétrocaveuse
,1243687,11-déc.-2017,AGENCE DENIS LEPINE,,"15280,30","Équipement de détection, inspection"
,1198849,18-déc.-2017,ARBO-DESIGN INC.,,"6482,98","Service - Abattage, émondage, élagage"
,1244968,19-déc.-2017,COMMISSION SCOLAIRE DE LAVAL,,"2746,47",Formation en développement organisationnel et technique
,1244323,13-déc.-2017,EQUIPEMENTS DE SECURITE HOTTE,,"160,63",Vêtement de travail
,1242577,6-déc.-2017,FASTENAL CANADA LTEE,,"240,19",Équipement - Véhicule et appareil
,1242715,6-déc.-2017,GESTION NOVAFOR INC.,,"4348,62",Équipements et Accessoires vestimentaires
,1244634,14-déc.-2017,,,"1528,78",Équipements et Accessoires vestimentaires
,1246113,21-déc.-2017,,,"368,52",Équipement de protection
,1242773,6-déc.-2017,GESTION PERGEBEC INC.,,"3658,08","Service - Enquêteur, détective"
,1246077,21-déc.-2017,GROUPE SDM INC,,"22826,38",Service - Déglaçage et nettoyage
,1242575,6-déc.-2017,JEAN GUGLIA & FILS ENR.,,"222,79",Accessoire vestimentaire
,1244650,14-déc.-2017,,,"1167,68",Accessoire vestimentaire
,1241822,4-déc.-2017,LA CORDEE PLEIN AIR INC.,,"160,51","Botte, soulier et couvre-chaussure"
"BOUTIN, PIERRE",1245719,20-déc.-2017,LE GROUPE J.S.V. INC,,"164,41",Équipement d'entretien manuel
,1215331,13-déc.-2017,LOCATION SAUVAGEAU INC.,,"3674,56",Location - Automobile
