"VILLE DE MONTRÉAL  ";;;;;;
"Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce";;;;;;
"Listes des bons de commandes approuvés pour juillet 2017";;;;;;
;;;;;;
;;;;;;
"Dernier Approbateur";"Numéro bon ";"Date ";"Nom fournisseur";"Numéro de";"Montant de ";"Description"
;"commande";"d'approbation";;"l'entente";"l'engagement";
"ANGELY, MARION";1212528;"4-juil.-2017";"ENTRAC INC.";;"1944,89";"Conseiller en ergonomie"
;1212544;"4-juil.-2017";"UN POURCENT CONSULTATION INC";;"2624,69";"Formation en développement interpersonnel"
"BAUDIN, CYRIL";1217426;"26-juil.-2017";"NADEAU INC.";;"1243,05";"Accessoire et pièce de remplacement pour outil"
;1217440;"26-juil.-2017";"PRODUITS SANY";;"772,77";"Équipements et produit d'entretien"
;1217420;"26-juil.-2017";"STELEM";;"174,28";"Machine et équipement pour traitement de l'eau"
"BOUTIN, PIERRE";1212594;"4-juil.-2017";"ARBORICULTURE DUMOULIN INC.";;"10620,79";"Service - Abattage, émondage, élagage"
;1205080;"18-juil.-2017";"BOUTY INC";1013950;"302,01";"Chaise et fauteuil ergonomique"
;1213024;"13-juil.-2017";"FONDERIE LAPERLE DIR. TUYAUTERIES CANADA LTEE";;"3556,98";"Puisard, chambre de vanne, trou d'homme et regard"
;;"5-juil.-2017";;1005686;"6591,55";"Puisard, chambre de vanne, trou d'homme et regard"
;1203463;"6-juil.-2017";"LANGE PATENAUDE EQUIP. - KUBOTA MTL";;"1441,72";"Aménagement de véhicules"
;1215331;"17-juil.-2017";"LOCATION SAUVAGEAU INC.";;"14383,29";"Location - Camionnette"
;1203428;"10-juil.-2017";"PEPINIERE A. MUCCI INC.";1074486;"7661,46";"Mélange de terre"
;1214649;"13-juil.-2017";"REMORQUAGE BURSTALL CONRAD";1206643;"12598,50";"Service - Remorquage"
;1180970;"14-juil.-2017";"ROGERS COMMUNICATIONS CANADA INC.";1137408;"6299,25";"Service - Téléphonie cellulaire"
;1215641;"18-juil.-2017";"TECH VAC ENVIRONNEMENT INC.";;"9238,90";"Service - Vidange de puisards"
;1216003;"19-juil.-2017";"TRANSPORT MOTTILLO ET FILS INC.";;"21837,40";"Remplacement de drain"
"CARRIER, RAYMOND";1214677;"13-juil.-2017";"1-800-GOT-JUNK";;"303,41";"Service - Transport de matières en vrac"
;1216113;"20-juil.-2017";"ASS. DES BIBLIOTHEQUES PUB. DU QC";;"6822,72";"Livres"
;1212488;"4-juil.-2017";"AUDIO CINE FILMS INC";;"346,46";"Service - Droit d'auteur"
;1201510;"20-juil.-2017";"BRAULT & BOUTHILLIER LTEE";"C 696958";"432,30";"Papier, article de papeterie"
;1212494;"4-juil.-2017";;;"1165,20";"Meuble"
;1215316;"17-juil.-2017";;;"685,36";"Papier, article de papeterie"
;1215317;"17-juil.-2017";;;"406,47";"Papier, article de papeterie"
;1212468;"4-juil.-2017";"JLR INC.";;"705,52";"Papier, article de papeterie"
;1214694;"13-juil.-2017";;;"352,76";"Papier, article de papeterie"
;1209048;"12-juil.-2017";"LES EMBALLAGES BOX PACK";;"24,38";"Équipement et fourniture d'emballage et d'entreposage"
