"VILLE DE MONTRÉAL  ";;;;;;
"Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce";;;;;;
"Listes des bons de commandes approuvés pour septembre 2017";;;;;;
;;;;;;
;;;;;;
"Dernier Approbateur";"Numéro bon ";"Date ";"Nom fournisseur";"Numéro de";"Montant de ";"Description"
;"commande";"d'approbation";;"l'entente";"l'engagement";
"ANGELY, MARION";1224037;"8-sept.-2017";"BATTAH - AVOCATS S.E.N.C.R.L.";;"740,16";"Conseiller en relation de travail"
;1227383;"26-sept.-2017";"BOUTY INC";;"302,01";"Chaise et fauteuil ergonomique"
;1223115;"1-sept.-2017";"COMITE INTER-E/SES DU MTL METROPOLITAIN";;"400,00";"Frais - Adhésion et cotisation"
;1224622;"12-sept.-2017";"JPDL INTERNATIONAL INC.";;"419,95";"Service - Formation en santé et sécurité"
;1220334;"8-sept.-2017";"L'AIDE A L'AUTONOMIE PHYSIQUE ET";;"3 149,62";"Conseiller en ergonomie"
;1225929;"19-sept.-2017";;;"4 094,51";"Conseiller en ergonomie"
;1223590;"6-sept.-2017";"LOGISTIQUE DLVRD INC.";;"28,24";"Service - Postal, messagerie"
"BAUDIN, CYRIL";1227504;"26-sept.-2017";"ENTREPRISES FORLINI-DIVISION EQUIPEMENT DE";;"94,49";"Bottes de travail"
;1228260;"29-sept.-2017";;;"116,54";"Bottes d'asphalte"
;1223526;"6-sept.-2017";"GROUPE ABS INC.";1188594;"4 199,50";"Service - Collecte de matières dangereuses (DDD)"
;1200214;"5-sept.-2017";"LAFARGE CANADA INC";1196643;"6 273,00";"Béton préparé"
;1228131;"28-sept.-2017";"LES CONSTRUCTIONS ET PAVAGES JESKAR";;"2 000,00";"Frais - Règlement, réclamation"
;1228228;"29-sept.-2017";"PRODUITS SANY";1048199;"347,83";"Équipement et produit d'entretien"
;1223193;"5-sept.-2017";"SERRURIER LACROIX LTEE";;"31,50";"Clés"
;1228275;"29-sept.-2017";"TENAQUIP LIMITED";;"212,71";"Accessoire et pièce de remplacement pour outil"
;;"29-sept.-2017";;;"425,83";"Équipement d'entretien"
;1223185;"5-sept.-2017";"U. CAYOUETTE INC.";;"214,80";"Bois de construction"
;1224704;"12-sept.-2017";;;"612,29";"Bois de construction"
;1225360;"15-sept.-2017";;;"1 055,06";"Bois et outils"
;1217379;"6-sept.-2017";"UNIBETON";;"1 448,83";"Ciment, mélange à béton ensaché"
"BEDARD, LUCIE";1227806;"27-sept.-2017";"KOREM";;"624,68";"Logiciel et progiciel"
"BOUTIN, PIERRE";1224453;"12-sept.-2017";"BOUTY INC";;"373,69";"Fauteuil ergonomique"
;1225444;"15-sept.-2017";"C.P.U. DESIGN INC.";1164102;"974,36";"Ordinateur et accessoire"
;1204061;"19-sept.-2017";"LOCATION SAUVAGEAU INC.";;"122,92";"Location - Automobile"
;1193660;"5-sept.-2017";"PEPINIERES Y. YVON AUCLAIR ET FILS ENR.";;"262,47";"Service - Frais de transport"
"BROUSSEAU, HELENE";1227805;"27-sept.-2017";"COBALT ARCHITECTES INC.";;"3 086,63";"Ingénieur civil - Structure de bâtiment"
