ï»¿OBJECTID
2435
2436
2437
2438
2441
2443
2446
2447
2448
2453
1873
1876
1877
1878
1879
1885
1886
1887
1889
1894
1895
1898
1902
1903
1911
1913
1914
1919
1921
1924
1925
1927
1928
1935
1938
1939
1944
1945
1951
1952
1953
1954
1955
1957
1959
1961
1962
2354
6916
6926
2359
2361
2362
6927
2367
2370
2372
2373
2376
2323
2326
2327
2328
2329
2331
2332
2333
2334
2341
2346
2379
6925
2381
2384
2385
2388
2395
2397
2398
2406
2410
2411
2378
2413
2414
2415
2416
2418
2419
2420
2421
2425
2427
2428
2429
2430
2433
6923
6924
1985
1989
1994
1995
1996
1999
2000
2002
2006
2007
2012
2017
2103
2105
2109
2119
2124
2125
2126
2129
2130
2133
2136
2137
2138
2139
2143
2146
2147
2151
2153
2154
2155
2156
2162
2163
2166
2167
2123
2170
2171
2175
2176
2177
2182
2183
6899
2185
6851
2187
2188
6812
2033
2193
2195
2196
2198
2199
5020
2204
2205
2206
6809
2208
2210
2211
2212
2213
6911
2217
2368
2224
2226
2231
6854
6893
6892
2023
2380
2025
6823
2027
2030
2032
2390
2034
2036
2038
6858
6827
2043
2044
2046
2048
6849
2053
2055
2058
2059
2060
2061
2064
2066
2067
2068
2070
2071
2072
2075
2076
2078
2082
2085
2087
2088
2091
2092
2093
2094
2097
2098
2101
2102
1965
1968
1970
1975
6834
6864
2029
6871
6912
6811
6869
6907
6850
6908
4058
4378
6806
4702
4704
6835
5018
2001
1987
6839
5340
5341
5342
6885
6848
5339
6814
6861
6813
6877
6833
5346
6825
6816
5350
2003
5351
5353
5352
5658
6804
2340
2358
6845
6800
2298
6793
6904
6896
6832
2237
1931
6836
2113
6791
6781
6828
6826
6794
6837
6903
6855
6782
6783
2202
6876
2235
2236
2239
2240
2241
2242
2243
2244
6803
2246
2255
2248
6822
2253
6901
2257
2258
2260
2261
2262
6913
6807
2215
6914
6801
6900
2269
2276
2277
5344
2285
2290
2296
2302
2303
2304
2305
2306
2307
2308
2310
2311
2313
2314
2270
2317
6734
2319
2417
2461
3098
6776
2232
6742
6723
2114
2287
2009
1971
2079
2408
1986
2039
2216
1906
2149
2041
6747
5343
6753
6895
6870
6795
6880
6891
6808
2159
1969
6740
6752
6651
2050
2458
6649
6733
6751
6653
2440
2121
1883
6760
6720
5348
6730
2122
6748
2203
2024
1992
6732
6711
5347
6728
6726
5019
6765
2283
6736
6744
6756
6762
2207
2221
6737
6714
6774
2342
2254
6721
2454
2190
6758
6709
2247
6750
6731
2263
2186
6727
6725
2011
6778
6724
6761
6759
2184
6718
5349
6712
2445
6739
6715
6717
2063
2238
2336
2391
2457
6298
6660
6701
6705
2382
6703
1960
2054
6741
2026
2004
2249
6763
6775
2080
2386
6745
7059
2434
2409
2065
7073
7074
7044
6802
6865
6857
6853
6815
6879
2010
6866
6830
2315
2264
6680
6860
6796
6882
6888
6805
6818
6906
6810
6788
6883
2281
6824
6862
6831
2083
6856
6847
6894
2165
6868
6881
6909
6838
2057
6915
6873
6852
6792
1882
2019
6878
6905
6690
6689
6829
6798
6786
6659
2164
6874
6921
6898
2432
2158
6919
6890
2022
3418
6867
6799
6817
6863
6970
2343
5978
6981
1946
2407
6982
2356
6875
6969
7080
2252
6702
7090
7043
7101
7105
7100
2324
2450
2135
2090
7061
7069
7071
7070
7060
6779
7064
7041
6939
6959
6735
7062
2337
7068
7072
7058
7063
7066
2316
7065
2021
6940
7010
7001
7011
7008
6999
6952
6953
7002
7004
7005
7012
7000
7009
7014
7007
7003
7006
7013
7015
7016
2045
4700
7121
2273
4699
7122
7123
7130
2120
2229
7109
7104
7057
7102
2357
7103
