clientele,caracteristique,valeur,nouveau_participant,participant_actif,nouvelle_participation,participation_active
Individu - clientèle de l`assurance-emploi,Région,01 - Bas-Saint-Laurent,6561,7691,9540,11991
Individu - clientèle de l`assurance-emploi,Région,02 - Saguenay - Lac-St-Jean,8057,9510,13459,17157
Individu - clientèle de l`assurance-emploi,Région,03 - Capitale-Nationale,14561,16719,24431,28915
Individu - clientèle de l`assurance-emploi,Région,04 - Mauricie,7314,8555,11121,14001
Individu - clientèle de l`assurance-emploi,Région,05 - Estrie,7121,8991,12688,16656
Individu - clientèle de l`assurance-emploi,Région,06 - Île-de-Montréal,38280,45063,53592,67935
Individu - clientèle de l`assurance-emploi,Région,07 - Outaouais,7858,8968,11175,13831
Individu - clientèle de l`assurance-emploi,Région,08 - Abitibi-Témiscamingue,4868,5766,7065,8882
Individu - clientèle de l`assurance-emploi,Région,09 - Côte-Nord,4156,4592,7516,8524
Individu - clientèle de l`assurance-emploi,Région,10 - Nord-du-Québec,470,558,921,1129
Individu - clientèle de l`assurance-emploi,Région,11 - Gaspésie - Îles-de-la-Madeleine,6383,7148,11555,13837
Individu - clientèle de l`assurance-emploi,Région,12 - Chaudière-Appalaches,8782,10245,11985,14998
Individu - clientèle de l`assurance-emploi,Région,13 - Laval,7270,8440,10331,12703
Individu - clientèle de l`assurance-emploi,Région,14 - Lanaudière,9832,11812,14532,19049
Individu - clientèle de l`assurance-emploi,Région,15 - Laurentides,13498,15416,21090,25391
Individu - clientèle de l`assurance-emploi,Région,16 - Montérégie,23768,27913,33969,42811
Individu - clientèle de l`assurance-emploi,Région,17 - Centre-du-Québec,5350,6281,8639,10933
Individu - clientèle de l`assurance-emploi,Sexe,Femme,73513,86627,114493,144881
Individu - clientèle de l`assurance-emploi,Sexe,Homme,99718,115245,149116,183862
Individu - clientèle de l`assurance-emploi,Groupe d'âge,Moins de 20 ans,2180,2921,3363,4532
Individu - clientèle de l`assurance-emploi,Groupe d'âge,De 20 à 24 ans,16884,21513,26685,35790
Individu - clientèle de l`assurance-emploi,Groupe d'âge,De 25 à 29 ans,23943,29253,36809,47499
Individu - clientèle de l`assurance-emploi,Groupe d'âge,De 30 à 34 ans,21085,25771,31996,41275
Individu - clientèle de l`assurance-emploi,Groupe d'âge,De 35 à 39 ans,19734,24167,30246,38943
Individu - clientèle de l`assurance-emploi,Groupe d'âge,De 40 à 44 ans,17677,21260,27152,34184
Individu - clientèle de l`assurance-emploi,Groupe d'âge,De 45 à 49 ans,16075,19241,24480,30532
Individu - clientèle de l`assurance-emploi,Groupe d'âge,De 50 à 54 ans,18062,21157,27257,33215
Individu - clientèle de l`assurance-emploi,Groupe d'âge,55 ans et plus,39461,42755,55621,62773
Individu - clientèle de l`assurance-emploi,Groupe d'âge,35 ans et moins,67347,81668,104956,136993
Individu - clientèle de l`assurance-emploi,Groupe d'âge,36 ans et plus,106138,121062,158653,191750
Individu - clientèle de l`assurance-emploi,Famille monoparentale,Oui,15074,18297,23934,31086
Individu - clientèle de l`assurance-emploi,Famille monoparentale,Non,158688,184467,239675,297655
Individu - clientèle de l`assurance-emploi,Famille monoparentale,Inconnue,,2,,2
Individu - clientèle de l`assurance-emploi,Scolarité,Primaire,5660,6764,8377,11097
Individu - clientèle de l`assurance-emploi,Scolarité,Secondaire I à IV,49619,59214,77036,99533
Individu - clientèle de l`assurance-emploi,Scolarité,Secondaire V,54032,63322,83420,103443
Individu - clientèle de l`assurance-emploi,Scolarité,Collégial,23239,27125,35675,44164
Individu - clientèle de l`assurance-emploi,Scolarité,Universitaire,24205,28114,36540,44977
Individu - clientèle de l`assurance-emploi,Scolarité,Inconnue,18365,20229,22561,25529
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Aucun diplôme,74505,87060,111477,140347
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Secondaire - DES,21510,26595,35091,45937
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Secondaire - DEP,18002,21606,29675,37605
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Secondaire - ASP,1219,1474,2084,2646
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Collégial - AEC,3580,4346,6064,7783
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Collégial - DEC général,4148,5120,6955,9094
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Collégial - DEC professionnel,6838,8297,11569,14881
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Universitaire - Certificat,1131,1437,1948,2636
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Universitaire - Baccalauréat,3673,4539,5941,7867
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,1316,1641,2192,2848
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Inconnu,39809,43573,50613,57099
Individu - clientèle de l`assurance-emploi,Personne handicapée,Oui,14226,18981,24486,37032
Individu - clientèle de l`assurance-emploi,Personne handicapée,Non,159567,183884,239123,291711
Individu - clientèle de l`assurance-emploi,Autochtone,Oui,1374,1616,2148,2677
Individu - clientèle de l`assurance-emploi,Autochtone,Non,135563,161092,214051,272696
Individu - clientèle de l`assurance-emploi,Autochtone,Inconnu,36294,39164,47410,53370
Individu - clientèle de l`assurance-emploi,Lieu de naissance,Né au Canada,124179,146461,195110,246563
Individu - clientèle de l`assurance-emploi,Lieu de naissance,Né hors Canada : arrivé depuis moins de 5 ans,2844,3901,4499,6483
Individu - clientèle de l`assurance-emploi,Lieu de naissance,Né hors Canada : arrivé depuis 5 ans et plus,19032,22600,28975,36856
Individu - clientèle de l`assurance-emploi,Lieu de naissance,Inconnu,27255,29183,35025,38841
Individu - clientèle de l`assurance-emploi,Statut au début de la participation,Actif assistance sociale et assurance-emploi,5253,8097,7740,12062
Individu - clientèle de l`assurance-emploi,Statut au début de la participation,Actif assistance sociale et admis. assurance-emploi,25791,34386,43901,60869
Individu - clientèle de l`assurance-emploi,Statut au début de la participation,Actif assurance-emploi seulement,94056,107611,128086,152726
Individu - clientèle de l`assurance-emploi,Statut au début de la participation,Admis. assurance-emploi seulement,56980,66610,83882,103086
