Date,2864A_Halte_Velo,2864A_vers_le_nord,2864A_vers_le_sud,PYRO-Box₂_(en_reparation),Pyro_02_IN,Pyro_02_OUT,Sentier_de_bois,Sentier_de_bois_direction_nord,Sentier_de_bois_direction_sud,Parc_Lucien-Blanchard,Lucien-Blanchard_IN_Pieton_Quest,Blanchard_OUT_Pieton_Est,Lucien-Blanchard_IN_Velo_Quest,Lucien-Blanchard_OUT_Velo_Est,Parc_des_Quatre-Pins,Quatre-Pins_IN_Pieton_Ouest,Quatre-Pins_OUT_Pieton_Est,Quatre-Pins_IN_Velo_Ouest,Quatre-Pins_OUT_Velo_Est,Esplanade,Esplanade_IN_Pieton_Ouest,Esplanade_OUT_Pieton_Est,Esplanade_IN_Velo_Ouest,Esplanade_OUT_Velo_Est,Route_Verte,Rue_St-Francis,Rue_St-Francis_IN_Pieton_vers_Lennoxville,Rue_St-Francis_OUT_Pieton_vers_Sherbrooke,Rue_St-Francis_IN_Velo_vers_Lennoxville,Rue_St-Francis_OUT_vers_Sherbrooke
2014-04-14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-17,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-19,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-20,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-21,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-22,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-23,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-24,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-25,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-26,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-27,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-28,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-29,36,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30,11,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-01,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-02,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-03,59,26,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-04,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-05,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-06,34,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-07,81,41,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-08,95,44,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-09,32,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-10,144,80,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-11,284,158,126,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-12,165,93,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-13,138,72,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-14,79,41,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-15,174,89,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-16,178,95,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-17,34,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-18,535,307,228,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-19,118,62,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-20,189,102,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-21,200,103,97,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-22,98,53,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-23,128,66,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-24,195,98,97,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-25,1037,485,552,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-26,31,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-27,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-28,35,14,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-29,484,283,201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-30,68,32,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-31,234,121,113,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-01,1015,392,623,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-02,445,237,208,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-03,303,149,154,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-04,271,148,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-05,550,308,242,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-06,102,47,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-07,799,334,465,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-08,828,354,474,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-09,372,169,203,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-10,79,44,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-11,474,267,207,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-12,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-13,16,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-14,63,48,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-15,618,287,331,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-16,574,318,256,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-17,413,212,201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-18,329,228,101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-19,427,209,218,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-20,256,147,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-21,769,428,341,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-22,1139,476,663,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-23,530,244,286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-24,216,125,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-25,50,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-26,281,163,118,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-27,548,283,265,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-28,765,379,386,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-29,822,376,446,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,434,240,194,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-01,452,250,202,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-02,232,126,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-03,329,178,151,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-04,85,52,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-05,652,335,317,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-06,679,315,364,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-07,177,105,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-08,416,206,210,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-09,371,198,173,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-10,549,309,240,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-11,489,238,251,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-12,946,482,464,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-13,411,203,208,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-14,489,245,244,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-15,74,56,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-16,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-17,20,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-18,310,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-19,839,385,454,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-20,846,395,451,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-21,487,194,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-22,579,296,283,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-23,130,66,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-24,611,253,358,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-25,714,373,341,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-26,960,503,457,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-27,63,38,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-28,35,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-29,432,220,212,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-30,732,389,343,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-31,249,122,127,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-01,721,377,344,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-02,616,323,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-03,736,365,371,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-04,266,125,141,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-05,454,226,228,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-06,636,315,321,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-07,112,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-08,702,351,351,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-09,815,426,389,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-10,869,445,424,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-11,472,235,237,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-12,564,281,283,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-13,16,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-14,184,95,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-15,174,89,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-16,160,83,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-17,87,46,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-18,242,127,115,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-19,663,341,322,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-20,727,361,366,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-21,394,205,189,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-22,405,211,194,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-23,965,485,480,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-24,905,454,451,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-25,429,219,210,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-26,401,204,197,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,273,140,133,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-28,214,110,104,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-29,501,252,249,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-30,822,432,390,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,132,69,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-01,577,294,283,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,147,81,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-03,257,133,124,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-04,382,195,187,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-05,290,147,143,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-06,78,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-07,837,437,400,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,310,168,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,341,175,166,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-10,454,241,213,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-11,19,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-12,118,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-13,226,110,116,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-14,109,59,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-15,139,70,69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-16,49,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-17,232,121,111,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-18,55,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-19,148,73,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-20,213,107,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-21,424,220,204,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-22,21,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,125,67,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-24,291,153,138,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-25,294,150,144,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-26,374,197,177,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-27,773,404,369,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-28,779,399,380,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-29,159,83,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,211,108,103,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-01,167,80,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-02,340,194,146,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-03,419,213,206,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-04,100,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-05,210,115,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-06,151,85,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-07,33,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-08,9,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-09,57,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-10,73,36,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-11,105,52,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-12,211,106,105,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-13,366,177,189,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-14,269,137,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-15,154,81,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-16,10,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-17,55,35,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-18,25,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-19,45,23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-20,26,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-21,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-22,18,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-23,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-24,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-25,92,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-26,19,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-27,29,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,10,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-29,35,14,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-13,,,,131,85,46,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-14,,,,14,10,4,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-16,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-17,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-19,,,,145,111,34,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-20,,,,176,78,98,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-21,,,,121,75,46,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-22,,,,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-23,,,,124,91,33,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-24,3,1,2,50,22,28,858,474,384,324,166,158,0,0,0,0,0,0,0,439,193,228,12,6,0,0,0,0,0,
2014-11-25,2,0,2,170,98,72,107,48,59,380,160,171,22,27,,,,,,1569,717,754,37,61,198,106,82,5,5,
2014-11-26,2,0,2,51,21,30,101,54,47,193,72,76,22,23,,,,,,927,397,469,24,37,64,29,21,7,7,
2014-11-27,9,5,4,0,0,0,69,35,34,154,79,55,16,4,,,,,,780,339,414,10,17,21,8,10,0,3,
2014-11-28,2,1,1,0,0,0,66,35,31,120,53,50,9,8,225,94,104,13,14,575,241,306,15,13,17,10,7,0,0,
2014-11-29,2,1,1,0,0,0,85,47,38,197,91,92,7,7,276,126,125,14,11,1207,552,622,18,15,35,14,20,0,1,
2014-11-30,0,0,0,0,0,0,137,62,75,200,81,99,7,13,299,132,132,21,14,1226,543,646,16,21,47,25,22,0,0,
2014-12-01,1,0,1,0,0,0,67,39,28,232,97,105,13,17,268,104,110,29,25,855,351,455,35,14,47,27,18,2,0,
2014-12-02,0,0,0,0,0,0,68,38,30,182,78,74,16,14,306,128,147,21,10,1118,527,556,20,15,55,26,26,2,1,
2014-12-03,0,0,0,23,11,12,141,69,72,176,64,75,18,19,189,84,83,13,9,619,278,315,14,12,14,7,6,1,0,
2014-12-04,27,10,17,0,0,0,171,80,91,167,70,75,10,12,276,120,118,17,21,712,304,366,26,16,15,6,9,0,0,
2014-12-05,39,16,23,1,1,0,100,54,46,178,81,82,8,7,269,108,118,24,19,939,421,493,14,11,32,14,18,0,0,
2014-12-06,0,0,0,0,0,0,134,76,58,150,74,74,2,0,227,103,102,11,11,1241,635,581,16,9,38,22,14,1,1,
2014-12-07,0,0,0,0,0,0,40,20,20,188,78,102,1,7,233,106,107,11,9,1008,457,536,7,8,23,11,12,0,0,
2014-12-08,13,9,4,0,0,0,49,24,25,163,78,76,5,4,261,115,120,13,13,980,455,500,11,14,26,13,13,0,0,
2014-12-09,1,0,1,1,1,0,47,23,24,204,90,89,9,16,272,122,122,14,14,951,487,446,3,15,19,6,12,1,0,
2014-12-10,0,0,0,0,0,0,30,18,12,67,34,26,2,5,94,31,47,7,9,239,108,120,7,4,9,5,4,0,0,
2014-12-11,0,0,0,0,0,0,165,76,89,157,71,73,8,5,175,80,79,10,6,802,346,428,16,12,13,8,5,0,0,
2014-12-12,1,0,1,9,6,3,58,33,25,138,59,69,6,4,221,96,97,16,12,667,281,363,13,10,13,5,7,1,0,
2014-12-13,0,0,0,0,0,0,134,64,70,180,90,85,3,2,233,106,109,11,7,996,396,575,19,6,19,8,10,0,1,
2014-12-14,0,0,0,0,0,0,101,55,46,189,87,83,8,11,264,120,127,9,8,1444,651,769,14,10,23,9,13,0,1,
2014-12-15,0,0,0,1,1,0,454,216,238,226,96,102,12,16,282,116,127,18,21,1003,472,510,10,11,17,12,5,0,0,
2014-12-16,0,0,0,12,9,3,154,87,67,171,85,74,6,6,263,111,122,15,15,1239,583,613,14,29,18,7,11,0,0,
2014-12-17,0,0,0,11,7,4,23,15,8,72,36,27,4,5,111,48,40,13,10,264,121,123,11,9,1,0,1,0,0,
2014-12-18,0,0,0,0,0,0,70,38,32,159,74,76,4,5,178,76,71,15,16,663,276,363,12,12,29,13,15,1,0,
2014-12-19,0,0,0,11,7,4,52,23,29,131,60,59,5,7,187,82,84,11,10,750,334,394,8,14,4,3,1,0,0,
2014-12-20,0,0,0,0,0,0,101,57,44,157,66,84,2,5,277,129,128,9,11,1191,547,630,8,6,39,18,19,2,0,
2014-12-21,0,0,0,0,0,0,113,73,40,211,96,103,5,7,281,129,131,13,8,1319,598,700,13,8,45,19,26,0,0,
2014-12-22,0,0,0,0,0,0,99,56,43,163,77,73,6,7,326,143,155,14,14,1041,478,534,12,17,24,12,11,0,1,
2014-12-23,0,0,0,0,0,0,92,52,40,121,52,64,3,2,245,108,105,17,15,772,359,389,11,13,14,7,6,0,1,
2014-12-24,0,0,0,0,0,0,14,7,7,69,31,30,4,4,108,45,50,6,7,238,96,128,8,6,4,2,2,0,0,
2014-12-25,0,0,0,0,0,0,105,46,59,118,56,56,3,3,191,82,85,10,14,793,336,445,8,4,17,8,8,0,1,
2014-12-26,0,0,0,0,0,0,146,98,48,208,99,104,1,4,276,141,120,8,7,1405,618,755,19,13,24,11,13,0,0,
2014-12-27,0,0,0,0,0,0,228,129,99,291,131,140,11,9,369,177,157,15,20,1829,835,938,24,32,24,12,12,0,0,
2014-12-28,0,0,0,0,0,0,232,118,114,218,94,98,16,10,368,155,171,21,21,1765,768,942,24,31,28,10,12,3,3,
2014-12-29,0,0,0,0,0,0,176,90,86,238,95,124,6,13,279,117,127,20,15,1462,639,779,22,22,25,13,12,0,0,
2014-12-30,0,0,0,0,0,0,84,48,36,163,69,84,7,3,270,119,118,15,18,1006,436,531,24,15,10,5,4,1,0,
2014-12-31,0,0,0,0,0,0,59,30,29,106,52,51,0,3,195,86,90,8,11,647,289,343,6,9,18,7,10,1,0,
2015-01-01,0,0,0,0,0,0,122,70,52,170,83,84,2,1,185,100,72,9,4,960,385,562,9,4,33,20,13,0,0,
2015-01-02,2,1,1,0,0,0,114,69,45,157,67,87,2,1,249,114,112,12,11,1095,513,566,9,7,36,18,16,0,2,
2015-01-03,0,0,0,0,0,0,50,33,17,170,86,79,2,3,174,73,78,12,11,780,352,406,10,12,22,6,16,0,0,
2015-01-04,0,0,0,0,0,0,27,13,14,36,23,13,0,0,45,16,22,4,3,231,89,135,4,3,3,2,1,0,0,
2015-01-05,0,0,0,0,0,0,33,19,14,90,40,45,2,3,145,60,71,5,9,333,128,176,21,8,2,1,1,0,0,
2015-01-06,0,0,0,0,0,0,21,17,4,122,60,57,2,3,189,86,96,4,3,675,261,394,14,6,10,3,7,0,0,
2015-01-07,1,1,0,0,0,0,18,10,8,102,47,47,3,5,153,68,71,8,6,381,165,197,13,6,4,3,1,0,0,
2015-01-08,0,0,0,0,0,0,23,12,11,53,25,24,2,2,109,44,52,8,5,300,133,151,9,7,4,3,1,0,0,
2015-01-09,0,0,0,0,0,0,77,40,37,127,66,55,2,4,85,34,34,13,4,552,225,313,10,4,19,9,8,1,1,
2015-01-10,0,0,0,0,0,0,72,30,42,169,84,77,3,5,213,97,103,7,6,751,323,408,11,9,24,13,11,0,0,
2015-01-11,1,0,1,0,0,0,88,46,42,250,130,115,3,2,233,100,122,4,7,1274,522,725,10,17,14,7,7,0,0,
2015-01-12,0,0,0,0,0,0,68,31,37,182,85,86,5,6,327,149,150,16,12,1115,503,577,21,14,13,6,6,1,0,
2015-01-13,0,0,0,0,0,0,49,25,24,170,88,79,0,3,215,98,101,8,8,702,331,342,15,14,2,0,0,2,0,
2015-01-14,0,0,0,0,0,0,46,19,27,167,70,87,4,6,255,119,113,12,11,785,382,372,19,12,4,2,2,0,0,
2015-01-15,0,0,0,0,0,0,63,36,27,185,83,93,2,7,270,118,124,12,16,891,431,428,19,13,3,1,2,0,0,
2015-01-16,1,1,0,0,0,0,23,10,13,97,44,39,5,9,140,58,57,12,13,399,167,208,14,10,5,4,1,0,0,
2015-01-17,0,0,0,0,0,0,54,33,21,158,84,74,0,0,203,96,96,6,5,618,278,315,13,12,20,11,9,0,0,
2015-01-18,4,1,3,0,0,0,123,60,63,308,158,141,6,3,372,164,186,8,14,1971,911,1028,16,16,20,11,9,0,0,
2015-01-19,0,0,0,0,0,0,35,22,13,84,39,38,2,5,137,61,62,7,7,582,242,323,7,10,11,7,4,0,0,
2015-01-20,0,0,0,0,0,0,44,22,22,200,88,102,4,6,229,114,96,8,11,664,277,361,10,16,4,2,0,1,1,
2015-01-21,0,0,0,0,0,0,62,28,34,194,86,97,5,6,252,110,115,13,14,962,457,478,18,9,4,2,2,0,0,
2015-01-22,0,0,0,0,0,0,109,57,52,219,106,103,3,7,350,165,158,14,13,1053,497,530,15,11,24,11,13,0,0,
2015-01-23,1,0,1,0,0,0,60,32,28,166,79,76,5,6,305,134,145,13,13,1011,449,540,11,11,14,10,4,0,0,
2015-01-24,0,0,0,0,0,0,157,86,71,352,143,201,7,1,431,200,205,11,15,2094,935,1115,20,24,30,19,10,1,0,
2015-01-25,0,0,0,0,0,0,89,49,40,154,75,78,0,1,170,79,80,6,5,681,255,410,6,10,35,22,13,0,0,
2015-01-26,0,0,0,0,0,0,43,23,20,160,71,79,2,8,225,109,89,15,12,792,368,397,17,10,10,6,3,0,1,
2015-01-27,0,0,0,0,0,0,37,22,15,122,64,51,2,5,172,81,73,11,7,580,274,275,19,12,12,8,4,0,0,
2015-01-28,0,0,0,0,0,0,47,23,24,153,59,85,5,4,231,106,110,7,8,776,347,403,12,14,13,8,5,0,0,
2015-01-29,0,0,0,0,0,0,82,40,42,222,105,107,4,6,337,148,156,17,16,1069,500,544,14,11,14,6,8,0,0,
2015-01-30,0,0,0,0,0,0,65,39,26,132,62,66,1,3,96,29,44,16,7,581,257,300,10,14,13,6,7,0,0,
