ï»¿ID,TYPE,ADRESSE,MUNICIPALITE,DATE_MODIFICATION,LONGITUDE,LATITUDE,GEOM
168,StÃ¨le radar,391 bd Lacombe,Repentigny,2019-05-15,-73.47201,45.75218,Point
169,StÃ¨le radar,380 bd Lacombe,Repentigny,2019-05-15,-73.47245,45.7516,Point
170,StÃ¨le radar,236 bd J.-A. ParÃ©,Repentigny,2019-05-15,-73.4764,45.76337,Point
171,StÃ¨le radar,222 bd J.-A. ParÃ©,Repentigny,2019-05-15,-73.47629,45.76242,Point
172,StÃ¨le radar,289 chemin de la Presqu'Ã®le,Repentigny,2019-12-11,-73.49918,45.7629,Point
174,StÃ¨le radar,459 chemin de la Presqu'Ã®le,Repentigny,2019-12-11,-73.4934,45.76876,Point
175,StÃ¨le radar,Chemin de la Presqu'Ã®le,Repentigny,2019-12-11,-73.51053,45.74407,Point
173,StÃ¨le radar,665 chemin de la Presqu'Ã®le,Repentigny,2022-04-06,-73.47636,45.79168,Point
140,StÃ¨le radar,1210 rue Basile-Routhier,Repentigny,2022-04-06,-73.43669,45.77818,Point
142,StÃ¨le radar,924 bd de L'Assomption,Repentigny,2022-04-06,-73.44892,45.76962,Point
178,StÃ¨le radar,"272 chemin Presqu'Ã®le, Charlemagne",Repentigny,2022-04-06,-73.49659,45.73307,Point
179,StÃ¨le radar,"120 rue St-Alexis, Charlemagne",Repentigny,2022-04-06,-73.48543,45.72372,Point
180,StÃ¨le radar,"1 rue BenoÃ®t-Sauvageau, Charlemagne",Repentigny,2022-04-06,-73.48516,45.72485,Point
182,Brigadier statique,Iberville / Robert-Lussier (ouest),Repentigny,2023-10-23,-73.4583,45.73344,Point
183,Brigadier statique,Iberville / Robert-Lussier (est),Repentigny,2023-10-23,-73.45822,45.7334,Point
184,Brigadier statique,Iberville / Alain (ouest),Repentigny,2023-10-23,-73.43584,45.75809,Point
185,Brigadier statique,Iberville / Alain (est),Repentigny,2023-10-23,-73.43574,45.75804,Point
186,Brigadier statique,120 rue Valmont (sud),Repentigny,2023-10-23,-73.43395,45.76446,Point
187,Brigadier statique,120 rue Valmont (nord),Repentigny,2023-10-23,-73.43416,45.76459,Point
188,Brigadier statique,L'Assomption / Parc Grand Manitou,Repentigny,2023-10-23,-73.44215,45.78408,Point
189,Brigadier statique,1142 bd Basile-Routhier (ouest),Repentigny,2023-10-23,-73.43807,45.77691,Point
190,Brigadier statique,1142 bd Basile-Routhier (est),Repentigny,2023-10-23,-73.438,45.77683,Point
191,Brigadier statique,250 rue Jacques-Plante,Repentigny,2023-10-23,-73.41298,45.79176,Point
192,Brigadier statique,J.A. ParÃ© / Nord de la voie ferrÃ© (ouest),Repentigny,2023-10-23,-73.47215,45.76041,Point
193,Brigadier statique,J.A. ParÃ© / Nord de la voie ferrÃ© (est),Repentigny,2023-10-23,-73.47221,45.76032,Point
194,Brigadier statique,J.A. ParÃ© / Centre communautaire Laurent-Venne (sud),Repentigny,2023-10-23,-73.47642,45.76266,Point
195,Brigadier statique,Bourgneuf / Ã l'ouest de Christin (ouest),Repentigny,2023-10-23,-73.48635,45.76144,Point
196,Brigadier statique,Bourgneuf / Ã l'ouest de Christin (est),Repentigny,2023-10-23,-73.48624,45.76138,Point
197,Brigadier statique,180 rue Lorange (parc Laforest),Repentigny,2023-10-23,-73.47306,45.72273,Point
198,Brigadier statique,71-75 rue Lemoyne (parc Laforest),Repentigny,2023-10-23,-73.47371,45.72334,Point
199,Brigadier statique,96 rue Simard (parc Champigny),Repentigny,2023-10-23,-73.47504,45.72643,Point
200,Brigadier statique,59-63 rue Simard (parc SImard),Repentigny,2023-10-23,-73.47847,45.72683,Point
201,Brigadier statique,240-242 rue Lanoue (parc Deschamps),Repentigny,2023-10-23,-73.46564,45.72668,Point
202,Brigadier statique,375 rue Marquis (parc Larochelle),Repentigny,2023-10-23,-73.46684,45.74161,Point
203,Brigadier statique,660 bd L'assomption (parc Entramis),Repentigny,2023-10-23,-73.46049,45.75433,Point
204,Brigadier statique,118-120 rue Lamartine (parc Langelier),Repentigny,2023-10-23,-73.45193,45.74591,Point
205,Brigadier statique,480 rue Langelier (parc Langelier),Repentigny,2023-10-23,-73.44946,45.74617,Point
206,Brigadier statique,586 bd Iberville cÃ´tÃ© rue Montcalm (parc Montcalm),Repentigny,2023-10-23,-73.44287,45.74961,Point
207,Brigadier statique,91 rue Chauveau (parc Rivest),Repentigny,2023-10-23,-73.43803,45.75676,Point
208,Brigadier statique,101 rue Chauveau (parc Rivest),Repentigny,2023-10-23,-73.43925,45.75744,Point
209,Brigadier statique,94 rue Langlois (parc Rivest),Repentigny,2023-10-23,-73.43706,45.75886,Point
210,Brigadier statique,Rue Valmont (parc Lachapelle),Repentigny,2023-10-23,-73.42766,45.76243,Point
211,Brigadier statique,Rue de la Sardaigne  +/- 20 m de Sanguinet (parc Sanguinet),Repentigny,2023-10-23,-73.43015,45.7671,Point
212,Brigadier statique,Rue de la Singapour +/- 20 m de Sanguinet (parc Sanguinet),Repentigny,2023-10-23,-73.43101,45.76752,Point
213,Brigadier statique,87-91 bd Laurentien (Parc du Moulin),Repentigny,2023-10-23,-73.41632,45.77528,Point
214,Brigadier statique,103 bd Laurentien (Parc du Moulin),Repentigny,2023-10-23,-73.41694,45.77555,Point
215,Brigadier statique,Rue Maria Callas (parc Catherine-Bousquet),Repentigny,2023-10-23,-73.419,45.78874,Point
216,Brigadier statique,Bd Basile-Routhier direction est (parc Claudel),Repentigny,2023-10-23,-73.44405,45.77427,Point
217,Brigadier statique,619-621 rue Jean-Duceppe (parc Jean-Duceppe),Repentigny,2023-10-23,-73.45785,45.77002,Point
218,Brigadier statique,243 rue De la Paix (parc Marie-Soleil-Tougas),Repentigny,2023-10-23,-73.4706,45.7692,Point
220,Brigadier statique,Rue de la Seigneurie (Parc de la Seignerie),Repentigny,2023-10-23,-73.46006,45.76739,Point
221,Brigadier statique,89 rue Hervieux (parc Artisans),Repentigny,2023-10-23,-73.46627,45.76149,Point
222,Brigadier statique,529 rue Borduas (Jean-Claude Crevier),Repentigny,2023-10-23,-73.47987,45.76267,Point
223,Brigadier statique,114-116 bd Colonia (secteur 1),Repentigny,2023-10-23,-73.47735,45.72983,Point
224,Brigadier statique,144 rue Cherrier (secteur 1),Repentigny,2023-10-23,-73.47354,45.73423,Point
225,Brigadier statique,283 rue Champigny (secteur 1),Repentigny,2023-10-23,-73.47517,45.73344,Point
226,Brigadier statique,43 bd D'argenson (secteur 1),Repentigny,2023-10-23,-73.46016,45.72823,Point
227,Brigadier statique,117 bd Richelieu (secteur 2),Repentigny,2023-10-23,-73.44604,45.74395,Point
228,Brigadier statique,61 bd Richelieu (secteur 2),Repentigny,2023-10-23,-73.4419,45.7457,Point
229,Brigadier statique,740 rue Pontbriand  (secteur 2),Repentigny,2023-10-23,-73.45401,45.7572,Point
230,Brigadier statique,59 bd Prud'homme (secteur 3),Repentigny,2023-10-23,-73.43326,45.75976,Point
231,Brigadier statique,782-786 bd Basile-Routhier  (secteur 3),Repentigny,2023-10-23,-73.4526,45.76104,Point
232,Brigadier statique,11 rue Beauchesne (secteur 4),Repentigny,2023-10-23,-73.41763,45.76875,Point
233,Brigadier statique,807 rue Beauchesne (secteur 4),Repentigny,2023-10-23,-73.43445,45.76808,Point
234,Brigadier statique,944-948 rue Beauchesne (secteur 4),Repentigny,2023-10-23,-73.42801,45.7727,Point
235,Brigadier statique,927 rue Rouville (secteur 4),Repentigny,2023-10-23,-73.4196,45.77008,Point
236,Brigadier statique,271 rue Jacques-Cousteau (secteur 4),Repentigny,2023-10-23,-73.41401,45.78944,Point
237,Brigadier statique,140 rue Jacques-Cousteau (secteur 4),Repentigny,2023-10-23,-73.41282,45.78578,Point
238,Brigadier statique,276-280 rue Niagara (secteur 4),Repentigny,2023-10-23,-73.42347,45.78091,Point
239,Brigadier statique,244-248 rue Newton (secteur 4),Repentigny,2023-10-23,-73.42456,45.78043,Point
240,Brigadier statique,1030-1034 rue Rouville - en face du 988 (secteur 4),Repentigny,2023-10-23,-73.41723,45.77272,Point
241,Brigadier statique,63-67 rue du Verdier (secteur 4),Repentigny,2023-10-23,-73.40729,45.78096,Point
242,Brigadier statique,473-477 rue Lisbonne (secteur 4),Repentigny,2023-10-23,-73.44108,45.77496,Point
243,Brigadier statique,138-139 rue Lafortune (secteur 5),Repentigny,2023-10-23,-73.45647,45.76757,Point
244,Brigadier statique,492 rue Beauchamp (secteur 5),Repentigny,2023-10-23,-73.46838,45.76083,Point
245,Brigadier statique,636 rue Beauchamp (secteur 5),Repentigny,2023-10-23,-73.4645,45.76987,Point
246,Brigadier statique,389 rue Ste-Jeanne-D'arc (secteur 5),Repentigny,2023-10-23,-73.47464,45.75287,Point
247,Brigadier statique,215 rue Colbert (secteur 5),Repentigny,2023-10-23,-73.47503,45.76677,Point
248,Brigadier statique,245-247 rue AmÃ©dÃ©e-Meunier,Repentigny,2023-10-23,-73.47306,45.73001,Point
249,Brigadier statique,406 rue de la Pruche,Repentigny,2023-10-23,-73.47151,45.75329,Point
160,StÃ¨le radar,680 bd Iberville,Repentigny,2023-05-29,-73.43632,45.75748,Point
250,Brigadier statique,250-252 rue Francois-Grenier,Repentigny,2023-10-23,-73.47185,45.72997,Point
1,Dos d'Ã¢ne,52 rue Archambault,Repentigny,2023-08-01,-73.47924,45.71463,Point
2,Dos d'Ã¢ne,64 rue Archambault,Repentigny,2023-08-01,-73.4787,45.71392,Point
3,Dos d'Ã¢ne,27 rue Archambault,Repentigny,2023-08-01,-73.48003,45.71616,Point
4,Dos d'Ã¢ne,1402 rue Jean-Cabot,Repentigny,2023-08-01,-73.41027,45.78753,Point
5,Dos d'Ã¢ne,1358 rue Jean-Cabot,Repentigny,2023-08-01,-73.41153,45.78616,Point
6,Dos d'Ã¢ne,1384 rue Rabelais,Repentigny,2023-08-01,-73.40627,45.78381,Point
7,Dos d'Ã¢ne,1344 rue Rabelais,Repentigny,2023-08-01,-73.40752,45.78243,Point
8,Dos d'Ã¢ne,1290 rue Rabelais,Repentigny,2023-08-01,-73.409,45.78082,Point
9,Dos d'Ã¢ne,467 rue Robillard,Repentigny,2023-08-01,-73.44965,45.74054,Point
10,Dos d'Ã¢ne,93 rue Jean-Baptiste-Meilleur,Repentigny,2023-08-01,-73.438,45.7611,Point
11,Dos d'Ã¢ne,71 rue Jean-Baptiste-Meilleur,Repentigny,2023-08-01,-73.43571,45.7601,Point
12,Dos d'Ã¢ne,119 rue Lorange,Repentigny,2023-08-01,-73.46932,45.72043,Point
13,Dos d'Ã¢ne,110 rue Lorange,Repentigny,2023-08-01,-73.46799,45.71984,Point
14,Dos d'Ã¢ne,51 rue Riendeau,Repentigny,2023-08-01,-73.41659,45.77269,Point
15,Dos d'Ã¢ne,101 rue Roberval,Repentigny,2023-08-01,-73.42049,45.77396,Point
16,Dos d'Ã¢ne,Rue Philippe-Goulet (Ãcole La Tourterrelle),Repentigny,2023-08-01,-73.41679,45.77979,Point
17,Dos d'Ã¢ne,Rue Philippe-Goulet (Ãcole La Tourterrelle),Repentigny,2023-08-01,-73.41864,45.78062,Point
18,Dos d'Ã¢ne,49 rue Roberval,Repentigny,2023-08-01,-73.41806,45.77292,Point
19,Dos d'Ã¢ne,36 rue Ritchot,Repentigny,2023-08-01,-73.43861,45.74719,Point
20,Dos d'Ã¢ne,64 rue Ritchot,Repentigny,2023-08-01,-73.43988,45.74775,Point
21,Dos d'Ã¢ne,78 rue Ritchot,Repentigny,2023-08-01,-73.44142,45.74843,Point
22,Dos d'Ã¢ne,32 rue Laforest,Repentigny,2023-08-01,-73.47033,45.72236,Point
23,Dos d'Ã¢ne,44 rue Laforest,Repentigny,2023-08-01,-73.47183,45.72302,Point
25,Dos d'Ã¢ne,863 rue Einstein,Repentigny,2023-08-01,-73.44342,45.76887,Point
26,Dos d'Ã¢ne,907 rue Einstein,Repentigny,2023-08-01,-73.44166,45.76875,Point
27,Dos d'Ã¢ne,947 rue Einstein,Repentigny,2023-08-01,-73.44028,45.76945,Point
28,Dos d'Ã¢ne,967 rue Einstein,Repentigny,2023-08-01,-73.43948,45.77038,Point
29,Dos d'Ã¢ne,999 rue Einstein,Repentigny,2023-08-01,-73.43826,45.7718,Point
31,Dos d'Ã¢ne,599 rue Montcalm,Repentigny,2023-08-01,-73.44115,45.75067,Point
32,Dos d'Ã¢ne,587 rue Montcalm,Repentigny,2023-08-01,-73.44202,45.74971,Point
33,Dos d'Ã¢ne,26 rue Alain,Repentigny,2023-08-01,-73.43086,45.75581,Point
34,Dos d'Ã¢ne,35 rue Alain,Repentigny,2023-08-01,-73.43253,45.75654,Point
35,Dos d'Ã¢ne,798 rue Vaudreuil,Repentigny,2023-08-01,-73.42676,45.76157,Point
36,Dos d'Ã¢ne,778 rue Vaudreuil,Repentigny,2023-08-01,-73.42817,45.76001,Point
37,Dos d'Ã¢ne,225 rue Jacques-Cousteau,Repentigny,2023-08-01,-73.41542,45.7877,Point
38,Dos d'Ã¢ne,195 rue Jacques-Cousteau,Repentigny,2023-08-01,-73.41504,45.78673,Point
39,Dos d'Ã¢ne,520 rue Toulouse,Repentigny,2023-08-01,-73.43715,45.77997,Point
40,Dos d'Ã¢ne,571 rue Toulouse,Repentigny,2023-08-01,-73.43946,45.78095,Point
41,Dos d'Ã¢ne,642 rue Toulouse,Repentigny,2023-08-01,-73.44431,45.78169,Point
42,Dos d'Ã¢ne,615 rue Toulouse,Repentigny,2023-08-01,-73.44235,45.7815,Point
43,Dos d'Ã¢ne,1251 rue des MontÃ©rÃ©giennes,Repentigny,2023-08-01,-73.43263,45.77847,Point
44,Dos d'Ã¢ne,1223 rue des MontÃ©rÃ©giennes,Repentigny,2023-08-01,-73.43352,45.77743,Point
45,Dos d'Ã¢ne,1175 rue des MontÃ©rÃ©giennes,Repentigny,2023-08-01,-73.435,45.7757,Point
46,Dos d'Ã¢ne,89 rue Rembrandt,Repentigny,2023-08-01,-73.41153,45.78087,Point
47,Dos d'Ã¢ne,66 rue Rembrandt,Repentigny,2023-08-01,-73.41053,45.78044,Point
48,Dos d'Ã¢ne,129 rue Rembrandt,Repentigny,2023-08-01,-73.41329,45.78162,Point
49,Dos d'Ã¢ne,19 rue Camille,Repentigny,2023-08-01,-73.4362,45.75168,Point
50,Dos d'Ã¢ne,33 rue Camille,Repentigny,2023-08-01,-73.43772,45.75234,Point
51,Dos d'Ã¢ne,145 rue Deschamps,Repentigny,2023-08-01,-73.47249,45.71378,Point
52,Dos d'Ã¢ne,277 rue FranÃ§ois-Grenier,Repentigny,2023-08-01,-73.46966,45.73246,Point
53,Dos d'Ã¢ne,258 rue FranÃ§ois-Grenier,Repentigny,2023-08-01,-73.47119,45.73056,Point
54,Dos d'Ã¢ne,19 rue Gravel,Repentigny,2023-08-01,-73.42227,45.76475,Point
55,Dos d'Ã¢ne,41 rue Gravel,Repentigny,2023-08-01,-73.42397,45.7655,Point
56,Dos d'Ã¢ne,65 rue Gravel,Repentigny,2023-08-01,-73.42531,45.76608,Point
57,Dos d'Ã¢ne,327 rue Calixa-LavallÃ©e,Repentigny,2023-08-01,-73.42054,45.78652,Point
58,Dos d'Ã¢ne,255 rue Calixa-LavallÃ©e,Repentigny,2023-08-01,-73.41775,45.78535,Point
60,Dos d'Ã¢ne,120 rue Norbert,Repentigny,2023-08-01,-73.42387,45.77315,Point
61,Dos d'Ã¢ne,188 rue Norbert,Repentigny,2023-08-01,-73.42725,45.77432,Point
62,Dos d'Ã¢ne,239 rue Nollet,Repentigny,2023-08-01,-73.43031,45.77629,Point
63,Dos d'Ã¢ne,191 rue Nollet,Repentigny,2023-08-01,-73.42796,45.77526,Point
64,Dos d'Ã¢ne,261 rue du ChÃ¢telain,Repentigny,2023-08-01,-73.42197,45.78133,Point
65,Dos d'Ã¢ne,286 rue du ChÃ¢telain,Repentigny,2023-08-01,-73.42304,45.78181,Point
67,Dos d'Ã¢ne,973 rue Beaudelaire,Repentigny,2023-08-01,-73.44087,45.77143,Point
68,Dos d'Ã¢ne,1017 rue Beaudelaire,Repentigny,2023-08-01,-73.43974,45.77275,Point
69,Dos d'Ã¢ne,1221 rue des Appalaches,Repentigny,2023-08-01,-73.43436,45.77796,Point
70,Dos d'Ã¢ne,410 rue Monet,Repentigny,2023-08-01,-73.44409,45.76902,Point
71,Dos d'Ã¢ne,428 rue des Monts-Valin,Repentigny,2023-08-01,-73.43669,45.77587,Point
72,Dos d'Ã¢ne,444 rue des Monts-Valin,Repentigny,2023-08-01,-73.43747,45.7762,Point
73,Dos d'Ã¢ne,1131 rue Einstein,Repentigny,2023-08-01,-73.43705,45.77322,Point
74,Dos d'Ã¢ne,872 rue GÃ©nÃ©reux,Repentigny,2023-08-01,-73.42526,45.76759,Point
75,Dos d'Ã¢ne,897 rue GÃ©nÃ©reux,Repentigny,2023-08-01,-73.4231,45.76996,Point
76,Dos d'Ã¢ne,569 rue des Champs-ÃlysÃ©es,Repentigny,2023-08-01,-73.44215,45.77825,Point
77,Dos d'Ã¢ne,628 rue des Champs-ÃlysÃ©es,Repentigny,2023-08-01,-73.44435,45.77987,Point
79,Dos d'Ã¢ne,1135 rue Gauguin,Repentigny,2023-08-01,-73.43741,45.77412,Point
80,Dos d'Ã¢ne,1159 rue Gauguin,Repentigny,2023-08-01,-73.43645,45.77523,Point
83,Dos d'Ã¢ne,1168 rue Cuvillier,Repentigny,2023-08-01,-73.42106,45.78124,Point
84,Dos d'Ã¢ne,1199 rue Cuvillier,Repentigny,2023-08-01,-73.42156,45.78196,Point
85,Dos d'Ã¢ne,530 rue de BruyÃ¨res,Repentigny,2023-08-01,-73.44301,45.77644,Point
86,Dos d'Ã¢ne,602 rue de BruyÃ¨res,Repentigny,2023-08-01,-73.44521,45.77844,Point
87,Dos d'Ã¢ne,925 rue D'Antin,Repentigny,2023-08-01,-73.44327,45.77007,Point
88,Dos d'Ã¢ne,960 rue D'Antin,Repentigny,2023-08-01,-73.44048,45.77053,Point
89,Dos d'Ã¢ne,989 rue D'Antin,Repentigny,2023-08-01,-73.43935,45.77184,Point
94,Dos d'Ã¢ne,1375 rue des Outaouais,Repentigny,2023-08-01,-73.43068,45.78075,Point
95,Dos d'Ã¢ne,1408 rue des Outaouais,Repentigny,2023-08-01,-73.42988,45.78168,Point
96,Dos d'Ã¢ne,1436 rue des Outaouais,Repentigny,2023-08-01,-73.42911,45.78257,Point
97,Dos d'Ã¢ne,1505 rue des Outaouais,Repentigny,2023-08-01,-73.43062,45.78365,Point
98,Dos d'Ã¢ne,1339 rue des Outaouais,Repentigny,2023-08-01,-73.432,45.78075,Point
99,Dos d'Ã¢ne,499 rue Lefebvre,Repentigny,2023-08-01,-73.47381,45.75796,Point
100,Dos d'Ã¢ne,518 rue Lefebvre,Repentigny,2023-08-01,-73.473,45.75925,Point
101,Dos d'Ã¢ne,546 rue Lefebvre,Repentigny,2023-08-01,-73.47409,45.76018,Point
104,Dos d'Ã¢ne,167 rue Faribault,Repentigny,2023-08-01,-73.45633,45.77349,Point
105,Dos d'Ã¢ne,129 rue Faribault,Repentigny,2023-08-01,-73.45481,45.77203,Point
106,Dos d'Ã¢ne,114 rue VillandrÃ©,Repentigny,2023-08-01,-73.459,45.76427,Point
107,Dos d'Ã¢ne,136 rue VillandrÃ©,Repentigny,2023-08-01,-73.46094,45.76551,Point
108,Dos d'Ã¢ne,162 rue VillandrÃ©,Repentigny,2023-08-01,-73.46301,45.76714,Point
109,Dos d'Ã¢ne,180 rue VillandrÃ©,Repentigny,2023-08-01,-73.46442,45.76825,Point
110,Dos d'Ã¢ne,170 rue des Artisans,Repentigny,2023-08-01,-73.46673,45.7635,Point
111,Dos d'Ã¢ne,148 rue des Artisans,Repentigny,2023-08-01,-73.46417,45.76225,Point
112,Dos d'Ã¢ne,211 rue Bertrand,Repentigny,2023-08-01,-73.47699,45.75963,Point
113,Dos d'Ã¢ne,249 rue Bertrand,Repentigny,2023-08-01,-73.47997,45.76111,Point
114,Dos d'Ã¢ne,284 rue Bertrand,Repentigny,2023-08-01,-73.48281,45.76254,Point
123,Dos d'Ã¢ne,1649 rue de la Ouareau,Repentigny,2023-08-01,-73.43606,45.78341,Point
129,Dos d'Ã¢ne,75 rue Renaud,Repentigny,2023-08-23,-73.44177,45.74775,Point
