ï»¿IDMOBILIER,TYPE,MATERIAU,COULEUR,FORME,DATEINSTAL,DATERELEVE,MISEAJOUR,SPECIFICAT,MOBREDUITE,IDPARC,NOMPARC,LONGITUDE,LATITUDE 
15018,Estrade,Aluminium,Gris,,,2016-08-26,2024-07-19,10 paliers,,1208,Parc Rivest,-73.4374025307311,45.75759530799351
20729,Banc,MÃ©tal,Vert,,,,2024-07-19,,,1208,Parc Rivest,-73.4376458333116,45.75742178651839
20726,Banc,MÃ©tal,Vert,,,,2024-07-19,,,1208,Parc Rivest,-73.43784606084641,45.75719609662226
21128,Banc,MÃ©tal,Vert,,,,2024-07-19,,,1208,Parc Rivest,-73.43786947823111,45.757182790926954
20727,Banc,MÃ©tal,Vert,,,,2024-07-19,,,1208,Parc Rivest,-73.43807059132762,45.75695357905608
1817,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1208,Parc Rivest,-73.43835104838833,45.7574304712347
1977,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1208,Parc Rivest,-73.43849741779817,45.75716880647617
1983,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1208,Parc Rivest,-73.43862645422007,45.75722721637769
13540,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-19,,,1208,Parc Rivest,-73.43856602419211,45.75719640344628
17109,Banc,MÃ©tal,Bleu,,,2016-11-11,2024-07-19,,,1250,Parc Jean-Baptiste-Meilleur,-73.43650871481772,45.76193630549311
13669,Poubelle,Baril,Blanc,,,2016-07-28,2019-05-07,,,1250,Parc Jean-Baptiste-Meilleur,-73.43717209042919,45.76219013563957
1596,Banc,Bois,Naturel,,,2013-01-01,2024-07-19,,,1219,Parc de la Paix,-73.44686150773146,45.762476409209015
1790,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1219,Parc de la Paix,-73.44694899809892,45.76261811558893
13519,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-19,,,1219,Parc de la Paix,-73.44683287898394,45.76261614593612
13472,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-19,,,1219,Parc de la Paix,-73.44660803256333,45.762713579620325
13511,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-19,,,1219,Parc de la Paix,-73.44688311008534,45.762781661774696
1656,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1219,Parc de la Paix,-73.4468323320216,45.76276023186903
13577,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-22,,,1218,Parc Claudel,-73.44310715031972,45.7737460562482
17207,Bac de rÃ©cupÃ©ration,Plastique recyclÃ©,Gris,,,2016-11-14,2024-07-22,,,1218,Parc Claudel,-73.44337401882115,45.773887582971874
13720,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-22,,,1218,Parc Claudel,-73.44338318561492,45.77389227614833
17209,Poubelle,Plastique recyclÃ©,Gris,,,2016-11-14,2024-07-22,,,1218,Parc Claudel,-73.4428774178724,45.773793485494835
17208,Bac de rÃ©cupÃ©ration,Plastique recyclÃ©,Gris,,,2016-11-14,2024-07-22,,,1218,Parc Claudel,-73.44286768060309,45.77379786872701
17924,Banc,MÃ©tal et bois IPE,Naturel,,,2017-09-27,2024-07-22,,,1218,Parc Claudel,-73.44311745655689,45.774260535848796
17925,Banc,MÃ©tal et bois IPE,Naturel,,,2017-09-27,2024-07-22,,,1218,Parc Claudel,-73.44311086101307,45.774313144328325
17928,Banc,BÃ©ton et bois IPE,Naturel,,,2017-09-27,2024-07-22,,,1218,Parc Claudel,-73.44309688408761,45.7744428444542
17927,Banc,BÃ©ton et bois IPE,Naturel,,,2017-09-27,2024-07-22,,,1218,Parc Claudel,-73.44321646655722,45.77440337707717
25932,Bac de rÃ©cupÃ©ration,Plastique recyclÃ©,CÃ¨dre,,,,2024-07-22,,,1218,Parc Claudel,-73.44314712007065,45.77437215484614
25933,Poubelle,Plastique recyclÃ©,CÃ¨dre,,,,2024-07-22,,,1218,Parc Claudel,-73.44315459240445,45.774373461924455
13480,Poubelle,Plastique recyclÃ©,Gris,Rond,,2016-07-28,2024-06-13,,,1235,Parc Delacroix,-73.44791871403186,45.7716149818776
13452,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-06-13,,,1235,Parc Delacroix,-73.44819792049671,45.77145360495172
1995,Support Ã  vÃ©lo,MÃ©tal,Gris,,,2013-01-01,2024-07-19,7 places,,1255,Halte de la Bergerie,-73.44923927378859,45.76980358949938
17926,Banc,,Noir,,,2017-09-27,2024-07-22,,,1218,Parc Claudel,-73.44356820042577,45.77423797731837
17923,Banc,,Noir,,,2017-09-27,2024-07-22,,,1218,Parc Claudel,-73.44316321630677,45.7742237318258
17921,Banc,,Noir,,,2017-09-27,2024-07-22,,,1218,Parc Claudel,-73.44306327153929,45.77435549423584
17922,Banc,,Noir,,,2017-09-27,2024-07-22,,,1218,Parc Claudel,-73.44266091915297,45.77432493084934
1993,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1255,Halte de la Bergerie,-73.44924772516998,45.76984766864761
13575,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-19,,,1255,Halte de la Bergerie,-73.44924424047294,45.76982854610716
17102,Banc de joueur,Aluminium,Gris,,,2016-11-11,2024-07-19,,,1250,Parc Jean-Baptiste-Meilleur,-73.43397779098456,45.76097712906583
17103,Banc de joueur,Aluminium,Gris,,,2016-11-11,2024-07-19,,,1250,Parc Jean-Baptiste-Meilleur,-73.43389347901166,45.76102413029978
1654,Estrade,Aluminium,Gris,,,2013-01-01,2024-07-19,5 paliers,,1227,Parc AmÃ©dÃ©e-Meunier,-73.47254730978146,45.72986862664579
23528,Estrade,Aluminium,Gris,,,2013-01-01,2024-07-19,5 paliers,,1227,Parc AmÃ©dÃ©e-Meunier,-73.47234786962309,45.72983540131131
13782,Bac de rÃ©cupÃ©ration mixte,MÃ©tal,Noir,Rectangulaire,,2016-07-28,2021-12-14,,,,,-73.49164284174395,45.73589007095167
27924,Bac de rÃ©cupÃ©ration mixte,MÃ©tal,Noir,Rectangulaire,,2019-01-17,2024-06-21,,,,,-73.47008168968163,45.77591847175094
13751,Bac de rÃ©cupÃ©ration mixte,MÃ©tal,Noir,Rectangulaire,,2016-07-28,2023-11-16,,,,,-73.47765661296486,45.767875336703725
8942,Bac Ã  fleur,BÃ©ton,,,,2014-10-08,2019-05-07,,,,,-73.45021900487693,45.74251195231612
17271,StÃ¨le dâaffichage,MÃ©tal,,,,2016-11-14,2019-05-07,,,1203,Parc Jean-Claude-Crevier,-73.47839909038953,45.760460726876644
13733,Bac de rÃ©cupÃ©ration mixte,MÃ©tal,Noir,Rectangulaire,,2016-07-28,2023-11-16,,,,,-73.45215296425577,45.770050859759074
13731,Bac de rÃ©cupÃ©ration mixte,MÃ©tal,Noir,Rectangulaire,,2016-07-28,2023-11-16,,,,,-73.45859115163648,45.7619949580136
13729,Bac de rÃ©cupÃ©ration mixte,MÃ©tal,Noir,Rectangulaire,,2016-07-28,2023-11-16,,,,,-73.46324213630847,45.75602835466769
28724,Bac de rÃ©cupÃ©ration mixte,MÃ©tal,Noir,Rectangulaire,,2019-02-25,2024-06-21,,,,,-73.45355884400448,45.74687841052163
28726,Panneau de direction,MÃ©tal,Acier inoxydable,,,2019-05-23,2023-05-15,,,1224,Parc des Artisans,-73.46617166434577,45.76202308539227
13437,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-19,,,1203,Parc Jean-Claude-Crevier,-73.47825846533073,45.76045073984261
28727,Panneau de direction,MÃ©tal,Acier inoxydable,,,2019-05-23,2023-05-15,,,1203,Parc Jean-Claude-Crevier,-73.47836165448693,45.760445946838836
28728,StÃ¨le dâaffichage,MÃ©tal,,,,2019-05-23,2019-05-23,,,1203,Parc Jean-Claude-Crevier,-73.48005027167417,45.76218224202786
13623,Bac de rÃ©cupÃ©ration mixte,MÃ©tal,Noir,Rectangulaire,,2016-07-28,2024-06-26,,,1204,Parc LaverdiÃ¨re,-73.47630871267975,45.755074275405896
13685,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2019-05-29,,,1206,Parc Larochelle,-73.46715721112324,45.74050463958108
30328,Panneau de direction,MÃ©tal,Acier inoxydable,,,2019-05-29,2023-05-15,,,2404,Parc des PremiÃ¨res-Nations,-73.4314978004769,45.78423351113577
30331,Panneau de direction,MÃ©tal,Acier inoxydable,,,2019-06-03,2024-06-25,,,1253,Parc Maurice-Richard,-73.40907412901907,45.78986714845151
30332,Panneau de direction,MÃ©tal,Acier inoxydable,,,2019-06-10,2023-05-15,,,1216,Parc Rochefort,-73.40543342008526,45.779170750688024
30333,Panneau de direction,MÃ©tal,Acier inoxydable,,,2019-06-13,2023-05-15,,,1208,Parc Rivest,-73.43693995081387,45.75709000128233
30334,Panneau de direction,MÃ©tal,Acier inoxydable,,,2019-06-13,2023-05-15,,,,,-73.45901904282846,45.73858064445841
30337,Panneau de direction,MÃ©tal,Acier inoxydable,,,2019-06-17,2023-05-15,,,1207,Parc Saint-Laurent,-73.45741129020819,45.72693659660732
30341,Table,Bois,Brun,Rectangulaire,,2019-07-08,2024-06-21,,Non,,,-73.44864151926565,45.75254699187042
30339,Table,Bois,Brun,,,2019-07-08,2024-06-21,,,,,-73.44854504367767,45.75251287762661
30340,Table,Bois,Brun,,,2019-07-08,2024-06-21,,,,,-73.44850070339024,45.75254301051686
17092,Bac de rÃ©cupÃ©ration,Plastique recyclÃ©,Gris,,,2016-11-11,2024-07-24,,,,,-73.44342488481648,45.74833980231685
20731,Bac de rÃ©cupÃ©ration,Plastique recyclÃ©,Gris,,,,2024-06-21,,,1226,Parc Montcalm,-73.44357267471109,45.74925042974375
13383,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-24,,,1226,Parc Montcalm,-73.44357760718806,45.74924698772958
30342,Table,Bois,Blanc,Rectangulaire,,2019-07-08,2024-06-21,Standard,,,,-73.44773099454555,45.738182424057925
30343,Table,Bois,Blanc,Rectangulaire,,2019-07-08,2024-06-21,Standard,,1248,Parc Charles-De Gaulle,-73.44769109110362,45.738198434487195
17055,Bac de rÃ©cupÃ©ration mixte,MÃ©tal et bois IPE,Naturel,,,2016-11-11,2019-07-09,,,1248,Parc Charles-De Gaulle,-73.44760622520288,45.73827802751744
30676,Support Ã  vÃ©lo,Acier galvanisÃ©,Acier galvanisÃ©,,,2016-11-11,2022-03-21,7 places,,,,-73.44814995147635,45.738513489520884
17074,Banc,BÃ©ton et bois IPE,Naturel,,,2016-11-11,2024-07-19,,,,,-73.44914808184149,45.73853212072468
17073,Banc,BÃ©ton et bois IPE,Naturel,,,2016-11-11,2024-07-19,,,,,-73.44912106145061,45.73852031201663
17075,Banc,BÃ©ton et bois IPE,Naturel,,,2016-11-11,2024-07-19,,,,,-73.44906481408894,45.738495887371656
17076,Banc,BÃ©ton et bois IPE,Naturel,,,2016-11-11,2024-07-19,,,,,-73.44903688521185,45.73848408993611
17077,Banc,BÃ©ton et bois IPE,Naturel,,,2016-11-11,2024-07-19,,,,,-73.449010652373,45.73847251550263
17078,Banc,BÃ©ton et bois IPE,Naturel,,,2016-11-11,2024-07-19,,,,,-73.4489843472556,45.73846094867922
17079,Banc,BÃ©ton et bois IPE,Naturel,,,2016-11-11,2024-07-19,,,,,-73.44892827745865,45.73843640054769
17080,Banc,BÃ©ton et bois IPE,Naturel,,,2016-11-11,2024-07-19,,,,,-73.44889263801203,45.738420926172715
1306,Table,Plastique recyclÃ©,Gris,Rectangulaire,,2013-01-01,2024-07-19,Standard,,1240,Parc Juneau,-73.43908283173245,45.748351889724276
17068,Bac de rÃ©cupÃ©ration mixte,MÃ©tal et bois IPE,Naturel,,,2016-11-11,2019-07-09,,,,,-73.44862508121702,45.738303194810854
17065,Bac de rÃ©cupÃ©ration mixte,MÃ©tal et bois IPE,Naturel,,,2016-11-11,2019-07-09,,,,,-73.4483511508157,45.73861032011884
1534,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-24,,,1232,Parc Sanguinet,-73.43053452640174,45.76734909111968
13470,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-24,,,1232,Parc Sanguinet,-73.4308337094498,45.76747685003842
1443,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-24,,,1232,Parc Sanguinet,-73.43085968208729,45.76730477427546
1404,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-24,,,1232,Parc Sanguinet,-73.43092439081133,45.76729390422383
13494,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-24,,,1232,Parc Sanguinet,-73.43098662469158,45.76728241357744
13523,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-24,,,1232,Parc Sanguinet,-73.43087608505192,45.76710371011358
13445,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-24,,,,,-73.43061157145449,45.76672558554736
13487,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-24,,,,,-73.43132304217649,45.76707154180442
1466,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1215,Parc des Moissons,-73.4292383897498,45.77281613954999
1540,Table,Plastique recyclÃ©,Gris,Rectangulaire,,2013-01-01,2024-07-19,Standard,,1215,Parc des Moissons,-73.42938754076587,45.772879936114315
13477,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-19,,,1215,Parc des Moissons,-73.42946721971325,45.77289544997229
1408,Banc,Aluminium,Gris,,,2013-01-01,2024-07-19,,,1215,Parc des Moissons,-73.42948861473918,45.77287116316926
1648,Banc,Aluminium,Gris,,,2013-01-01,2024-07-19,,,1215,Parc des Moissons,-73.42947367225884,45.77291915492149
1670,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1215,Parc des Moissons,-73.42938579048023,45.77300446987469
13716,Poubelle,Plastique,Transparent,,,2016-07-28,2019-07-10,,,1215,Parc des Moissons,-73.42905950711699,45.77320886458018
30348,Support Ã  vÃ©lo,MÃ©tal,Gris,,,2019-07-10,2024-06-21,7 places,,1215,Parc des Moissons,-73.42905464852099,45.77318158321746
1881,Estrade,Aluminium,Gris,,,2013-01-01,2024-08-20,10 paliers,,1210,Parc du Moulin,-73.41872817892404,45.77459422272034
1984,Estrade,Aluminium,Gris,,,2013-01-01,2024-08-20,10 paliers,,1210,Parc du Moulin,-73.41891014995498,45.77467438270448
30354,Table,Plastique recyclÃ©,Gris,Rectangulaire,,2019-07-10,2024-08-20,Standard,,1210,Parc du Moulin,-73.41866096894263,45.774649143681536
30355,Table,Plastique recyclÃ©,Gris,Rectangulaire,,2019-07-10,2024-08-20,Standard,,1210,Parc du Moulin,-73.4187290847701,45.774707557008846
1932,Estrade,Bois,Naturel,,,2013-01-01,2024-08-20,5 paliers,,1210,Parc du Moulin,-73.41820432236379,45.77422608507252
1811,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-08-20,,,1210,Parc du Moulin,-73.41779278251641,45.77465683063882
30360,Table,Plastique recyclÃ©,Gris,Rectangulaire,,2019-07-10,2024-08-20,Standard,,1210,Parc du Moulin,-73.41740710817474,45.773383798644176
30361,Table,Plastique recyclÃ©,Gris,Rectangulaire,,2019-07-10,2024-08-20,Standard,,1210,Parc du Moulin,-73.41734520155335,45.7734307931866
11746,Banc de joueur,Aluminium,Gris,Rectangulaire,,2014-11-20,2024-07-19,,,1212,Parc de la Tourterelle,-73.41595643158561,45.781065279682664
13556,Poubelle,Plastique recyclÃ©,Gris,Rond,,2016-07-28,2024-06-25,,,1212,Parc de la Tourterelle,-73.41580217131464,45.781003776420974
30362,Poubelle,Plastique recyclÃ©,Gris,Rectangulaire,,2019-07-10,2024-06-25,,,1212,Parc de la Tourterelle,-73.41580837429383,45.78099247996527
1974,Banc,Plastique recyclÃ©,Gris,Rectangulaire,,2013-01-01,2024-07-19,,,1212,Parc de la Tourterelle,-73.415784575828,45.78129406854652
30938,Poubelle,Plastique recyclÃ©,Gris,Rond,,2016-07-28,2024-06-28,,,1212,Parc de la Tourterelle,-73.41630763513977,45.782052185282325
1937,Table,Plastique recyclÃ©,Gris,Rectangulaire,,2013-01-01,2024-07-19,Standard,,1212,Parc de la Tourterelle,-73.41665418107334,45.78060672812613
1982,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1212,Parc de la Tourterelle,-73.41671461984684,45.780618509401684
13548,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-19,,,1212,Parc de la Tourterelle,-73.41668398976059,45.780650705503625
1836,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1212,Parc de la Tourterelle,-73.41665816278174,45.780681846936936
30939,Abri solaire,Acier inoxydable,Bleu,CarrÃ©,,2019-07-10,2024-06-28,,,1253,Parc Maurice-Richard,-73.40951866145289,45.78927941738653
30369,Bac de rÃ©cupÃ©ration mixte,MÃ©tal,Noir,Rectangulaire,,2019-07-10,2024-06-25,,,1253,Parc Maurice-Richard,-73.4089221525379,45.78957695490202
17138,Estrade,Aluminium,Gris,,,2016-11-14,2024-07-19,5 paliers,,1253,Parc Maurice-Richard,-73.40906710957702,45.78886557753081
15818,Table,Plastique recyclÃ©,Gris,Rectangulaire,,2016-09-23,2024-06-25,Standard,,1253,Parc Maurice-Richard,-73.41082064282745,45.788988940246796
15816,Table,Plastique recyclÃ©,Gris,Rectangulaire,,2016-09-23,2024-06-25,Standard,,1253,Parc Maurice-Richard,-73.41074364124894,45.78904720771535
15817,Table,Plastique recyclÃ©,Gris,Rectangulaire,,2016-09-23,2024-06-25,Standard,,1253,Parc Maurice-Richard,-73.41066852443852,45.78899072584051
13697,Bac de rÃ©cupÃ©ration mixte,MÃ©tal,Noir,Rectangulaire,,2016-07-28,2024-06-25,,,1253,Parc Maurice-Richard,-73.4106124769249,45.78916443701236
13693,Bac de rÃ©cupÃ©ration mixte,MÃ©tal,Noir,Rectangulaire,,2016-07-28,2024-06-25,,,1253,Parc Maurice-Richard,-73.41021642061575,45.7889504665724
13694,Bac de rÃ©cupÃ©ration mixte,MÃ©tal,Noir,Rectangulaire,,2016-07-28,2024-06-25,,,1253,Parc Maurice-Richard,-73.41096083696482,45.78917156096815
13695,Bac de rÃ©cupÃ©ration mixte,MÃ©tal,Noir,Rectangulaire,,2016-07-28,2024-06-25,,,1253,Parc Maurice-Richard,-73.41103799397605,45.78939878041357
17190,Banc,BÃ©ton et bois IPE,Naturel,Rectangulaire,,2016-11-14,2024-07-19,,,1253,Parc Maurice-Richard,-73.41122001982058,45.789330878385684
17158,Banc,BÃ©ton et bois IPE,Naturel,Rectangulaire,,2016-11-14,2024-07-19,,,1253,Parc Maurice-Richard,-73.41112632450175,45.78933120528157
17174,Banc,BÃ©ton et bois IPE,Naturel,Rectangulaire,,2016-11-14,2024-07-19,,,1253,Parc Maurice-Richard,-73.41103293599764,45.789330888534174
17155,Banc,BÃ©ton et bois IPE,Naturel,Rectangulaire,,2016-11-14,2024-07-19,,,1253,Parc Maurice-Richard,-73.41121896899546,45.7892652616166
17156,Banc,BÃ©ton et bois IPE,Naturel,Rectangulaire,,2016-11-14,2024-07-19,,,1253,Parc Maurice-Richard,-73.41112579240668,45.78926520627606
17157,Banc,BÃ©ton et bois IPE,Naturel,,,2016-11-14,2024-07-19,,,1253,Parc Maurice-Richard,-73.41103329016154,45.78926531604761
30370,Parasol,MÃ©tal,Bleu,,,2019-07-10,2024-06-21,,,1253,Parc Maurice-Richard,-73.41102212299312,45.78931290327974
30371,Parasol,MÃ©tal,Bleu,,,2019-07-10,2024-06-21,,,1253,Parc Maurice-Richard,-73.41112516936573,45.78931247554251
30372,Parasol,MÃ©tal,Bleu,,,2019-07-10,2024-06-21,,,1253,Parc Maurice-Richard,-73.41121265288405,45.78930958772032
17154,Table,Plastique recyclÃ©,Gris,Rectangulaire,,2016-11-14,2024-06-25,Standard,,1253,Parc Maurice-Richard,-73.4108991642444,45.789541715334266
17152,Table,Plastique recyclÃ©,Gris,Rectangulaire,,2016-11-14,2024-06-25,Standard,,1253,Parc Maurice-Richard,-73.41066470105481,45.789349735420245
17153,Table,Plastique recyclÃ©,Gris,Rectangulaire,,2016-11-14,2024-06-25,Standard,,1253,Parc Maurice-Richard,-73.41069753498735,45.789423197855676
30940,Banc de joueur,MÃ©tal,Bleu,,,2013-01-01,2024-07-19,,,1253,Parc Maurice-Richard,-73.4106639489148,45.7896430200803
1906,Banc de joueur,MÃ©tal,Bleu,,,2013-01-01,2024-07-19,,,1253,Parc Maurice-Richard,-73.41084237255016,45.78977045607429
13698,Bac de rÃ©cupÃ©ration mixte,MÃ©tal,Noir,Rectangulaire,,2016-07-28,2024-06-25,,,1253,Parc Maurice-Richard,-73.41013587208222,45.79023893810721
13565,Poubelle,Plastique,Bleu,,,2016-07-28,2024-06-25,,,1253,Parc Maurice-Richard,-73.41005429775637,45.79018270405453
1849,Estrade,Aluminium,Gris,,,2013-01-01,2024-07-19,5 paliers,,1253,Parc Maurice-Richard,-73.41017085016809,45.79026663101401
1861,Estrade,Aluminium,Gris,,,2013-01-01,2024-07-19,5 paliers,,1253,Parc Maurice-Richard,-73.41001963579033,45.79015745656063
1951,Estrade,Aluminium,Gris,,,2013-01-01,2024-07-19,5 paliers,,1253,Parc Maurice-Richard,-73.4099410950274,45.790103939054816
1856,Banc de joueur,Aluminium,Gris,,,2013-01-01,2024-08-20,,,1210,Parc du Moulin,-73.41905339465129,45.77392205205723
1843,Banc de joueur,Aluminium,Gris,,,2013-01-01,2024-08-20,,,1210,Parc du Moulin,-73.41963642485436,45.77417636743121
1911,Banc de joueur,Aluminium,Gris,,,2013-01-01,2024-08-20,,,1210,Parc du Moulin,-73.41817718127642,45.774206405006275
1832,Banc,Plastique recyclÃ©,Gris,Rectangulaire,,2013-01-01,2024-07-19,,,1212,Parc de la Tourterelle,-73.41612356900548,45.78075108917862
1902,Banc,Plastique recyclÃ©,Gris,Rectangulaire,,2013-01-01,2024-07-19,,,1212,Parc de la Tourterelle,-73.41636417231302,45.7807088879349
30376,Poubelle,Plastique recyclÃ©,Gris,Rond,,2019-07-10,2024-06-25,,,1212,Parc de la Tourterelle,-73.41645753354915,45.780713538462486
17128,Banc de joueur,Aluminium,Gris,Rectangulaire,,2016-11-14,2024-07-19,,,1212,Parc de la Tourterelle,-73.41611729811677,45.781957299579965
17129,Banc de joueur,Aluminium,Gris,Rectangulaire,,2016-11-14,2024-07-19,,,1212,Parc de la Tourterelle,-73.41624547820318,45.78203494233032
17126,Banc de joueur,Aluminium,Gris,Rectangulaire,,2016-11-14,2024-07-19,,,1212,Parc de la Tourterelle,-73.41639466954636,45.782089896585994
17127,Banc de joueur,Aluminium,Gris,Rectangulaire,,2016-11-14,2024-07-19,,,1212,Parc de la Tourterelle,-73.41652298154256,45.782168369859036
1956,Estrade,Aluminium,Gris,,,2013-01-01,2024-07-19,5 paliers,,1212,Parc de la Tourterelle,-73.41570298072524,45.78253139657332
1964,Estrade,Aluminium,Gris,,,2013-01-01,2024-07-19,3 paliers,,1212,Parc de la Tourterelle,-73.41586293852298,45.78261652791607
30941,Bac de rÃ©cupÃ©ration mixte,MÃ©tal,Noir,Rectangulaire,,2019-07-10,2024-06-28,,,1212,Parc de la Tourterelle,-73.41508454564355,45.78159059906424
30379,Abri solaire,Acier inoxydable,Bleu,CarrÃ©,,2019-07-10,2024-06-25,,,1253,Parc Maurice-Richard,-73.40935963205804,45.789074763256394
13566,Poubelle,Plastique,Bleu,,,2016-07-28,2024-06-25,,,1253,Parc Maurice-Richard,-73.41075742830408,45.789718484705524
30397,Table,Plastique recyclÃ©,Naturel,CarrÃ©,,2019-07-10,2024-06-25,Standard,,1253,Parc Maurice-Richard,-73.40932521297023,45.78907584359841
1722,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42372230114856,45.764770267157395
13468,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-19,,,,,-73.42347826688126,45.76479797601152
1687,Banc de joueur,Aluminium,Gris,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42482042982083,45.764975812553914
13525,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42493382750833,45.765028115645485
1643,Banc de joueur,Aluminium,Gris,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42503852097971,45.765065576985116
13485,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-19,,,,,-73.42324533104872,45.764730167283815
1767,Table,Plastique recyclÃ©,Gris,Rectangulaire,,2013-01-01,2024-07-19,Standard,,1213,Parc Louis-FrÃ©chette,-73.42483430668668,45.76441740477947
1551,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.4248749383091,45.76442890532352
13461,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42486790912707,45.764411475141955
1712,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42486122333128,45.76439227820015
1436,Banc,Bois,Teint,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42491537044994,45.76432365892588
1575,Banc,Bois,Teint,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42504484191483,45.764301100424966
13498,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.4251049525629,45.76428781355456
1526,Banc,Bois,Teint,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42516948540205,45.764280276132475
1495,Banc,Bois,Teint,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.4252889165153,45.76425758525631
1506,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42546571015107,45.764306226578555
30401,Poubelle,Plastique recyclÃ©,Gris,,,2019-07-10,2024-06-21,,,1213,Parc Louis-FrÃ©chette,-73.42551581857055,45.76436953691033
1478,Banc,Bois,Teint,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.4255249226488,45.764384042249496
1659,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42552362189602,45.764468361818295
1489,Banc,Bois,Teint,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42543797208322,45.76456506545585
1716,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42527843325601,45.764595623549376
13458,Poubelle,Plastique recyclÃ©,Gris,,,2016-07-28,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42521681147805,45.76460884518546
1724,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42515426864921,45.764620770245614
1459,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42503430834371,45.7646400803025
1779,Banc,Plastique recyclÃ©,Gris,,,2013-01-01,2024-07-19,,,1213,Parc Louis-FrÃ©chette,-73.42493741102534,45.76460239057967
