ï»¿OBJECTID,MUNICIPALITE,MATRICULE,ANNEE_CONSTRUCTION,NOMBRE_LOGEMENTS,CODE_UTILISATION,NB_ETAGES,SUPERFICIE,UTILISATION,SHAPE.STArea(),SHAPE.STLength() 
2959,86042,2918-37-6975-0-000-0000,,,9220,,50891.3,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,50878.7660673,1497.38816808894
2960,86042,3019-01-7619-0-000-0000,,,9100,,929,ESPACE DE TERRAIN NON AMÃNAGÃ,928.77219861,121.903101395414
2961,86042,2919-30-8410-0-000-0000,,,9220,,56136.2,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,56120.75882408,943.35482129015
2962,86042,2819-70-0081-0-000-0000,20130101,1,1000,1,5574.2,LOGEMENT,5572.625755945,304.758255171304
2963,86042,3018-49-4324-0-000-0000,,,9220,,80050.6,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,80028.52226783,1134.76414607989
2964,86042,3018-49-4324-0-001-0000,20170101,,4719,,80050.6,AUTRES SERVICES DE TÃLÃCOMMUNICATIONS,80028.52226783,1134.76414607989
2965,86042,3244-52-0794-0-000-0000,19830101,1,1000,1,557.4,LOGEMENT,557.17598748,103.609454954703
2966,86042,3244-66-4052-0-000-0000,19400101,1,1000,1,1486.2,LOGEMENT,1485.842358905,163.036949417267
2967,86042,3244-12-7326-0-000-0000,19830101,1,1000,1,718.4,LOGEMENT,717.770984205,172.213813425948
2968,86042,3244-52-2294-0-000-0000,19780101,1,1211,1,557.4,MAISON MOBILE,557.17598748,103.609454954703
2969,86042,3244-33-4727-0-000-0000,,,9100,,12.5,ESPACE DE TERRAIN NON AMÃNAGÃ,12.64204615,27.1911943927101
2970,86042,3244-51-5448-0-000-0000,19890101,2,1000,1,685.7,LOGEMENT,685.589826965,111.914404497632
2971,86042,3244-10-6979-0-000-0000,19730101,1,1000,1,1045,LOGEMENT,1044.700460005,137.129782474661
2972,86042,3244-42-9238-0-000-0000,19760101,1,1211,1,557.4,MAISON MOBILE,557.17339347,103.609254956213
2973,86042,3244-10-1076-0-000-0000,19720101,1,1000,1,910.5,LOGEMENT,910.03956589,127.987356119504
2974,86042,3244-76-2186-0-000-0000,19600101,1,1000,1,849.1,LOGEMENT,848.837609215,142.202382483717
2975,86042,3244-13-6812-0-000-0000,19750101,1,1000,1,1381,LOGEMENT,1380.091503055,149.074689668953
2976,86042,3244-40-7361-0-000-0000,20070101,1,1000,1,762.5,LOGEMENT,762.166969995,115.02902677402
2977,86042,3244-43-0260-0-000-0000,19840101,1,1000,1,754.2,LOGEMENT,754.272970545,119.331811598933
2978,86042,3244-32-9728-0-000-0000,19780101,1,1211,1,948.7,MAISON MOBILE,948.40525837,140.309512042456
2979,86042,3244-33-2617-0-000-0000,19830101,1,1000,1,1032.5,LOGEMENT,1032.056994605,133.847696564645
2980,86042,3244-32-1948-0-000-0000,19960101,1,1000,1,1393.5,LOGEMENT,1392.928099385,167.603002316237
2981,86042,3244-66-4328-0-000-0000,19620101,1,1000,1,1024.3,LOGEMENT,1024.037097945,182.811063249838
2982,86042,3244-45-6058-0-000-0000,19500101,1,1000,1,653.5,LOGEMENT,653.32447301,120.005568483036
2983,86042,3244-32-9746-0-000-0000,19830101,1,1211,1,933.7,MAISON MOBILE,933.22074502,135.188548290709
2984,86042,3244-13-6163-0-000-0000,19770101,1,1000,1,464.5,LOGEMENT,464.345764025,91.4244878719379
2985,86042,3243-48-2152-0-000-0000,19930101,2,1000,1,792,LOGEMENT,791.653645785,115.974632883733
2986,86042,3244-10-6998-0-000-0000,19730101,1,1000,1,696.8,LOGEMENT,696.465705675,121.893145104661
2987,86042,3244-66-1756-0-000-0000,19390101,1,1000,1,599.4,LOGEMENT,599.24762554,120.012859549957
2988,86042,3244-43-0440-0-000-0000,19730101,1,1000,1,670.6,LOGEMENT,670.545680425,110.646395895635
2989,86042,3244-43-7631-0-000-0000,19720101,1,1000,1,557.4,LOGEMENT,557.17597448,103.609454243919
2990,86042,3243-39-2851-0-000-0000,20090101,1,1000,1,1120.1,LOGEMENT,1119.64794807,140.409144507788
2991,86042,3244-42-7694-0-000-0000,19730101,1,1211,1,557.4,MAISON MOBILE,557.175224565,103.609355311221
2992,86042,3244-43-8581-0-000-0000,19700101,1,1000,1,502.9,LOGEMENT,502.69913979,97.0347136691632
2993,86042,3244-53-3731-0-000-0000,19760101,1,1211,1,557.4,MAISON MOBILE,557.174148795,103.609354600188
2994,86042,3244-43-9131-0-000-0000,19760101,1,1000,1,557.4,LOGEMENT,557.17598748,103.609454954703
2995,86042,3244-43-0503-0-000-0000,19790101,1,1000,1,668.9,LOGEMENT,668.61044842,109.704093230654
2996,86042,3244-32-2694-0-000-0000,19830101,1,1000,1,1045,LOGEMENT,1044.69872982,137.129801987208
2997,86042,3243-47-9438-0-000-0000,19750101,,6242,1,46290.4,CIMETIÃRE,46277.77477559,865.89345807781
2998,86042,3244-42-6194-0-000-0000,19760101,1,1211,1,557.4,MAISON MOBILE,557.1741618,103.609355310974
2999,86042,3244-52-9486-0-000-0000,19790101,1,1000,1,661.2,LOGEMENT,660.77225678,107.119740455008
3000,86042,3244-66-9879-0-000-0000,19580101,1,1000,2,1672.1,LOGEMENT,1671.62525766,173.156028054905
3001,86042,3244-31-2698-0-000-0000,19870101,1,1000,1,1072.9,LOGEMENT,1072.59006041,138.350118248577
3002,86042,3244-76-8381-0-000-0000,,,9100,,3018.8,ESPACE DE TERRAIN NON AMÃNAGÃ,3017.966027815,266.337331686118
3003,86042,3244-42-6137-0-000-0000,19760101,1,1211,1,557.4,MAISON MOBILE,557.17598748,103.609454954703
3004,86042,3244-43-4631-0-000-0000,19760101,1,1000,1,549.7,LOGEMENT,549.33797022,101.02514151318
3005,86042,3244-52-2201-0-000-0000,19730101,1,1211,1,557.4,MAISON MOBILE,557.17339347,103.609254956213
3006,86042,3244-13-0938-0-000-0000,19760101,1,1000,1,650.3,LOGEMENT,650.03434041,115.798445200218
3007,86042,3244-56-6903-0-000-0000,19540101,4,1000,2,1153.8,LOGEMENT,1153.465230575,181.880113598376
3008,86042,3244-50-3561-0-000-0000,20070101,1,1000,1,762.5,LOGEMENT,762.16402524,115.029027483191
3009,86042,3244-12-6986-0-000-0000,20230101,1,1000,1,1045,LOGEMENT,1044.698166435,137.129682065255
3010,86042,3244-11-6916-0-000-0000,19730101,1,1000,1,975.4,LOGEMENT,975.09064077,134.08415228755
3011,86042,3244-12-0962-0-000-0000,19750101,1,1000,1,650.3,LOGEMENT,650.0351113,115.798545624278
3012,86042,3244-51-3849-0-000-0000,19720101,1,1211,1,557.4,MAISON MOBILE,557.175605325,103.609354600326
3013,86042,3243-49-5800-0-000-0000,20060101,1,1000,1,870.1,LOGEMENT,869.60249163,118.541251239014
3014,86042,3243-49-0622-0-000-0000,19980101,1,1000,1,731.5,LOGEMENT,731.2006879,113.127314970354
3015,86042,3243-28-5979-0-000-0000,19600101,1,1000,2,7922.2,LOGEMENT,7919.90333159,433.545427060723
3016,86042,3244-13-9972-0-000-0000,19420101,1,1000,1,2742.1,LOGEMENT,2741.310551075,266.636847235187
3017,86042,3243-49-7342-0-000-0000,20070101,1,1000,1,1341,LOGEMENT,1340.58323361,174.078898409669
3018,86042,3244-54-9313-0-000-0000,20100101,1,1000,1,1141.1,LOGEMENT,1140.910381495,135.824799184315
3019,86042,3244-11-1055-0-000-0000,19690101,1,1000,1,650.3,LOGEMENT,650.0351113,115.798545624278
3020,86042,3244-24-5739-0-000-0000,19850101,1,1000,1,1163,LOGEMENT,1162.752546825,140.856601784966
3021,86042,3244-13-0953-0-000-0000,19760101,1,1000,1,650.3,LOGEMENT,650.037241175,115.798645198529
3022,86042,3244-43-1283-0-000-0000,19740101,1,1000,1,1050.5,LOGEMENT,1050.4483877,133.894126891755
3023,86042,3244-10-1055-0-000-0000,19810101,1,1000,1,910.5,LOGEMENT,909.99261934,127.985155289416
3024,86042,3243-48-4352-0-000-0000,19890101,1,1000,1,792,LOGEMENT,791.653645785,115.974632883733
3025,86042,3244-42-9201-0-000-0000,19760101,1,1000,1,557.4,LOGEMENT,557.17598748,103.609454954703
3026,86042,3244-42-9194-0-000-0000,19780101,1,1211,1,557.4,MAISON MOBILE,557.17339347,103.609254956213
3027,86042,3244-53-0731-0-000-0000,19790101,1,1211,1,557.4,MAISON MOBILE,557.17598748,103.609454954703
3028,86042,3244-14-6013-0-000-0000,20110101,1,1000,1,766.1,LOGEMENT,765.822579795,111.694274558126
3029,86042,3244-52-5338-0-000-0000,19760101,1,1211,1,557.4,MAISON MOBILE,557.17598748,103.609454954703
3030,86042,3244-53-9404-0-000-0000,19780101,1,1000,1,668.9,LOGEMENT,668.61044842,109.704093230654
3031,86042,3244-53-2231-0-000-0000,19900101,1,1211,1,557.4,MAISON MOBILE,557.1741618,103.609355310974
3032,86042,3244-45-7164-0-000-0000,19800101,4,1000,2,485,LOGEMENT,484.85936794,112.634522401365
3033,86042,3244-55-1874-0-000-0000,19860101,,5411,1,5816.4,VENTE AU DÃTAIL DE PRODUITS D'ÃPICERIE (AVE*,5814.784376855,310.933846678679
3034,86042,3244-32-2623-0-000-0000,19870101,1,1000,1,1226.1,LOGEMENT,1225.777380355,145.052706012722
3035,86042,3244-52-9447-0-000-0000,19790101,1,1211,1,661.2,MAISON MOBILE,660.770866605,107.119639063859
3036,86042,3244-34-2571-0-000-0000,19650101,1,1000,1,766.8,LOGEMENT,766.627124495,157.474612084936
3037,86042,3244-42-4637-0-000-0000,19770101,1,1211,1,557.4,MAISON MOBILE,557.17521915,103.609354599943
3038,86042,3244-45-5339-0-000-0000,19370101,3,1000,2,1223.5,LOGEMENT,1223.11888589,184.927824672846
3039,86042,3244-34-4684-0-000-0000,19600101,,6411,1,2127.3,SERVICE DE RÃPARATION D'AUTOMOBILES (GARAGE),2126.745570795,199.403601061488
3040,86042,3244-13-0970-0-000-0000,19480101,1,1000,1,778.3,LOGEMENT,778.00572375,121.79769897011
3041,86042,3244-35-7312-0-000-0000,19720101,2,1000,1,772.8,LOGEMENT,772.367948455,152.567129534163
3042,86042,3244-53-1581-0-000-0000,19760101,1,1211,1,502.9,MAISON MOBILE,502.70139857,97.0349129567078
3043,86042,3244-45-3243-0-000-0000,,,1990,,696.8,AUTRES IMMEUBLES RÃSIDENTIELS,696.46770464,121.893329521614
3044,86042,3244-76-4382-0-000-0000,19470101,1,1000,1,1313.7,LOGEMENT,1313.336779995,162.901411100899
3045,86042,2132-95-9277-0-000-0000,19640101,1,1000,1,3629.8,LOGEMENT,3628.8095236,349.726453837898
3046,86042,2132-96-9439-0-000-0000,19730101,1,1000,1,919,LOGEMENT,918.747280075,232.896601340077
3047,86042,2132-69-8826-0-000-0000,,2,1100,1,265447.9,CHALET OU MAISON DE VILLÃGIATURE,265374.840733065,3315.47397481547
3048,86042,2133-90-6134-0-000-0000,,,9220,,34252.9,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,34243.4306241,1691.83857508917
3049,86042,3029-26-5976-0-000-0000,19800101,1,1000,2,828715.9,LOGEMENT,828488.04832274,4430.04488017262
3050,86042,3231-00-8748-0-000-0000,,,8543,,392211.5,EXTRACTION DU SABLE ET DU GRAVIER,392106.994809065,3893.91278752675
3051,86042,3028-69-5507-0-000-0000,19960101,1,1000,1,11098.6,LOGEMENT,11095.566728945,599.304247403773
3052,86042,2930-75-5946-0-000-0000,19970101,1,1000,1,3810,LOGEMENT,3808.9536097,252.365388640736
3053,86042,3031-64-4502-0-000-0000,19790101,1,1000,1,15594.3,LOGEMENT,15590.002000325,633.455545768566
3054,86042,3031-66-0792-0-000-0000,19890101,1,1000,1,33190.3,LOGEMENT,33181.178328065,816.456096065191
3055,86042,2931-63-0043-0-000-0000,,,9220,,418325.4,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,418210.3088633,3872.08735699878
3056,86042,3231-74-3810-0-000-0000,20220101,1,1000,1,63748.3,LOGEMENT,63738.617677495,1101.09927652155
3057,86042,3030-45-1642-0-000-0000,19400101,1,1000,1,4332,LOGEMENT,4330.674646855,263.731380924623
3058,86042,3029-89-4985-0-000-0000,19620101,1,1000,1,2000,LOGEMENT,1999.44978724,209.971125935221
3059,86042,3230-47-8009-0-000-0000,20080101,1,1000,1,126113.1,LOGEMENT,126075.586912565,1834.5708046684
3060,86042,3331-03-1152-0-000-0000,,,9220,,32504.4,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,32491.976883175,1491.85290650949
3061,86042,3029-61-5494-0-000-0000,19860101,1,1000,1,16497.1,LOGEMENT,16492.99033485,641.577344974325
3062,86042,3029-70-5204-0-000-0000,19840101,1,1000,1,3901.4,LOGEMENT,3900.3653038,249.885577815127
3063,86042,3231-40-8801-0-000-0000,19960101,1,1000,2,9290.3,LOGEMENT,9287.7739407,396.186205795886
3064,86042,3129-18-8603-0-000-0000,,,8543,,195837.2,EXTRACTION DU SABLE ET DU GRAVIER,195783.25034165,2050.30073186812
3065,86042,3029-62-5353-0-000-0000,19820101,1,1000,1,13294.4,LOGEMENT,13289.33193933,616.631968903158
3066,86042,3029-61-5433-0-000-0000,19850101,1,1000,1,15246.3,LOGEMENT,15240.89527359,631.77697532798
3067,86042,3030-44-8627-0-000-0000,19650101,1,1000,1,8690,LOGEMENT,8689.69148752,390.719318518504
3068,86042,2930-55-4737-0-000-0000,,,9100,,4200,ESPACE DE TERRAIN NON AMÃNAGÃ,4198.84679379,259.964304557607
3069,86042,3029-99-0255-0-000-0000,19770101,1,1000,1,6137.5,LOGEMENT,6135.813094435,378.585207905854
3070,86042,3029-63-5304-0-000-0000,19850101,1,1000,1,13295.4,LOGEMENT,13290.398961155,616.672369358654
3071,86042,3029-63-5356-0-000-0000,19890101,1,1000,1,13296.4,LOGEMENT,13291.42749543,616.712469460817
3072,86042,3031-83-4159-0-000-0000,19750101,1,1000,2,5225.7,LOGEMENT,5224.25117896,289.517920314062
3073,86042,3031-87-4002-0-000-0000,19780101,1,1000,1,4065.3,LOGEMENT,4063.39168665,259.044421700004
3074,86042,2931-83-6216-0-000-0000,19420101,1,1000,1,420027,LOGEMENT,419911.509127805,3753.15560875535
3075,86042,3031-73-3541-0-000-0000,19850101,1,1000,1,4645.2,LOGEMENT,4643.87031682,274.282175028201
3076,86042,3029-60-5469-0-000-0000,19830101,1,1000,1,17199.2,LOGEMENT,17193.21868511,646.965782936792
3077,86042,3031-74-4258-0-000-0000,19900101,1,1000,1,3065.8,LOGEMENT,3064.95429256,222.473299336814
3078,86042,3029-81-7393-0-000-0000,19750101,1,1000,1,11856.4,LOGEMENT,11853.666238955,445.225602737637
3079,86042,3031-86-4045-0-000-0000,19770101,1,1000,1,4645,LOGEMENT,4643.763776245,274.273031444488
3080,86042,3029-82-9370-0-000-0000,19500101,1,1000,1,6426.4,LOGEMENT,6423.95401059,357.019119548525
3081,86042,3230-49-4258-0-000-0000,19960101,1,1000,1,6131.6,LOGEMENT,6129.921771685,344.377143128618
3082,86042,3031-90-3245-0-000-0000,,,9220,,71367.7,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,71348.083555175,1098.72754581544
3083,86042,3130-70-7466-0-000-0000,,,8543,,327763.1,EXTRACTION DU SABLE ET DU GRAVIER,327672.99359485,3404.0621789795
3084,86042,3031-76-3454-0-000-0000,19890101,1,1000,1,5806.4,LOGEMENT,5804.84964291,304.758255485573
3085,86042,3028-69-2482-0-000-0000,19870101,1,1000,1,23613.7,LOGEMENT,23604.295329775,727.347648401906
3086,86042,3231-46-1170-0-000-0000,,,9220,,133127.4,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,133090.769338095,2489.12260312067
3087,86042,3232-20-1633-0-000-0000,,,8543,,370243.4,EXTRACTION DU SABLE ET DU GRAVIER,370153.48704673,3480.28728943248
3088,86042,3129-52-3293-0-000-0000,19980101,1,1000,1,340757.5,LOGEMENT,340665.995665455,3867.26390738601
3089,86042,3030-45-8542-0-000-0000,19950101,1,1000,2,4236.4,LOGEMENT,4235.20223333,260.872472110693
3090,86042,3031-82-3494-0-000-0000,19760101,1,1000,1,3725,LOGEMENT,3723.891144875,244.094508491049
3091,86042,3231-56-4377-0-000-0000,19870101,1,1000,2,118699.8,LOGEMENT,118669.514723195,2116.08177545051
3092,86042,3030-34-8548-0-000-0000,19740101,2,1000,1,3901.9,LOGEMENT,3900.856541675,262.09213429001
3093,86042,3031-89-3242-0-000-0000,19780101,1,1000,1,3716.1,LOGEMENT,3715.10193708,243.806544197095
3094,86042,3129-88-7605-0-000-0000,,,8543,,159489.2,EXTRACTION DU SABLE ET DU GRAVIER,159445.298721225,1834.12283563435
3095,86042,3032-80-3103-0-000-0000,19810101,1,1000,1,3716.1,LOGEMENT,3715.09887978,243.80644387809
3096,86042,3031-98-4754-0-000-0000,,,9220,,86261.5,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,86237.787820365,1572.65307177593
3097,86042,3032-80-4679-0-000-0000,19880101,1,1000,1,8361.2,LOGEMENT,8358.974027625,365.709666456084
3098,86042,3231-71-3429-0-000-0000,,,9220,,96654.4,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,96652.422108885,1910.91633326605
3099,86042,3231-40-3099-0-000-0000,19900101,1,1000,1,6387.7,LOGEMENT,6386.14943263,340.458731054482
3100,86042,3231-51-7107-0-000-0000,20070101,1,1000,1,8253.6,LOGEMENT,8246.256053345,439.028142404307
3101,86042,3331-18-5327-0-000-0000,19780101,1,1000,1,94554.1,LOGEMENT,94532.175811825,2041.0214841319
3102,86042,3031-75-3491-0-000-0000,19890101,1,1000,1,3832.3,LOGEMENT,3831.19527213,252.949190827022
3103,86042,3031-75-3440-0-000-0000,19870101,1,1000,1,3832.3,LOGEMENT,3831.19527213,252.949190827022
3104,86042,3031-84-3318-0-000-0000,19740101,1,1000,1,3028.6,LOGEMENT,3027.77943492,221.253483580538
3105,86042,3031-65-0824-0-000-0000,19850101,1,1000,1,36106.6,LOGEMENT,36096.670321695,877.728922740625
3106,86042,3031-87-3263-0-000-0000,19810101,1,1000,1,3251.6,LOGEMENT,3250.71092058,228.568566375285
3107,86042,3129-50-2920-0-000-0000,19490101,1,1000,1,361812.5,LOGEMENT,361713.102101765,3374.20879602627
3108,86042,3028-89-5511-0-000-0000,20130101,1,1000,1,4180,LOGEMENT,4178.832965605,267.162734055528
3109,86042,3031-72-3580-0-000-0000,20130101,3,1000,1,4645.1,LOGEMENT,4643.9167957,274.283375012413
3110,86042,3029-84-5142-0-000-0000,19900101,1,1000,1,6792.9,LOGEMENT,6791.061573125,387.023395521873
3111,86042,3029-67-5152-0-000-0000,,,9220,,151952.5,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,151910.670910355,1909.48471244297
3112,86042,3029-74-1926-0-000-0000,19870101,1,1000,1,17656.6,LOGEMENT,17651.74549446,685.702874556222
3113,86042,3129-35-8442-0-000-0000,,,8543,,292777.4,EXTRACTION DU SABLE ET DU GRAVIER,292696.88662758,2761.89249414013
3114,86042,7448-97-2450-0-000-0000,,,8514,,6745162,EXTRACTION DU MINERAI D'OR ET D'ARGENT,6737392.65132164,14793.333589598
3115,86042,4043-94-8022-0-000-0000,19490101,1,1000,2,438.7,LOGEMENT,437.00441554,93.5905595465308
3116,86042,4043-94-8908-0-000-0000,19410101,5,1000,2,237.3,LOGEMENT,236.865971185,66.0525903862191
3117,86042,4143-07-0345-0-000-0000,19480101,1,1000,1,580,LOGEMENT,579.929943545,99.1032896870613
3118,86042,4143-07-2145-0-000-0000,19480101,2,1000,1,526.8,LOGEMENT,526.5243562,93.7422083358297
3119,86042,1813-73-1948-0-000-0000,19960101,1,1000,1,5545.8,LOGEMENT,5542.545072455,308.956943808732
3120,86042,1813-63-8303-0-000-0000,19950101,1,1000,2,4336,LOGEMENT,4334.51817922,277.754542086527
3121,86042,1813-85-0001-0-000-0000,20020101,1,1000,2,4668.6,LOGEMENT,4654.88881519,282.063744132357
3122,86042,2210-56-0146-0-000-0000,19400101,1,1100,1,1346.8,CHALET OU MAISON DE VILLÃGIATURE,1345.209875525,170.460256584836
3123,86042,1914-20-6961-0-000-0000,,2,1000,1,5480.8,LOGEMENT,5480.481217125,311.295000638275
3124,86042,2111-90-5974-0-000-0000,,,9100,,1510,ESPACE DE TERRAIN NON AMÃNAGÃ,1509.542289135,162.630438174195
3125,86042,2211-00-5616-0-000-0000,20170101,1,1100,1,428.9,CHALET OU MAISON DE VILLÃGIATURE,428.790737605,94.5516031595785
3126,86042,1813-86-0908-0-000-0000,,,9100,,4190.1,ESPACE DE TERRAIN NON AMÃNAGÃ,4193.47706799,267.643875043388
3127,86042,2210-46-9172-0-000-0000,20100101,1,1100,1,2270,CHALET OU MAISON DE VILLÃGIATURE,2267.738280875,206.524243121426
3128,86042,1813-99-4718-0-000-0000,19880101,1,1000,1,5467.5,LOGEMENT,5462.68457457,307.795121313821
3129,86042,2210-28-0483-0-000-0000,,,9100,,1744.6,ESPACE DE TERRAIN NON AMÃNAGÃ,1744.128883715,182.228464651082
3130,86042,1913-37-2718-0-000-0000,20070101,1,1000,1,7393.2,LOGEMENT,7395.861760055,387.629000029409
3131,86042,1813-87-7272-0-000-0000,19930101,1,1000,1,5662.3,LOGEMENT,5660.72793307,317.419633407625
3132,86042,2210-37-9573-0-000-0000,19810101,,1990,,19035.1,AUTRES IMMEUBLES RÃSIDENTIELS,19029.87901165,698.013170856134
3133,86042,1913-24-6100-0-000-0000,,,9100,,5151,ESPACE DE TERRAIN NON AMÃNAGÃ,5153.82936849,303.997984185643
3134,86042,2211-00-3727-0-000-0000,19740101,1,5834,2,1053.8,"RÃSIDENCE DE TOURISME (APPARTEMENT, MAISON O",1053.533113045,131.283811725389
3135,86042,2111-91-1800-0-000-0000,19700101,1,1100,1,6444.5,CHALET OU MAISON DE VILLÃGIATURE,6442.97456493,480.445695867401
3136,86042,1813-98-2862-0-000-0000,20110101,1,1000,2,6353.2,LOGEMENT,6351.49374833,348.137710813529
3137,86042,2210-19-6904-0-000-0000,19800101,1,1000,1,3239.5,LOGEMENT,3238.607254645,233.660725739076
3138,86042,1913-09-3768-0-000-0000,,,9100,,4599.9,ESPACE DE TERRAIN NON AMÃNAGÃ,4598.118284565,287.914950505124
3139,86042,1914-21-5841-0-000-0000,,,9100,,4257.2,ESPACE DE TERRAIN NON AMÃNAGÃ,4257.527524675,304.444221111163
3140,86042,1913-29-9253-0-000-0000,20010101,1,1000,1,5045.4,LOGEMENT,5050.276611685,300.169882207871
3141,86042,2210-28-5133-0-000-0000,20100101,1,1212,1,4155.3,ROULOTTE RÃSIDENTIELLE,4153.77546661,273.537597926118
3142,86042,1813-86-1768-0-000-0000,20160101,1,1000,1,6505.6,LOGEMENT,6503.860839835,332.92367817366
3143,86042,1913-28-9646-0-000-0000,,,9100,,5082.9,ESPACE DE TERRAIN NON AMÃNAGÃ,5085.655150965,297.538309493001
3144,86042,2111-90-9548-0-000-0000,19750101,1,1100,1,2634.2,CHALET OU MAISON DE VILLÃGIATURE,2633.44870791,209.241930454841
3145,86042,2210-09-8492-0-000-0000,19520101,1,5834,1,2246.4,"RÃSIDENCE DE TOURISME (APPARTEMENT, MAISON O",2245.770957025,194.83632723405
3146,86042,2111-81-7282-0-000-0000,19600101,1,1000,1,5000,LOGEMENT,4994.904286855,300.826844877539
3147,86042,1813-62-4753-0-000-0000,19930101,1,1000,1,4000,LOGEMENT,3998.108733115,262.989330020668
3148,86042,2210-27-2852-0-000-0000,19640101,1,1000,1,2250,LOGEMENT,2250.40016953,217.752416924547
3149,86042,2210-19-4343-0-000-0000,19990101,1,1000,2,994.5,LOGEMENT,994.215568785,136.172975397948
3150,86042,1813-98-0315-0-000-0000,19740101,1,1000,1,5612.7,LOGEMENT,5611.205989665,326.441061978457
3151,86042,2210-54-4390-0-000-0000,19910101,1,1100,1,3009.4,CHALET OU MAISON DE VILLÃGIATURE,3008.569299395,222.199546442793
3152,86042,1813-99-8451-0-000-0000,19950101,1,1000,1,4147.7,LOGEMENT,4145.36550684,297.183600412437
3153,86042,1913-39-0500-0-000-0000,19800101,1,1000,1,4819.8,LOGEMENT,4821.21494609,292.079702917031
3154,86042,1913-34-2791-0-000-0000,,,9100,,19264,ESPACE DE TERRAIN NON AMÃNAGÃ,19258.750879,588.009193989023
3155,86042,2210-27-6877-0-000-0000,,,9100,,829.3,ESPACE DE TERRAIN NON AMÃNAGÃ,829.04050794,115.954309837527
3156,86042,1914-20-5605-0-000-0000,19950101,1,1000,2,6429.2,LOGEMENT,6427.399067675,354.871226988968
3157,86042,2210-28-2865-0-000-0000,,,9100,,2308.4,ESPACE DE TERRAIN NON AMÃNAGÃ,2307.802545,220.119053484872
3158,86042,2210-19-2165-0-000-0000,19580101,1,5834,1,1016.7,"RÃSIDENCE DE TOURISME (APPARTEMENT, MAISON O",1016.433862845,128.485691240172
3159,86042,1813-84-0734-0-000-0000,20180101,1,1000,2,8965,LOGEMENT,8965.530693,384.547006146069
3160,86042,1813-73-5590-0-000-0000,,,9100,,6039,ESPACE DE TERRAIN NON AMÃNAGÃ,6037.0886185,332.377081550998
3161,86042,1913-27-9786-0-000-0000,20010101,1,1100,1,7628.3,CHALET OU MAISON DE VILLÃGIATURE,7626.227241555,390.071308340111
3162,86042,1813-85-0655-0-000-0000,19890101,1,1000,1,4486.6,LOGEMENT,4488.455346525,275.543508792019
3163,86042,1913-23-0867-0-000-0000,,,9100,,7511,ESPACE DE TERRAIN NON AMÃNAGÃ,7518.090562555,351.013744617803
3164,86042,1913-36-6053-0-000-0000,,,9100,,4517.7,ESPACE DE TERRAIN NON AMÃNAGÃ,4524.596210115,272.755487072819
3165,86042,1914-43-5810-0-000-0000,,1,7521,2,220200,CAMP DE GROUPES ET BASE DE PLEIN AIR AVEC DO,241924.85093446,2552.39507406016
3166,86042,1813-61-2498-0-000-0000,19910101,1,1000,2,4224,LOGEMENT,4221.064331425,270.096261780595
3167,86042,1813-87-4127-0-000-0000,19880101,1,1000,1,5192.8,LOGEMENT,5191.34707191,302.916799107118
3168,86042,1913-35-5796-0-000-0000,,,9100,,5234.1,ESPACE DE TERRAIN NON AMÃNAGÃ,5240.00534284,300.144690485086
3169,86042,4258-78-5777-0-000-0000,,,4563,,93851.4,PISTE CYCLABLE EN SITE PROPRE,93820.679786105,6290.34457655516
3170,86042,3853-61-4254-0-000-0000,20130101,1,1211,1,3048,MAISON MOBILE,3048.0011839,221.920039600486
3171,86042,3853-00-0679-0-000-0000,19830101,2,1000,1,150411.8,LOGEMENT,150372.161323555,3643.34197531512
3172,86042,3852-48-7521-0-000-0000,19370101,1,1000,1,5026.1,LOGEMENT,5024.55668959,276.335431088817
3173,86042,3752-86-8326-0-000-0000,19960101,1,1000,1,3178.3,LOGEMENT,3180.75859486,253.113040164494
3174,86042,3852-14-9071-0-000-0000,19820101,1,1000,1,6183.3,LOGEMENT,6181.881706585,336.74107759185
3175,86042,3952-07-2401-0-000-0000,20000101,1,1000,2,127414.5,LOGEMENT,127385.94207134,2310.14338556201
3176,86042,3852-47-5032-0-000-0000,19700101,1,1000,1,4871.2,LOGEMENT,4869.948334055,292.00493609768
3177,86042,3852-08-8374-0-000-0000,,,1990,,146855.2,AUTRES IMMEUBLES RÃSIDENTIELS,146817.15426079,2836.71352807384
3178,86042,3752-95-8400-0-000-0000,19480101,1,1000,2,189353.9,LOGEMENT,189298.200192605,4033.14195785516
3179,86042,3852-36-5545-0-000-0000,19860101,1,1000,1,16629.7,LOGEMENT,16625.36731156,617.672887809186
