TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0002",22622,"Aucune influence","Limit̩e",34.5,-22.6,-21.6,-30.2,-37.6,-35.6,-52.8,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0003",11584,"Aucune influence","Limit̩e",31.4,-28.5,-24.5,-35.6,-44.9,-41.9,-60.1,"Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0004",275,"Aucune influence","Limit̩e",29.5,-32.3,-25,-39.6,-47.4,-47.3,-61.5,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0011",11123,"Aucune influence","Limit̩e",31.5,-28.5,-24.4,-35.6,-44.7,-41.7,-60.1,"Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0012",8080,"Aucune influence","Limit̩e",31.4,-28.2,-23.2,-34.6,-43.9,-41.2,-59.4,"Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0013",7376,"Aucune influence","Limit̩e",32,-27.7,-22.9,-34,-43.2,-40.7,-58.9,"Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0014",1087,"Aucune influence","Limit̩e",31,-23,-19.2,-30.3,-38.2,-37.4,-55.2,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0016",1042,"Aucune influence","Limit̩e",31.5,-22.6,-18.9,-30.1,-37.5,-37.1,-55,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0020",1007,"Aucune influence","Limit̩e",31.6,-22.3,-18.7,-29.9,-37.1,-36.9,-54.8,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0028",865,"Aucune influence","Limit̩e",31.7,-21.4,-17.9,-29.3,-35.5,-36,-53.9,"Diminution tr̬s probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
