TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0002",22622,"Aucune influence","Limit̩e",11.6,-11.3,-12.3,-19.5,-28.7,-22.9,-46.5,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0003",11584,"Aucune influence","Limit̩e",13,-9,-10.7,-18.1,-28,-22.1,-44.1,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0004",275,"Aucune influence","Limit̩e",10.8,-7.6,-12.4,-20.3,-32,-24.9,-48.8,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0011",11123,"Aucune influence","Limit̩e",13.2,-8.9,-10.8,-17.7,-27.9,-22,-43.7,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0012",8080,"Aucune influence","Limit̩e",12.9,-8.5,-12.4,-18.1,-29.3,-22.5,-45.7,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0013",7376,"Aucune influence","Limit̩e",13.3,-8.3,-12.1,-17.7,-28.9,-21.2,-44.1,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0014",1087,"Aucune influence","Limit̩e",10.5,-10.5,-16.3,-18.1,-32.9,-26.1,-52.9,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0016",1042,"Aucune influence","Limit̩e",10.5,-10.5,-16.4,-17.8,-32.7,-25.6,-52.5,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0020",1007,"Aucune influence","Limit̩e",10.5,-10.6,-16.5,-17.8,-32.8,-25.5,-52.5,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0028",865,"Aucune influence","Limit̩e",10.3,-12.4,-18.1,-18.3,-33.4,-26.5,-53.2,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
