TRONCON,BV_PRIMAIRE,QUANTILE,REFERENCE,H30_RCP4,H30_RCP8,H50_RCP4,H50_RCP8,H80_RCP4,H80_RCP8
"ABI0002","Rivi̬re Harricana",10,1516.05,1579.49,1577.07,1544.81,1475.88,1492.17,1287.92
"ABI0002","Rivi̬re Harricana",25,1840,1949.64,1945.37,1907.59,1823.6,1849.74,1628.16
"ABI0002","Rivi̬re Harricana",50,2267.68,2467.54,2459.27,2416.41,2310.74,2358.25,2125.71
"ABI0002","Rivi̬re Harricana",75,2797.24,3114.9,3119.19,3073.82,2918.99,3015.94,2787.8
"ABI0002","Rivi̬re Harricana",90,3373.95,3846.77,3845.17,3875.67,3604.1,3803.61,3597.94
"ABI0003","Rivi̬re Turgeon",10,954.99,1010.65,989.97,985.65,942.81,946.05,832.86
"ABI0003","Rivi̬re Turgeon",25,1169.41,1253.94,1243.83,1238.82,1180.23,1187.72,1064.59
"ABI0003","Rivi̬re Turgeon",50,1460.52,1599.11,1588.05,1583.09,1518.57,1528.01,1403.48
"ABI0003","Rivi̬re Turgeon",75,1818.69,2051.39,2035.2,2048.86,1953.94,1982.95,1854.84
"ABI0003","Rivi̬re Turgeon",90,2221.33,2573.57,2519.72,2603.83,2442.25,2538.16,2378.97
"ABI0004","Rivi̬re Martigny",10,18.4,20.59,19.96,19.62,18.97,18.9,14.97
"ABI0004","Rivi̬re Martigny",25,22.95,26.07,25.73,25.18,24.38,24.4,21.07
"ABI0004","Rivi̬re Martigny",50,29.74,34.79,34.78,33.5,32.51,32.63,29.5
"ABI0004","Rivi̬re Martigny",75,38.27,46.25,46.87,44.53,42.96,43.96,40.63
"ABI0004","Rivi̬re Martigny",90,47.85,60.33,61.87,58.61,55.78,58.22,54.77
"ABI0011","Rivi̬re Turgeon",10,930.88,988.38,980.36,956.7,920.93,925.53,820.91
"ABI0011","Rivi̬re Turgeon",25,1138.29,1235.08,1216.25,1200.75,1151.07,1166.92,1042.96
"ABI0011","Rivi̬re Turgeon",50,1423.27,1571.42,1552.49,1542.11,1479.98,1505.12,1372.43
"ABI0011","Rivi̬re Turgeon",75,1774.64,2011.22,1987.71,1986.14,1909.21,1954.55,1808.66
"ABI0011","Rivi̬re Turgeon",90,2162.09,2503.14,2458.58,2508.55,2388.74,2488.91,2328.27
"ABI0012","Rivi̬re Turgeon",10,687.21,727.78,721.54,712.19,684.93,682.17,587.73
"ABI0012","Rivi̬re Turgeon",25,833.02,906.71,892.66,884.97,855.03,854.52,762.3
"ABI0012","Rivi̬re Turgeon",50,1038.87,1152.2,1138.05,1130.97,1091.57,1100.25,1011.16
"ABI0012","Rivi̬re Turgeon",75,1293.64,1472.51,1453.55,1460.56,1403.38,1432.7,1337.1
"ABI0012","Rivi̬re Turgeon",90,1579.78,1837.15,1809.02,1841.37,1768.92,1827.78,1718.46
"ABI0013","Rivi̬re Turgeon",10,636.95,675.99,675.28,663.01,630.64,641.03,546.05
"ABI0013","Rivi̬re Turgeon",25,769.17,838.01,829.46,826.71,787.59,795.77,706.81
"ABI0013","Rivi̬re Turgeon",50,950.57,1058.98,1052.62,1059.64,1009.66,1019.25,943.85
"ABI0013","Rivi̬re Turgeon",75,1175.66,1343.53,1334.23,1361.2,1295.4,1302.29,1250.71
"ABI0013","Rivi̬re Turgeon",90,1424.07,1659.64,1643.2,1720.15,1619.14,1650.51,1616.13
"ABI0014","",10,59.66,64.56,64.07,62.86,60.15,60.45,51.77
"ABI0014","",25,72.24,79.98,79.29,78.04,74.9,75.44,65.3
"ABI0014","",50,89.76,102.49,101.61,99.96,97.13,96.85,85.37
"ABI0014","",75,111.8,130.87,130.12,129.59,125.42,125.44,112.68
"ABI0014","",90,136.02,165.28,164.55,163.93,156.79,160.63,146.72
"ABI0016","",10,56.15,61.54,60.24,59.08,56.35,56.68,48.51
"ABI0016","",25,67.81,75.51,74.4,72.84,70.26,70.37,61.19
