"activite","saison","clientele","periode","critere-autre","tarif","unite","taxes","description-type-site","effectif-de","effectif-a"
"CENTRE DE LA NATURE - FÃTES D'ENFANTS","","","","Avec carte Avantages","150","par personne","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - FÃTES D'ENFANTS","","","","Sans carte Avantages","190","par vÃ©hicule","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - ESCALADE","","","","Avec carte Avantages","8","par personne","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - ESCALADE","","","","Sans carte Avantages","10","par personne","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - ESCALADE","","Par personne pour groupe de 12 personnes minimum (enfants 17 ans et moins)","45 minutes","","5","par personne","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - GÃOCACHING","","","90 minutes","Avec carte Avantages","5","par personne","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - GÃOCACHING","","","90 minutes","Sans carte Avantages","7","par personne","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - AUTRES SERVICES - AGENT DE SÃCURITÃ","","","","","25","de l'heure","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - AUTRES SERVICES - ÃCLAIRAGE (TOUR DE 6000 W)","","","","","153","par jour/tour","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - AUTRES SERVICES - BARRICADE","","","","","2,2999999999999998","par section","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - AUTRES SERVICES - KIOSQUE EXTÃRIEUR","","","","","175","par kiosque","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - AUTRES SERVICES - KIOSQUE INTÃRIEUR","","","","","240","par kiosque","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - AUTRES SERVICES - JOURNALIER","","","","","38","par heure","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - AUTRES SERVICES - PERSONNEL DâANIMATION","","","","","15","par heure/personne","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - VISITE GUIDÃE JARDINS","","Organisme Laval - Par personne pour groupe de 10 personnes et plus","","","5","/personne","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - VISITE GUIDÃE JARDINS","","Organisme externe Laval - Par personne pour groupe de 10 personnes et plus","","","7","/personne","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - ATELIER HORTICOLE","","Enfant sans carte Avantages","","","6","/personne","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - ATELIER HORTICOLE","","Enfant avec carte Avantages","","","4","/personne","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - ATELIER HORTICOLE","","Adulte sans carte Avantages","","","20","/personne","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - ATELIER HORTICOLE","","Adulte avec carte Avantages","","","15","/personne","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - CANNE Ã PÃCHE","","","","","5","/canne","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - CHAMBRE Ã AIR SIMPLE","","Sans carte Avantages","","","5","/chambre","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - CHAMBRE Ã AIR SIMPLE","","Avec carte Avantages","","","3","/chambre","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - CHAMBRE Ã AIR DOUBLE","","Sans carte Avantages","","","9","/chambre","Incluses","Centre de la nature","2020-01-01","2020-12-31"
"CENTRE DE LA NATURE - CHAMBRE Ã AIR DOUBLE","","Avec carte Avantages","","","7","/chambre","Incluses","Centre de la nature","2020-01-01","2020-12-31"
